R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM  
0.124,0.539,0.306,0.601,0.9245,0.7985,0.643,0.812,0.6925,Q61687,Q61687,Atrx,1,3,2,2,Q61687,MOUSE,281206.5,0.8,2778,2778.1,22.63,22.63,NA,2476,Transcriptional regulator ATRX,nuclear chromosome|heterochromatin|nucleus|nucleoplasm|PML body|telomeric heterochromatin|SWI/SNF superfamily-type complex|,"DNA repair|nucleosome assembly|DNA replication-independent nucleosome assembly|chromatin remodeling|transcription, DNA-templated|spermatogenesis|positive regulation of nuclear cell cycle DNA replication|DNA damage response, signal transduction by p53 class mediator|forebrain development|replication fork processing|positive regulation of telomere maintenance|post-embryonic forelimb morphogenesis|multicellular organism growth|positive regulation of transcription from RNA polymerase II promoter|Sertoli cell development|seminiferous tubule development|cellular response to hydroxyurea|negative regulation of telomeric RNA transcription from RNA pol II promoter|",DNA binding|chromatin binding|helicase activity|protein binding|ATP binding|zinc ion binding|DNA translocase activity|methylated histone binding|histone binding|chromo shadow domain binding|,2,3,1.11E+09,0.008,0.013456659,0.033166667,23.37924115,0.586666667,0.004592783,4.191976007,-0.0775,-0.427,-0.276,0.068,0.524,0.3875,NC,7,NA,NA
1.234,1.055,1.106,1.037,0.8745,0.9255,1.026,0.844,0.8995,Q9CZE3,Q9CZE3,Rab32,1,2,3,2,Q9CZE3,MOUSE,25296.2,13.4,2785,2785.2,15.44,10.44,NA,223,Ras-related protein Rab-32,mitochondrion|early endosome|trans-Golgi network|membrane|phagocytic vesicle membrane|melanosome|phagocytic vesicle|,intracellular protein transport|metabolic process|antigen processing and presentation|melanosome organization|Rab protein signal transduction|endosome to melanosome transport|phagosome maturation|melanosome assembly|,GTPase activity|protein binding|GTP binding|GTP-dependent protein binding|AP-1 adaptor complex binding|AP-3 adaptor complex binding|BLOC-2 complex binding|,2,2,2.76E+08,0.085,4.81E-05,-0.151166667,52.17620166,1.02,6.06E-06,12.8060093,-0.7545,-0.562,-0.667,0.474,0.321,0.2815,undefined,9,NA,NA
0.203,0.611,0.517,0.371,0.7365,0.6885,0.253,0.726,0.6835,Q9Z127,Q9Z127,Slc7a5,1,3,2,2,Q9Z127,MOUSE,56555.9,5.8,2786,2786.1,22.38,22.38,NA,512,Large neutral amino acids transporter small subunit 1,nucleus|nucleolus|cytoplasm|cytosol|plasma membrane|integral component of plasma membrane|membrane|apical plasma membrane|intracellular membrane-bounded organelle|extracellular exosome|,amino acid transmembrane transport|nervous system development|L-amino acid transport|leucine transport|phenylalanine transport|tryptophan transport|cell differentiation|cation transmembrane transport|L-alpha-amino acid transmembrane transport|,L-amino acid transmembrane transporter activity|L-leucine transmembrane transporter activity|L-phenylalanine transmembrane transporter activity|L-tryptophan transmembrane transporter activity|antiporter activity|,2,3,51700000,0.058,0.011533865,-0.066166667,24.19420236,0.560666667,0.003806973,4.350415332,-0.0405,-0.506,-0.493,0.194,0.235,0.2135,undefined,6,NA,TRUE
0.649,0.383,0.44,0.669,0.4185,0.4755,0.838,0.567,0.6295,A7TU71,A7TU71,Shroom2,1,2,2,2,A7TU71|A2ALU4,MOUSE,166630.3,2,2798,2798.1,22.21,22.21,NA,1487,Protein Shroom2,cytoplasm|cell-cell junction|cell cortex|neuronal cell body|apical junction complex|extracellular exosome|cortical actin cytoskeleton|filamentous actin|,negative regulation of actin filament depolymerization|establishment of melanosome localization|apical protein localization|cell-cell junction maintenance|,protein binding|protein domain specific binding|actin filament binding|,2,2,52500000,0.02,0.001775325,-0.016,33.80144247,0.585,0.000416731,6.504772497,-0.4615,-0.2,-0.264,0.203,0.238,0.3885,NC,6,NA,NA
0.605,0.802,0.763,0.371,0.5845,0.5445,0.783,0.976,0.9415,Q62523,Q62523,Zyx,1,3,3,3,Q62523|Q7TQE2,MOUSE,61857,6.3,2802,2802.1,22.14,22.14,NA,564,Zyxin,stress fiber|nucleus|cytoplasm|cell-cell adherens junction|focal adhesion|,cell-matrix adhesion|transforming growth factor beta receptor signaling pathway|integrin-mediated signaling pathway|stress fiber assembly|regulation of inflammatory response|,protein binding|zinc ion binding|poly(A) RNA binding|,3,3,1.49E+08,0.063,0.001929606,0.035333333,33.38657079,0.716333333,0.000458504,6.3989627,-0.2045,-0.381,-0.383,0.393,0.194,0.5935,undefined,8,NA,NA
2.226,2.143,2.702,3.162,3.0945,3.6535,2.518,2.431,2.9945,P70313,P70313,Nos3,1,4,2,2,P70313|E9Q9X4,MOUSE,134568.4,2.4,2807,2807.1,22.05,22.05,NA,1202,"Nitric oxide synthase, endothelial",nucleus|cytoplasm|Golgi apparatus|cytosol|cytoskeleton|caveola|,angiogenesis|ovulation from ovarian follicle|in utero embryonic development|blood vessel remodeling|regulation of sodium ion transport|regulation of the force of heart contraction by chemical signal|regulation of systemic arterial blood pressure by endothelin|arginine catabolic process|nitric oxide biosynthetic process|nitric oxide mediated signal transduction|negative regulation of cell proliferation|negative regulation of muscle hyperplasia|smooth muscle hyperplasia|lung development|positive regulation of guanylate cyclase activity|lipopolysaccharide-mediated signaling pathway|response to fluid shear stress|negative regulation of potassium ion transport|endothelial cell migration|positive regulation of angiogenesis|negative regulation of blood pressure|positive regulation of vasodilation|regulation of blood vessel size|negative regulation of hydrolase activity|negative regulation of calcium ion transport|oxidation-reduction process|,actin monomer binding|NADPH-hemoprotein reductase activity|nitric-oxide synthase activity|iron ion binding|calmodulin binding|FMN binding|heme binding|tetrahydrobiopterin binding|arginine binding|flavin adenine dinucleotide binding|NADP binding|scaffold protein binding|,2,4,7.99E+08,0.024,0.000388467,-0.366166667,41.43014571,2.911333333,7.19E-05,8.712386442,-1.5845,-1.451,-2.43,0.677,1.662,0.9295,undefined,9,NA,NA
0.013,0.493,0.38,0.063,0.5585,0.4445,0.143,0.619,0.5105,Q9WUK2,Q9WUK2,Eif4h,1,2,2,2,Q9WUK2|Q9WUK2-2,MOUSE,27397.6,4,2812,2812.1,21.93,21.93,NA,248,Eukaryotic translation initiation factor 4H,membrane|perinuclear region of cytoplasm|,translational initiation|sexual reproduction|developmental growth|,nucleotide binding|translation initiation factor activity|poly(A) RNA binding|,2,2,6490000,0.04,0.046605671,-0.058,16.63968426,0.365666667,0.021678617,2.985796639,0.0325,-0.417,-0.338,0.049,0.135,0.1905,undefined,5,NA,NA
0.365,0.431,0.736,0.418,0.4065,0.7595,0.542,0.66,0.9665,F8VQ23,F8VQ23,Adra2b,1,4,2,2,F8VQ23|P30545|Q925K6,MOUSE,51183.3,3,2814,2814.1,21.9,21.9,NA,453,Alpha-2B adrenergic receptor,intracellular|integral component of plasma membrane|,MAPK cascade|angiogenesis|regulation of vascular smooth muscle contraction|G-protein coupled receptor signaling pathway|negative regulation of adenylate cyclase activity|cell-cell signaling|female pregnancy|negative regulation of norepinephrine secretion|platelet activation|activation of protein kinase B activity|epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway|positive regulation of neuron differentiation|positive regulation of blood pressure|negative regulation of insulin secretion involved in cellular response to glucose stimulus|positive regulation of uterine smooth muscle contraction|adenylate cyclase-inhibiting adrenergic receptor signaling pathway|activation of MAPK activity by adrenergic receptor signaling pathway|,adrenergic receptor activity|alpha2-adrenergic receptor activity|epinephrine binding|,2,4,85500000,0.03,0.006510651,0.066333333,27.26521247,0.555,0.001877063,4.977888491,-0.1655,-0.054,-0.414,0.256,0.287,0.4885,undefined,6,NA,TRUE
0.592,0.743,1.417,0.816,0.9825,1.6565,0.497,0.643,1.3215,Q8BMQ2,Q8BMQ2,Gtf3c4,1,2,2,2,Q8BMQ2|Q8BMQ2-3|E9Q2B0,MOUSE,92923.6,3.7,2817,2817.1,21.89,21.89,NA,817,General transcription factor 3C polypeptide 4,transcription factor TFIIIC complex|,"transcription, DNA-templated|histone acetylation|",DNA binding|histone acetyltransferase activity|,2,2,76700000,0.037,0.013342995,-0.162833333,23.42341653,1.001333333,0.004546303,4.200483605,-0.3225,-0.45,-1.218,0.284,0.549,0.1805,NC,9,NA,NA
0.732,0.8,0.923,0.53,0.6125,0.8275,0.611,0.674,0.7475,Q9DCB8,Q9DCB8,Isca2,1,3,2,2,Q9DCB8,MOUSE,16945.8,20.7,2825,2825.1,21.73,21.73,NA,154,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",mitochondrion|,iron-sulfur cluster assembly|,structural molecule activity|metal ion binding|iron-sulfur cluster binding|,2,3,2.45E+08,0.207,8.95E-05,-0.014333333,49.03114324,0.777,1.25E-05,11.39206871,-0.3265,-0.379,-0.503,0.431,0.368,0.3235,NC,9,NA,NA
0.386,0.453,0.444,0.379,0.4615,0.4515,0.547,0.61,0.6055,Q61070,Q61070,Ei24,1,3,2,2,A0A0R4J250|Q61070,MOUSE,39217.2,6.4,2827,2827.1,21.71,21.71,NA,340,Etoposide-induced protein 2.4,cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|Golgi apparatus|membrane|integral component of membrane|nuclear membrane|,autophagy|intrinsic apoptotic signaling pathway in response to DNA damage|negative regulation of cell growth|response to drug|neuromuscular process controlling balance|cellular response to UV-C|positive regulation of intrinsic apoptotic signaling pathway|,NA,2,3,5.64E+08,0.064,0.00078649,-0.0055,37.8275504,0.496666667,0.000164909,7.544092162,-0.2135,-0.271,-0.277,0.181,0.2,0.3475,undefined,6,NA,TRUE
1.993,2.654,2.104,2.497,2.7075,2.7835,2.567,3.07,2.6785,Q62181,Q62181,Sema3c,1,3,3,3,Q62181,MOUSE,86599.7,3.4,2837,2837.1,21.45,21.45,NA,751,Semaphorin-3C,extracellular space|extracellular exosome|,neural crest cell migration|somitogenesis|blood vessel remodeling|outflow tract morphogenesis|cardiac right ventricle morphogenesis|pulmonary myocardium development|axon guidance|heart development|post-embryonic development|neural tube development|limb bud formation|dichotomous subdivision of terminal units involved in salivary gland branching|,semaphorin receptor binding|,3,3,7.35E+08,0.034,2.24E-05,-0.4135,56.3231859,2.485333333,2.33E-06,14.96710914,-1.3675,-1.888,-1.713,0.642,0.753,1.0925,PC,9,TRUE,NA
0.413,0.355,0.349,0.558,0.5565,0.5095,0.62,0.476,0.4335,Q8BR70,Q8BR70,Yipf6,1,3,2,2,Q8BR70,MOUSE,26315.5,6.3,2840,2840.1,21.32,21.32,NA,236,Protein YIPF6,endoplasmic reticulum|cis-Golgi network|trans-Golgi network|integral component of membrane|ER to Golgi transport vesicle|,intestinal epithelial cell development|,identical protein binding|,2,3,21800000,0.063,0.000926743,-0.010833333,36.95098465,0.471333333,0.000201791,7.296698712,-0.2885,-0.225,-0.226,0.14,0.312,0.2225,undefined,6,NA,TRUE
1.736,1.961,1.944,1.342,1.4905,1.4735,1.691,1.912,1.8995,P15947,P15947,Klk1,1,3,2,2,P15947|P00756|P15946|Q61759,MOUSE,29344.8,6.8,2846,2846.1,21.19,21.19,NA,261,Kallikrein-1,nucleus|extracellular exosome|,proteolysis|,serine-type endopeptidase activity|,2,3,3.09E+08,0.068,2.95E-05,-0.1075,54.69559817,1.776,3.39E-06,14.12289584,-0.9425,-0.953,-1.091,0.925,0.498,0.9185,undefined,9,TRUE,NA
0.984,0.77,0.311,0.514,0.3675,-0.2915,1.295,1.23,0.6355,Q4VAE3,Q4VAE3,Tmem65,1,3,2,2,Q4VAE3,MOUSE,25203,9.4,2853,2853.1,21.09,21.09,NA,234,Transmembrane protein 65,mitochondrion|integral component of membrane|,NA,NA,2,3,2.34E+08,0.094,0.094873288,0.009,12.81266984,0.654333333,0.052327865,2.359608869,-0.5685,-0.518,0.132,0.42,-0.167,0.7555,NC,6,NA,TRUE
1.181,0.6,1.031,1.201,0.6515,1.0815,1.205,0.423,0.9935,Q6ZWR6,Q6ZWR6,Syne1,1,4,2,2,Q6ZWR6|A0A1L1STC6|Q6ZWR6-4|Q6ZWR6-2|Q6ZWR6-3,MOUSE,1017267.9,0.2,2859,2859.1,20.96,20.96,NA,8799,Nesprin-1,nucleus|nuclear envelope|nuclear outer membrane|nucleoplasm|cytoplasm|Golgi apparatus|cytoskeleton|integral component of membrane|sarcomere|nuclear membrane|LINC complex|postsynaptic membrane|,Golgi organization|establishment of nucleus localization|muscle cell differentiation|cytoskeletal anchoring at nuclear membrane|nuclear matrix anchoring at nuclear membrane|,actin binding|protein binding|lamin binding|identical protein binding|protein homodimerization activity|poly(A) RNA binding|actin filament binding|,2,4,17100000,0.002,0.000494124,-0.132166667,40.16155041,1.038666667,9.63E-05,8.307620275,-0.8725,-0.38,-0.702,0.37,0.451,0.3405,undefined,8,NA,TRUE
1.827,2.319,2.396,1.552,2.0405,2.1375,1.66,2.129,2.2995,B2RQY6,B2RQY6,BC035947,1,4,2,2,B2RQY6,MOUSE,78024.9,3.1,2860,2860.1,20.96,20.96,NA,695,BC035947 protein,viral capsid|,viral life cycle|,NA,2,4,2.14E+08,0.031,8.53E-05,-0.3745,49.2836931,2.064666667,1.18E-05,11.62577577,-1.0345,-1.418,-1.768,0.769,0.569,0.6355,undefined,9,NA,TRUE
0.597,0.414,0.798,0.563,0.4275,0.8115,0.734,0.579,0.9775,Q8BGC3,Q8BGC3,Slc16a12,1,4,2,2,Q8BGC3,MOUSE,54348.8,4.5,2861,2861.1,20.96,20.96,NA,486,Monocarboxylate transporter 12,integral component of plasma membrane|,plasma membrane lactate transport|creatine transmembrane transport|,creatine transmembrane transporter activity|lactate transmembrane transporter activity|symporter activity|,2,4,6.43E+08,0.045,0.002494653,-0.013833333,32.10588769,0.670666667,0.00061576,6.080477775,-0.3125,-0.165,-0.57,0.266,0.284,0.4145,undefined,8,NA,TRUE
0.689,0.504,0.568,0.837,0.6485,0.5635,0.78,0.591,0.5585,O35988,O35988,Sdc4,1,3,2,2,O35988,MOUSE,21539.1,9.5,2864,2864.1,20.92,20.92,NA,198,Syndecan-4,Golgi lumen|focal adhesion|cell surface|integral component of membrane|costamere|membrane raft|extracellular exosome|,ureteric bud development|neural tube closure|signal transduction|regulation of fibroblast migration|cell migration|wound healing|positive regulation of protein kinase activity|positive regulation of stress fiber assembly|positive regulation of focal adhesion assembly|inner ear receptor stereocilium organization|positive regulation of exosomal secretion|positive regulation of extracellular exosome assembly|,fibronectin binding|protein kinase C binding|thrombospondin receptor activity|,2,3,3.69E+08,0.095,0.000386096,-0.053,41.47306965,0.586333333,7.12E-05,8.648555482,-0.4505,-0.243,-0.345,0.239,0.25,0.2315,PC,9,TRUE,TRUE
0.393,0.622,0.759,0.376,0.6195,0.7565,0.422,0.646,0.7875,Q9R269,Q9R269,Ppl,1,3,3,3,Q9R269|G5E898,MOUSE,204628,1.5,2876,2876.1,20.71,20.71,NA,1755,Periplakin,nucleus|mitochondrion|cytoskeleton|extrinsic component of plasma membrane|desmosome|extracellular exosome|,keratinization|,protein binding|,3,3,6.41E+08,0.015,0.00257985,-0.019166667,31.9247147,0.618,0.00064199,6.036390174,-0.1265,-0.332,-0.526,0.275,0.286,0.3085,NC,7,NA,NA
0.51,0.534,0.086,0.434,0.5345,0.0855,0.801,0.831,0.5395,P63158,P63158,Hmgb1,1,3,2,2,P63158|A0A0J9YUD8|P30681,MOUSE,25064.5,11.1,2878,2878.1,20.7,20.7,NA,215,High mobility group protein B1,condensed chromosome|extracellular region|extracellular space|nucleus|cytoplasm|cell surface|transcriptional repressor complex|,"inflammatory response to antigenic stimulus|base-excision repair, DNA ligation|inflammatory response|negative regulation of RNA polymerase II transcriptional preinitiation complex assembly|DNA geometric change|V(D)J recombination|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of DNA binding|negative regulation of blood vessel endothelial cell migration|positive regulation of transcription from RNA polymerase II promoter|negative regulation of apoptotic cell clearance|","four-way junction DNA binding|bubble DNA binding|phosphatidylserine binding|sequence-specific DNA binding transcription factor activity|cytokine activity|protein binding|heparin binding|DNA binding, bending|poly(A) RNA binding|repressing transcription factor binding|supercoiled DNA binding|",2,3,2.04E+08,0.111,0.025969683,-0.069833333,19.89709613,0.487333333,0.010239774,3.547962473,-0.4245,-0.451,-0.065,0.096,0.037,0.3885,PC,7,NA,NA
2.403,2.681,2.918,2.375,2.6695,2.9065,2.585,2.859,3.1015,Q7TT36,Q7TT36,Adgra3,1,4,2,2,Q7TT36,MOUSE,146805.8,2,2882,2882.1,20.66,20.66,NA,1310,Adhesion G protein-coupled receptor A3,external side of plasma membrane|integral component of membrane|,G-protein coupled receptor signaling pathway|,G-protein coupled receptor activity|,2,4,43600000,0.02,3.78E-05,-0.597666667,53.43981182,2.857666667,4.53E-06,13.50246014,-1.6835,-1.864,-2.532,0.779,0.762,0.9525,undefined,9,TRUE,TRUE
1.735,2.025,1.876,1.226,1.5395,1.5815,1.654,1.94,1.7625,Q8C7K6,Q8C7K6,Pcyox1l,1,3,2,2,Q8C7K6,MOUSE,55044.8,3.6,2888,2888.1,20.5,20.5,NA,495,Prenylcysteine oxidase-like,extracellular region|vacuolar membrane|membrane|,prenylated protein catabolic process|prenylcysteine catabolic process|oxidation-reduction process|,prenylcysteine oxidase activity|,2,3,87900000,0.036,9.48E-05,-0.110333333,48.70087338,1.775,1.35E-05,11.38278764,-0.7685,-1.022,-1.203,0.94,0.492,0.8995,PC,9,TRUE,NA
0.537,0.267,0.428,0.516,0.3445,0.3605,0.532,0.656,0.6755,Q920L1,Q920L1,Fads1,1,3,3,3,Q920L1,MOUSE,52550,8.9,2891,2891.1,20.33,20.33,NA,447,Fatty acid desaturase 1,nucleus|mitochondrion|endoplasmic reticulum membrane|membrane|integral component of membrane|,unsaturated fatty acid biosynthetic process|aging|cellular response to starvation|response to sucrose|response to organic cyclic compound|arachidonic acid metabolic process|response to insulin|response to vitamin A|response to isolation stress|long-chain fatty acid biosynthetic process|oxidation-reduction process|,linoleoyl-CoA desaturase activity|oxidoreductase activity|,3,3,3.63E+08,0.089,0.001082297,-0.014166667,36.18616092,0.446,0.000240649,7.086212132,-0.3325,-0.173,-0.206,0.235,0.188,0.2035,undefined,5,NA,TRUE
1.768,1.445,1.731,2.018,1.8045,2.0915,1.703,1.395,1.6855,P49183,P49183,Dnase1,1,5,2,2,P49183|H3BKL7,MOUSE,32255,5.6,2898,2898.1,20.13,20.13,NA,284,Deoxyribonuclease-1,nucleus|nuclear envelope|extracellular exosome|,"DNA catabolic process, endonucleolytic|apoptotic process|",actin binding|endodeoxyribonuclease activity|deoxyribonuclease I activity|,2,5,1.44E+09,0.056,8.41E-05,-0.3065,49.35766984,1.828,1.16E-05,11.65695571,-1.3505,-0.886,-1.425,0.543,0.788,0.4915,PC,9,TRUE,NA
1.848,2.266,2.039,1.106,1.5395,1.3125,1.707,2.12,1.8975,E9Q718,E9Q718,Plod2,1,2,2,2,E9Q718|Q9R0B9,MOUSE,87527.1,3,2903,2903.1,20.02,20.02,NA,758,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",endoplasmic reticulum|extracellular exosome|,response to hypoxia|cellular response to hormone stimulus|oxidation-reduction process|activation of mitophagy in response to mitochondrial depolarization|,iron ion binding|procollagen-lysine 5-dioxygenase activity|L-ascorbic acid binding|,2,2,41900000,0.03,0.000302211,-0.017666667,42.74228706,1.766333333,5.32E-05,9.148750611,-0.6895,-1.015,-0.998,1.127,0.437,1.0325,undefined,9,TRUE,NA
0.308,0.592,0.657,0.394,0.6935,0.7585,0.62,0.9,0.9695,Q8VHE6,Q8VHE6,Dnah5,1,3,3,3,Q8VHE6,MOUSE,531485.4,0.9,2915,2915.1,19.73,19.73,NA,4621,"Dynein heavy chain 5, axonemal",axonemal dynein complex|microtubule|axoneme|outer dynein arm|,cilium movement|determination of left/right symmetry|metabolic process|lateral ventricle development|sperm motility|outer dynein arm assembly|cilium assembly|left/right axis specification|,microtubule motor activity|ATP binding|ATPase activity|,3,3,14600000,0.009,0.004602128,-0.043833333,29.08205125,0.677333333,0.001235364,5.374138833,-0.1645,-0.419,-0.564,0.15,0.265,0.4695,NC,7,NA,NA
1.659,1.783,2.153,1.539,1.6785,2.0485,1.844,1.963,2.3385,Q925P2,Q925P2,Ceacam2,1,3,2,2,Q925P2|Q925P2-2|Q925P2-3,MOUSE,57600.7,5.1,2917,2917.1,19.69,19.69,NA,520,Carcinoembryonic antigen-related cell adhesion molecule 2,cell surface|integral component of membrane|extracellular exosome|,viral process|negative regulation of brown fat cell proliferation|negative regulation of feeding behavior|regulation of energy homeostasis|homophilic cell adhesion via plasma membrane adhesion molecules|,protein homodimerization activity|,2,3,1.14E+08,0.051,0.000106517,-0.253333333,48.07298009,2.001666667,1.56E-05,11.12620926,-1.0105,-1.089,-1.663,0.822,0.576,0.8445,undefined,9,TRUE,TRUE
1.958,1.98,2.057,1.944,1.9825,2.0585,2.17,2.188,2.2695,Q3UHN9,Q3UHN9,Ndst1,1,3,3,3,Q3UHN9,MOUSE,101408.4,3.2,2922,2922.1,19.57,19.57,NA,882,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,Golgi membrane|integral component of membrane|,MAPK cascade|polysaccharide biosynthetic process|protein deacetylation|protein sulfation|inflammatory response|smoothened signaling pathway|respiratory gaseous exchange|fibroblast growth factor receptor signaling pathway|organ morphogenesis|heparan sulfate proteoglycan biosynthetic process|glycosaminoglycan metabolic process|heparin biosynthetic process|forebrain development|midbrain development|embryonic neurocranium morphogenesis|embryonic viscerocranium morphogenesis|,sulfotransferase activity|[heparan sulfate]-glucosamine N-sulfotransferase activity|deacetylase activity|,3,3,7.60E+08,0.032,6.03E-06,-0.334,66.04718319,2.115666667,2.48E-07,21.11005039,-1.3175,-1.291,-1.567,0.63,0.68,0.8615,undefined,9,NA,TRUE
0.262,0.51,0.669,0.179,0.4425,0.5765,0.156,0.401,0.5945,O08786,O08786,Cckar,1,4,2,2,O08786|Q3TPL0,MOUSE,49234.6,5.9,2924,2924.1,19.49,19.49,NA,436,Cholecystokinin receptor type A,lysosome|endosome|endoplasmic reticulum|cytosol|integral component of plasma membrane|terminal bouton|,temperature homeostasis|gastric acid secretion|neuron migration|reduction of food intake in response to dietary excess|positive regulation of cytosolic calcium ion concentration|axonogenesis|response to nutrient|digestion|feeding behavior|response to radiation|response to heat|insulin secretion|pancreatic juice secretion|forebrain development|pancreas development|organ regeneration|actin cytoskeleton reorganization|response to lipopolysaccharide|cellular response to hormone stimulus|cholecystokinin signaling pathway|response to starvation|regulation of potassium ion transport|regulation of hormone secretion|response to glucocorticoid|regulation of calcium ion transport|positive regulation of somatostatin secretion|response to peptide|,cholecystokinin receptor activity|peptide binding|,2,4,2.53E+08,0.059,0.015284776,-0.092833333,22.69960803,0.434666667,0.005370803,4.062218674,-0.0925,-0.323,-0.515,0.142,0.122,0.1095,undefined,5,NA,TRUE
0.766,0.585,0.634,0.565,0.3985,0.4475,0.361,0.176,0.2295,Q3UFK1,Q3UFK1,Ccdc28a,1,2,2,2,Q3UFK1|G3UZ16|G3UX80|Q8CEI3,MOUSE,20357.5,14.6,2930,2930.1,19.38,19.38,NA,184,Coiled-coil domain-containing 28A,NA,NA,NA,2,2,1.00E+07,0.146,0.012131025,0.027333333,23.91419418,0.473666667,0.00406051,4.295619622,-0.3155,-0.133,-0.18,0.453,0.283,0.0565,undefined,5,NA,NA
0.577,0.392,0.535,0.377,0.4325,0.3965,0.551,0.504,0.5555,Q9JM51,Q9JM51,Ptges,1,3,2,2,Q9JM51,MOUSE,17456.4,7.1,2936,2936.1,19.29,19.29,NA,153,Prostaglandin E synthase,nuclear envelope lumen|cytoplasm|integral component of membrane|perinuclear region of cytoplasm|,prostaglandin biosynthetic process|acute inflammatory response|chronic inflammatory response|prostaglandin metabolic process|negative regulation of cell proliferation|response to organic cyclic compound|response to lipopolysaccharide|response to retinoic acid|response to cytokine|response to calcium ion|,prostaglandin-D synthase activity|glutathione binding|prostaglandin-E synthase activity|,2,3,6.11E+09,0.071,0.000822395,0.0115,37.61582111,0.462666667,0.000173148,7.483722209,-0.2295,-0.191,-0.239,0.219,0.178,0.3315,undefined,7,NA,TRUE
0.564,0.354,0.508,0.583,0.3895,0.5425,0.594,0.381,0.5385,P21460,P21460,Cst3,1,2,2,2,P21460,MOUSE,15758.8,17.1,2944,2944.1,19.09,19.09,NA,140,Cystatin-C,extracellular region|basement membrane|extracellular space|lysosome|multivesicular body|endoplasmic reticulum|axon|nuclear membrane|neuronal cell body|contractile fiber|perinuclear region of cytoplasm|extracellular exosome|,"eye development|response to hypoxia|cell activation|apoptotic process|defense response|brain development|salivary gland development|embryo implantation|positive regulation of cell proliferation|response to toxic substance|response to carbohydrate|negative regulation of peptidase activity|negative regulation of collagen catabolic process|negative regulation of extracellular matrix disassembly|negative regulation of endopeptidase activity|response to nutrient levels|response to estradiol|response to drug|circadian sleep/wake cycle, REM sleep|regulation of programmed cell death|extracellular fibril organization|positive regulation of DNA replication|negative regulation of proteolysis|response to axon injury|Sertoli cell development|negative regulation of elastin catabolic process|negative regulation of blood vessel remodeling|negative regulation of cell death|cellular response to hydrogen peroxide|",beta-amyloid binding|protease binding|endopeptidase inhibitor activity|cysteine-type endopeptidase inhibitor activity|identical protein binding|,2,2,74100000,0.171,0.00085779,-0.008666667,37.38554506,0.515666667,0.000182577,7.4185102,-0.3515,-0.145,-0.303,0.228,0.266,0.2535,PC,6,TRUE,NA
