id,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov
Q91VV4-2,0.423766529,0.039666667,4.75702502,-0.090333333,0.334424047,-1.040761483,0.0885,0.084,0.082,-0.086,-0.109,0.1785,Q91VV4,Dennd2d,Q91VV4-2_Dennd2d,Q91VV4-2,Dennd2d,1,3,2,2,Q91VV4-2|S4R219|Q91VV4,MOUSE,53514.7,5.3,2789,2789.1,22.35,22.35,,469,Isoform 2 of DENN domain-containing protein 2D,cytoplasm|,positive regulation of GTPase activity|,Rab guanyl-nucleotide exchange factor activity|,2,3,156000000,5.3%
Q62018,0.009269174,-0.014333333,25.39311409,-0.495,0.002888608,-4.589443835,0.1885,0.209,0.302,-0.446,-0.04,-0.2995,Q62018,Ctr9,Q62018_Ctr9,Q62018,Ctr9,1,3,2,2,Q62018|Q62018-3|Q62018-2,MOUSE,134261.4,1.9,2790,2790.1,22.34,22.34,,1173,RNA polymerase-associated protein CTR9 homolog,nucleus|Cdc73/Paf1 complex|nuclear speck|transcriptionally active chromatin|,"negative regulation of transcription from RNA polymerase II promoter|endodermal cell fate commitment|inner cell mass cell differentiation|trophectodermal cell differentiation|blastocyst growth|transcription, DNA-templated|JAK-STAT cascade|histone monoubiquitination|Wnt signaling pathway|stem cell maintenance|positive regulation of transcription elongation from RNA polymerase II promoter|histone H2B ubiquitination|negative regulation of myeloid cell differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of histone H3-K4 methylation|interleukin-6-mediated signaling pathway|cellular response to lipopolysaccharide|histone H3-K4 trimethylation|negative regulation of mRNA polyadenylation|regulation of genetic imprinting|positive regulation of histone H3-K79 methylation|positive regulation of histone H2B ubiquitination|",RNA polymerase II core binding|protein binding|SH2 domain binding|,2,3,223000000,1.9%
A0A087WQ44,0.511025105,-0.003833333,3.736507164,-0.09,0.423008684,-0.853727236,-0.0005,-0.141,0.265,-0.082,-0.029,-0.0355,A0A087WQ44,Srcap,A0A087WQ44_Srcap,A0A087WQ44,Srcap,1,11,3,3,A0A087WQ44|A0A087WNL7|A0A087WNX7|A0A087WP63,MOUSE,351143.1,0.6,2791,2791.1,22.31,22.31,,3271,Snf2-related CREBBP activator protein,nucleus|nucleoplasm|Golgi apparatus|protein complex|perinuclear region of cytoplasm|,,DNA binding|ATP binding|,3,11,2860000000,0.6%
Q924M7,0.001724438,-0.015333333,33.95983529,-0.503,0.000401806,-6.517165339,0.3565,0.205,0.147,-0.187,-0.272,-0.3415,Q924M7,Mpi,Q924M7_Mpi,Q924M7,Mpi,1,2,2,2,Q924M7,MOUSE,47258.8,4.9,2792,2792.1,22.31,22.31,,423,Mannose-6-phosphate isomerase,cytoplasm|extracellular exosome|,carbohydrate metabolic process|GDP-mannose biosynthetic process|,mannose-6-phosphate isomerase activity|zinc ion binding|,2,2,58000000,4.9%
E9PUH7,0.892328841,0.011166667,0.6793162,-0.014666667,0.855201354,-0.189676757,-0.0775,0.119,0.014,-0.1,0.049,0.0625,E9PUH7,Nfix,E9PUH7_Nfix,E9PUH7,Nfix,1,5,2,2,E9PUH7|P70257|P70257-1|P70257-2|Q3TYK3|Q02780|Q02780-4|Q02780-7|Q02780-3|B1AUC0|B1AUB9|Q02780-5|Q02780-2|Q02780-6|B1AUB8,MOUSE,54617.6,4,2794,2794.1,22.28,22.28,,494,Nuclear factor 1,nucleus|,"negative regulation of transcription from RNA polymerase II promoter|DNA replication|transcription, DNA-templated|cerebellum development|cerebellar Purkinje cell layer development|cerebellar granule cell differentiation|positive regulation of transcription from RNA polymerase II promoter|astrocyte differentiation|",DNA binding|sequence-specific DNA binding transcription factor activity|,2,5,86400000,4.0%
Q99MD6,0.004987581,0.068,28.64966187,-0.653666667,0.001364689,-5.278020754,0.6445,0.4,0.14,-0.232,-0.259,-0.2855,Q99MD6,Txnrd3,Q99MD6_Txnrd3,Q99MD6,Txnrd3,1,3,2,2,Q99MD6|G3X8P6|D3Z0H7,MOUSE,72330.9,3.9,2795,2795.1,22.26,22.26,,652,Thioredoxin reductase 3,nucleus|endoplasmic reticulum|,glutathione metabolic process|multicellular organismal development|spermatogenesis|cell differentiation|cell redox homeostasis|oxidation-reduction process|,thioredoxin-disulfide reductase activity|protein binding|electron carrier activity|protein disulfide oxidoreductase activity|flavin adenine dinucleotide binding|,2,3,144000000,3.9%
Q7TMK9,0.472796342,0.040333333,4.147334509,0.071,0.384827898,0.929855295,0.0445,-0.037,0.007,0.133,0.161,-0.0665,Q7TMK9,Syncrip,Q7TMK9_Syncrip,Q7TMK9,Syncrip,1,3,3,3,Q7TMK9|G3V018|Q7TMK9-2|A0A0R4J259|G3UZI2|G3UZ48|G3UXJ6,MOUSE,69859.6,5.1,2796,2796.1,22.25,22.25,,623,Heterogeneous nuclear ribonucleoprotein Q,cytoplasm|membrane|ribonucleoprotein complex|CRD-mediated mRNA stability complex|catalytic step 2 spliceosome|histone pre-mRNA 3'end processing complex|GAIT complex|,osteoblast differentiation|mRNA processing|RNA splicing|negative regulation of translation|CRD-mediated mRNA stabilization|cellular response to interferon-gamma|,nucleotide binding|poly(A) binding|poly(A) RNA binding|,3,3,24500000,5.1%
P83870,0.754519236,0.039333333,1.596636286,0.038333333,0.692367018,0.413373127,0.0695,-0.047,0.038,-0.025,-0.048,0.2485,P83870,Phf5a,P83870_Phf5a,P83870,Phf5a,1,2,2,2,P83870,MOUSE,13146.9,25.4,2797,2797.1,22.22,22.22,,110,PHD finger-like domain-containing protein 5A,nucleoplasm|U2 snRNP|U12-type spliceosomal complex|nuclear matrix|nuclear speck|nucleolus|,"mRNA splicing, via spliceosome|transcription, DNA-templated|positive regulation of transcription, DNA-templated|",DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|poly(A) RNA binding|,2,2,147000000,25.4%
A7TU71,0.001775325,-0.016,33.80144247,0.585,0.000416731,6.504772497,-0.4615,-0.2,-0.264,0.203,0.238,0.3885,A7TU71,Shroom2,A7TU71_Shroom2,A7TU71,Shroom2,1,2,2,2,A7TU71|A2ALU4,MOUSE,166630.3,2,2798,2798.1,22.21,22.21,,1487,Protein Shroom2,cytoplasm|cell-cell junction|cell cortex|neuronal cell body|apical junction complex|extracellular exosome|cortical actin cytoskeleton|filamentous actin|,negative regulation of actin filament depolymerization|establishment of melanosome localization|apical protein localization|cell-cell junction maintenance|,protein binding|protein domain specific binding|actin filament binding|,2,2,52500000,2.0%
Q9DC63,0.123098429,-0.024833333,11.41762794,-0.322,0.072150145,-2.136521127,-0.0815,0.234,0.256,-0.012,-0.066,-0.4795,Q9DC63,Fbxo3,Q9DC63_Fbxo3,Q9DC63,Fbxo3,1,3,2,2,Q9DC63|Q9DC63-2|Q9DC63-3|A2BHN6,MOUSE,56082,6.6,2799,2799.1,22.2,22.2,,480,F-box only protein 3,nucleoplasm|cytoplasm|,proteolysis|protein ubiquitination|,,2,3,309000000,6.6%
Q91YT7,0.193878136,-0.0035,8.953065548,-0.23,0.127260447,-1.742779513,0.0285,0.24,0.066,-0.248,-0.276,0.1685,Q91YT7,Ythdf2,Q91YT7_Ythdf2,Q91YT7,Ythdf2,1,3,2,2,Q8BYK6-3|Q8BYK6-2|Q8BYK6|A2AWN8|Q91YT7|P59326,MOUSE,62450.1,3.1,2800,2800.1,22.19,22.19,,579,YTH domain-containing family protein 2,cytoplasmic mRNA processing body|,regulation of mRNA stability|,poly(A) RNA binding|N6-methyladenosine-containing RNA binding|,2,3,1210000000,3.1%
Q6ZPR5,0.004242323,0.018833333,29.47774249,0.421333333,0.001127784,5.443442311,-0.2225,-0.102,-0.251,0.126,0.341,0.2215,Q6ZPR5,Smpd4,Q6ZPR5_Smpd4,Q6ZPR5,Smpd4,1,4,3,3,Q6ZPR5|Q6ZPR5-4|Q6ZPR5-2|Q6ZPR5-3|E9Q1V5|Q6ZPR5-5|E9Q9L1|E9Q0L7|E9Q914,MOUSE,94072.9,4.9,2801,2801.1,22.17,22.17,,823,Sphingomyelin phosphodiesterase 4,Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|Golgi apparatus|trans-Golgi network|integral component of membrane|,sphingomyelin catabolic process|glycerophospholipid catabolic process|ceramide biosynthetic process|cellular response to tumor necrosis factor|,sphingomyelin phosphodiesterase activity|metal ion binding|sphingomyelin phosphodiesterase D activity|,3,4,222000000,4.9%
Q62523,0.001929606,0.035333333,33.38657079,0.716333333,0.000458504,6.3989627,-0.2045,-0.381,-0.383,0.393,0.194,0.5935,Q62523,Zyx,Q62523_Zyx,Q62523,Zyx,1,3,3,3,Q62523|Q7TQE2,MOUSE,61857,6.3,2802,2802.1,22.14,22.14,,564,Zyxin,stress fiber|nucleus|cytoplasm|cell-cell adherens junction|focal adhesion|,cell-matrix adhesion|transforming growth factor beta receptor signaling pathway|integrin-mediated signaling pathway|stress fiber assembly|regulation of inflammatory response|,protein binding|zinc ion binding|poly(A) RNA binding|,3,3,149000000,6.3%
Q8VDS8,0.448151881,-0.016833333,4.435502892,-0.089333333,0.360122048,-0.982930049,0.0055,-0.128,0.206,-0.068,-0.029,-0.0875,Q8VDS8,Stx18,Q8VDS8_Stx18,Q8VDS8,Stx18,1,3,2,2,Q8VDS8|Q8VDS8-3|Q8VDS8-2,MOUSE,38551.7,6.8,2803,2803.1,22.11,22.11,,334,Syntaxin-18,Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|SNARE complex|,"intracellular protein transport|retrograde vesicle-mediated transport, Golgi to ER|membrane fusion|endoplasmic reticulum membrane organization|positive regulation of organelle assembly|positive regulation of ER to Golgi vesicle-mediated transport|regulation of Golgi organization|",SNAP receptor activity|protein domain specific binding|,2,3,72300000,6.8%
Q07456,0.940302626,0.011166667,0.377533944,-0.044666667,0.916740896,-0.108587261,-0.5965,-0.379,1.076,-0.06,-0.021,0.0475,Q07456,Ambp,Q07456_Ambp,Q07456,Ambp,1,5,2,2,Q07456,MOUSE,39941.4,3.7,2804,2804.1,22.07,22.07,,349,Protein AMBP,extracellular space|plasma membrane|cell surface|intracellular membrane-bounded organelle|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|protein-chromophore linkage|protein catabolic process|protein maturation|,serine-type endopeptidase inhibitor activity|IgA binding|heme binding|small molecule binding|protein homodimerization activity|,2,5,184000000,3.7%
Q8R3P0,0.567895078,-0.028666667,3.154602877,0.049,0.483659489,0.741343633,0.0375,-0.104,-0.093,0.056,-0.006,-0.0625,Q8R3P0,Aspa,Q8R3P0_Aspa,Q8R3P0,Aspa,1,5,3,3,Q8R3P0|D6RJ20,MOUSE,35800.4,10.5,2805,2805.1,22.07,22.07,,312,Aspartoacylase,nucleus|cytoplasm|cytosol|extracellular exosome|,acetate metabolic process|central nervous system myelination|positive regulation of oligodendrocyte differentiation|,"aminoacylase activity|protein binding|hydrolase activity, acting on ester bonds|aspartoacylase activity|metal ion binding|",3,5,483000000,10.5%
Q99N84,0.030747313,-0.043833333,18.96934746,-0.316,0.012678423,-3.38436403,0.1295,0.175,0.038,-0.311,-0.28,-0.0145,Q99N84,Mrps18b,Q99N84_Mrps18b,Q99N84,Mrps18b,1,3,2,2,Q99N84,MOUSE,29101.5,7.8,2806,2806.1,22.06,22.06,,254,"28S ribosomal protein S18b, mitochondrial",nucleoplasm|mitochondrion|mitochondrial small ribosomal subunit|cell junction|,mitochondrial translation|,structural constituent of ribosome|,2,3,169000000,7.8%
P70313,0.000388467,-0.366166667,41.43014571,2.911333333,7.19425E-05,8.712386442,-1.5845,-1.451,-2.43,0.677,1.662,0.9295,P70313,Nos3,P70313_Nos3,P70313,Nos3,1,4,2,2,P70313|E9Q9X4,MOUSE,134568.4,2.4,2807,2807.1,22.05,22.05,,1202,"Nitric oxide synthase, endothelial",nucleus|cytoplasm|Golgi apparatus|cytosol|cytoskeleton|caveola|,angiogenesis|ovulation from ovarian follicle|in utero embryonic development|blood vessel remodeling|regulation of sodium ion transport|regulation of the force of heart contraction by chemical signal|regulation of systemic arterial blood pressure by endothelin|arginine catabolic process|nitric oxide biosynthetic process|nitric oxide mediated signal transduction|negative regulation of cell proliferation|negative regulation of muscle hyperplasia|smooth muscle hyperplasia|lung development|positive regulation of guanylate cyclase activity|lipopolysaccharide-mediated signaling pathway|response to fluid shear stress|negative regulation of potassium ion transport|endothelial cell migration|positive regulation of angiogenesis|negative regulation of blood pressure|positive regulation of vasodilation|regulation of blood vessel size|negative regulation of hydrolase activity|negative regulation of calcium ion transport|oxidation-reduction process|,actin monomer binding|NADPH-hemoprotein reductase activity|nitric-oxide synthase activity|iron ion binding|calmodulin binding|FMN binding|heme binding|tetrahydrobiopterin binding|arginine binding|flavin adenine dinucleotide binding|NADP binding|scaffold protein binding|,2,4,799000000,2.4%
Q920F6,0.003089664,0.112166667,31.05199833,-0.686666667,0.000784874,-5.827266493,0.4865,0.21,0.67,-0.228,-0.292,-0.1735,Q920F6,Smc1b,Q920F6_Smc1b,Q920F6,Smc1b,1,7,3,3,Q920F6,MOUSE,145766,3.4,2808,2808.1,22.04,22.04,,1248,Structural maintenance of chromosomes protein 1B,"chromosome, centromeric region|condensed nuclear chromosome|synaptonemal complex|lateral element|nucleoplasm|cytoplasm|meiotic cohesin complex|nuclear meiotic cohesin complex|",sister chromatid cohesion|meiotic nuclear division|,DNA binding|protein binding|ATP binding|,3,7,8610000000,3.4%
Q99MR3,0.152027752,0.042833333,10.27229547,0.229333333,0.093922675,1.953894833,-0.1905,0.039,-0.064,0.398,0.036,0.0385,Q99MR3,Slc12a9,Q99MR3_Slc12a9,Q99MR3,Slc12a9,1,3,2,2,Q99MR3,MOUSE,97126.8,3.8,2809,2809.1,22.03,22.03,,914,Solute carrier family 12 member 9,plasma membrane|integral component of membrane|extracellular exosome|,transmembrane transport|,,2,3,91600000,3.8%
Q8BGZ4,0.163856101,0.0325,9.868644661,-0.213333333,0.103070773,-1.889454832,-0.0805,0.187,0.311,-0.066,-0.185,0.0285,Q8BGZ4,Cdc23,Q8BGZ4_Cdc23,Q8BGZ4,Cdc23,1,3,3,3,A0A0R4J1W7|Q8BGZ4|G3X8W7|Q8BGZ4-2,MOUSE,69359,6.3,2810,2810.1,22.02,22.02,,597,Cell division cycle protein 23 homolog,intracellular|anaphase-promoting complex|,mitotic nuclear division|mitotic metaphase plate congression|regulation of mitotic metaphase/anaphase transition|cell division|protein K11-linked ubiquitination|,,3,3,72200000,6.3%
Q9WUK2,0.046605671,-0.058,16.63968426,0.365666667,0.021678617,2.985796639,0.0325,-0.417,-0.338,0.049,0.135,0.1905,Q9WUK2,Eif4h,Q9WUK2_Eif4h,Q9WUK2,Eif4h,1,2,2,2,Q9WUK2|Q9WUK2-2,MOUSE,27397.6,4,2812,2812.1,21.93,21.93,,248,Eukaryotic translation initiation factor 4H,membrane|perinuclear region of cytoplasm|,translational initiation|sexual reproduction|developmental growth|,nucleotide binding|translation initiation factor activity|poly(A) RNA binding|,2,2,6490000,4.0%
Q99MI6,0.09384938,-0.028666667,12.8802541,-0.281666667,0.05151985,-2.370458418,0.2305,-0.086,0.192,-0.364,-0.062,-0.0825,Q99MI6,Gimap3,Q99MI6_Gimap3,Q99MI6,Gimap3,1,2,2,2,Q8BWF2|Q99MI6,MOUSE,34692.2,5.9,2813,2813.1,21.91,21.91,,301,GTPase IMAP family member 3,mitochondrion|mitochondrial outer membrane|integral component of membrane|,mitochondrial DNA inheritance|,GTP binding|,2,2,108000000,5.9%
F8VQ23,0.006510651,0.066333333,27.26521247,0.555,0.001877063,4.977888491,-0.1655,-0.054,-0.414,0.256,0.287,0.4885,F8VQ23,Adra2b,F8VQ23_Adra2b,F8VQ23,Adra2b,1,4,2,2,F8VQ23|P30545|Q925K6,MOUSE,51183.3,3,2814,2814.1,21.9,21.9,,453,Alpha-2B adrenergic receptor,intracellular|integral component of plasma membrane|,MAPK cascade|angiogenesis|regulation of vascular smooth muscle contraction|G-protein coupled receptor signaling pathway|negative regulation of adenylate cyclase activity|cell-cell signaling|female pregnancy|negative regulation of norepinephrine secretion|platelet activation|activation of protein kinase B activity|epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway|positive regulation of neuron differentiation|positive regulation of blood pressure|negative regulation of insulin secretion involved in cellular response to glucose stimulus|positive regulation of uterine smooth muscle contraction|adenylate cyclase-inhibiting adrenergic receptor signaling pathway|activation of MAPK activity by adrenergic receptor signaling pathway|,adrenergic receptor activity|alpha2-adrenergic receptor activity|epinephrine binding|,2,4,85500000,3.0%
O08715-4,0.019459782,0.0035,21.4118883,-0.336,0.007224556,-3.821948503,0.0025,0.197,0.315,-0.149,-0.21,-0.1345,O08715,Akap1,O08715-4_Akap1,O08715-4,Akap1,1,2,2,2,O08715-4|O08715|O08715-6,MOUSE,96907.2,2.4,2815,2815.1,21.89,21.89,,857,"Isoform 4 of A-kinase anchor protein 1, mitochondrial",mitochondrion|mitochondrial outer membrane|mitochondrial matrix|endoplasmic reticulum|lipid particle|membrane|integral component of membrane|mitochondrial crista|neuromuscular junction|postsynaptic membrane|,negative regulation of cardiac muscle hypertrophy|negative regulation of protein dephosphorylation|negative regulation of NFAT protein import into nucleus|cellular response to cAMP|cellular response to peptide hormone stimulus|,protein binding|microtubule binding|protein kinase binding|protein domain specific binding|protein phosphatase 2B binding|protein complex scaffold|protein kinase A regulatory subunit binding|poly(A) RNA binding|beta-tubulin binding|,2,2,24900000,2.4%
P83882,0.302918182,0.019833333,6.526818595,-0.114,0.222493916,-1.345729028,-0.0515,0.152,0.13,-0.149,-0.025,0.0625,P83882,Rpl36a,P83882_Rpl36a,P83882,Rpl36a,1,9,2,2,P83882,MOUSE,12725.9,15,2816,2816.1,21.89,21.89,,106,60S ribosomal protein L36a,ribosome|,translation|,structural constituent of ribosome|,2,9,37000000000,15.0%
Q8BMQ2,0.013342995,-0.162833333,23.42341653,1.001333333,0.004546303,4.200483605,-0.3225,-0.45,-1.218,0.284,0.549,0.1805,Q8BMQ2,Gtf3c4,Q8BMQ2_Gtf3c4,Q8BMQ2,Gtf3c4,1,2,2,2,Q8BMQ2|Q8BMQ2-3|E9Q2B0,MOUSE,92923.6,3.7,2817,2817.1,21.89,21.89,,817,General transcription factor 3C polypeptide 4,transcription factor TFIIIC complex|,"transcription, DNA-templated|histone acetylation|",DNA binding|histone acetyltransferase activity|,2,2,76700000,3.7%
Q8VEH6,0.037851277,0.009,17.85829247,0.341,0.016374602,3.192241569,-0.3185,-0.091,-0.075,0.093,0.079,0.3665,Q8VEH6,Cbwd1,Q8VEH6_Cbwd1,Q8VEH6,Cbwd1,1,3,2,2,Q8VEH6,MOUSE,44227.6,7.1,2818,2818.1,21.89,21.89,,393,COBW domain-containing protein 1,,,ATP binding|,2,3,68200000,7.1%
Q8C761,0.049235739,-0.0345,16.33720301,-0.289333333,0.023242332,-2.935179531,0.0565,0.033,0.241,-0.287,-0.004,-0.2465,Q8C761,Wdr60,Q8C761_Wdr60,Q8C761,Wdr60,1,3,3,3,Q8C761,MOUSE,116007.6,4,2819,2819.1,21.82,21.82,,999,WD repeat-containing protein 60,extracellular space|cilium|extracellular exosome|,cell projection organization|,,3,3,38700000,4.0%
Q9D7A8,0.045014689,0.009,16.86101569,0.164333333,0.02060148,3.014448255,-0.0755,-0.026,-0.118,0.109,0.064,0.1005,Q9D7A8,Armc1,Q9D7A8_Armc1,Q9D7A8,Armc1,1,5,2,2,Q9D7A8,MOUSE,31474.2,9.5,2820,2820.1,21.82,21.82,,282,Armadillo repeat-containing protein 1,mitochondrion|,metal ion transport|,metal ion binding|,2,5,348000000,9.5%
Q8R480,0.180975605,0.040166667,9.330995976,-0.148,0.116654206,-1.802042255,0.2305,0.16,-0.048,-0.044,-0.053,-0.0045,Q8R480,Nup85,Q8R480_Nup85,Q8R480,Nup85,1,5,3,3,Q8R480,MOUSE,75916,5,2821,2821.1,21.81,21.81,,656,Nuclear pore complex protein Nup85,condensed chromosome kinetochore|spindle pole|cytoplasm|plasma membrane|membrane|nuclear pore outer ring|nuclear membrane|kinetochore|,chemotaxis|protein transport|cytokine-mediated signaling pathway|lamellipodium assembly|macrophage chemotaxis|mRNA transport|,CCR2 chemokine receptor binding|,3,5,801000000,5.0%
Q8BKX6,0.640353024,0.028333333,2.498604121,-0.042333333,0.562522098,-0.60912463,0.0575,0.037,0.054,-0.109,0.023,0.1075,Q8BKX6,Smg1,Q8BKX6_Smg1,Q8BKX6,Smg1,1,7,3,3,Q8BKX6,MOUSE,413812.8,0.7,2822,2822.1,21.8,21.8,,3658,Serine/threonine-protein kinase SMG1,nucleus|cytoplasm|,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|double-strand break repair via homologous recombination|peptidyl-serine phosphorylation|protein autophosphorylation|phosphatidylinositol phosphorylation|",protein serine/threonine kinase activity|ATP binding|kinase activity|poly(A) RNA binding|metal ion binding|protein dimerization activity|,3,7,3090000000,0.7%
Q921M3,0.00043047,0.048,40.90395932,-0.630333333,8.1209E-05,-8.488018666,0.4315,0.273,0.385,-0.275,-0.357,-0.1695,Q921M3,Sf3b3,Q921M3_Sf3b3,Q921M3,Sf3b3,1,3,3,3,Q921M3|Q921M3-2,MOUSE,136631.9,2,2823,2823.1,21.77,21.77,,1217,Splicing factor 3B subunit 3,U12-type spliceosomal complex|catalytic step 2 spliceosome|,"mRNA splicing, via spliceosome|negative regulation of protein catabolic process|",RNA binding|,3,3,386000000,2.0%
Q9JII5,0.126430649,0.031,11.26761688,-0.307666667,0.074685847,-2.112596898,0.1935,0.003,0.358,-0.222,-0.307,0.1605,Q9JII5,Dazap1,Q9JII5_Dazap1,Q9JII5,Dazap1,1,7,3,3,Q9JII5|Q3UGB5|Q9JII5-2,MOUSE,43441.6,7.8,2824,2824.1,21.75,21.75,,406,DAZ-associated protein 1,nucleus|nucleoplasm|cytoplasm|polysome|,"maternal placenta development|spermatogenesis|cell proliferation|cell differentiation|positive regulation of mRNA splicing, via spliceosome|",nucleotide binding|RNA binding|RNA stem-loop binding|poly(A) RNA binding|,3,7,2180000000,7.8%
Q9DCB8,8.94795E-05,-0.014333333,49.03114324,0.777,1.24993E-05,11.39206871,-0.3265,-0.379,-0.503,0.431,0.368,0.3235,Q9DCB8,Isca2,Q9DCB8_Isca2,Q9DCB8,Isca2,1,3,2,2,Q9DCB8,MOUSE,16945.8,20.7,2825,2825.1,21.73,21.73,,154,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",mitochondrion|,iron-sulfur cluster assembly|,structural molecule activity|metal ion binding|iron-sulfur cluster binding|,2,3,245000000,20.7%
Q8K382,0.179483362,0.014833333,9.382506566,-0.222,0.115278772,-1.811688505,-0.1035,0.336,0.145,-0.085,0.017,-0.2205,Q8K382,Dennd1a,Q8K382_Dennd1a,Q8K382,Dennd1a,1,3,2,2,Q8K382,MOUSE,112106.8,2.5,2826,2826.1,21.72,21.72,,1016,DENN domain-containing protein 1A,cell junction|clathrin-coated vesicle|dendrite|clathrin-coated vesicle membrane|presynaptic membrane|neuronal cell body|synapse|,endocytosis|protein transport|regulation of Rab protein signal transduction|positive regulation of GTPase activity|synaptic vesicle endocytosis|,protein binding|Rab guanyl-nucleotide exchange factor activity|SH3 domain binding|,2,3,102000000,2.5%
Q61070,0.00078649,-0.0055,37.8275504,0.496666667,0.000164909,7.544092162,-0.2135,-0.271,-0.277,0.181,0.2,0.3475,Q61070,Ei24,Q61070_Ei24,Q61070,Ei24,1,3,2,2,A0A0R4J250|Q61070,MOUSE,39217.2,6.4,2827,2827.1,21.71,21.71,,340,Etoposide-induced protein 2.4,cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|Golgi apparatus|membrane|integral component of membrane|nuclear membrane|,autophagy|intrinsic apoptotic signaling pathway in response to DNA damage|negative regulation of cell growth|response to drug|neuromuscular process controlling balance|cellular response to UV-C|positive regulation of intrinsic apoptotic signaling pathway|,,2,3,564000000,6.4%
Q07797,0.0001248,-0.277166667,47.21096427,1.64,1.90066E-05,10.78252964,-0.8085,-1.193,-1.29,0.317,0.663,0.6485,Q07797,Lgals3bp,Q07797_Lgals3bp,Q07797,Lgals3bp,1,4,3,3,Q07797,MOUSE,65402.8,4.3,2828,2828.1,21.71,21.71,,577,Galectin-3-binding protein,proteinaceous extracellular matrix|extracellular space|membrane|extracellular exosome|blood microparticle|extracellular matrix|,receptor-mediated endocytosis|cell adhesion|,scavenger receptor activity|protein binding|,3,4,519000000,4.3%
Q3UE37,0.006722006,0.006666667,27.09620307,-0.412333333,0.00195155,-4.936650849,0.1195,0.354,0.165,-0.118,-0.192,-0.2885,Q3UE37,Ube2z,Q3UE37_Ube2z,Q3UE37,Ube2z,1,3,2,2,Q3UE37,MOUSE,38824.1,5,2829,2829.1,21.68,21.68,,356,Ubiquitin-conjugating enzyme E2 Z,nucleoplasm|cytoplasm|,protein polyubiquitination|apoptotic process|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|,ATP binding|ligase activity|ubiquitin protein ligase binding|ubiquitin protein ligase activity|ubiquitin conjugating enzyme activity|,2,3,152000000,5.0%
Q61420,0.021072599,-0.012833333,20.98111093,0.324666667,0.007977906,3.743119103,-0.1095,-0.09,-0.326,0.174,0.226,0.0485,Q61420,Slc35a1,Q61420_Slc35a1,Q61420,Slc35a1,1,3,2,2,Q61420,MOUSE,36851.7,4.1,2830,2830.1,21.63,21.63,,336,CMP-sialic acid transporter,Golgi membrane|integral component of membrane|,carbohydrate transport|nucleotide-sugar transport|proton transport|nucleotide transmembrane transport|,nucleotide-sugar transmembrane transporter activity|sugar:proton symporter activity|,2,3,49600000,4.1%
O35143,0.068785773,-0.005833333,14.52905148,-0.414,0.035244784,-2.63705276,0.3905,0.174,0.039,-0.16,-0.517,0.0385,O35143,Atpif1,O35143_Atpif1,O35143,Atpif1,1,3,2,2,O35143|E9PV44,MOUSE,12158.5,9.4,2831,2831.1,21.59,21.59,,106,"ATPase inhibitor, mitochondrial",mitochondrion|cell surface|mitochondrial proton-transporting ATP synthase complex|,negative regulation of endothelial cell proliferation|heme biosynthetic process|erythrocyte differentiation|negative regulation of ATPase activity|negative regulation of nucleotide metabolic process|protein homooligomerization|protein homotetramerization|negative regulation of hydrolase activity|mitochondrial depolarization|reactive oxygen species metabolic process|activation of mitophagy in response to mitochondrial depolarization|positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway|positive regulation of proteolysis involved in cellular protein catabolic process|regulation of protein targeting to mitochondrion|regulation of ATP metabolic process|,protein binding|calmodulin binding|ATPase inhibitor activity|protein homodimerization activity|angiostatin binding|ATPase binding|,2,3,81500000,9.4%
