R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome unique_peptides,Proteome numSpectra,Proteome totalIntensity,Proteome pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM,(Note: signalP and TM are for ES>=5) 
0.089,0,-0.186,0.071,-0.0035,-0.1885,-0.017,-0.111,-0.2915,Q3UYV9,Q3UYV9,Ncbp1,1,2,2,2,Q3UYV9,MOUSE,93009,2.9,3120,3120.1,16.33,16.33,NA,790,Nuclear cap-binding protein subunit 1,nucleus|nucleoplasm|cytoplasm|mitochondrion|mRNA cap binding complex|nuclear cap binding complex|ribonucleoprotein complex|,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|7-methylguanosine mRNA capping|mRNA cleavage|mRNA export from nucleus|regulation of translational initiation|gene silencing by RNA|positive regulation of mRNA 3'-end processing|mRNA cis splicing, via spliceosome|pre-mRNA cleavage required for polyadenylation|regulation of mRNA polyadenylation|",RNA cap binding|protein binding|poly(A) RNA binding|,2,2,79400000,0.029,0.611039697,0.022333333,2.753670432,-0.058333333,0.530435958,-0.661751081,-0.0755,0.011,0.219,0.036,0.021,-0.0775,NC,0,,,
-0.222,-0.146,-0.091,-0.225,-0.1335,-0.0785,0.031,0.103,0.1625,Q8BH60,Q8BH60,Gopc,1,2,2,2,Q8BH60|K3W4Q9|Q8BH60-2,MOUSE,51060.6,4.5,3121,3121.1,16.28,16.28,NA,463,Golgi-associated PDZ and coiled-coil motif-containing protein,Golgi membrane|cytoplasm|Golgi apparatus|plasma membrane|postsynaptic density|membrane|cell junction|trans-Golgi network transport vesicle|dendrite|protein complex|synapse|postsynaptic membrane|,autophagy|spermatid nucleus differentiation|protein transport|regulation of catalytic activity|protein homooligomerization|,frizzled binding|protein binding|protein C-terminus binding|syntaxin binding|GTPase regulator activity|protein homodimerization activity|ion channel binding|,2,2,46400000,0.045,0.615193801,-0.004,2.708423865,-0.056333333,0.535991143,-0.652554854,0.0895,0.015,-0.032,-0.11,-0.123,0.1365,undefined,0,,,
0.654,0.077,0.329,0.491,-0.0705,0.1815,0.683,0.102,0.3585,B1ATZ1,B1ATZ1,Hgs,1,2,2,2,B1ATZ1|B1ATZ0|Q3UMA3|Q99LI8,MOUSE,86932.2,2.4,3125,3125.1,16.26,16.26,NA,767,Hepatocyte growth factor-regulated tyrosine kinase substrate,cytoplasm|endosome|early endosome|intracellular membrane-bounded organelle|extracellular exosome|,protein targeting to lysosome|membrane invagination|positive regulation of gene expression|regulation of MAP kinase activity|negative regulation of JAK-STAT cascade|protein localization to membrane|positive regulation of exosomal secretion|,protein domain specific binding|metal ion binding|,2,2,1.22E+08,0.024,0.100176837,-0.026666667,12.49332586,0.329666667,0.056320618,2.30840707,-0.4855,0.072,-0.161,0.188,0.017,0.2095,undefined,3,,,
1.103,1.238,0.708,0.837,0.9875,0.4575,1.005,1.136,0.6105,Q9D8T0,Q9D8T0,Fam3a,1,2,2,2,I7HJS7|Q9D8T0|I7HPY1|J3JS95,MOUSE,25621.3,11.3,3126,3126.1,16.25,16.25,NA,230,Protein FAM3A,extracellular region|,NA,NA,2,2,14800000,0.113,0.001572041,-0.128,34.41025873,0.901666667,0.000362221,6.662460002,-0.6725,-0.778,-0.286,0.419,0.203,0.3465,PC,9,,TRUE,
0.276,0.132,0.219,0.047,-0.0125,0.0045,0.081,-0.067,0.0145,Q921L5,Q921L5,Cog2,1,4,2,2,Q921L5,MOUSE,82494.6,2.8,3127,3127.1,16.25,16.25,NA,731,Conserved oligomeric Golgi complex subunit 2,Golgi membrane|Golgi stack|cytosol|Golgi transport complex|,intra-Golgi vesicle-mediated transport|Golgi organization|protein transport|,protein transporter activity|protein complex binding|,2,4,65200000,0.028,0.538102479,0.020166667,3.447782943,0.059333333,0.452086674,0.798390649,-0.0645,0.03,0.006,0.182,-0.016,-0.0165,undefined,0,,,
-0.222,-0.267,-0.333,-0.272,-0.3025,-0.3675,-0.184,-0.234,-0.2945,Q8C0L8,Q8C0L8,Cog5,1,2,2,2,Q8C0L8,MOUSE,91960.4,3.1,3128,3128.1,16.24,16.24,NA,829,Conserved oligomeric Golgi complex subunit 5,Golgi membrane|nucleoplasm|Golgi apparatus|cytosol|membrane|Golgi transport complex|,intra-Golgi vesicle-mediated transport|protein transport|inter-Golgi cisterna vesicle-mediated transport|,NA,2,2,87600000,0.031,0.0120085,0.012666667,23.98885129,-0.265,0.003991305,-4.291289689,0.0875,0.128,0.22,-0.107,-0.173,-0.0795,undefined,0,,,
-0.009,-0.007,0.097,0.164,0.1815,0.2865,0.06,0.059,0.1675,Q9CQF6,Q9CQF6,Aasdhppt,1,2,2,2,Q9CQF6|Q9CQF6-2,MOUSE,36048.8,6.1,3129,3129.1,16.21,16.21,NA,309,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,cytoplasm|extracellular exosome|,metabolic process|,magnesium ion binding|holo-[acyl-carrier-protein] synthase activity|,2,2,5.20E+07,0.061,0.167110997,0.028333333,9.763380618,0.129666667,0.105599519,1.869832625,-0.0025,-0.005,-0.102,0.014,0.196,0.0695,undefined,0,,,
2.651,2.968,3.658,2.514,2.8525,3.5425,3.061,3.359,4.0535,Q3UVD5,Q3UVD5,Lgr6,1,7,2,2,Q3UVD5,MOUSE,105806,1.6,3130,3130.1,16.19,16.19,NA,967,Leucine-rich repeat-containing G-protein coupled receptor 6,nucleoplasm|cytoplasm|plasma membrane|integral component of membrane|vesicle|,G-protein coupled receptor signaling pathway|Wnt signaling pathway|positive regulation of Wnt signaling pathway|positive regulation of cell migration|,protein-hormone receptor activity|,2,7,6.21E+09,0.016,0.001191457,-0.787666667,35.72915286,3.457,0.000267353,7.014232612,-1.8095,-2.003,-3.736,0.822,0.754,1.2465,undefined,9,TRUE,TRUE,
1.398,1.681,1.341,1.189,1.2615,1.3635,1.341,1.404,1.3885,Q8BRK9,Q8BRK9,Man2a2,1,3,2,2,Q8BRK9|Q8BRK9-2|Q3TSU5,MOUSE,131331,2.1,3131,3131.1,16.19,16.19,NA,1152,Alpha-mannosidase 2x,Golgi membrane|integral component of membrane|,mannose metabolic process|protein glycosylation|,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity|zinc ion binding|mannosidase activity|hydrolase activity, hydrolyzing N-glycosyl compounds|carbohydrate binding|",2,3,25600000,0.021,5.20E-06,-0.157333333,67.7562974,1.330333333,1.68E-07,22.03955975,-0.7735,-0.796,-0.898,0.49,0.479,0.5545,undefined,9,,TRUE,
0.739,1.738,0.591,0.701,1.1555,0.5685,0.483,1.464,0.3225,Q71FD7,Q71FD7,Fblim1,1,3,2,2,Q71FD7,MOUSE,42565.7,6.9,3132,3132.1,16.18,16.18,NA,375,Filamin-binding LIM protein 1,stress fiber|focal adhesion|cell cortex|,regulation of cell shape|single organismal cell-cell adhesion|regulation of integrin activation|,zinc ion binding|filamin binding|,2,3,51400000,0.069,0.001801464,-0.055,33.72732059,0.733,0.000423904,6.485771399,-0.3835,-0.649,-0.232,0.338,0.379,0.2175,NC,8,,,
0.104,0.278,-0.067,0.391,0.5805,0.2345,0.424,0.594,0.2525,Q62318,Q62318,Trim28,1,2,2,2,Q62318|Q62318-2,MOUSE,90614.2,1.6,3133,3133.1,16.14,16.14,NA,834,Transcription intermediary factor 1-beta,chromatin|nucleus|nucleoplasm|nuclear euchromatin|nuclear heterochromatin|RNA polymerase II transcription factor complex|nucleolus|,"negative regulation of transcription from RNA polymerase II promoter|in utero embryonic development|epithelial to mesenchymal transition|DNA repair|transcription, DNA-templated|protein phosphorylation|embryo implantation|protein ubiquitination|protein sumoylation|positive regulation of transcription factor import into nucleus|DNA methylation involved in embryo development|innate immune response|positive regulation of DNA repair|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|protein autophosphorylation|protein oligomerization|convergent extension involved in axis elongation|embryonic placenta morphogenesis|negative regulation of DNA demethylation|negative regulation of viral release from host cell|regulation of genetic imprinting|",DNA binding|transcription coactivator activity|transcription corepressor activity|protein kinase activity|ubiquitin-protein transferase activity|protein binding|zinc ion binding|ligase activity|ubiquitin protein ligase binding|Krueppel-associated box domain binding|poly(A) RNA binding|chromo shadow domain binding|sequence-specific DNA binding transcription factor activity|sequence-specific DNA binding|,2,2,1.44E+08,0.016,0.063887705,-0.0095,14.94114281,0.327333333,0.032054257,2.70438791,-0.1785,-0.34,-0.001,-0.053,0.256,0.2595,undefined,3,,,
-0.036,-0.302,-0.008,-0.057,-0.1475,0.0725,-0.268,-0.323,-0.0255,D3YXG0,D3YXG0,Hmcn1,1,3,3,3,D3YXG0|D3YXG0-2,MOUSE,621820.2,0.5,3134,3134.1,16.13,16.13,NA,5634,Hemicentin-1,extracellular region|basement membrane|cell cortex|cell junction|extracellular exosome|,NA,calcium ion binding|,3,3,1.92E+09,0.005,0.239397375,0.000166667,7.813544373,-0.126,0.16544192,-1.557252164,0.1055,0.155,-0.071,-0.052,0.012,-0.1485,PC,0,,,
0.416,0.466,0.281,0.422,0.4885,0.3035,0.699,0.746,0.5445,Q8K3Z9,Q8K3Z9,Pom121,1,4,2,2,Q8K3Z9,MOUSE,121476.1,1.6,3137,3137.1,16.07,16.07,NA,1200,Nuclear envelope pore membrane protein POM 121,nuclear pore|endoplasmic reticulum membrane|nuclear membrane|,protein transport|mRNA transport|,NA,2,4,5.59E+08,0.016,0.003635631,-0.0545,30.26723564,0.484,0.000940322,5.640390999,-0.3255,-0.368,-0.196,0.098,0.129,0.3355,undefined,6,,TRUE,
-0.254,-0.344,-0.362,-0.2,-0.3475,-0.2065,-0.318,-0.412,-0.3515,Q05CL8,Q05CL8,Larp7,1,3,2,2,Q05CL8|Q05CL8-2|A2AMD0,MOUSE,65257.5,2.4,3138,3138.1,16.04,16.04,NA,570,La-related protein 7,nucleus|nucleoplasm|cytoplasm|Golgi apparatus|ribonucleoprotein complex|,negative regulation of transcription from RNA polymerase II promoter|RNA processing|negative regulation of chromatin binding|germ cell proliferation|positive regulation of G1/S transition of mitotic cell cycle|,nucleotide binding|poly(A) RNA binding|,2,3,6.28E+09,0.024,0.010098937,0.026833333,24.94122464,-0.266666667,0.003205365,-4.477761648,0.1065,0.223,0.151,-0.084,-0.076,-0.1595,NC,0,,,
-0.493,-0.409,-0.529,-0.667,-0.5605,-0.7245,-0.765,-0.671,-0.8415,A0A087WP46,A0A087WP46,BC034090,1,4,2,2,A0A087WP46|F6T2X5,MOUSE,131447.8,2.3,3139,3139.1,16.03,16.03,NA,1202,cDNA sequence BC034090,NA,NA,iron-sulfur cluster binding|,2,4,62600000,0.023,0.000912316,0.037,37.05669781,-0.613666667,0.000196938,-7.369028489,0.3495,0.264,0.418,-0.127,-0.305,-0.3775,NC,0,,,
2.418,2.714,3.222,2.467,2.7785,3.3145,2.494,2.804,3.4175,Q62179,Q62179,Sema4b,1,3,2,2,Q62179,MOUSE,92702.9,2.6,3142,3142.1,15.97,15.97,NA,823,Semaphorin-4B,plasma membrane|membrane|integral component of membrane|synapse|,nervous system development|cell differentiation|,protein binding|,2,3,5.07E+09,0.026,0.000272902,-0.704666667,43.30786526,2.983,4.67E-05,9.342615539,-1.6985,-1.893,-2.997,0.707,0.832,0.8215,undefined,9,TRUE,TRUE,
1.323,1.804,1.441,1.255,1.7515,1.3885,1.426,1.902,1.5445,Q9JHU9,Q9JHU9,Isyna1,1,2,2,2,Q9JHU9,MOUSE,61558.1,2.8,3143,3143.1,15.97,15.97,NA,557,Inositol-3-phosphate synthase 1,cytoplasm|,inositol biosynthetic process|phospholipid biosynthetic process|,inositol-3-phosphate synthase activity|,2,2,39700000,0.028,2.43E-05,-0.395,55.84101229,1.571,2.61E-06,14.71215681,-0.9615,-1.344,-1.236,0.356,0.337,0.4785,undefined,9,,,
0.076,-0.037,0.133,-0.038,-0.1355,0.0345,-0.107,-0.225,-0.0495,Q9CZ28,Q9CZ28,Snf8,1,2,2,2,Q9CZ28|A2A6M1,MOUSE,28999.8,9.6,3145,3145.1,15.94,15.94,NA,258,Vacuolar-sorting protein SNF8,ESCRT II complex|nucleus|nucleoplasm|transcription factor complex|cytoplasm|cytosol|plasma membrane|endosome membrane|membrane|late endosome membrane|perinuclear region of cytoplasm|recycling endosome|extracellular exosome|,"transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|positive regulation of gene expression|regulation of multivesicular body size involved in endosome transport|endocytic recycling|regulation of protein catabolic process|protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway|early endosome to late endosome transport|positive regulation of protein catabolic process|regulation of protein complex stability|positive regulation of exosomal secretion|regulation of viral budding via host ESCRT complex|",protein C-terminus binding|transcription factor binding|channel regulator activity|protein homodimerization activity|protein N-terminus binding|,2,2,1.06E+08,0.096,0.781642523,0.004833333,1.397379884,-0.027333333,0.724873147,-0.367131855,-0.0035,0.107,-0.048,0.094,-0.024,-0.0965,undefined,0,,,
1.062,1.311,1.246,0.932,1.1965,1.1315,1.108,1.354,1.2935,Q562G0,Q562G0,Pigo,1,2,2,2,Q562G0|Q9JJI6|A2AG36,MOUSE,120811.1,2.4,3152,3152.1,15.86,15.86,NA,1101,GPI ethanolamine phosphate transferase 3,membrane|,metabolic process|,"protein binding|phosphotransferase activity, for other substituted phosphate groups|mannose-ethanolamine phosphotransferase activity|",2,2,14700000,0.024,2.58E-05,-0.084,55.50221158,1.199666667,2.82E-06,14.4859643,-0.5345,-0.746,-0.771,0.52,0.441,0.5865,undefined,9,,TRUE,
-0.303,-0.47,-0.559,-0.21,-0.3545,-0.3985,-0.155,-0.241,-0.3475,P62274,P62274,Rps29,1,5,2,2,P62274,MOUSE,6904.9,26.7,3153,3153.1,15.86,15.86,NA,56,40S ribosomal protein S29,cytoplasm|focal adhesion|small ribosomal subunit|cytosolic small ribosomal subunit|extracellular exosome|,translation|,structural constituent of ribosome|zinc ion binding|,2,5,1.50E+09,0.267,0.022999199,0.055666667,20.51438231,-0.309666667,0.008883043,-3.656287612,0.0985,0.17,0.363,-0.178,-0.079,-0.0405,undefined,0,,,
-0.111,0.004,-0.352,-0.1,0.0295,-0.3255,-0.211,-0.101,-0.4525,A2AKG8,A2AKG8,Focad,1,2,2,2,A2AKG8|E9PYJ6,MOUSE,201228.6,1.2,3155,3155.1,15.83,15.83,NA,1798,Focadhesin,focal adhesion|integral component of membrane|,NA,NA,2,2,19800000,0.012,0.2116936,-0.000333333,8.469572491,-0.172333333,0.14224688,-1.664869196,0.0335,-0.075,0.299,-0.06,-0.038,-0.1615,undefined,0,,,
3,3.564,3.125,2.358,3.0765,2.8925,2.752,3.169,3.3015,Q80U12-2,Q80U12-2,Sgsm2,1,9,2,2,Q80U12-2|Q80U12,MOUSE,119580.4,2,3156,3156.1,15.81,15.81,NA,1005,Isoform 2 of Small G protein signaling modulator 2,cytoplasm|,late endosome to Golgi transport|positive regulation of GTPase activity|,GTPase activator activity|Rab GTPase binding|,2,9,1.30E+10,0.02,2.34E-05,-0.535166667,56.06364347,3.086,2.48E-06,14.82935832,-1.6635,-2.165,-2.406,1.193,0.73,1.1005,undefined,9,,,
-0.434,-0.448,-0.282,-0.517,-0.5155,-0.3495,-1.119,-1.137,-0.9665,Q91V64,Q91V64,Isoc1,1,2,2,2,Q91V64,MOUSE,32317.2,8,3157,3157.1,15.8,15.8,NA,297,Isochorismatase domain-containing protein 1,peroxisome|extracellular exosome|,metabolic process|,catalytic activity|,2,2,43700000,0.08,0.026657142,-0.161833333,19.7646344,-0.633333333,0.010556904,-3.524417314,0.1925,0.201,0.071,-0.209,-0.315,-0.9115,undefined,0,,,
0.085,0.204,-0.022,0.216,0.2365,0.0135,0.133,0.155,-0.0665,F8VQ87,F8VQ87,Xrn1,1,3,2,2,F8VQ87|A0A087WQN7|P97789|P97789-2|P97789-3|A0A087WNV6,MOUSE,196409,1.6,3159,3159.1,15.76,15.76,NA,1723,5'-3' exoribonuclease 1,cytoplasmic mRNA processing body|nucleus|cytoplasm|Golgi apparatus|plasma membrane|membrane|intermediate filament cytoskeleton|,nuclear-transcribed mRNA catabolic process|rRNA catabolic process|nuclear mRNA surveillance|histone mRNA catabolic process|nucleic acid phosphodiester bond hydrolysis|,5'-3' exonuclease activity|poly(A) RNA binding|,2,3,60600000,0.016,0.196796462,-0.084833333,8.855905474,0.133333333,0.130139596,1.725689681,-0.2015,-0.241,-0.012,-0.041,0.042,-0.0555,undefined,0,,,
0.313,0.293,0.582,0.003,-0.0015,0.2875,0.211,0.188,0.4815,Q9R1S8,Q9R1S8,Capn7,1,2,2,2,Q9R1S8|F2Z3X0,MOUSE,93361.4,1.8,3162,3162.1,15.72,15.72,NA,813,Calpain-7,nucleoplasm|cytoplasm|extracellular exosome|,proteolysis|positive regulation of epithelial cell migration|self proteolysis|,endopeptidase activity|calcium-dependent cysteine-type endopeptidase activity|MIT domain binding|,2,2,10300000,0.018,0.09405083,-0.091166667,12.86411154,0.270666667,0.051711704,2.367866541,-0.1415,-0.118,-0.42,0.177,-0.13,0.0855,undefined,2,,,
0.225,-0.001,0.303,0.522,0.3115,0.6155,0.195,-0.036,0.2725,Q9DC,Q9DC,Mad2l1bp,1,3,3,3,Q9DC,MOUSE,31595.5,19.5,3163,3163.1,15.71,15.71,NA,276,MAD2L1-binding protein,nucleus|nucleoplasm|nucleolus|cytoplasm|spindle|intracellular membrane-bounded organelle|,mitotic cell cycle checkpoint|mitotic spindle assembly checkpoint|regulation of exit from mitosis|,protein binding|,3,3,3.29E+09,0.195,0.086999983,-0.0225,13.28522771,0.296,0.046932883,2.435581144,-0.2165,0.001,-0.296,0.042,0.348,-0.0135,undefined,2,,,
0.16,-0.164,0.047,0.244,-0.0645,0.1475,0.135,-0.193,0.0235,P70670,P70670,Naca,1,2,2,2,P70670|Q60817,MOUSE,221408.1,1.2,3164,3164.1,15.68,15.68,NA,2187,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",nucleus|cytoplasm|extracellular exosome|,"transcription, DNA-templated|regulation of transcription, DNA-templated|transport|myoblast migration|",DNA binding|transcription coactivator activity|TBP-class protein binding|,2,2,94100000,0.012,0.610753858,0.0335,2.757143656,0.059333333,0.530011917,0.662455531,-0.1405,0.169,-0.017,0.054,0.128,0.0075,undefined,0,,,
-0.064,-0.103,-0.175,0.016,-0.0225,-0.0795,0.018,0.022,-0.0925,Q91XU0,Q91XU0,Wrnip1,1,3,2,2,Q91XU0|Q91XU0-2,MOUSE,72591.3,4,3166,3166.1,15.67,15.67,NA,660,ATPase WRNIP1,nucleus|membrane|perinuclear region of cytoplasm|,DNA synthesis involved in DNA repair|DNA replication|regulation of DNA-dependent DNA replication initiation|,DNA binding|protein binding|ATP binding|ATPase activity|identical protein binding|,2,3,5.74E+08,0.04,0.746588402,-0.025,1.656179838,-0.027,0.68293916,-0.426752612,-0.0505,-0.06,0.076,-0.091,-0.006,-0.0185,NC,0,,,
-0.376,-0.422,-0.127,-0.068,-0.0995,-0.1305,-0.305,-0.188,0.1605,Q6XU,Q6XU,Dstyk,1,3,3,3,Q6XU|Q6XU-3|A0A087WP69,MOUSE,106268.4,3.1,3169,3169.1,15.65,15.65,NA,927,Dual serine/threonine and tyrosine protein kinase,cytoplasm|basolateral plasma membrane|apical plasma membrane|cell junction|,peptidyl-tyrosine phosphorylation|positive regulation of kinase activity|cellular response to fibroblast growth factor stimulus|positive regulation of fibroblast growth factor receptor signaling pathway|positive regulation of ERK1 and ERK2 cascade|,protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|protein tyrosine kinase activity|ATP binding|,3,3,95800000,0.031,0.113875727,0.0085,11.82684481,-0.205333333,0.065662213,-2.201827387,0.1875,0.228,-0.082,-0.143,-0.036,-0.1035,undefined,0,,,
-0.553,-0.43,-0.316,-0.364,-0.2245,-0.2155,-0.445,-0.326,-0.1785,O88737,O88737,Bsn,1,4,2,2,O88737|O88737-2,MOUSE,420832.3,0.3,3170,3170.1,15.63,15.63,NA,3942,Protein bassoon,trans-Golgi network|cytoskeleton|cell surface|postsynaptic density|extrinsic component of membrane|cell junction|axon|dendrite|neuronal cell body|neuron projection terminus|synapse|presynaptic active zone|excitatory synapse|neuronal postsynaptic density|integral component of membrane|,synapse assembly|,protein binding|metal ion binding|,2,4,1.97E+09,0.003,0.019761327,0.035333333,21.33501093,-0.305666667,0.007353581,-3.79875023,0.3025,0.18,0.082,-0.215,-0.038,-0.0995,undefined,0,,,
-0.512,-0.542,-0.408,-0.583,-0.5965,-0.4625,-0.603,-0.637,-0.4985,O54984,O54984,Asna1,1,2,2,2,O54984,MOUSE,39278.6,6.6,3171,3171.1,15.61,15.61,NA,348,ATPase Asna1,nucleus|nucleolus|endoplasmic reticulum|extracellular exosome|,transport|metabolic process|protein insertion into ER membrane|,ATP binding|ATPase activity|metal ion binding|,2,2,3.21E+08,0.066,0.000441238,-0.01,40.77021582,-0.527,8.37E-05,-8.425657854,0.2745,0.298,0.188,-0.2,-0.313,-0.3075,undefined,0,,,
-0.276,-0.235,-0.291,-0.218,-0.1615,-0.2175,0.06,0.097,0.0455,E9PXZ8,E9PXZ8,Clnk,1,3,2,2,E9PXZ8|Q9QZE2|Q9QZE2-2,MOUSE,50013.6,7.8,3173,3173.1,15.59,15.59,NA,435,Cytokine-dependent hematopoietic cell linker,intracellular|,immune response|transmembrane receptor protein tyrosine kinase signaling pathway|intracellular signal transduction|,protein binding|,2,3,9.36E+08,0.078,0.157776693,0.038,10.08485426,-0.148333333,0.098065122,-1.922103862,0.1165,0.075,0.145,-0.132,-0.086,0.1095,undefined,0,,,
0.356,0.271,0.129,0.052,-0.0175,-0.1595,0.139,0.05,-0.0875,E9QKG3,E9QKG3,Trmt11,1,2,2,2,E9QKG3|Q9CWH5,MOUSE,53279.8,4.5,3174,3174.1,15.59,15.59,NA,460,tRNA (guanine(10)-N2)-methyltransferase homolog,NA,methylation|,nucleic acid binding|methyltransferase activity|,2,2,1.66E+09,0.045,0.512179572,0.004833333,3.725196145,0.085333333,0.424111829,0.851592292,-0.1475,-0.062,0.096,0.214,-0.08,0.0085,undefined,0,,,
0.287,0.439,0.083,0.224,0.3915,0.0345,0.333,0.481,0.1295,H3BKF3,H3BKF3,Pan3,1,2,2,2,H3BKF3|Q640Q5,MOUSE,96190.8,2.5,3175,3175.1,15.54,15.54,NA,887,PAN2-PAN3 deadenylation complex subunit PAN3,cytoplasmic mRNA processing body|PAN complex|,"nuclear-transcribed mRNA poly(A) tail shortening|deadenylation-dependent decapping of nuclear-transcribed mRNA|mRNA processing|protein phosphorylation|protein targeting|positive regulation of cytoplasmic mRNA processing body assembly|RNA phosphodiester bond hydrolysis, exonucleolytic|",protein kinase activity|protein binding|ATP binding|poly(A) RNA binding|metal ion binding|poly(A)-specific ribonuclease activity|,2,2,36300000,0.025,0.052936998,-0.021333333,15.92546397,0.274333333,0.025553689,2.86664699,-0.1835,-0.322,0.03,0.109,0.073,0.1655,undefined,1,,,
0.147,0.198,0.115,0.327,0.3935,0.3105,0.014,0.061,-0.0175,Q8K4L3,Q8K4L3,Svil,1,2,2,2,A0A1B0GS91|Q8K4L3|E9Q3Z5|Q8K4L2|Q8K4L3-3,MOUSE,244697.7,1.3,3176,3176.1,15.54,15.54,NA,2170,Supervillin,podosome|nucleus|cytoplasm|plasma membrane|focal adhesion|actin cytoskeleton|midbody|cleavage furrow|microtubule minus-end|costamere|invadopodium|,cytoskeleton organization|skeletal muscle tissue development|positive regulation of cytokinesis|,actin filament binding|,2,2,1.82E+08,0.013,0.144268898,0.02,10.55481046,0.188333333,0.088007352,1.998953654,-0.0735,-0.12,-0.029,0.094,0.297,-0.0485,NC,0,,,
0.853,0.842,0.679,0.639,0.6315,0.5875,0.866,0.851,0.6405,Q9D8,Q9D8,Cutc,1,4,2,2,Q9D8|F8WHX2,MOUSE,29402.5,7.7,3178,3178.1,15.51,15.51,NA,272,Copper homeostasis protein cutC homolog,nucleus|nucleoplasm|nucleolus|cytoplasm|,protein tetramerization|copper ion homeostasis|,copper ion binding|,2,4,32400000,0.077,7.62E-05,-0.032166667,49.86722557,0.774,1.03E-05,11.73912321,-0.4735,-0.451,-0.333,0.374,0.285,0.4055,undefined,9,,,
-0.47,-0.694,-0.127,-0.41,-0.6175,-0.0515,-0.526,-0.754,-0.1825,Q8CDN9,Q8CDN9,Lrrc9,1,2,2,2,Q8CDN9|A0A1Y7VLD2|E9PUL2|Q8CDN9-2,MOUSE,169010.7,1.1,3179,3179.1,15.5,15.5,NA,1456,Leucine-rich repeat-containing protein 9,NA,NA,NA,2,2,1.26E+09,0.011,0.043738245,0.085,17.00237446,-0.405666667,0.019941717,-3.046805872,0.3275,0.536,0,-0.089,-0.081,-0.1835,undefined,0,,,
-0.109,0.645,0.064,-0.439,0.3295,-0.2515,-0.202,0.548,-0.0295,Q91ZH7,Q91ZH7,Abhd3,1,3,2,2,Q91ZH7|Q91ZH7-2|D3Z6Y2|D3YU06,MOUSE,46801.9,7,3180,3180.1,15.48,15.48,NA,411,Phospholipase ABHD3,integral component of membrane|,phosphatidylcholine metabolic process|,phospholipase A2 activity|phosphatidylcholine 1-acylhydrolase activity|phosphatidylserine 1-acylhydrolase activity|1-acyl-2-lysophosphatidylserine acylhydrolase activity|,2,3,2.75E+08,0.07,0.859615958,-0.1455,0.874981783,0.044666667,0.817526467,0.240067424,0.1185,-0.586,-0.036,-0.009,-0.296,-0.0645,undefined,2,,,
0.34,0.046,0.182,0.388,0.1095,0.2455,0.499,0.201,0.3415,Q4VAC9-2,Q4VAC9-2,Plekhg3,1,3,3,3,Q4VAC9-2|Q4VAC9|Q4VAC9-3,MOUSE,149252.1,2.5,3182,3182.1,15.47,15.47,NA,1341,Isoform 2 of Pleckstrin homology domain-containing family G member 3,NA,regulation of Rho protein signal transduction|positive regulation of GTPase activity|,Rho guanyl-nucleotide exchange factor activity|,3,3,1.86E+11,0.025,0.035211393,-0.006833333,18.22755363,0.282666667,0.015039889,3.255657971,-0.2955,-0.013,-0.136,0.07,0.118,0.2155,undefined,1,,,
1.176,0.886,1.109,1.219,0.9455,1.1675,1.204,0.91,1.1375,Q61712,Q61712,Dnajc1,1,2,2,2,Q61712,MOUSE,64096.8,4.1,3184,3184.1,15.37,15.37,NA,552,DnaJ homolog subfamily C member 1,nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|plasma membrane|membrane|integral component of membrane|nuclear membrane|,regulation of translation|protein folding|regulation of protein secretion|,DNA binding|protein binding|ribosome binding|chaperone binding|,2,2,2.84E+10,0.041,6.28E-05,-0.163166667,50.8247609,1.116,8.27E-06,12.29143436,-0.8245,-0.53,-0.809,0.359,0.438,0.3875,undefined,9,TRUE,TRUE,
