,id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
2899,O70472,0.000104533,-0.094166667,54.74145369,1.326333333,3.36E-06,11.87324392,-0.897,-0.696,-0.679,0.627,0.39,0.69,O70472,Tmem131,O70472_Tmem131,O70472,Tmem131,1,5,4,4,O70472,MOUSE,205388.7,2.6,2412,2412.1,27.52,27.52,NA,1877,Transmembrane protein 131,integral component of membrane|,,,4,5,87200000,2.60%
2627,P07724,0.001109652,-0.1105,41.76958621,1.322333333,6.65E-05,7.862430743,-0.84,-0.623,-0.852,0.377,0.938,0.337,P07724,Alb,P07724_Alb,P07724,Alb,1,5,3,3,P07724,MOUSE,70745.2,7,2143,2143.1,36.99,36.99,NA,608,Serum albumin,extracellular region|extracellular space|nucleus|cytoplasm|myelin sheath|protein complex|extracellular exosome|blood microparticle|,retina homeostasis|transport|cellular response to starvation|hemolysis by symbiont of host erythrocytes|negative regulation of apoptotic process|maintenance of mitochondrion location|,DNA binding|fatty acid binding|drug binding|toxic substance binding|pyridoxal phosphate binding|metal ion binding|chaperone binding|oxygen binding|,3,5,47200000,7.00%
2091,Q5FWH7,5.01E-05,-0.14,59.35141769,1.322,1.16E-06,13.71984584,-0.728,-0.9,-0.775,0.459,0.449,0.655,Q5FWH7,Slc39a12,Q5FWH7_Slc39a12,Q5FWH7,Slc39a12,1,9,6,6,Q5FWH7|Q5FWH7-2,MOUSE,77012.8,10.8,1613,1613.1,61.38,61.38,NA,689,Zinc transporter ZIP12,plasma membrane|integral component of membrane|perinuclear region of cytoplasm|extracellular vesicle|,signal transduction|regulation of neuron projection development|regulation of microtubule polymerization|zinc II ion transmembrane import|,zinc ion transmembrane transporter activity|,6,9,1.08E+09,10.80%
543,Q6P8S1,2.38E-05,-0.139666667,64.08263072,1.304666667,3.91E-07,15.89004078,-0.833,-0.744,-0.799,0.579,0.441,0.518,Q6P8S1,Asph,Q6P8S1_Asph,Q6P8S1,Asph,1,4,4,2,Q6P8S1|A2AL79,MOUSE,22545.2,32.5,319,319.2,55.89,25.68,NA,212,Aspartyl/asparaginyl beta-hydroxylase,endoplasmic reticulum|plasma membrane|integral component of membrane|integral component of endoplasmic reticulum membrane|cortical endoplasmic reticulum|,"pattern specification process|negative regulation of cell proliferation|positive regulation of calcium ion transport into cytosol|regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|activation of store-operated calcium channel activity|response to ATP|limb morphogenesis|peptidyl-aspartic acid hydroxylation|positive regulation of proteolysis|positive regulation of transcription, DNA-templated|oxidation-reduction process|palate development|face morphogenesis|calcium ion transmembrane transport|cellular response to calcium ion|positive regulation of intracellular protein transport|activation of cysteine-type endopeptidase activity|",peptide-aspartate beta-dioxygenase activity|calcium ion binding|,2,4,2.32E+09,8.00%
1181,Q8BRH0,0.001353484,0.106166667,40.76110008,1.295,8.39E-05,7.608542304,-0.601,-0.425,-0.598,1.006,0.353,0.902,Q8BRH0,Tmtc3,Q8BRH0_Tmtc3,Q8BRH0,Tmtc3,1,19,13,13,G5E8C4|Q8BRH0|A0A0R4J173|Q8BRH0-2,MOUSE,105108.6,17.8,800,800.1,161.37,161.37,NA,920,Transmembrane and TPR repeat-containing protein 3,integral component of membrane|,post-embryonic development|regulation of gene expression|cell differentiation|lung development|lung alveolus development|muscle fiber development|bud outgrowth involved in lung branching|,,13,19,2.31E+09,17.80%
2357,Q8BXZ1,0.000121745,-0.095833333,53.76567096,1.284333333,4.20E-06,11.51278663,-0.552,-0.798,-0.864,0.499,0.466,0.674,Q8BXZ1,Tmx3,Q8BXZ1_Tmx3,Q8BXZ1,Tmx3,1,9,4,4,Q8BXZ1,MOUSE,52189.4,10.3,1874,1874.1,48.24,48.24,NA,456,Protein disulfide-isomerase TMX3,endoplasmic reticulum membrane|cell surface|integral component of membrane|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|,protein disulfide isomerase activity|,4,9,7.22E+08,10.30%
1070,P43406,5.43E-05,-0.172666667,58.49526572,1.282666667,1.41E-06,13.35805776,-0.825,-0.87,-0.747,0.369,0.42,0.617,P43406,Itgav,P43406_Itgav,P43406,Itgav,1,21,17,17,P43406|A2AKI5,MOUSE,116441.9,19.7,703,703.1,179.53,179.53,NA,1044,Integrin alpha-V,intracellular|plasma membrane|focal adhesion|integrin complex|external side of plasma membrane|cell surface|membrane|lamellipodium membrane|filopodium membrane|microvillus membrane|ruffle membrane|integrin alphav-beta3 complex|integrin alphav-beta5 complex|integrin alphav-beta8 complex|alphav-beta3 integrin-IGF-1-IGF1R complex|extracellular exosome|,angiogenesis|blood vessel development|inflammatory response|cell adhesion|cell-matrix adhesion|integrin-mediated signaling pathway|positive regulation of cell proliferation|fertilization|negative regulation of macrophage derived foam cell differentiation|negative regulation of lipid storage|cell growth|cell migration|positive regulation of cell migration|cell-substrate adhesion|negative regulation of lipid transport|detection of molecule of bacterial origin|positive regulation of osteoblast proliferation|heterotypic cell-cell adhesion|substrate adhesion-dependent cell spreading|gonad morphogenesis|endodermal cell differentiation|apolipoprotein A-I-mediated signaling pathway|T cell activation|apoptotic cell clearance|endothelial cell migration|regulation of bone resorption|negative regulation of low-density lipoprotein particle receptor biosynthetic process|positive regulation of cell adhesion|viral entry into host cell|focal adhesion assembly|negative regulation of lipoprotein metabolic process|regulation of phagocytosis|negative chemotaxis|release of sequestered calcium ion into cytosol|trophoblast giant cell differentiation|ERK1 and ERK2 cascade|calcium ion transmembrane transport|response to nitric oxide|extrinsic apoptotic signaling pathway in absence of ligand|regulation of apoptotic cell clearance|negative regulation of entry of bacterium into host cell|negative regulation of extrinsic apoptotic signaling pathway|,fibronectin binding|protease binding|voltage-gated calcium channel activity|metal ion binding|protein heterodimerization activity|transforming growth factor beta binding|extracellular matrix binding|extracellular matrix protein binding|opsonin binding|protein kinase C binding|insulin-like growth factor I binding|,17,21,3.84E+09,19.70%
2480,Q9CQF9,6.53E-05,-0.1145,57.50818321,1.282333333,1.77E-06,12.95191788,-0.704,-0.78,-0.783,0.683,0.385,0.512,Q9CQF9,Pcyox1,Q9CQF9_Pcyox1,Q9CQF9,Pcyox1,1,10,4,4,Q9CQF9|A0A0N4SWD3,MOUSE,56721.9,10.8,1996,1996.1,42.74,42.74,NA,505,Prenylcysteine oxidase,lysosome|vacuolar membrane|plasma membrane|very-low-density lipoprotein particle|extracellular exosome|,prenylated protein catabolic process|prenylcysteine catabolic process|oxidation-reduction process|chloride transmembrane transport|,prenylcysteine oxidase activity|chloride-transporting ATPase activity|,4,10,5.66E+08,10.80%
1602,Q9QY81,0.000244632,-0.0085,50.16920963,1.277666667,9.62E-06,10.26745097,-0.664,-0.531,-0.747,0.853,0.43,0.608,Q9QY81,Nup210,Q9QY81_Nup210,Q9QY81,Nup210,1,14,8,8,Q9QY81|A0A0R4J1I6,MOUSE,205066.8,5.9,1160,1160.1,104.74,104.74,NA,1886,Nuclear pore membrane glycoprotein 210,nuclear envelope|nuclear pore|endoplasmic reticulum membrane|membrane|nuclear membrane|,protein transport|mRNA transport|,protein dimerization activity|,8,14,6.34E+08,5.90%
2219,P06728,0.000342287,-0.115666667,48.2341723,1.276,1.50E-05,9.647928558,-0.593,-0.757,-0.911,0.453,0.756,0.358,P06728,Apoa4,P06728_Apoa4,P06728,Apoa4,1,5,4,4,P06728,MOUSE,45028.2,12.1,1738,1738.1,54.4,54.4,NA,395,Apolipoprotein A-IV,extracellular region|extracellular space|cytosol|very-low-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|cell surface|,innate immune response in mucosa|cholesterol biosynthetic process|lipid transport|response to lipid hydroperoxide|leukocyte cell-cell adhesion|cholesterol metabolic process|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|removal of superoxide radicals|triglyceride catabolic process|regulation of intestinal cholesterol absorption|neuron projection regeneration|regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|negative regulation of plasma lipoprotein particle oxidation|response to stilbenoid|lipoprotein metabolic process|cholesterol homeostasis|hydrogen peroxide catabolic process|reverse cholesterol transport|multicellular organismal lipid catabolic process|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|positive regulation of lipoprotein lipase activity|lipid homeostasis|protein-lipid complex assembly|triglyceride homeostasis|,copper ion binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|phosphatidylcholine binding|protein homodimerization activity|phosphatidylcholine-sterol O-acyltransferase activator activity|,4,5,6.30E+07,12.10%
2999,Q8BWP8,7.11E-05,-0.183333333,56.77807196,1.274666667,2.10E-06,12.65887232,-0.8,-0.925,-0.737,0.6,0.415,0.347,Q8BWP8,B4gat1,Q8BWP8_B4gat1,Q8BWP8,B4gat1,1,5,2,2,Q8BWP8|Q8BWP8-2,MOUSE,47839.9,6,2511,2511.1,24.92,24.92,NA,415,"Beta-1,4-glucuronyltransferase 1",Golgi membrane|Golgi apparatus|integral component of membrane|extracellular exosome|,protein glycosylation|axon guidance|protein O-linked mannosylation|poly-N-acetyllactosamine biosynthetic process|,"glucuronosyltransferase activity|metal ion binding|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity|",2,5,1.25E+08,6.00%
1970,Q8C0L0,3.04E-05,-0.218666667,62.6536497,1.269333333,5.43E-07,15.20272453,-0.78,-0.873,-0.907,0.36,0.482,0.406,Q8C0L0,Tmx4,Q8C0L0_Tmx4,Q8C0L0,Tmx4,1,7,5,5,Q8C0L0|A2ARI0,MOUSE,37530,18.2,1500,1500.1,70.96,70.96,NA,335,Thioredoxin-related transmembrane protein 4,cell|integral component of membrane|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|oxidation-reduction process|,protein disulfide isomerase activity|,5,7,1.25E+09,18.20%
1533,Q8K2C7,5.16E-05,-0.1,59.06446043,1.265333333,1.24E-06,13.59758352,-0.612,-0.739,-0.847,0.595,0.469,0.534,Q8K2C7,Os9,Q8K2C7_Os9,Q8K2C7,Os9,1,14,10,10,Q8K2C7|Q8K2C7-2,MOUSE,76562.9,13.9,1101,1101.1,111.12,111.12,NA,672,Protein OS-9,endoplasmic reticulum lumen|,"protein targeting|protein retention in ER lumen|protein ubiquitination|ER-associated ubiquitin-dependent protein catabolic process|response to endoplasmic reticulum stress|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|negative regulation of retrograde protein transport, ER to cytosol|",glycoprotein binding|protease binding|carbohydrate binding|,10,14,5.18E+08,13.90%
1292,Q60841,9.43E-05,-0.131333333,55.42221717,1.254666667,2.87E-06,12.13075223,-0.741,-0.825,-0.71,0.407,0.399,0.682,Q60841,Reln,Q60841_Reln,Q60841,Reln,1,15,14,14,Q60841|Q60841-2|Q60841-3,MOUSE,394505.8,5.5,885,885.1,143.12,143.12,NA,3461,Reelin,proteinaceous extracellular matrix|extracellular space|cytoplasm|dendrite|,"cell morphogenesis involved in differentiation|neuron migration|proteolysis|cell adhesion|axon guidance|central nervous system development|brain development|learning|long-term memory|associative learning|glial cell differentiation|regulation of gene expression|positive regulation of neuron projection development|positive regulation of phosphatidylinositol 3-kinase signaling|dendrite development|cell migration|peptidyl-tyrosine phosphorylation|spinal cord patterning|ventral spinal cord development|hippocampus development|cerebral cortex tangential migration|layer formation in cerebral cortex|cerebral cortex development|forebrain development|positive regulation of TOR signaling|positive regulation of CREB transcription factor activity|protein localization to synapse|reelin-mediated signaling pathway|positive regulation of protein kinase activity|response to pain|positive regulation of peptidyl-tyrosine phosphorylation|regulation of behavior|regulation of synaptic transmission|positive regulation of small GTPase mediated signal transduction|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|positive regulation of dendritic spine morphogenesis|positive regulation of protein tyrosine kinase activity|positive regulation of synapse maturation|postsynaptic density assembly|N-methyl-D-aspartate receptor clustering|postsynaptic density protein 95 clustering|receptor localization to synapse|lateral motor column neuron migration|positive regulation of long-term synaptic potentiation|positive regulation of lateral motor column neuron migration|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|",protein binding|serine-type peptidase activity|metal ion binding|lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|,14,15,3.47E+08,5.50%
1139,Q06335,4.55E-05,-0.097666667,60.00930539,1.247333333,9.98E-07,14.00402055,-0.674,-0.771,-0.719,0.556,0.408,0.614,Q06335,Aplp2,Q06335_Aplp2,Q06335,Aplp2,1,26,13,1,Q06335|Q06335-2,MOUSE,81150.4,21.2,761,761.1,168.79,14.37,NA,707,Amyloid-like protein 2,nucleus|plasma membrane|membrane|integral component of membrane|extracellular exosome|,suckling behavior|cellular copper ion homeostasis|regulation of epidermal growth factor-activated receptor activity|mating behavior|locomotory behavior|cholesterol metabolic process|extracellular matrix organization|forebrain development|midbrain development|regulation of protein binding|neuromuscular process controlling balance|,DNA binding|protein binding|heparin binding|identical protein binding|transition metal ion binding|,13,26,3.18E+09,21.20%
3181,Q0V8T9,7.06E-05,-0.165166667,56.94079491,1.242333333,2.02E-06,12.72365124,-0.896,-0.72,-0.743,0.582,0.435,0.351,Q0V8T9,Cntnap5a,Q0V8T9_Cntnap5a,Q0V8T9,Cntnap5a,1,2,2,2,Q0V8T9,MOUSE,147762,1.5,2707,2707.1,20.6,20.6,NA,1304,Contactin-associated protein like 5-1,integral component of membrane|,proteolysis|cell adhesion|,aspartic-type endopeptidase activity|,2,2,1.19E+08,1.50%
891,Q07113,0.000806837,-0.103,43.52955403,1.242,4.44E-05,8.273596169,-0.938,-0.659,-0.575,0.412,0.341,0.801,Q07113,Igf2r,Q07113_Igf2r,Q07113,Igf2r,1,25,21,21,Q07113,MOUSE,280828.2,10.5,556,556.1,218.58,218.58,NA,2483,Cation-independent mannose-6-phosphate receptor,nucleus|nuclear envelope lumen|lysosomal membrane|endosome|early endosome|late endosome|trans-Golgi network|focal adhesion|cell surface|membrane|integral component of membrane|endocytic vesicle|trans-Golgi network transport vesicle|extracellular exosome|,transport|,glycoprotein binding|transporter activity|insulin-like growth factor binding|mannose binding|identical protein binding|phosphoprotein binding|,21,25,2.60E+09,10.50%
946,O08807,0.00039871,-0.0935,47.4855041,1.235,1.78E-05,9.417088649,-0.92,-0.445,-0.768,0.46,0.486,0.626,O08807,Prdx4,O08807_Prdx4,O08807,Prdx4,1,22,9,7,O08807,MOUSE,31280.1,29.5,601,601.2,129.35,100.05,NA,274,Peroxiredoxin-4,extracellular space|nucleus|cytoplasm|mitochondrion|endoplasmic reticulum|smooth endoplasmic reticulum|cytosol|extracellular exosome|,spermatogenesis|male gonad development|4-hydroxyproline metabolic process|protein maturation by protein folding|extracellular matrix organization|cell redox homeostasis|oxidation-reduction process|reactive oxygen species metabolic process|negative regulation of male germ cell proliferation|,peroxidase activity|protein homodimerization activity|peroxiredoxin activity|,7,22,5.54E+09,25.50%
2567,Q8CF93-2,0.000463263,-0.060333333,46.6395178,1.232,2.17E-05,9.161961037,-0.609,-0.836,-0.584,0.8,0.345,0.522,Q8CF93,Galnt13,Q8CF93-2_Galnt13,Q8CF93-2,Galnt13,1,7,5,5,Q8CF93-2|Q8CF93|O08912,MOUSE,68878.7,6.7,2083,2083.1,39.13,39.13,NA,556,Isoform 2 of Polypeptide N-acetylgalactosaminyltransferase 13,Golgi membrane|integral component of membrane|,protein O-linked glycosylation|,polypeptide N-acetylgalactosaminyltransferase activity|carbohydrate binding|metal ion binding|,5,7,8.42E+08,6.70%
1517,Q61029,0.000420237,-0.013833333,47.20073554,1.224333333,1.91E-05,9.330540019,-0.473,-0.663,-0.742,0.85,0.455,0.49,Q61029,Tmpo,Q61029_Tmpo,Q61029,Tmpo,1,17,9,3,Q61029|Q61029-3|Q61029-2|Q61029-4|Q61033-2,MOUSE,50428.9,31.6,1087,1087.1,112.88,35.62,NA,452,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",chromatin|nucleus|nuclear envelope|nuclear inner membrane|membrane|integral component of membrane|nuclear membrane|,"regulation of transcription, DNA-templated|",DNA binding|protein binding|,9,17,1.48E+09,31.60%
1478,P08226,5.43E-05,-0.098666667,58.64178421,1.218666667,1.37E-06,13.41933805,-0.603,-0.749,-0.772,0.437,0.493,0.602,P08226,Apoe,P08226_Apoe,P08226,Apoe,1,16,10,10,P08226,MOUSE,35923,29.9,1055,1055.1,116.81,116.81,NA,311,Apolipoprotein E,extracellular region|extracellular space|nucleus|endoplasmic reticulum|Golgi apparatus|cytosol|membrane|extracellular matrix|very-low-density lipoprotein particle|low-density lipoprotein particle|intermediate-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,negative regulation of endothelial cell proliferation|response to dietary excess|lipid metabolic process|triglyceride metabolic process|cholesterol biosynthetic process|cholesterol catabolic process|cellular calcium ion homeostasis|receptor-mediated endocytosis|response to oxidative stress|G-protein coupled receptor signaling pathway|nitric oxide mediated signal transduction|cholesterol metabolic process|regulation of gene expression|negative regulation of platelet activation|positive regulation of cholesterol esterification|positive regulation of cholesterol efflux|long-chain fatty acid transport|protein import|virion assembly|triglyceride catabolic process|cGMP-mediated signaling|negative regulation of blood coagulation|regulation of axon extension|positive regulation of cGMP biosynthetic process|regulation of cholesterol transport|regulation of Cdc42 protein signal transduction|positive regulation of low-density lipoprotein particle receptor catabolic process|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|chylomicron remnant clearance|high-density lipoprotein particle clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein biosynthetic process|lipoprotein catabolic process|vasodilation|cholesterol homeostasis|negative regulation of MAP kinase activity|negative regulation of neuron apoptotic process|negative regulation of blood vessel endothelial cell migration|reverse cholesterol transport|positive regulation by host of viral process|negative regulation of cholesterol biosynthetic process|positive regulation of lipid biosynthetic process|artery morphogenesis|negative regulation of inflammatory response|positive regulation of nitric-oxide synthase activity|positive regulation of membrane protein ectodomain proteolysis|negative regulation of lipid biosynthetic process|maintenance of location in cell|lipid homeostasis|fatty acid homeostasis|positive regulation of dendritic spine development|negative regulation of dendritic spine development|cardiovascular system development|negative regulation of cholesterol efflux|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|N-methyl-D-aspartate receptor clustering|regulation of beta-amyloid clearance|regulation of neuron death|negative regulation of neuron death|positive regulation of neuron death|negative regulation of postsynaptic membrane organization|positive regulation of postsynaptic membrane organization|negative regulation of presynaptic membrane organization|positive regulation of presynaptic membrane organization|positive regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|regulation of tau-protein kinase activity|negative regulation of dendritic spine maintenance|positive regulation of dendritic spine maintenance|positive regulation of phospholipid efflux|positive regulation of neurofibrillary tangle assembly|negative regulation of phospholipid efflux|negative regulation of lipid transport across blood brain barrier|positive regulation of lipid transport across blood brain barrier|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|heparin binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|identical protein binding|protein homodimerization activity|metal chelating activity|tau protein binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|very-low-density lipoprotein particle receptor binding|lipoprotein particle binding|,10,16,1.18E+09,29.90%
1748,P97467,0.000422894,-0.049,47.117676,1.217333333,1.94E-05,9.305424763,-0.609,-0.774,-0.59,0.82,0.502,0.357,P97467,Pam,P97467_Pam,P97467,Pam,1,9,6,6,P97467|F8VQA4|E9Q704,MOUSE,109816.4,12,1291,1291.1,89.89,89.89,NA,979,Peptidyl-glycine alpha-amidating monooxygenase,cytosol|integral component of plasma membrane|membrane|transport vesicle membrane|extracellular exosome|,peptide amidation|peptide metabolic process|oxidation-reduction process|,peptidylglycine monooxygenase activity|peptidylamidoglycolate lyase activity|copper ion binding|zinc ion binding|L-ascorbic acid binding|,6,9,6.78E+08,12.00%
3172,Q09200,0.000776884,-0.101333333,43.8129502,1.208,4.16E-05,8.351454513,-0.903,-0.665,-0.548,0.758,0.294,0.456,Q09200,B4galnt1,Q09200_B4galnt1,Q09200,B4galnt1,1,2,2,2,Q09200,MOUSE,59610.2,4.6,2698,2698.1,20.85,20.85,NA,533,"Beta-1,4 N-acetylgalactosaminyltransferase 1",plasma membrane|integral component of Golgi membrane|,ganglioside biosynthetic process|protein glycosylation|glycosphingolipid metabolic process|spermatogenesis|lipid storage|lipid glycosylation|,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity|,2,2,82800000,4.60%
3306,Q9Z247,0.001353484,0.021833333,40.77322367,1.199,8.37E-05,7.546617881,-0.353,-0.718,-0.662,0.57,0.378,0.916,Q9Z247,Fkbp9,Q9Z247_Fkbp9,Q9Z247,Fkbp9,1,4,2,2,Q9Z247,MOUSE,63450.7,2.9,2853,2853.1,17.98,17.98,NA,570,Peptidyl-prolyl cis-trans isomerase FKBP9,cytoplasm|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|,protein peptidyl-prolyl isomerization|protein folding|chaperone-mediated protein folding|,peptidyl-prolyl cis-trans isomerase activity|calcium ion binding|FK506 binding|,2,4,9.52E+08,2.90%
1763,Q9Z2G6,0.000146133,-0.168666667,52.6878165,1.19,5.39E-06,11.12612519,-0.954,-0.719,-0.618,0.499,0.381,0.399,Q9Z2G6,Sel1l,Q9Z2G6_Sel1l,Q9Z2G6,Sel1l,1,12,7,7,Q9Z2G6|Q9Z2G6-2|J3QJX3,MOUSE,88852.3,12.4,1305,1305.1,88.59,88.59,NA,790,Protein sel-1 homolog 1,endoplasmic reticulum membrane|integral component of membrane|,"Notch signaling pathway|retrograde protein transport, ER to cytosol|response to endoplasmic reticulum stress|",,7,12,2.43E+09,12.40%
3192,Q9D074-5,0.011022976,-0.137166667,30.49767473,1.184333333,0.000891728,5.3139799,-1.17,-0.697,-0.321,0.456,0.195,0.714,Q9D074,Mgrn1,Q9D074-5_Mgrn1,Q9D074-5,Mgrn1,1,4,2,2,Q9D074-5|Q9D074-4|Q9D074-3|Q9D074-2|Q9D074|A2AAN9|Q3TEL6-2|Q3TEL6|A2AAP0,MOUSE,64194.7,2.9,2719,2719.1,20.44,20.44,NA,532,Isoform 5 of E3 ubiquitin-protein ligase MGRN1,nucleus|cytoplasm|early endosome|plasma membrane|membrane|extracellular exosome|,protein polyubiquitination|protein monoubiquitination|endosome to lysosome transport|negative regulation of cAMP-mediated signaling|negative regulation of G-protein coupled receptor protein signaling pathway|,ubiquitin-protein transferase activity|zinc ion binding|ligase activity|ubiquitin protein ligase activity|,2,4,1.98E+08,2.90%
3039,Q8R0F3,0.02309374,0.116333333,26.6934556,1.181333333,0.002141186,4.580558873,-0.056,-0.29,-1.077,0.728,0.459,0.934,Q8R0F3,Sumf1,Q8R0F3_Sumf1,Q8R0F3,Sumf1,1,3,3,3,Q8R0F3|E9Q265|E9Q0Z7,MOUSE,41286.3,11,2555,2555.1,23.96,23.96,NA,372,Sulfatase-modifying factor 1,endoplasmic reticulum|endoplasmic reticulum lumen|,oxidation-reduction process|,protein binding|oxidoreductase activity|protein homodimerization activity|metal ion binding|,3,3,19800000,11.00%
2036,Q60751,0.000104533,-0.142666667,54.78512973,1.18,3.32E-06,11.88961454,-0.861,-0.707,-0.63,0.409,0.368,0.565,Q60751,Igf1r,Q60751_Igf1r,Q60751,Igf1r,1,15,6,5,Q60751|E9QNX9|Q9WTL4,MOUSE,158295.8,5.7,1561,1561.1,66.06,57.73,NA,1373,Insulin-like growth factor 1 receptor,plasma membrane|membrane|integral component of membrane|intracellular membrane-bounded organelle|receptor complex|,"protein phosphorylation|immune response|brain development|epidermis development|organ morphogenesis|male sex determination|adrenal gland development|positive regulation of cell migration|mammary gland development|exocrine pancreas development|peptidyl-tyrosine autophosphorylation|negative regulation of apoptotic process|negative regulation of MAPK cascade|positive regulation of MAPK cascade|negative regulation of sequence-specific DNA binding transcription factor activity|positive regulation of DNA replication|positive regulation of mitotic nuclear division|positive regulation of transcription, DNA-templated|regulation of JNK cascade|protein autophosphorylation|insulin-like growth factor receptor signaling pathway|phosphatidylinositol-mediated signaling|protein tetramerization|inactivation of MAPKK activity|positive regulation of meiotic cell cycle|positive regulation of protein kinase B signaling|negative regulation of protein kinase B signaling|prostate gland epithelium morphogenesis|",protein tyrosine kinase activity|insulin-like growth factor-activated receptor activity|insulin receptor binding|protein binding|insulin-like growth factor binding|ATP binding|insulin-like growth factor I binding|identical protein binding|phosphatidylinositol 3-kinase binding|insulin binding|insulin receptor substrate binding|,7,15,8.20E+08,5.70%
1413,E9PYH0,0.000519439,0.0065,45.90477585,1.174333333,2.57E-05,8.945180309,-0.622,-0.601,-0.519,0.802,0.312,0.667,E9PYH0,Vcan,E9PYH0_Vcan,E9PYH0,Vcan,1,16,10,10,E9PYH0|G3XA35|Q62059|Q62059-2|E9QMK2|Q62059-3|E9QMK3|Q62059-4|Q8BS97,MOUSE,368941.5,3.5,997,997.1,125.43,125.43,NA,3354,Versican core protein,extracellular region|proteinaceous extracellular matrix|extracellular space|membrane|extracellular matrix|intracellular membrane-bounded organelle|extracellular matrix|,skeletal system development|osteoblast differentiation|cell adhesion|central nervous system development|heart development|glial cell migration|regulation of phosphoprotein phosphatase activity|,calcium ion binding|hyaluronic acid binding|protein phosphatase binding|,10,16,1.63E+09,3.50%
2599,Q60673,0.002507972,-0.005166667,37.7250562,1.167666667,0.000168847,6.855407923,-0.631,-0.562,-0.574,0.943,0.577,0.216,Q60673,NotFound,Q60673_NotFound,Q60673,Ptprn,1,4,3,3,Q60673|A6MDD2,MOUSE,107051.4,3.6,2115,2115.1,37.82,37.82,NA,979,Receptor-type tyrosine-protein phosphatase-like N,cell|integral component of membrane|,response to reactive oxygen species|protein dephosphorylation|insulin secretion|dense core granule maturation|,protein binding|spectrin binding|protein tyrosine phosphatase activity|,3,4,59900000,3.60%
2621,A2ACD2,0.001138002,0.015166667,41.59692587,1.160333333,6.92E-05,7.758260721,-0.596,-0.322,-0.777,0.831,0.429,0.526,A2ACD2,Vstm2l,A2ACD2_Vstm2l,A2ACD2,Vstm2l,1,5,4,4,A2ACD2|Q6PDS0,MOUSE,22313.8,19.8,2137,2137.1,37.14,37.14,NA,202,V-set and transmembrane domain-containing protein 2-like protein,,,,4,5,1.14E+08,19.80%
