Brain_Searched, 126:127, XBirA_2:No_BirA_6	Brain_Searched, 126:128, XBirA_2:No_BirA_5	Brain_Searched, 126:129, XBirA_2:XBirA_3	Brain_Searched, 126:130, XBirA_2:XBirA_1	Brain_Searched, 126:131, XBirA_2:No_BirA_4	Brain_Searched, 127:126, No_BirA_6:XBirA_2	Brain_Searched, 127:128, No_BirA_6:No_BirA_5	Brain_Searched, 127:129, No_BirA_6:XBirA_3	Brain_Searched, 127:130, No_BirA_6:XBirA_1	Brain_Searched, 127:131, No_BirA_6:No_BirA_4	Brain_Searched, 128:126, No_BirA_5:XBirA_2	Brain_Searched, 128:127, No_BirA_5:No_BirA_6	Brain_Searched, 128:129, No_BirA_5:XBirA_3	Brain_Searched, 128:130, No_BirA_5:XBirA_1	Brain_Searched, 128:131, No_BirA_5:No_BirA_4	Brain_Searched, 129:126, XBirA_3:XBirA_2	Brain_Searched, 129:127, XBirA_3:No_BirA_6	Brain_Searched, 129:128, XBirA_3:No_BirA_5	Brain_Searched, 129:130, XBirA_3:XBirA_1	Brain_Searched, 129:131, XBirA_3:No_BirA_4	Brain_Searched, 130:126, XBirA_1:XBirA_2	Brain_Searched, 130:127, XBirA_1:No_BirA_6	Brain_Searched, 130:128, XBirA_1:No_BirA_5	Brain_Searched, 130:129, XBirA_1:XBirA_3	Brain_Searched, 130:131, XBirA_1:No_BirA_4	Brain_Searched, 131:126, No_BirA_4:XBirA_2	Brain_Searched, 131:127, No_BirA_4:No_BirA_6	Brain_Searched, 131:128, No_BirA_4:No_BirA_5	Brain_Searched, 131:129, No_BirA_4:XBirA_3	Brain_Searched, 131:130, No_BirA_4:XBirA_1	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Brain_Searched unique_peptides	Brain_Searched numSpectra	Brain_Searched totalIntensity	Brain_Searched pct_cov
1.131	1.249	0.029	0.25	0.551	-1.131	0.288	-0.98	-0.801	-0.523	-1.249	-0.288	-1.124	-0.999	-0.812	-0.029	0.98	1.124	0.206	0.594	-0.25	0.801	0.999	-0.206	0.275	-0.551	0.523	0.812	-0.594	-0.275	Q9DCD0	Q9DCD0	Pgd	1	4	3	3	Q9DCD0	MOUSE	53759.7	11.5	2254	2254.1	33.04	33.04		483	6-phosphogluconate dehydrogenase, decarboxylating	nucleus|cytoplasm|extracellular exosome|	pentose-phosphate shunt|pentose-phosphate shunt, oxidative branch|pentose biosynthetic process|D-gluconate metabolic process|oxidation-reduction process|	phosphogluconate dehydrogenase (decarboxylating) activity|NADP binding|	3	4	2.27e+08	11.5%
1.487	1.483	0.07	0.41	0.871	-1.487	-0.145	-1.445	-1.166	-1.107	-1.483	0.145	-1.256	-1.112	-0.791	-0.07	1.445	1.256	0.344	0.71	-0.41	1.166	1.112	-0.344	0.461	-0.871	1.107	0.791	-0.71	-0.461	Q9QXV0	Q9QXV0	Pcsk1n	1	8	4	4	Q9QXV0	MOUSE	27326.8	21.3	2255	2255.1	32.99	32.99		258	ProSAAS	extracellular space|trans-Golgi network|secretory granule|extracellular exosome|	response to dietary excess|neuropeptide signaling pathway|response to cold|negative regulation of endopeptidase activity|peptide hormone processing|	serine-type endopeptidase inhibitor activity|	4	8	1.4e+08	21.3%
0.901	0.73	-0.232	-0.181	0.087	-0.901	-0.273	-1.148	-1.166	-0.905	-0.73	0.273	-0.85	-0.81	-0.583	0.232	1.148	0.85	-0.009	0.191	0.181	1.166	0.81	0.009	0.312	-0.087	0.905	0.583	-0.191	-0.312	Q99N87	Q99N87	Mrps5	1	5	3	3	Q99N87	MOUSE	48719.1	6.2	2256	2256.1	32.95	32.95		432	28S ribosomal protein S5, mitochondrial	mitochondrion|mitochondrial small ribosomal subunit|	translation|	structural constituent of ribosome|poly(A) RNA binding|	3	5	2.83e+09	6.2%
1.178	0.892	0.192	0.142	0.012	-1.178	-0.339	-0.986	-1.006	-1.133	-0.892	0.339	-0.664	-0.75	-0.811	-0.192	0.986	0.664	-0.085	-0.195	-0.142	1.006	0.75	0.085	-0.11	-0.012	1.133	0.811	0.195	0.11	E9Q8I7	E9Q8I7	Nfxl1	1	4	4	4	E9Q8I7|E9PZN0	MOUSE	107895.9	7.5	2257	2257.1	32.93	32.93		918	Nuclear transcription factor, X-box-binding-like 1	nucleus|membrane|	negative regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|	RNA polymerase II regulatory region sequence-specific DNA binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription|zinc ion binding|	4	4	24900000	7.5%
0.687	0.588	-0.069	-0.168	0.18	-0.687	-0.096	-0.748	-0.868	-0.437	-0.588	0.096	-0.649	-0.772	-0.392	0.069	0.748	0.649	-0.093	0.233	0.168	0.868	0.772	0.093	0.476	-0.18	0.437	0.392	-0.233	-0.476	Q7TQK5	Q7TQK5	Ccdc93	1	4	4	4	Q7TQK5|E9QAD4	MOUSE	72887	7.6	2258	2258.1	32.93	32.93		629	Coiled-coil domain-containing protein 93	early endosome|	Golgi to plasma membrane transport|protein transport|		4	4	1.79e+08	7.6%
2.531	2.016	0.368	-0.045	1.276	-2.531	-0.511	-1.986	-2.823	-1.255	-2.016	0.511	-1.47	-2.341	-0.742	-0.368	1.986	1.47	-0.413	0.73	0.045	2.823	2.341	0.413	1.599	-1.276	1.255	0.742	-0.73	-1.599	Q6GQT1	Q6GQT1	A2m	1	4	3	3	Q6GQT1|Q7SIH1|K4JBR5|K4JR81|K4JDS3|K4JDR8|K4JF13|K4JBA2|K4JB97	MOUSE	165776	2.4	2259	2259.1	32.8	32.8		1474	Alpha-2-macroglobulin-P	extracellular exosome|blood microparticle|	negative regulation of complement activation, lectin pathway|female pregnancy|negative regulation of endopeptidase activity|stem cell differentiation|	protease binding|serine-type endopeptidase inhibitor activity|receptor binding|protein binding|growth factor binding|enzyme binding|interleukin-8 binding|interleukin-1 binding|peptidase inhibitor activity|tumor necrosis factor binding|calcium-dependent protein binding|	4	4	8.97e+08	2.4%
1.097	0.941	-0.085	0.116	0.135	-1.097	-0.16	-1.182	-0.981	-0.962	-0.941	0.16	-1.014	-0.785	-0.757	0.085	1.182	1.014	0.229	0.22	-0.116	0.981	0.785	-0.229	0.019	-0.135	0.962	0.757	-0.22	-0.019	P15532	P15532	Nme1	1	3	3	3	P15532|E9PZF0|Q01768|Q5NC79	MOUSE	17321.6	28.9	2260	2260.1	32.76	32.76		152	Nucleoside diphosphate kinase A	intracellular|nucleus|mitochondrion|mitochondrial outer membrane|centrosome|cytosol|intermediate filament|membrane|lamellipodium|ruffle membrane|myelin sheath|perinuclear region of cytoplasm|extracellular exosome|	negative regulation of myeloid leukocyte differentiation|purine nucleotide metabolic process|nucleoside diphosphate phosphorylation|GTP biosynthetic process|pyrimidine nucleotide metabolic process|UTP biosynthetic process|CTP biosynthetic process|DNA metabolic process|endocytosis|integrin-mediated signaling pathway|lactation|nucleoside triphosphate biosynthetic process|negative regulation of gene expression|positive regulation of neuron projection development|response to amine|hippocampus development|mammary gland development|response to testosterone|cellular response to drug|regulation of apoptotic process|negative regulation of apoptotic process|positive regulation of DNA binding|positive regulation of keratinocyte differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of epithelial cell proliferation|response to cAMP|cellular response to glucose stimulus|cellular response to fatty acid|regulation of mitochondrion degradation|	magnesium ion binding|RNA polymerase II regulatory region sequence-specific DNA binding|single-stranded DNA binding|deoxyribonuclease activity|nucleoside diphosphate kinase activity|ATP binding|GTP binding|intermediate filament binding|protein kinase binding|identical protein binding|gamma-tubulin binding|ribosomal small subunit binding|poly(A) RNA binding|	3	3	1.68e+08	28.9%
2.772	2.356	0.803	0.327	1.572	-2.772	-0.531	-1.982	-2.446	-1.411	-2.356	0.531	-1.467	-2.029	-0.867	-0.803	1.982	1.467	-0.549	0.551	-0.327	2.446	2.029	0.549	1.245	-1.572	1.411	0.867	-0.551	-1.245	Q9CZX9	Q9CZX9	Emc4	1	7	3	3	Q9CZX9	MOUSE	20287.5	20.7	2261	2261.1	32.76	32.76		183	ER membrane protein complex subunit 4	integral component of membrane|ER membrane protein complex|	apoptotic process|		3	7	2.21e+08	20.7%
0.937	0.77	0.321	0.299	0.344	-0.937	-0.167	-0.514	-0.763	-0.836	-0.77	0.167	-0.262	-0.457	-0.558	-0.321	0.514	0.262	-0.088	-0.21	-0.299	0.763	0.457	0.088	-0.101	-0.344	0.836	0.558	0.21	0.101	B2KF50	B2KF50	Uhrf1bp1	1	5	4	4	B2KF50	MOUSE	158264.5	2.7	2262	2262.1	32.55	32.55		1429	UHRF1 (ICBP90)-binding protein 1			identical protein binding|histone deacetylase binding|	4	5	1.88e+08	2.7%
0.988	0.639	-0.226	0.036	-0.342	-0.988	-0.509	-1.412	-1.194	-1.33	-0.639	0.509	-0.865	-0.603	-0.821	0.226	1.412	0.865	0.262	-0.06	-0.036	1.194	0.603	-0.262	-0.346	0.342	1.33	0.821	0.06	0.346	Q91YL2	Q91YL2	Rnf126	1	3	2	2	Q91YL2	MOUSE	34707.6	7	2263	2263.1	32.54	32.54		313	E3 ubiquitin-protein ligase RNF126	nucleus|cytoplasm|	protein monoubiquitination|negative regulation of epidermal growth factor receptor signaling pathway|regulation of cell proliferation|retrograde transport, endosome to Golgi|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway|protein K63-linked ubiquitination|protein K48-linked ubiquitination|cytoplasm-associated proteasomal ubiquitin-dependent protein catabolic process|	epidermal growth factor receptor binding|protein binding|zinc ion binding|ligase activity|ubiquitin protein ligase activity|	2	3	3.75e+08	7.0%
1.069	0.779	0.102	0.267	0.008	-1.069	-0.331	-0.974	-0.843	-1.122	-0.779	0.331	-0.706	-0.574	-0.771	-0.102	0.974	0.706	0.164	-0.224	-0.267	0.843	0.574	-0.164	-0.203	-0.008	1.122	0.771	0.224	0.203	Q6PEB6	Q6PEB6	Mob4	1	4	3	3	Q6PEB6|E0CXA9	MOUSE	26545.5	20.4	2264	2264.1	32.46	32.46		225	MOB-like protein phocein	cytoplasm|Golgi apparatus|cytosol|Golgi cisterna membrane|neuronal cell body|dendritic spine|perinuclear region of cytoplasm|	transport|	kinase binding|metal ion binding|	3	4	7.99e+08	20.4%
1.15	0.81	-0.062	0.162	0.015	-1.15	-0.153	-1.316	-0.987	-1.048	-0.81	0.153	-0.977	-0.82	-0.818	0.062	1.316	0.977	0.216	0.159	-0.162	0.987	0.82	-0.216	0.072	-0.015	1.048	0.818	-0.159	-0.072	P50586	P50586	Tub	1	3	3	3	P50586|A0A0R4J1P1|P50586-2	MOUSE	55646.2	9.1	2265	2265.1	32.38	32.38		505	Tubby protein	extracellular region|nucleus|cytosol|plasma membrane|cilium|	phagocytosis, recognition|sensory perception of sound|response to hormone|photoreceptor cell maintenance|positive regulation of phagocytosis|retina development in camera-type eye|receptor localization to nonmotile primary cilium|protein localization to ciliary membrane|protein localization to photoreceptor outer segment|	protein binding|protein complex binding|phosphatidylinositol binding|	3	3	55300000	9.1%
1.284	0.846	0.114	0.427	0.256	-1.284	-0.504	-1.092	-1.131	-1.105	-0.846	0.504	-0.787	-0.539	-0.586	-0.114	1.092	0.787	0.305	0.144	-0.427	1.131	0.539	-0.305	0.041	-0.256	1.105	0.586	-0.144	-0.041	A2ARS0	A2ARS0	Ankrd63	1	5	4	4	A2ARS0	MOUSE	41409.3	11.2	2266	2266.1	32.33	32.33		390	Ankyrin repeat domain-containing protein 63				4	5	2.46e+08	11.2%
1.168	0.816	-0.075	-0.105	-0.484	-1.168	-0.343	-1.196	-1.273	-1.68	-0.816	0.343	-0.912	-0.93	-1.346	0.075	1.196	0.912	-0.051	-0.369	0.105	1.273	0.93	0.051	-0.3	0.484	1.68	1.346	0.369	0.3	Q9Z2U1	Q9Z2U1	Psma5	1	4	3	3	Q9Z2U1	MOUSE	26581.7	12	2267	2267.1	32.33	32.33		241	Proteasome subunit alpha type-5	proteasome complex|nucleus|nucleoplasm|cytoplasm|cytosol|proteasome core complex|proteasome core complex, alpha-subunit complex|extracellular exosome|	proteasomal ubiquitin-independent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|	endopeptidase activity|threonine-type endopeptidase activity|	3	4	1.73e+08	12.0%
1.271	1.014	0.401	0.035	0.461	-1.271	-0.312	-1.088	-1.239	-0.864	-1.014	0.312	-0.392	-0.799	-0.577	-0.401	1.088	0.392	0.005	-0.163	-0.035	1.239	0.799	-0.005	0.339	-0.461	0.864	0.577	0.163	-0.339	Q8C9B9	Q8C9B9	Dido1	1	6	6	6	Q8C9B9|Q8C9B9-3|A0A0R4J0L7|Q8C9B9-2	MOUSE	248769.1	3.5	2268	2268.1	32.23	32.23		2256	Death-inducer obliterator 1	nucleus|nucleoplasm|cytoplasm|spindle|	transcription, DNA-templated|apoptotic signaling pathway|	zinc ion binding|poly(A) RNA binding|	6	6	3.69e+08	3.5%
1.296	0.972	0.148	0.267	0.206	-1.296	-0.339	-1.136	-0.981	-1.036	-0.972	0.339	-0.737	-0.671	-0.637	-0.148	1.136	0.737	0.187	0.119	-0.267	0.981	0.671	-0.187	-0.067	-0.206	1.036	0.637	-0.119	0.067	Q9JII1	Q9JII1	Inpp5e	1	4	3	3	Q9JII1|A2AIX0	MOUSE	72426.7	5.4	2269	2269.1	32.21	32.21		647	72 kDa inositol polyphosphate 5-phosphatase	Golgi membrane|ruffle|cytoskeleton|plasma membrane|axoneme|Golgi cisterna membrane|	phosphatidylinositol metabolic process|inositol phosphate dephosphorylation|phosphatidylinositol dephosphorylation|	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity|	3	4	2.77e+08	5.4%
1.257	1.35	0	0.696	0.782	-1.257	0.094	-1.255	-0.611	-0.474	-1.35	-0.094	-1.329	-0.685	-0.568	0	1.255	1.329	0.644	0.823	-0.696	0.611	0.685	-0.644	0.178	-0.782	0.474	0.568	-0.823	-0.178	Q61550	Q61550	Rad21	1	4	4	4	Q61550	MOUSE	72367	8	2270	2270.1	32.18	32.18		635	Double-strand-break repair protein rad21 homolog	chromosome, centromeric region|chromatin|condensed nuclear chromosome|nucleoplasm|cohesin complex|membrane|nuclear meiotic cohesin complex|	DNA repair|regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|apoptotic process|chromosome segregation|mitotic nuclear division|positive regulation of transcription from RNA polymerase II promoter|cell division|protein localization to chromatin|	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription|protein binding|	4	4	5e+07	8.0%
1.257	1.099	0.24	0.325	0.311	-1.257	-0.158	-1.017	-0.932	-0.946	-1.099	0.158	-0.859	-0.774	-0.788	-0.24	1.017	0.859	0.085	0.071	-0.325	0.932	0.774	-0.085	-0.014	-0.311	0.946	0.788	-0.071	0.014	Q8R574	Q8R574	Prpsap2	1	2	2	2	Q8R574	MOUSE	41279.4	10.5	2271	2271.1	32.17	32.17		369	Phosphoribosyl pyrophosphate synthase-associated protein 2	ribose phosphate diphosphokinase complex|	nucleotide biosynthetic process|bone development|	magnesium ion binding|ribose phosphate diphosphokinase activity|	2	2	96100000	10.5%
1.117	0.892	0.112	0.364	0.141	-1.117	-0.333	-1.019	-0.892	-0.96	-0.892	0.333	-0.726	-0.589	-0.712	-0.112	1.019	0.726	0.134	-0.044	-0.364	0.892	0.589	-0.134	-0.168	-0.141	0.96	0.712	0.044	0.168	Q8BHF7	Q8BHF7	Pgs1	1	6	3	3	Q8BHF7|F2Z427	MOUSE	62944.3	6.6	2272	2272.1	32.09	32.09		553	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	mitochondrion|endoplasmic reticulum|	phosphatidylglycerol biosynthetic process|phospholipid biosynthetic process|cardiolipin biosynthetic process|diacylglycerol metabolic process|	ATP binding|CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity|	3	6	1.19e+08	6.6%
1.106	1.058	-0.053	-0.073	0.155	-1.106	-0.009	-1.065	-1.23	-0.884	-1.058	0.009	-1.076	-1.225	-0.821	0.053	1.065	1.076	-0.087	0.242	0.073	1.23	1.225	0.087	0.237	-0.155	0.884	0.821	-0.242	-0.237	Q8BMS9	Q8BMS9	Rassf2	1	6	4	4	Q8BMS9	MOUSE	38143.9	14.1	2273	2273.1	32.07	32.07		326	Ras association domain-containing protein 2	nucleus|cytoplasm|	skeletal system development|ossification|cell cycle|epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade|regulation of osteoblast differentiation|regulation of osteoclast differentiation|bone remodeling|homeostasis of number of cells|protein stabilization|regulation of NIK/NF-kappaB signaling|negative regulation of NIK/NF-kappaB signaling|	protein binding|	4	6	96200000	14.1%
1.26	0.735	0.454	-0.013	0.234	-1.26	-0.527	-0.677	-1.411	-0.875	-0.735	0.527	-0.72	-0.796	-0.39	-0.454	0.677	0.72	-0.231	0.155	0.013	1.411	0.796	0.231	0.132	-0.234	0.875	0.39	-0.155	-0.132	E9Q777	E9Q777	Akap11	1	5	5	5	E9Q777|E9Q774	MOUSE	211754.4	3	2274	2274.1	32.03	32.03		1895	A kinase (PRKA) anchor protein 11	cytoplasm|peroxisome|	regulation of protein kinase A signaling|regulation of phosphorylation|	kinase regulator activity|protein kinase A binding|	5	5	4.61e+08	3.0%
1.329	0.97	0.27	0.081	0.08	-1.329	-0.574	-0.974	-1.564	-1.546	-0.97	0.574	-0.621	-0.695	-0.881	-0.27	0.974	0.621	-0.115	-0.19	-0.081	1.564	0.695	0.115	-0.001	-0.08	1.546	0.881	0.19	0.001	Q99NF2	Q99NF2	Nsmf	1	5	4	4	Q99NF2|Q99NF2-2|Q99NF2-3|F6TKU5|A2AJ92|Q99NF2-4|A2AJ96|A2AJ95|A0A0A6YWK2|Q99NF2-5	MOUSE	60748.8	8.6	2275	2275.1	32.02	32.02		532	NMDA receptor synaptonuclear signaling and neuronal migration factor	nucleus|nuclear envelope|nucleoplasm|nuclear euchromatin|cytoplasm|postsynaptic density|membrane|nuclear matrix|cell junction|dendrite|cortical cytoskeleton|nuclear membrane|neuron projection|perikaryon|synapse|postsynaptic membrane|apical dendrite|	positive regulation of protein dephosphorylation|regulation of neuron apoptotic process|regulation of neuronal synaptic plasticity|regulation of dendrite morphogenesis|cellular response to amino acid stimulus|cellular response to electrical stimulus|cellular response to gonadotropin stimulus|positive regulation of neuron migration|	calcium-dependent protein binding|	4	5	97200000	8.6%
1.173	1.146	0.358	0.225	0.546	-1.173	-0.061	-0.803	-0.985	-0.588	-1.146	0.061	-0.836	-0.899	-0.626	-0.358	0.803	0.836	-0.127	0.174	-0.225	0.985	0.899	0.127	0.269	-0.546	0.588	0.626	-0.174	-0.269	Q3UGX3	Q3UGX3	Nat8l	1	4	3	3	Q3UGX3|A0A0R4J0R4	MOUSE	33175.9	10	2276	2276.1	32.01	32.01		299	N-acetylaspartate synthetase	cytoplasm|mitochondrion|endoplasmic reticulum membrane|integral component of membrane|rough endoplasmic reticulum membrane|mitochondrial membrane|	metabolic process|positive regulation of dopamine uptake involved in synaptic transmission|	aspartate N-acetyltransferase activity|	3	4	3.3e+08	10.0%
1.24	0.843	0.146	0.173	0.264	-1.24	-0.363	-0.836	-1.03	-0.773	-0.843	0.363	-0.726	-0.736	-0.579	-0.146	0.836	0.726	0.003	0.146	-0.173	1.03	0.736	-0.003	0.156	-0.264	0.773	0.579	-0.146	-0.156	Q9ER73	Q9ER73	Elp4	1	5	4	4	Q9ER73	MOUSE	46837.8	9.9	2277	2277.1	32	32		422	Elongator complex protein 4	histone acetyltransferase complex|nucleoplasm|cytoplasm|transcription elongation factor complex|Elongator holoenzyme complex|	transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|histone H3 acetylation|histone H4 acetylation|regulation of protein kinase activity|	phosphorylase kinase regulator activity|RNA polymerase II core binding|histone acetyltransferase activity|	4	5	68600000	9.9%
1.246	0.914	0.146	0.191	0.32	-1.246	-0.412	-1.162	-1.078	-0.929	-0.914	0.412	-0.683	-0.637	-0.495	-0.146	1.162	0.683	0.045	0.175	-0.191	1.078	0.637	-0.045	0.129	-0.32	0.929	0.495	-0.175	-0.129	Q8R1I1	Q8R1I1	Uqcr10	1	5	3	3	Q8R1I1	MOUSE	7445.4	50	2278	2278.1	31.99	31.99		64	Cytochrome b-c1 complex subunit 9	mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain complex III|extracellular exosome|	mitochondrial electron transport, ubiquinol to cytochrome c|		3	5	4.28e+08	50.0%
1.659	0.968	0.055	0.306	0.26	-1.659	-0.674	-1.456	-1.386	-1.192	-0.968	0.674	-0.929	-0.661	-0.708	-0.055	1.456	0.929	0.218	0.381	-0.306	1.386	0.661	-0.218	-0.074	-0.26	1.192	0.708	-0.381	0.074	Q6NXH3-2	Q6NXH3-2	Gpbp1	1	3	3	3	Q6NXH3-2|Q6NXH3|D6RCY3|Q6NXH3-3	MOUSE	55779.9	9.3	2279	2279.1	31.96	31.96		473	Isoform 2 of Vasculin	nucleus|nucleolus|cytoplasm|plasma membrane|intracellular membrane-bounded organelle|	transcription, DNA-templated|positive regulation of transcription, DNA-templated|	DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|	3	3	1.17e+08	9.3%
1.145	0.927	-0.029	0.028	0.024	-1.145	-0.207	-1.176	-1.414	-0.905	-0.927	0.207	-0.958	-0.96	-0.71	0.029	1.176	0.958	0.149	-0.022	-0.028	1.414	0.96	-0.149	0.228	-0.024	0.905	0.71	0.022	-0.228	P13439	P13439	Umps	1	4	3	3	P13439	MOUSE	52805	9.3	2280	2280.1	31.92	31.92		481	Uridine 5'-monophosphate synthase	nucleus|cytoplasm|	'de novo' pyrimidine nucleobase biosynthetic process|UMP biosynthetic process|female pregnancy|lactation|cellular response to drug|'de novo' UMP biosynthetic process|	orotate phosphoribosyltransferase activity|orotidine-5'-phosphate decarboxylase activity|	3	4	72800000	9.3%
1.364	0.847	-0.013	0.135	-0.201	-1.364	-0.525	-1.373	-1.238	-1.578	-0.847	0.525	-0.86	-0.581	-0.903	0.013	1.373	0.86	0.147	-0.25	-0.135	1.238	0.581	-0.147	-0.293	0.201	1.578	0.903	0.25	0.293	E9Q9F1	E9Q9F1	Kcnq5	1	4	3	3	E9Q9F1|Q9JK45|G3UYG5|G3UYP4	MOUSE	105647.8	4	2281	2281.1	31.9	31.9		952	Potassium voltage-gated channel subfamily KQT member 5	voltage-gated potassium channel complex|integral component of membrane|	potassium ion transport|potassium ion transmembrane transport|	voltage-gated potassium channel activity|delayed rectifier potassium channel activity|	3	4	1.92e+09	4.0%
0.71	0.936	-0.142	-0.028	0.416	-0.71	0.355	-0.764	-0.721	-0.267	-0.936	-0.355	-1.119	-1.014	-0.606	0.142	0.764	1.119	0.103	0.614	0.028	0.721	1.014	-0.103	0.444	-0.416	0.267	0.606	-0.614	-0.444	O55023	O55023	Impa1	1	5	3	3	O55023|Q924B0|Q80ZJ2|A0A0A6YW07	MOUSE	30835.1	13.7	2282	2282.1	31.78	31.78		277	Inositol monophosphatase 1	cytoplasm|extracellular exosome|	inositol metabolic process|inositol biosynthetic process|phosphatidylinositol biosynthetic process|phosphate-containing compound metabolic process|signal transduction|phosphatidylinositol phosphorylation|inositol phosphate dephosphorylation|	magnesium ion binding|inositol monophosphate 1-phosphatase activity|manganese ion binding|lithium ion binding|identical protein binding|protein homodimerization activity|inositol monophosphate 3-phosphatase activity|inositol monophosphate 4-phosphatase activity|inositol monophosphate phosphatase activity|	3	5	1.27e+08	13.7%
0.949	0.804	0.344	-0.116	0.251	-0.949	-0.144	-0.608	-1.069	-0.718	-0.804	0.144	-0.443	-0.904	-0.616	-0.344	0.608	0.443	-0.411	-0.093	0.116	1.069	0.904	0.411	0.318	-0.251	0.718	0.616	0.093	-0.318	D3YTP3	D3YTP3	Mtx3	1	4	3	3	D3YTP3	MOUSE	35232	8.9	2283	2283.1	31.76	31.76		312	Metaxin 3	mitochondrial outer membrane|	protein targeting to mitochondrion|		3	4	21800000	8.9%
0.927	1.035	-0.283	0.089	0.303	-0.927	0.108	-1.209	-0.838	-0.624	-1.035	-0.108	-1.317	-0.946	-0.732	0.283	1.209	1.317	0.372	0.585	-0.089	0.838	0.946	-0.372	0.214	-0.303	0.624	0.732	-0.585	-0.214	Q9EPC1	Q9EPC1	Parva	1	2	2	2	Q9EPC1|Q3UF75	MOUSE	42386.1	8	2284	2284.1	31.75	31.75		372	Alpha-parvin	nucleus|cytoplasm|plasma membrane|focal adhesion|actin cytoskeleton|Z disc|lamellipodium|	sprouting angiogenesis|outflow tract septum morphogenesis|cell adhesion|establishment or maintenance of cell polarity|regulation of cell shape|actin cytoskeleton reorganization|heterotypic cell-cell adhesion|substrate adhesion-dependent cell spreading|cilium morphogenesis|actin-mediated cell contraction|smooth muscle cell chemotaxis|	actin binding|protein binding|	2	2	12600000	8.0%
1.681	1.121	0.307	0.263	0.022	-1.681	-0.303	-1.374	-1.417	-1.678	-1.121	0.303	-0.985	-0.858	-1.099	-0.307	1.374	0.985	-0.044	-0.276	-0.263	1.417	0.858	0.044	-0.241	-0.022	1.678	1.099	0.276	0.241	Q91WJ0	Q91WJ0	Frs3	1	3	3	2	Q91WJ0	MOUSE	54659.6	8.7	2285	2285.1	31.74	17.39		492	Fibroblast growth factor receptor substrate 3	membrane|	fibroblast growth factor receptor signaling pathway|	fibroblast growth factor receptor binding|insulin receptor binding|identical protein binding|	3	3	1.43e+09	8.7%
0.956	0.886	-0.015	-0.008	0.19	-0.956	-0.234	-1.052	-1	-0.803	-0.886	0.234	-0.973	-0.949	-0.606	0.015	1.052	0.973	0.068	0.171	0.008	1	0.949	-0.068	0.167	-0.19	0.803	0.606	-0.171	-0.167	Q99N93	Q99N93	Mrpl16	1	6	2	2	Q99N93	MOUSE	28917.4	10.7	2286	2286.1	31.7	31.7		251	39S ribosomal protein L16, mitochondrial	mitochondrion|mitochondrial large ribosomal subunit|	translation|mitochondrial translation|	structural constituent of ribosome|rRNA binding|	2	6	98600000	10.7%
1.322	0.862	0.108	0.089	0.144	-1.322	-0.46	-1.215	-1.233	-1.178	-0.862	0.46	-0.755	-0.773	-0.718	-0.108	1.215	0.755	-0.018	0.037	-0.089	1.233	0.773	0.018	0.055	-0.144	1.178	0.718	-0.037	-0.055	Q8BML9	Q8BML9	Qars	1	3	3	3	Q8BML9|D3Z158|A0A140LIS6|A0A140LJH1|A0A140LHC3	MOUSE	88587.8	6.8	2287	2287.1	31.69	31.69		775	Glutamine--tRNA ligase	cytoplasm|aminoacyl-tRNA synthetase multienzyme complex|	glutaminyl-tRNA aminoacylation|brain development|negative regulation of apoptotic process|	RNA binding|glutamine-tRNA ligase activity|ATP binding|protein kinase binding|	3	3	2.86e+08	6.8%
