id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
Q3LAC4,0.062281948,0.030833333,21.25695089,0.384333333,0.00748695,3.603242576,-0.176,-0.185,-0.123,0.214,0.048,0.407,Q3LAC4,Prex2,Q3LAC4_Prex2,Q3LAC4,Prex2,1,5,4,4,Q3LAC4|Q3LAC4-2,MOUSE,184452.9,2.9,2094,2094.1,38.82,38.82,,1598,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein",intracellular|plasma membrane|,G-protein coupled receptor signaling pathway|adult locomotory behavior|phosphatidylinositol 3-kinase signaling|regulation of Rho protein signal transduction|positive regulation of GTPase activity|dendrite morphogenesis|,GTPase activator activity|Rac guanyl-nucleotide exchange factor activity|,4,5,72600000,2.9%
Q8CGC4,0.95287919,-0.047,0.593901015,0.012666667,0.872187581,0.166356619,-0.049,-0.091,-0.02,-0.049,-0.044,-0.029,Q8CGC4,Lsm14b,Q8CGC4_Lsm14b,Q8CGC4,Lsm14b,1,5,4,2,Q8CGC4,MOUSE,42423.3,11.6,2095,2095.1,38.78,20.66,,385,Protein LSM14 homolog B,ribonucleoprotein complex|,regulation of translation|multicellular organismal development|,poly(A) RNA binding|,4,5,1010000000,11.6%
P12660,0.555797792,0.202,6.091433556,-0.230666667,0.24595556,-1.258802762,0.702,0.191,0.059,0.231,-0.15,0.179,P12660,Pcp2,P12660_Pcp2,P12660,Pcp2,1,7,4,4,P12660|A8IK50|A0A0R4IZX8|A0A140LI57|A0A140LHG1,MOUSE,13110.4,42.5,2096,2096.1,38.69,38.69,,120,Purkinje cell protein 2,neuronal cell body|,rhodopsin mediated signaling pathway|positive regulation of GTPase activity|,guanyl-nucleotide exchange factor activity|GTPase regulator activity|,4,7,491000000,42.5%
Q8CDA1,0.459603408,0.062666667,7.735647894,-0.140666667,0.168436113,-1.521053944,0.275,0.074,0.05,0.043,-0.032,-0.034,Q8CDA1,Inpp5f,Q8CDA1_Inpp5f,Q8CDA1,Inpp5f,1,7,5,5,Q8CDA1|Q8CDA1-2|Q8CDA1-3|Q8CDA1-4,MOUSE,128861.2,4.5,2097,2097.1,38.67,38.67,,1132,Phosphatidylinositide phosphatase SAC2,intracellular|,cardiac muscle hypertrophy in response to stress|phosphatidylinositol catabolic process|phosphatidylinositol-mediated signaling|regulation of protein kinase B signaling|,phosphoric ester hydrolase activity|,5,7,82000000,4.5%
Q9D050,0.925397726,0.132,0.894372448,0.036,0.813884458,0.243679389,0.381,-0.043,0.004,0.322,-0.067,0.195,Q9D050,Mtch2,Q9D050_Mtch2,Q9D050,Mtch2,1,3,3,3,Q9D050|Q791V5|A2AFW6|D6RCZ1,MOUSE,35181.3,14.1,2098,2098.1,38.62,38.62,,312,Mitochondrial carrier homolog 2,nucleus|mitochondrion|mitochondrial outer membrane|mitochondrial inner membrane|membrane|integral component of membrane|extracellular exosome|,protein localization to mitochondrion|hepatocyte apoptotic process|regulation of mitochondrial membrane permeability involved in apoptotic process|,,3,3,234000000,14.1%
O55033,0.719925864,-0.130166667,3.633770328,0.178333333,0.433134689,0.828282468,-0.537,-0.398,0.277,-0.062,-0.23,0.169,O55033,Nck2,O55033_Nck2,O55033,Nck2,1,6,4,4,O55033,MOUSE,43106.5,12.1,2099,2099.1,38.55,38.55,,380,Cytoplasmic protein NCK2,endoplasmic reticulum|vesicle membrane|synapse|neuronal postsynaptic density|,immunological synapse formation|actin filament organization|cell migration|lamellipodium assembly|positive regulation of actin filament polymerization|negative regulation of peptidyl-serine phosphorylation|positive regulation of translation in response to endoplasmic reticulum stress|positive regulation of T cell proliferation|positive regulation of transcription from RNA polymerase II promoter|ephrin receptor signaling pathway|dendritic spine development|positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|negative regulation of PERK-mediated unfolded protein response|negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation|negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress|,protein complex binding|scaffold protein binding|,4,6,141000000,12.1%
Q91X97,0.476492084,0.013666667,7.382407194,-0.142666667,0.182708722,-1.465203837,0.06,0.032,0.163,-0.206,-0.019,0.052,Q91X97,Ncald,Q91X97_Ncald,Q91X97,Ncald,1,7,4,4,Q91X97,MOUSE,22359,20.2,2100,2100.1,38.53,38.53,,193,Neurocalcin-delta,intracellular|cytosol|extracellular exosome|,regulation of systemic arterial blood pressure|calcium-mediated signaling|,actin binding|calcium ion binding|tubulin binding|clathrin binding|alpha-tubulin binding|,4,7,319000000,20.2%
Q3UFQ8,0.356145095,0.038333333,9.752074041,-0.164,0.105874798,-1.832834573,0.206,0.108,0.047,-0.075,-0.111,0.055,Q3UFQ8,Carmil3,Q3UFQ8_Carmil3,Q3UFQ8,Carmil3,1,5,5,5,Q3UFQ8,MOUSE,152067.9,4.9,2101,2101.1,38.52,38.52,,1375,"Capping protein, Arp2/3 and myosin-I linker protein 3",cytoplasm|,,,5,5,39600000,4.9%
Q9R1K9,0.817042397,-0.0405,2.342646813,-0.047666667,0.583089631,-0.572993082,-0.016,-0.098,0.064,-0.033,-0.057,-0.103,Q9R1K9,Cetn2,Q9R1K9_Cetn2,Q9R1K9,Cetn2,1,5,3,3,Q9R1K9|Z4YJH1|P41209,MOUSE,19796.2,19.1,2102,2102.1,38.47,38.47,,172,Centrin-2,intracellular|centrosome|centriole|cilium|photoreceptor connecting cilium|ciliary basal body|XPC complex|,nucleotide-excision repair|mitotic nuclear division|centriole replication|spermatogenesis|regulation of cytokinesis|cell division|,calcium ion binding|microtubule binding|G-protein beta/gamma-subunit complex binding|heterotrimeric G-protein binding|,3,5,305000000,19.1%
P61022,0.825476994,-0.003666667,2.250249774,-0.06,0.595627886,-0.553638242,-0.074,0.108,0.045,0.016,0.1,-0.217,P61022,Chp1,P61022_Chp1,P61022,Chp1,1,4,3,3,P61022|B0R091,MOUSE,22431.7,27.1,2103,2103.1,38.44,38.44,,195,Calcineurin B homologous protein 1,Golgi membrane|nucleus|cytoplasm|endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|cytosol|plasma membrane|focal adhesion|microtubule cytoskeleton|transport vesicle|extracellular exosome|,microtubule bundle formation|negative regulation of protein phosphorylation|negative regulation of protein kinase activity|protein export from nucleus|negative regulation of phosphatase activity|calcium ion-dependent exocytosis|membrane docking|cytoplasmic microtubule organization|negative regulation of protein ubiquitination|negative regulation of protein autophosphorylation|negative regulation of NF-kappaB transcription factor activity|positive regulation of sodium:proton antiporter activity|negative regulation of protein import into nucleus|protein stabilization|positive regulation of protein transport|protein oligomerization|regulation of intracellular pH|positive regulation of protein glycosylation|membrane organization|membrane fusion|negative regulation of calcineurin-NFAT signaling cascade|cellular response to acidic pH|positive regulation of protein targeting to membrane|regulation of neuron death|negative regulation of cyclin-dependent protein kinase activity|,protein kinase inhibitor activity|transporter activity|calcium ion binding|microtubule binding|kinase binding|calcium-dependent protein binding|,3,4,62000000,27.1%
Q9D8L3,0.374258153,-0.016,9.286015104,0.186,0.117868699,1.761613908,0.057,-0.16,-0.224,0.007,0.194,0.03,Q9D8L3,Ssr4,Q9D8L3_Ssr4,Q9D8L3,Ssr4,1,4,3,3,Q9D8L3|Q62186,MOUSE,19235.5,17.3,2104,2104.1,38.4,38.4,,173,"Signal sequence receptor, delta",Sec61 translocon complex|integral component of membrane|extracellular exosome|,,,3,4,314000000,17.3%
Q9WTX6,0.829079781,0.051833333,2.212014748,0.069666667,0.60089491,0.545574921,0.29,-0.079,-0.16,0.027,0.078,0.155,Q9WTX6,Cul1,Q9WTX6_Cul1,Q9WTX6,Cul1,1,4,4,4,Q9WTX6,MOUSE,90374.5,4.8,2105,2105.1,38.4,38.4,,776,Cullin-1,SCF ubiquitin ligase complex|cullin-RING ubiquitin ligase complex|Parkin-FBXW7-Cul1 ubiquitin ligase complex|,ubiquitin-dependent protein catabolic process|protein monoubiquitination|apoptotic process|cell proliferation|organ morphogenesis|viral process|protein ubiquitination|SCF-dependent proteasomal ubiquitin-dependent protein catabolic process|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|,protein binding|ubiquitin protein ligase binding|ubiquitin protein ligase activity|,4,4,1100000000,4.8%
Q3UFY8,0.874409667,-0.078333333,1.623156685,0.037333333,0.688151929,0.416969066,-0.21,-0.046,-0.035,-0.124,0.01,-0.065,Q3UFY8,Trmt10c,Q3UFY8_Trmt10c,Q3UFY8,Trmt10c,1,4,4,4,Q3UFY8,MOUSE,48727.2,14.9,2106,2106.1,38.31,38.31,,414,tRNA methyltransferase 10 homolog C,nucleoplasm|mitochondrion|mitochondrial nucleoid|,mitochondrial RNA 5'-end processing|tRNA processing|methylation|,methyltransferase activity|poly(A) RNA binding|,4,4,75800000,14.9%
Q9EP69,0.903456239,0.163333333,1.148284628,0.047333333,0.767664641,0.306135158,0.436,0.176,-0.193,0.244,0.104,0.213,Q9EP69,Sacm1l,Q9EP69_Sacm1l,Q9EP69,Sacm1l,1,6,4,4,Q9EP69,MOUSE,67513.1,6.4,2107,2107.1,38.27,38.27,,587,Phosphatidylinositide phosphatase SAC1,endoplasmic reticulum membrane|Golgi apparatus|integral component of endoplasmic reticulum membrane|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|,phosphatidylinositol dephosphorylation|,phosphatidylinositol-3-phosphatase activity|phosphatase activity|phosphatidylinositol bisphosphate phosphatase activity|phosphatidylinositol-4-phosphate phosphatase activity|,4,6,367000000,6.4%
Q3ZB57,0.209537345,0.061333333,13.49214416,-0.24,0.044749232,-2.396845976,0.135,0.132,0.277,0.076,-0.054,-0.198,Q3ZB57,Gab2,Q3ZB57_Gab2,Q3ZB57,Gab2,1,6,6,6,Q3ZB57|Q3ZB59|Q9Z1S8,MOUSE,73817.5,12.9,2108,2108.1,38.22,38.22,,666,GRB2-associated-binding protein 2,cytoplasm|plasma membrane|,transmembrane receptor protein tyrosine kinase signaling pathway|integrin-mediated signaling pathway|positive regulation of cell proliferation|cell migration|osteoclast differentiation|,transmembrane receptor protein tyrosine kinase adaptor activity|,6,6,93300000,12.9%
O35633,0.523890185,0.042166667,6.620647605,0.160333333,0.217738506,1.343009469,0.117,0.034,-0.265,0.016,0.208,0.143,O35633,Slc32a1,O35633_Slc32a1,O35633,Slc32a1,1,8,3,3,O35633|O35633-2,MOUSE,58350,5.3,2109,2109.1,38.04,38.04,,525,Vesicular inhibitory amino acid transporter,integral component of plasma membrane|synaptic vesicle|dendrite|cytoplasmic vesicle membrane|neuron projection|dendrite terminus|neuron projection terminus|cone cell pedicle|synapse|presynaptic active zone|cell tip|inhibitory synapse|,neurotransmitter transport|aging|gamma-aminobutyric acid transport|glycine transport|,glycine transmembrane transporter activity|gamma-aminobutyric acid:proton symporter activity|,3,8,20600000000,5.3%
Q544X6,0.482022333,-0.068,7.279944622,-0.142666667,0.187070599,-1.448914038,-0.13,0.073,0.067,-0.24,-0.036,-0.142,Q544X6,Fech,Q544X6_Fech,Q544X6,Fech,1,4,4,4,Q544X6|P22315,MOUSE,47991.4,9.4,2110,2110.1,38.02,38.02,,422,Ferrochelatase,mitochondrion|mitochondrial inner membrane|,porphyrin-containing compound biosynthetic process|heme biosynthetic process|cholesterol metabolic process|response to light stimulus|detection of UV|response to lead ion|regulation of gene expression|regulation of eIF2 alpha phosphorylation by heme|response to insecticide|erythrocyte differentiation|very-low-density lipoprotein particle assembly|response to drug|response to ethanol|protoporphyrinogen IX metabolic process|response to arsenic-containing substance|regulation of hemoglobin biosynthetic process|response to methylmercury|iron ion homeostasis|response to platinum ion|cellular response to dexamethasone stimulus|,ferrochelatase activity|iron ion binding|heme binding|iron-responsive element binding|tetrapyrrole binding|,4,4,106000000,9.4%
A0A0A0MQN4,0.841662282,-0.044,2.068131501,-0.058666667,0.621136213,-0.514937245,-0.171,-0.046,0.173,-0.04,-0.197,0.017,A0A0A0MQN4,Atg7,A0A0A0MQN4_Atg7,A0A0A0MQN4,Atg7,1,5,4,4,A0A0A0MQN4|Q9D906|S4R2T5|S4R2D5,MOUSE,83530.5,8,2111,2111.1,37.89,37.89,,741,Ubiquitin-like modifier-activating enzyme ATG7,pre-autophagosomal structure|cytoplasm|cytosol|,liver development|protein lipidation|C-terminal protein lipidation|cellular amino acid metabolic process|autophagy|cellular response to nitrogen starvation|organelle organization|mitochondrion organization|adult walking behavior|cellular response to starvation|post-embryonic development|positive regulation of autophagy|macroautophagy|positive regulation of macroautophagy|cerebellar Purkinje cell layer development|pyramidal neuron development|central nervous system neuron axonogenesis|cerebral cortex development|protein catabolic process|neuron projection development|regulation of protein ubiquitination|positive regulation of protein modification process|protein modification by small protein conjugation|piecemeal microautophagy of nucleus|suppression by virus of host autophagy|negative stranded viral RNA replication|response to starvation|positive regulation of apoptotic process|negative regulation of apoptotic process|late nucleophagy|positive regulation of protein catabolic process|neurological system process|defense response to virus|cardiac muscle cell development|membrane organization|positive regulation of mucus secretion|cellular response to hyperoxia|regulation of mitochondrion degradation|negative regulation of histone H4-K16 acetylation|,protein binding|transcription factor binding|Atg12 activating enzyme activity|Atg8 activating enzyme activity|protein homodimerization activity|,4,5,73600000,8.0%
Q9Z0G0,0.924557423,-0.097666667,0.909887451,0.036,0.810982075,0.247567324,-0.434,-0.059,0.146,-0.055,-0.142,-0.042,Q9Z0G0,Gipc1,Q9Z0G0_Gipc1,Q9Z0G0,Gipc1,1,3,3,3,Q9Z0G0,MOUSE,36242.7,12,2112,2112.1,37.86,37.86,,333,PDZ domain-containing protein GIPC1,cytoplasm|cytosol|brush border|cell cortex|synaptic vesicle|vesicle membrane|membrane|cytoplasmic membrane-bounded vesicle|endocytic vesicle|dendritic spine|dendritic shaft|extracellular exosome|,protein targeting|G-protein coupled receptor signaling pathway|synaptic transmission|glutamate secretion|positive regulation of transforming growth factor beta receptor signaling pathway|regulation of protein stability|negative regulation of proteasomal ubiquitin-dependent protein catabolic process|positive regulation of cytokinesis|endothelial cell migration|positive regulation of GTPase activity|regulation of synaptic plasticity|,actin binding|GTPase activator activity|receptor binding|protein binding|myosin binding|PDZ domain binding|protein homodimerization activity|,3,3,32000000,12.0%
O55029,0.892234501,-0.020166667,1.312838591,-0.035,0.73912202,-0.345363864,-0.024,-0.015,0.031,-0.163,-0.095,0.145,O55029,Copb2,O55029_Copb2,O55029,Copb2,1,4,4,4,O55029,MOUSE,103303.2,4.8,2113,2113.1,37.85,37.85,,905,Coatomer subunit beta',Golgi apparatus|cytosol|COPI vesicle coat|,intracellular protein transport|intra-Golgi vesicle-mediated transport|toxin transport|,structural molecule activity|,4,4,187000000,4.8%
P52479-2,0.060161417,-0.008666667,21.45563875,0.293333333,0.007152142,3.63570673,-0.184,-0.1,-0.182,0.073,0.172,0.169,P52479,Usp10,P52479-2_Usp10,P52479-2,Usp10,1,4,4,4,P52479-2|P52479,MOUSE,87776.2,8.5,2114,2114.1,37.84,37.84,,792,Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 10,nucleus|cytoplasm|early endosome|,"DNA repair|autophagy|regulation of autophagy|protein deubiquitination|DNA damage response, signal transduction by p53 class mediator|proteasome-mediated ubiquitin-dependent protein catabolic process|regulation of proteasomal protein catabolic process|",p53 binding|cysteine-type endopeptidase activity|ubiquitin-specific protease activity|ion channel binding|poly(A) RNA binding|,4,4,44000000,8.5%
Q60673,0.002507972,-0.005166667,37.7250562,1.167666667,0.000168847,6.855407923,-0.631,-0.562,-0.574,0.943,0.577,0.216,Q60673,NotFound,Q60673_NotFound,Q60673,Ptprn,1,4,3,3,Q60673|A6MDD2,MOUSE,107051.4,3.6,2115,2115.1,37.82,37.82,,979,Receptor-type tyrosine-protein phosphatase-like N,cell|integral component of membrane|,response to reactive oxygen species|protein dephosphorylation|insulin secretion|dense core granule maturation|,protein binding|spectrin binding|protein tyrosine phosphatase activity|,3,4,59900000,3.6%
Q9CQC7,0.730682681,0.061666667,3.448599157,0.135333333,0.452001717,0.792876289,0.044,-0.209,0.147,0.392,-0.223,0.219,Q9CQC7,Ndufb4,Q9CQC7_Ndufb4,Q9CQC7,Ndufb4,1,5,2,2,Q9CQC7,MOUSE,15081,27.9,2116,2116.1,37.8,37.8,,129,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,nucleoplasm|mitochondrial respiratory chain complex I|integral component of membrane|nuclear membrane|extracellular exosome|,response to oxidative stress|oxidation-reduction process|,NADH dehydrogenase (ubiquinone) activity|,2,5,126000000,27.9%
Q80TF3,0.85631656,-0.065833333,1.877841208,-0.066333333,0.648956937,-0.473665525,-0.32,-0.007,0.229,-0.021,-0.122,-0.154,Q80TF3,Pcdh19,Q80TF3_Pcdh19,Q80TF3,Pcdh19,1,10,4,4,Q80TF3|E9Q5E1,MOUSE,127231.1,2.9,2117,2117.1,37.79,37.79,,1145,Protocadherin-19,plasma membrane|integral component of membrane|,homophilic cell adhesion via plasma membrane adhesion molecules|brain development|,calcium ion binding|,4,10,250000000,2.9%
Q6NXK8-2,0.100542314,0.042666667,18.16702356,0.546666667,0.015250976,3.126380271,-0.084,-0.49,-0.118,0.56,0.409,-0.021,Q6NXK8,Asic1,Q6NXK8-2_Asic1,Q6NXK8-2,Asic1,1,5,4,4,Q6NXK8-2|Q6NXK8|Q925H0-2|Q925H0,MOUSE,63677.6,8.4,2118,2118.1,37.77,37.77,,526,Isoform 2 of Acid-sensing ion channel 1,integral component of plasma membrane|cell surface|integral component of membrane|dendritic spine|dendritic shaft|synapse|,cation transport|memory|associative learning|response to acidic pH|monovalent inorganic cation transport|ion transmembrane transport|sodium ion transmembrane transport|regulation of membrane potential|negative regulation of neurotransmitter secretion|sensory perception of sour taste|protein homotrimerization|calcium ion transmembrane transport|cellular response to pH|,cation channel activity|protein binding|monovalent inorganic cation transmembrane transporter activity|ion gated channel activity|acid-sensing ion channel activity|,4,5,174000000,8.4%
Q9CXG3,0.474468975,-0.000333333,7.420025693,0.134,0.181132938,1.47117407,-0.152,0.059,-0.109,0.001,0.092,0.107,Q9CXG3,Ppil4,Q9CXG3_Ppil4,Q9CXG3,Ppil4,1,6,5,5,Q9CXG3|D6RJ77,MOUSE,57742.6,14.8,2119,2119.1,37.62,37.62,,492,Peptidyl-prolyl cis-trans isomerase-like 4,nucleus|,protein peptidyl-prolyl isomerization|protein folding|regulation of phosphorylation of RNA polymerase II C-terminal domain|,nucleotide binding|peptidyl-prolyl cis-trans isomerase activity|poly(A) RNA binding|,5,6,173000000,14.8%
Q62392,0.689349468,-0.0285,4.029820626,-0.142333333,0.39538295,-0.900354653,-0.271,0.054,0.345,-0.248,-0.034,-0.017,Q62392,Phlda1,Q62392_Phlda1,Q62392,Phlda1,1,5,4,4,Q62392,MOUSE,46038.5,9.1,2120,2120.1,37.6,37.6,,405,Pleckstrin homology-like domain family A member 1,nucleoplasm|nucleolus|plasma membrane|cytoplasmic vesicle membrane|,apoptotic process|forebrain neuron differentiation|positive regulation of apoptotic process|FasL biosynthetic process|,protein binding|,4,5,829000000,9.1%
Q8BL48,0.31090649,0.015333333,10.75099557,-0.168666667,0.084120228,-1.984372793,0.081,0.159,0.059,-0.143,-0.084,0.02,Q8BL48,Unk,Q8BL48_Unk,Q8BL48,Unk,1,5,4,4,Q8BL48|Q8BL48-2,MOUSE,89825.5,5.3,2121,2121.1,37.6,37.6,,810,RING finger protein unkempt homolog,nucleus|polysome|,neuron migration|cell morphogenesis involved in neuron differentiation|negative regulation of cytoplasmic translation|,zinc ion binding|poly(A) RNA binding|mRNA CDS binding|,4,5,2000000000,5.3%
Q9ERQ8,0.691161107,0.156166667,3.993425885,-0.265666667,0.39871026,-0.894907304,0.965,0.153,-0.251,0.322,-0.243,-0.009,Q9ERQ8,Car7,Q9ERQ8_Car7,Q9ERQ8,Ca7,1,4,4,4,Q9ERQ8|G3XA26,MOUSE,30142.4,14,2122,2122.1,37.57,37.57,,264,Carbonic anhydrase 7,cytosol|,"positive regulation of defense response to virus by host|one-carbon metabolic process|positive regulation of synaptic transmission, GABAergic|positive regulation of cellular pH reduction|activation of mitophagy in response to mitochondrial depolarization|regulation of chloride transport|",carbonate dehydratase activity|zinc ion binding|,4,4,365000000,14.0%
A2AJW4,0.13320378,0.076,16.37060846,-0.312,0.02306424,-2.833069672,0.283,0.336,0.077,-0.048,0.039,-0.231,A2AJW4,Ppp1r3d,A2AJW4_Ppp1r3d,A2AJW4,Ppp1r3d,1,8,4,4,A2AJW4,MOUSE,31193.9,19.7,2123,2123.1,37.53,37.53,,279,Protein phosphatase 1 regulatory subunit,glycogen granule|intracellular membrane-bounded organelle|,glycogen metabolic process|regulation of glycogen biosynthetic process|regulation of glycogen catabolic process|dephosphorylation|,phosphoprotein phosphatase activity|enzyme binding|,4,8,154000000,19.7%
Q8K194-2,0.668951084,0.074833333,4.365327365,0.233666667,0.365988352,0.962244665,-0.218,0.504,-0.412,0.108,-0.016,0.483,Q8K194,Snrnp27,Q8K194-2_Snrnp27,Q8K194-2,Snrnp27,1,4,3,3,Q8K194-2|Q8K194,MOUSE,23031.7,24,2124,2124.1,37.52,37.52,,155,Isoform 2 of U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,precatalytic spliceosome|,mRNA processing|RNA splicing|,,3,4,124000000,24.0%
Q99KR6,0.639766011,-0.015666667,4.903341992,-0.147333333,0.32334474,-1.055579236,-0.16,0.08,0.254,-0.083,-0.284,0.099,Q99KR6,Rnf34,Q99KR6_Rnf34,Q99KR6,Rnf34,1,7,4,4,Q99KR6,MOUSE,43341.5,11.9,2125,2125.1,37.52,37.52,,376,E3 ubiquitin-protein ligase RNF34,nucleus|cytoplasm|cytosol|plasma membrane|endomembrane system|nuclear speck|,"protein ubiquitination|nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|cellular response to cold|protein K48-linked ubiquitination|negative regulation of signal transduction by p53 class mediator|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|regulation of oxygen metabolic process|negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis|",p53 binding|zinc ion binding|ligase activity|ubiquitin protein ligase binding|ubiquitin protein ligase activity|phosphatidylinositol phosphate binding|,4,7,139000000,11.9%
Q05860,0.958947747,-0.058166667,0.493612992,-0.014333333,0.892562632,-0.13962286,-0.11,-0.087,0.044,-0.224,0.067,-0.039,Q05860,Fmn1,Q05860_Fmn1,Q05860,Fmn1,1,6,4,4,Q05860|Q05860-2|Q05860-3|E9Q7P6|Q05860-5|Q05860-6,MOUSE,164889.9,2,2126,2126.1,37.5,37.5,,1466,Formin-1,nucleus|cytoplasm|actin filament|plasma membrane|adherens junction|microtubule cytoskeleton|,kidney development|gene expression|positive regulation of actin filament polymerization|forelimb morphogenesis|hindlimb morphogenesis|actin nucleation|skeletal system morphogenesis|dendrite morphogenesis|positive regulation of actin nucleation|positive regulation of focal adhesion assembly|limb development|ureteric bud invasion|,actin binding|protein binding|microtubule binding|SH3 domain binding|,4,6,480000000,2.0%
Q9D8Y0,0.403306373,0.028333333,8.767256253,-0.142,0.132823333,-1.681823276,0.03,0.073,0.195,-0.054,-0.077,0.003,Q9D8Y0,NotFound,Q9D8Y0_NotFound,Q9D8Y0,Efhd2,1,4,3,3,Q8C845|Q9D8Y0|Q9D4J1,MOUSE,26790.7,16.2,2127,2127.1,37.49,37.49,,240,EF-hand domain-containing protein D2,membrane raft|,,calcium ion binding|protein binding|,3,4,1730000000,16.2%
Q91YT0,0.509304083,0.056,6.831552388,-0.161333333,0.207417197,-1.377104602,0.351,-0.049,0.108,0.057,-0.101,-0.03,Q91YT0,Ndufv1,Q91YT0_Ndufv1,Q91YT0,Ndufv1,1,5,4,4,Q91YT0|D3YUM1|D3Z1U9,MOUSE,51517.9,13.3,2128,2128.1,37.44,37.44,,464,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain complex I|,oxidation-reduction process|,"protein binding|NADH dehydrogenase (ubiquinone) activity|FMN binding|metal ion binding|NAD binding|4 iron, 4 sulfur cluster binding|",4,5,123000000,13.3%
Q8C547,0.916349044,-0.028166667,1.012806845,0.023,0.791989302,0.273116537,-0.074,-0.076,0.031,0.001,-0.095,0.044,Q8C547,Heatr5b,Q8C547_Heatr5b,Q8C547,Heatr5b,1,6,4,4,Q8C547|Q8C547-2|Q8C547-4|Q8C547-3,MOUSE,226940,3.5,2129,2129.1,37.44,37.44,,2070,HEAT repeat-containing protein 5B,membrane|extracellular exosome|,,,4,6,3350000000,3.5%
Q8K3F6,0.872458022,-0.0955,1.665466948,-0.079,0.681480299,-0.426884241,-0.52,0.185,0.167,-0.129,-0.124,-0.152,Q8K3F6,Kcnq3,Q8K3F6_Kcnq3,Q8K3F6,Kcnq3,1,4,4,4,Q8K3F6,MOUSE,97306.2,5.7,2130,2130.1,37.43,37.43,,873,Potassium voltage-gated channel subfamily KQT member 3,plasma membrane|voltage-gated potassium channel complex|cell surface|integral component of membrane|dendrite|node of Ranvier|neuronal cell body|axon initial segment|membrane raft|,oligodendrocyte development|regulation of ion transmembrane transport|membrane hyperpolarization|ganglion development|cellular response to ammonium ion|potassium ion transmembrane transport|,delayed rectifier potassium channel activity|potassium channel activity|calmodulin binding|protein kinase binding|ubiquitin protein ligase binding|ion channel binding|,4,4,1090000000,5.7%
Q8R1F6,0.990328611,-0.0305,0.101559175,-0.002333333,0.976886443,-0.02993294,-0.053,0.02,-0.055,-0.057,0.007,-0.045,Q8R1F6,Hid1,Q8R1F6_Hid1,Q8R1F6,Hid1,1,5,5,5,Q8R1F6|Q8R1F6-2,MOUSE,89405.2,8.7,2131,2131.1,37.4,37.4,,788,Protein HID1,Golgi trans cisterna|cytoplasm|Golgi apparatus|Golgi medial cisterna|cytoplasmic microtubule|extracellular exosome|extrinsic component of Golgi membrane|,intracellular protein transport|response to brefeldin A|,,5,5,8210000000,8.7%
