R126127,R126128,R126131,R129127,R129128,R129131,R130127,R130128,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,PCorNC,ES_score,signalP,TM
0.758,0.577,0.461,0.583,0.335,0.294,0.865,0.585,0.616,Q9WV18,Q9WV18,Gabbr1,1,28,12,12,Q9WV18|Q9WV18-2|Q3TWR2|G3UXR6,MOUSE,109298.3,13.2,816,816.1,157.29,157.29,NA,960,Gamma-aminobutyric acid type B receptor subunit 1,cytoplasm|integral component of plasma membrane|membrane|cell junction|dendrite|G-protein coupled receptor dimeric complex|G-protein coupled receptor heterodimeric complex|presynaptic membrane|postsynaptic membrane|,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway|negative regulation of adenylate cyclase activity|gamma-aminobutyric acid signaling pathway|,G-protein coupled GABA receptor activity|protein binding|G-protein coupled GABA receptor activity|,12,28,6.61E+09,0.132,0.013818678,-0.067,29.29539602,0.562,0.001176144,5.018224664,-0.516,-0.319,-0.209,0.237,0.078,0.327,undefined,7,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.057,0.808,0.387,0.442,1.29,0.978,-0.34,0.461,0.183,P26043,P26043,Rdx,1,8,10,3,P26043,MOUSE,68655.7,15,829,829.3,118.77,51.48,NA,583,Radixin,ruffle|extracellular space|cytoplasm|cytoskeleton|plasma membrane|microvillus|focal adhesion|extrinsic component of membrane|lamellipodium|filopodium|cleavage furrow|stereocilium|myelin sheath|apical part of cell|extracellular exosome|cell periphery|focal adhesion|,positive regulation of gene expression|microvillus assembly|apical protein localization|actin filament capping|establishment of endothelial barrier|regulation of organelle assembly|positive regulation of protein localization to early endosome|positive regulation of cellular protein catabolic process|positive regulation of early endosome to late endosome transport|,actin binding|protein binding|poly(A) RNA binding|,3,8,5.27E+08,0.056,0.411981154,0.152333333,8.594583328,0.428,0.1382107,1.659493758,0.363,-0.357,-0.191,0.266,0.856,-0.023,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.387,0.401,0.427,0.776,0.783,0.805,0.641,0.65,0.7,P62751,P62751,Rpl23a,1,38,11,11,A0A140T8M7|P62751|D3YTY6,MOUSE,17694.7,46.7,833,833.1,152.59,152.59,NA,156,60S ribosomal protein L23a,nucleus|nucleolus|cytosolic large ribosomal subunit|extracellular exosome|TORC2 complex|,translation|cell proliferation|,nucleotide binding|structural constituent of ribosome|protein binding|rRNA binding|poly(A) RNA binding|,11,38,3.57E+10,0.467,0.012343986,-0.006333333,29.89125334,0.609333333,0.001025356,5.13287936,-0.28,-0.289,-0.364,0.071,0.502,0.322,undefined,9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.093,0.43,0.435,0.197,0.441,0.65,0.069,0.366,0.559,E9QAS5,E9QAS5,Chd4,1,17,14,9,E9QAS5|Q6PDQ2|E9QAS4,MOUSE,220170.7,10,834,834.1,152.56,92.3,NA,1922,Chromodomain-helicase-DNA-binding protein 4,nuclear chromatin|nucleus|nucleoplasm|cytoplasm|centrosome|membrane|NuRD complex|protein complex|,"regulation of transcription, DNA-templated|metabolic process|ATP-dependent chromatin remodeling|spindle assembly|",RNA polymerase II repressing transcription factor binding|protein binding|ATP binding|microtubule binding|ATP-dependent helicase activity|transcription factor binding|zinc ion binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|,14,17,1.90E+09,0.1,0.104076392,0.011333333,17.93091199,0.354666667,0.016103074,3.073858238,0.072,-0.247,-0.323,0.161,0.206,0.199,NC,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.095,0.376,0.391,0.732,0.667,0.736,0.352,0.375,0.413,Q3TWW8,Q3TWW8,Srsf6,1,7,8,5,Q3TWW8,MOUSE,39138.7,18.5,841,841.2,79.82,48.91,NA,339,Serine/arginine-rich splicing factor 6,nucleoplasm|nuclear speck|,"alternative mRNA splicing, via spliceosome|regulation of alternative mRNA splicing, via spliceosome|mRNA splice site selection|regulation of keratinocyte proliferation|negative regulation of keratinocyte differentiation|negative regulation of mRNA splicing, via spliceosome|positive regulation of epithelial cell proliferation involved in lung morphogenesis|negative regulation of cell death|regulation of wound healing|",nucleotide binding|RNA binding|pre-mRNA binding|poly(A) RNA binding|,5,7,1.16E+09,0.159,0.183768349,0.013,14.29572795,0.388,0.037190088,2.5179146,0.074,-0.286,-0.331,0.066,0.478,0.077,NC,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.046,0.726,0.345,0.785,0.431,0.126,1.057,0.701,0.277,Q9CS84,Q9CS84,Nrxn1,1,20,15,12,Q9CS84|Q9CS84-2|Q9CS84-3|Q9CS84-4|E0CY11|Q9CS84-5|P0DI97|A0A0H2UH29|E9Q7X7|E9PUM9|E9Q5N7|E9PUN2|E0CZA5|E9PUN0|G3UWQ9|Q9CS84-6|A0A140LI71,MOUSE,168562.1,11.7,845,845.1,150.21,107.83,NA,1514,Neurexin-1,endoplasmic reticulum|plasma membrane|cell surface|integral component of membrane|cell junction|nuclear membrane|vesicle|presynaptic membrane|neuronal cell body|protein complex|,"vesicle docking involved in exocytosis|cell adhesion|synaptic transmission|neurotransmitter secretion|synapse assembly|learning|adult behavior|social behavior|vocal learning|neuromuscular process controlling balance|positive regulation of synapse assembly|positive regulation of synaptic transmission, glutamatergic|prepulse inhibition|regulation of insulin secretion involved in cellular response to glucose stimulus|vocalization behavior|positive regulation of synapse maturation|postsynaptic membrane assembly|gephyrin clustering involved in postsynaptic density assembly|neuroligin clustering involved in postsynaptic membrane assembly|postsynaptic density protein 95 clustering|positive regulation of excitatory postsynaptic membrane potential|regulation of grooming behavior|",calcium channel regulator activity|calcium ion binding|protein binding|acetylcholine receptor binding|cell adhesion molecule binding|neuroligin family protein binding|,15,20,9.44E+08,0.117,0.041440669,-0.104333333,23.61377892,0.566666667,0.004351331,3.995522991,-0.601,-0.47,-0.092,0.22,0.047,0.27,undefined,5,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.563,1.29,1.062,1.092,0.817,0.587,1.358,1.069,0.861,Q6P9K9,Q6P9K9,Nrxn3,1,2,5,2,Q6P9K9|E9Q2X2|Q6P9K9-2|A0A087WPQ9,MOUSE,175479.1,2.9,845,845.2,56.73,14.35,NA,1571,Neurexin-3,integral component of membrane|presynaptic membrane|protein complex|,cell adhesion|synaptic transmission|neurotransmitter secretion|synapse assembly|learning|adult behavior|social behavior|positive regulation of synapse assembly|vocalization behavior|positive regulation of synapse maturation|,calcium channel regulator activity|protein binding|metal ion binding|,2,2,28700000,0.012,0.001162119,-0.053166667,41.48502123,1.046333333,7.10E-05,7.72923387,-0.674,-0.657,-0.398,0.687,0.243,0.48,undefined,8,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.716,0.823,0.483,0.677,0.816,0.617,0.926,1.017,0.698,Q91X,Q91X,Pcdhgc3,1,4,7,4,Q91X,MOUSE,101331.8,9.5,847,847.3,75.66,36.2,NA,934,Protocadherin gamma C3,integral component of plasma membrane|cell-cell junction|membrane|extracellular exosome|,homophilic cell adhesion via plasma membrane adhesion molecules|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|synapse organization|,calcium ion binding|,4,4,1.25E+08,0.059,0.001138002,-0.044166667,41.61535664,0.747666667,6.89E-05,7.763049808,-0.366,-0.568,-0.32,0.341,0.262,0.386,undefined,9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.584,0.394,0.451,-0.163,0.889,0.794,-0.435,0.665,0.639,Q8K0E8,Q8K0E8,Fgb,1,24,14,14,Q8K0E8|F1MAV0|P02676,MOUSE,55436.4,32.2,897,897.1,141.28,141.28,NA,481,Fibrinogen beta chain,fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|",14,24,1.54E+09,0.322,0.653784278,0.0595,4.652817103,0.260333333,0.342545518,1.013330739,0.511,-0.359,-0.364,-0.058,0.514,0.113,PC,6,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.229,0.489,0.607,0.321,0.614,0.875,0.094,0.29,0.607,Q8VH51,Q8VH51,Rbm39,1,26,12,12,Q8VH51|Q8VH51-2|E9Q8F0|Q8VH51-3,MOUSE,59690.8,30.3,916,916.1,138.98,138.98,NA,530,RNA-binding protein 39,nucleus|nucleoplasm|microtubule organizing center|microtubule cytoskeleton|,"transcription, DNA-templated|regulation of transcription, DNA-templated|mRNA processing|RNA splicing|",nucleotide binding|transcription coactivator activity|protein binding|poly(A) RNA binding|,12,26,5.27E+09,0.303,0.10422269,0.058333333,17.91660951,0.419333333,0.016156194,3.071632338,0.074,-0.132,-0.396,0.218,0.426,0.16,NC,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.264,1.184,1.132,1.177,1.078,0.961,1.179,1.083,1,E9QNF7,E9QNF7,Cntnap2,1,18,14,14,E9QNF7|Q9CPW0,MOUSE,150244.3,12.2,923,923.1,137.71,137.71,NA,1332,Contactin-associated protein-like 2,early endosome|Golgi apparatus|voltage-gated potassium channel complex|cell surface|membrane|axolemma|juxtaparanode region of axon|,learning|striatum development|limbic system development|thalamus development|adult behavior|neuron projection development|social behavior|vocal learning|superior temporal gyrus development|protein localization to juxtaparanode region of axon|vocalization behavior|,protein binding|enzyme binding|,14,18,1.25E+09,0.122,4.72E-05,-0.129,59.7918633,1.098666667,1.05E-06,13.90949528,-0.677,-0.707,-0.651,0.484,0.398,0.379,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.321,1.434,1.335,0.791,0.858,0.77,1.16,1.168,1.091,E9PYH0,E9PYH0,Vcan,1,16,10,10,E9PYH0|G3XA35|Q62059|Q62059-2|E9QMK2|Q62059-3|E9QMK3|Q62059-4|Q8BS97,MOUSE,368941.5,3.5,997,997.1,125.43,125.43,NA,3354,Versican core protein,extracellular region|proteinaceous extracellular matrix|extracellular space|membrane|extracellular matrix|intracellular membrane-bounded organelle|extracellular matrix|,skeletal system development|osteoblast differentiation|cell adhesion|central nervous system development|heart development|glial cell migration|regulation of phosphoprotein phosphatase activity|,calcium ion binding|hyaluronic acid binding|protein phosphatase binding|,10,16,1.63E+09,0.035,0.000519439,0.0065,45.90477585,1.174333333,2.57E-05,8.945180309,-0.622,-0.601,-0.519,0.802,0.312,0.667,PC,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.863,0.889,0.754,0.648,0.716,0.535,0.654,0.756,0.549,Q9QUP5,Q9QUP5,Hapln1,1,8,5,5,Q9QUP5,MOUSE,41104.7,11.7,1017,1017.2,49.08,49.08,NA,356,Hyaluronan and proteoglycan link protein 1,proteinaceous extracellular matrix|extracellular matrix|,skeletal system development|cell adhesion|central nervous system development|activation of mitophagy in response to mitochondrial depolarization|,hyaluronic acid binding|,5,8,9.93E+08,0.117,0.002142421,-0.061666667,38.48885874,0.702666667,0.000141617,6.983251774,-0.356,-0.543,-0.34,0.423,0.235,0.211,PC,8,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.173,1.041,0.692,1.179,0.912,0.617,1.115,0.735,0.551,Q920P3,Q920P3,Brinp1,1,13,10,10,Q920P3|Q920P3-2,MOUSE,89952.1,16,1025,1025.1,121.33,121.33,NA,760,BMP/retinoic acid-inducible neural-specific protein 1,cytoplasm|,cell cycle arrest|cell death|positive regulation of neuron differentiation|negative regulation of cell cycle|negative regulation of mitotic cell cycle|cellular response to retinoic acid|,NA,10,13,7.13E+08,0.16,0.00185165,-0.172166667,39.25896005,0.953,0.000118605,7.169406027,-0.811,-0.778,-0.357,0.389,0.254,0.27,undefined,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.088,0.364,0.003,0.757,1,0.611,0.287,0.52,0.106,Q60780,Q60780,Gas7,1,21,9,9,Q60780|Q3U432|B1ATI9|Q60780-2,MOUSE,48457.9,25.6,1027,1027.1,120.78,120.78,NA,421,Growth arrest-specific protein 7,ruffle|cytoplasm|actin filament|,regulation of cell shape|actin filament polymerization|neuron differentiation|neuron projection morphogenesis|actin filament bundle assembly|,actin filament binding|,9,21,3.13E+10,0.256,0.237274584,-0.041333333,12.66679566,0.442,0.054115345,2.281965003,-0.283,-0.405,-0.099,-0.111,0.63,0.02,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08,0.329,0.61,0.35,0.566,0.798,0.063,0.419,0.617,Q9D883,Q9D883,U2af1,1,14,8,5,Q9D883|G3UW94|Q8BGJ9-3|F8WH71|Q8BGJ9-4|E9Q809|E9PWM2|E9PWX6,MOUSE,28328,41.8,1053,1053.1,116.96,79.28,NA,239,Splicing factor U2AF 35 kDa subunit,spliceosomal complex|nuclear speck|,mRNA processing|RNA splicing|,nucleotide binding|RNA binding|protein binding|metal ion binding|RS domain binding|,8,14,2.78E+09,0.418,0.168660344,0.042,14.91539297,0.386,0.032244875,2.61157556,0.102,-0.127,-0.428,0.129,0.408,0.168,NC,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.933,1.186,0.869,0.707,0.895,0.812,0.88,0.927,0.901,Q62443,Q62443,Nptx1,1,17,9,9,Q62443,MOUSE,47629.9,26.1,1066,1066.1,115.52,115.52,NA,432,Neuronal pentraxin-1,mitochondrion|plasma membrane|transport vesicle|neuron projection|,mitochondrial transport|cellular response to potassium ion|mitochondrial fragmentation involved in apoptotic process|axonogenesis involved in innervation|cellular response to glucose stimulus|,metal ion binding|,9,17,1.89E+09,0.261,0.000179917,-0.127666667,51.64883432,0.998,6.84E-06,10.76446579,-0.519,-0.769,-0.592,0.379,0.338,0.397,undefined,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.355,1.398,0.768,1.303,1.254,0.664,1.331,1.273,0.744,Q9EPR5,Q9EPR5,Sorcs2,1,12,9,9,Q9EPR5|Q8BI74,MOUSE,129984.1,9.4,1068,1068.1,115.41,115.41,NA,1159,VPS10 domain-containing receptor SorCS2,integral component of membrane|,NA,protein binding|,9,12,5.69E+08,0.094,0.001911789,-0.195833333,39.06721943,1.123,0.000123959,7.122706211,-0.885,-0.999,-0.388,0.447,0.309,0.341,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.159,0.251,0.343,0.634,0.672,0.768,0.243,0.427,0.54,Q9R190,Q9R190,Mta2,1,13,10,7,Q9R190,MOUSE,75770.4,17.6,1076,1076.1,114.33,84.85,NA,668,Metastasis-associated protein MTA2,histone deacetylase complex|nuclear chromatin|nucleus|nucleoplasm|transcription factor complex|membrane|NuRD complex|protein complex|,"negative regulation of transcription from RNA polymerase II promoter|DNA methylation|DNA packaging|chromatin remodeling|regulation of fibroblast migration|histone deacetylation|ATP-dependent chromatin remodeling|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|",transcription factor binding transcription factor activity|RNA polymerase II transcription factor binding|RNA polymerase II repressing transcription factor binding|sequence-specific DNA binding transcription factor activity|histone deacetylase activity|protein binding|zinc ion binding|transcription regulatory region DNA binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|,10,13,4.34E+10,0.176,0.05961211,0.007,21.52183244,0.448666667,0.007043958,3.646545757,-0.143,-0.176,-0.333,0.032,0.453,0.209,NC,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.257,0.491,0.444,0.427,0.671,0.776,0.527,0.669,0.728,B2RY56,B2RY56,Rbm25,1,14,11,11,B2RY56|S4R2F7|S4R1X9,MOUSE,99892.4,13.8,1090,1090.1,112.13,112.13,NA,838,RNA-binding protein 25,spliceosomal complex|cytoplasm|nuclear speck|,"regulation of alternative mRNA splicing, via spliceosome|mRNA processing|apoptotic process|RNA splicing|regulation of apoptotic process|",nucleotide binding|mRNA binding|,11,14,1.40E+09,0.138,0.01553752,-0.015333333,28.69760959,0.532666667,0.001349706,4.904731168,-0.124,-0.322,-0.399,0.107,0.334,0.312,NC,8,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.757,1.15,0.729,0.521,0.977,0.651,0.634,1.011,0.922,P21661,P21661,Pcsk2,1,11,7,7,P21661,MOUSE,71354.7,14.1,1216,1216.1,97.44,97.44,NA,637,Neuroendocrine convertase 2,extracellular space|endoplasmic reticulum lumen|membrane|transport vesicle|secretory granule|dendrite|perikaryon|,proteolysis|nervous system development|protein processing|peptide hormone processing|protein autoprocessing|insulin processing|enkephalin processing|islet amyloid polypeptide processing|,endopeptidase activity|serine-type endopeptidase activity|protein complex binding|,7,11,5.64E+08,0.141,0.00291366,-0.063833333,36.91062324,0.826333333,0.000203675,6.613177209,-0.278,-0.728,-0.425,0.412,0.272,0.364,PC,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.257,0.287,0.328,0.519,0.484,0.613,0.503,0.419,0.542,Q7TSC1,Q7TSC1,Prrc2a,1,13,10,10,Q7TSC1|G3UX48,MOUSE,229769,7,1222,1222.1,96.92,96.92,NA,2158,Protein PRRC2A,nucleus|cytoplasm|membrane|intracellular membrane-bounded organelle|extracellular exosome|,NA,poly(A) RNA binding|,10,13,6.51E+08,0.07,0.04055623,-0.001666667,23.76838264,0.424666667,0.004199153,4.021836999,-0.188,-0.132,-0.322,0.039,0.318,0.275,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.442,1.96,1.943,1.849,1.222,1.226,2.052,1.342,1.345,Q6PHS9,Q6PHS9,Cacna2d2,1,13,9,9,Q6PHS9|Q6PHS9-2|Q6PHS9-4|Q6PHS9-6|E9Q683|Q6PHS9-3|Q6PHS9-5,MOUSE,131580.6,8,1247,1247.1,94.76,94.76,NA,1154,Voltage-dependent calcium channel subunit alpha-2/delta-2,voltage-gated calcium channel complex|,calcium ion transport|neuromuscular junction development|regulation of ion transmembrane transport|regulation of multicellular organism growth|positive regulation of organ growth|muscle fiber development|regulation of calcium ion transport|rhythmic synaptic transmission|calcium ion transmembrane transport|,voltage-gated calcium channel activity|calcium channel regulator activity|metal ion binding|,9,13,1.10E+09,0.08,0.000495207,-0.150833333,46.16395846,1.684333333,2.42E-05,9.207073349,-1.197,-0.901,-0.881,1.101,0.472,0.501,undefined,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.057,0.345,0.56,0.405,0.639,0.681,0.278,0.531,0.559,P62996,P62996,Tra2b,1,22,9,8,P62996|F8WJG3|A0A0R4J1X8|P62996-2,MOUSE,33779.2,35.4,1273,1273.1,92.06,78.55,NA,288,Transformer-2 protein homolog beta,nucleus|,"regulation of alternative mRNA splicing, via spliceosome|mRNA splicing, via spliceosome|cerebral cortex regionalization|positive regulation of mRNA splicing, via spliceosome|",nucleotide binding|mRNA binding|poly(A) RNA binding|,9,22,2.03E+09,0.354,0.057577361,0.046333333,21.72674452,0.47,0.006719323,3.680174806,0.039,-0.241,-0.364,0.163,0.433,0.248,undefined,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.181,0.263,0.484,0.765,0.847,0.977,0.388,0.517,0.605,Q99JF8,Q99JF8,Psip1,1,23,8,8,Q99JF8|Q99JF8-2|A2BI12,MOUSE,59809.9,14.7,1278,1278.1,91.39,91.39,NA,528,PC4 and SFRS1-interacting protein,nucleus|nucleoplasm|nuclear heterochromatin|nuclear periphery|transcriptionally active chromatin|,"mRNA 5'-splice site recognition|transcription, DNA-templated|response to oxidative stress|response to heat|positive regulation of transcription from RNA polymerase II promoter|",RNA polymerase II transcription coactivator activity|chromatin binding|activating transcription factor binding|poly(A) RNA binding|supercoiled DNA binding|,8,23,1.33E+10,0.147,0.064122814,0.030666667,21.08043612,0.552,0.007797518,3.574488861,-0.09,-0.234,-0.412,0.086,0.623,0.211,NC,7,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.568,1.264,1.05,0.483,1.148,0.932,0.628,1.19,0.996,Q80VP9,Q80VP9,Asphd2,1,10,7,7,Q80VP9,MOUSE,39757.4,32.3,1280,1280.1,91.29,91.29,NA,343,Aspartate beta-hydroxylase domain-containing protein 2,membrane|integral component of membrane|,peptidyl-amino acid modification|oxidation-reduction process|,metal ion binding|dioxygenase activity|,7,10,1.21E+09,0.323,0.003206193,-0.180833333,36.45892378,0.955666667,0.000226,6.509991573,-0.319,-0.892,-0.765,0.297,0.262,0.332,undefined,9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.436,1.011,0.906,1.157,0.943,0.839,0.842,0.687,0.53,Q0VGU4,Q0VGU4,Vgf,1,9,9,9,Q0VGU4,MOUSE,68287.5,18.6,1315,1315.1,86.88,86.88,NA,617,MCG18019,extracellular region|extracellular space|cytoplasmic vesicle|,ovarian follicle development|response to dietary excess|generation of precursor metabolites and energy|response to cold|sexual reproduction|insulin secretion|response to insulin|glucose homeostasis|regulation of synaptic plasticity|response to cAMP|,neuropeptide hormone activity|,9,9,3.32E+08,0.186,0.000785718,-0.0035,43.66791008,0.896333333,4.30E-05,8.311532236,-0.548,-0.388,-0.419,0.577,0.499,0.258,PC,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.921,1.352,0.864,1.022,1.25,0.882,1.125,1.277,0.975,Q8VEF1,Q8VEF1,Gramd1a,1,10,7,7,Q8VEF1|Q8VEF1-3|F8WJ74|Q8VEF1-2|A0A087WP91,MOUSE,81382.4,12,1327,1327.1,84.9,84.9,NA,722,GRAM domain-containing protein 1A,integral component of membrane|,NA,NA,7,10,7.44E+08,0.12,0.000447218,-0.1375,46.84722814,1.055,2.07E-05,9.224047648,-0.538,-0.901,-0.556,0.426,0.353,0.391,undefined,9,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
