id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
Q3UGX3,0.057259446,-0.0375,16.40283446,0.676333333,0.02289373,2.275460337,-0.55,-0.525,-0.052,0.535,0.05,0.317,Q3UGX3,Nat8l,Q3UGX3_Nat8l,Q3UGX3,Nat8l,1,4,3,3,Q3UGX3|A0A0R4J0R4,MOUSE,33175.9,10,2276,2276.1,32.01,32.01,,299,N-acetylaspartate synthetase,cytoplasm|mitochondrion|endoplasmic reticulum membrane|integral component of membrane|rough endoplasmic reticulum membrane|mitochondrial membrane|,metabolic process|positive regulation of dopamine uptake involved in synaptic transmission|,aspartate N-acetyltransferase activity|,3,4,330000000,10.0%
Q9ER73,0.080559479,-0.133,13.10345956,0.585333333,0.048938882,1.969299335,-0.753,-0.488,-0.036,0.247,0.035,0.197,Q9ER73,Elp4,Q9ER73_Elp4,Q9ER73,Elp4,1,5,4,4,Q9ER73,MOUSE,46837.8,9.9,2277,2277.1,32,32,,422,Elongator complex protein 4,histone acetyltransferase complex|nucleoplasm|cytoplasm|transcription elongation factor complex|Elongator holoenzyme complex|,"transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|histone H3 acetylation|histone H4 acetylation|regulation of protein kinase activity|",phosphorylase kinase regulator activity|RNA polymerase II core binding|histone acetyltransferase activity|,4,5,68600000,9.9%
Q8R1I1,0.071291405,-0.146666667,14.24612854,0.618,0.037617259,2.079203285,-0.863,-0.451,-0.053,0.285,0.051,0.151,Q8R1I1,Uqcr10,Q8R1I1_Uqcr10,Q8R1I1,Uqcr10,1,5,3,3,Q8R1I1,MOUSE,7445.4,50,2278,2278.1,31.99,31.99,,64,Cytochrome b-c1 complex subunit 9,mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain complex III|extracellular exosome|,"mitochondrial electron transport, ubiquinol to cytochrome c|",,3,5,428000000,50.0%
Q6NXH3-2,0.034141313,-0.1825,21.19805294,0.793666667,0.007589177,2.670217379,-1.18,-0.561,0.003,0.336,0.217,0.09,Q6NXH3,Gpbp1,Q6NXH3-2_Gpbp1,Q6NXH3-2,Gpbp1,1,3,3,3,Q6NXH3-2|Q6NXH3|D6RCY3|Q6NXH3-3,MOUSE,55779.9,9.3,2279,2279.1,31.96,31.96,,473,Isoform 2 of Vasculin,nucleus|nucleolus|cytoplasm|plasma membrane|intracellular membrane-bounded organelle|,"transcription, DNA-templated|positive regulation of transcription, DNA-templated|",DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|,3,3,117000000,9.3%
P13439,0.076794655,-0.197,13.5410188,0.598,0.044248456,2.011915152,-0.905,-0.682,0.099,0.117,0.042,0.147,P13439,Umps,P13439_Umps,P13439,Umps,1,4,3,3,P13439,MOUSE,52805,9.3,2280,2280.1,31.92,31.92,,481,Uridine 5'-monophosphate synthase,nucleus|cytoplasm|,'de novo' pyrimidine nucleobase biosynthetic process|UMP biosynthetic process|female pregnancy|lactation|cellular response to drug|'de novo' UMP biosynthetic process|,orotate phosphoribosyltransferase activity|orotidine-5'-phosphate decarboxylase activity|,3,4,72800000,9.3%
E9Q9F1,0.107399944,-0.223833333,10.90434498,0.518333333,0.081201771,1.743884093,-1.154,-0.591,0.296,0.1,0.003,0.003,E9Q9F1,Kcnq5,E9Q9F1_Kcnq5,E9Q9F1,Kcnq5,1,4,3,3,E9Q9F1|Q9JK45|G3UYG5|G3UYP4,MOUSE,105647.8,4,2281,2281.1,31.9,31.9,,952,Potassium voltage-gated channel subfamily KQT member 5,voltage-gated potassium channel complex|integral component of membrane|,potassium ion transport|potassium ion transmembrane transport|,voltage-gated potassium channel activity|delayed rectifier potassium channel activity|,3,4,1920000000,4.0%
O55023,0.056548005,-0.080833333,16.50501048,0.679,0.022361398,2.284432088,-0.457,-0.551,-0.253,0.195,0.306,0.275,O55023,NotFound,O55023_NotFound,O55023,Impa1,1,5,3,3,O55023|Q924B0|Q80ZJ2|A0A0A6YW07,MOUSE,30835.1,13.7,2282,2282.1,31.78,31.78,,277,Inositol monophosphatase 1,cytoplasm|extracellular exosome|,inositol metabolic process|inositol biosynthetic process|phosphatidylinositol biosynthetic process|phosphate-containing compound metabolic process|signal transduction|phosphatidylinositol phosphorylation|inositol phosphate dephosphorylation|,magnesium ion binding|inositol monophosphate 1-phosphatase activity|manganese ion binding|lithium ion binding|identical protein binding|protein homodimerization activity|inositol monophosphate 3-phosphatase activity|inositol monophosphate 4-phosphatase activity|inositol monophosphate phosphatase activity|,3,5,127000000,13.7%
D3YTP3,0.106998623,-0.004,10.93575053,0.519333333,0.080616687,1.747248499,-0.506,-0.371,0.086,0.373,-0.092,0.486,D3YTP3,Mtx3,D3YTP3_Mtx3,D3YTP3,Mtx3,1,4,3,3,D3YTP3,MOUSE,35232,8.9,2283,2283.1,31.76,31.76,,312,Metaxin 3,mitochondrial outer membrane|,protein targeting to mitochondrion|,,3,4,21800000,8.9%
Q9EPC1,0.04277824,-0.120666667,19.2862529,0.748666667,0.011786225,2.518819082,-0.666,-0.69,-0.129,0.197,0.404,0.16,Q9EPC1,Parva,Q9EPC1_Parva,Q9EPC1,Parva,1,2,2,2,Q9EPC1|Q3UF75,MOUSE,42386.1,8,2284,2284.1,31.75,31.75,,372,Alpha-parvin,nucleus|cytoplasm|plasma membrane|focal adhesion|actin cytoskeleton|Z disc|lamellipodium|,sprouting angiogenesis|outflow tract septum morphogenesis|cell adhesion|establishment or maintenance of cell polarity|regulation of cell shape|actin cytoskeleton reorganization|heterotypic cell-cell adhesion|substrate adhesion-dependent cell spreading|cilium morphogenesis|actin-mediated cell contraction|smooth muscle cell chemotaxis|,actin binding|protein binding|,2,2,12600000,8.0%
Q91WJ0,0.046655734,-0.27,18.5469412,0.730666667,0.013973522,2.458259763,-1.258,-0.827,0.179,0.292,-0.095,0.089,Q91WJ0,Frs3,Q91WJ0_Frs3,Q91WJ0,Frs3,1,3,3,2,Q91WJ0,MOUSE,54659.6,8.7,2285,2285.1,31.74,17.39,,492,Fibroblast growth factor receptor substrate 3,membrane|,fibroblast growth factor receptor signaling pathway|,fibroblast growth factor receptor binding|insulin receptor binding|identical protein binding|,3,3,1430000000,8.7%
Q99N93,0.071915422,-0.148,14.1748319,0.616,0.038239905,2.072474471,-0.771,-0.547,-0.05,0.195,0.048,0.237,Q99N93,Mrpl16,Q99N93_Mrpl16,Q99N93,Mrpl16,1,6,2,2,Q99N93,MOUSE,28917.4,10.7,2286,2286.1,31.7,31.7,,251,"39S ribosomal protein L16, mitochondrial",mitochondrion|mitochondrial large ribosomal subunit|,translation|mitochondrial translation|,structural constituent of ribosome|rRNA binding|,2,6,98600000,10.7%
Q8BML9,0.065254477,-0.2195,15.10310268,0.641666667,0.030880885,2.158827574,-1.045,-0.593,0.017,0.177,-0.018,0.145,Q8BML9,Qars,Q8BML9_Qars,Q8BML9,Qars,1,3,3,3,Q8BML9|D3Z158|A0A140LIS6|A0A140LJH1|A0A140LHC3,MOUSE,88587.8,6.8,2287,2287.1,31.69,31.69,,775,Glutamine--tRNA ligase,cytoplasm|aminoacyl-tRNA synthetase multienzyme complex|,glutaminyl-tRNA aminoacylation|brain development|negative regulation of apoptotic process|,RNA binding|glutamine-tRNA ligase activity|ATP binding|protein kinase binding|,3,3,286000000,6.8%
Q61165,0.076599544,-0.117666667,13.58748359,0.599333333,0.043777569,2.016401028,-0.751,-0.516,0.015,0.191,0.257,0.098,Q61165,Slc9a1,Q61165_Slc9a1,Q61165,Slc9a1,1,5,5,5,Q61165,MOUSE,91922.4,7.1,2288,2288.1,31.66,31.66,,820,Sodium/hydrogen exchanger 1,nucleoplasm|cytoplasm|mitochondrion|endoplasmic reticulum|endoplasmic reticulum membrane|plasma membrane|integral component of plasma membrane|focal adhesion|cell surface|intercalated disc|membrane|basolateral plasma membrane|apical plasma membrane|T-tubule|membrane raft|perinuclear region of cytoplasm|extracellular exosome|cation-transporting ATPase complex|,sodium ion transport|cellular sodium ion homeostasis|regulation of pH|response to acidic pH|positive regulation of cardiac muscle hypertrophy|regulation of cardiac muscle contraction by calcium ion signaling|cell growth|positive regulation of cell growth|cellular response to insulin stimulus|positive regulation of mitochondrial membrane permeability|response to muscle stretch|response to drug|positive regulation of apoptotic process|negative regulation of apoptotic process|positive regulation of action potential|positive regulation of transcription from RNA polymerase II promoter|protein oligomerization|regulation of intracellular pH|positive regulation of NFAT protein import into nucleus|regulation of sensory perception of pain|cardiac muscle cell differentiation|positive regulation of calcineurin-NFAT signaling cascade|neuron death|cellular response to antibiotic|cellular response to electrical stimulus|sodium ion export|cellular response to hypoxia|cellular response to acidic pH|cellular response to epinephrine stimulus|cardiac muscle cell contraction|regulation of the force of heart contraction by cardiac conduction|sodium ion import across plasma membrane|positive regulation of the force of heart contraction|hydrogen ion transmembrane transport|positive regulation of calcium:sodium antiporter activity|,calmodulin binding|sodium:proton antiporter activity|protein phosphatase 2B binding|calcium-dependent protein binding|,5,5,114000000,7.1%
Q9D061,0.089666783,-0.11,12.17467568,0.562,0.060608346,1.878004982,-1.341,-0.707,0.875,0.141,-0.157,0.529,Q9D061,Acbd6,Q9D061_Acbd6,Q9D061,Acbd6,1,3,3,3,Q9D061|Q9D061-3|Q9D061-2,MOUSE,31286.3,13.1,2289,2289.1,31.65,31.65,,282,Acyl-CoA-binding domain-containing protein 6,cytoplasm|,,lipid binding|,3,3,88700000,13.1%
Q9ERC8,0.198519265,-0.096,7.46841273,0.399333333,0.179126041,1.343519706,-0.685,-0.359,0.157,0.273,-0.062,0.1,Q9ERC8,Dscam,Q9ERC8_Dscam,Q9ERC8,Dscam,1,4,4,4,Q9ERC8,MOUSE,224033,1.5,2290,2290.1,31.6,31.6,,2013,Down syndrome cell adhesion molecule homolog,plasma membrane|integral component of membrane|axon|growth cone|,cell adhesion|negative regulation of cell adhesion|locomotory behavior|positive regulation of phosphorylation|dendrite morphogenesis|positive regulation of axon extension involved in axon guidance|post-embryonic retina morphogenesis in camera-type eye|dendrite self-avoidance|,protein binding|,4,4,468000000,1.5%
Q921W0,0.008466733,0.035666667,29.60760983,0.970666667,0.001094559,3.265717349,-0.792,-0.574,0.017,0.682,-0.018,0.899,Q921W0,Chmp1a,Q921W0_Chmp1a,Q921W0,Chmp1a,1,3,3,3,Q921W0,MOUSE,21664.3,12.7,2291,2291.1,31.56,31.56,,196,Charged multivesicular body protein 1a,condensed nuclear chromosome|ESCRT III complex|early endosome|microtubule organizing center|endomembrane system|nuclear matrix|extracellular exosome|,"cell separation after cytokinesis|transcription, DNA-templated|nucleus organization|vacuolar transport|mitotic chromosome condensation|mitotic metaphase plate congression|regulation of centrosome duplication|protein transport|vesicle-mediated transport|gene silencing|negative regulation of transcription by glucose|negative regulation of transcription, DNA-templated|cell division|regulation of mitotic spindle assembly|",protein binding|protein domain specific binding|protein homodimerization activity|,3,3,37600000,12.7%
Q2TA57,7.08352E-10,-0.375666667,105.3752191,1.978666667,2.90053E-11,6.657039211,-2.023,-1.289,-0.783,0.718,0.427,0.696,Q2TA57,Asphd1,Q2TA57_Asphd1,Q2TA57,Asphd1,1,5,3,3,Q2TA57|Q2TA57-2,MOUSE,38949.7,10.8,2292,2292.1,31.54,31.54,,360,Aspartate beta-hydroxylase domain-containing protein 1,integral component of membrane|,peptidyl-amino acid modification|oxidation-reduction process|,dioxygenase activity|,3,5,113000000,10.8%
P70288,0.009773191,-0.2325,28.83946519,0.955666667,0.001306332,3.21525125,-0.899,-1.008,-0.224,0.194,0.245,0.297,P70288,Hdac2,P70288_Hdac2,P70288,Hdac2,1,4,4,2,P70288|A0A0R4J008|Q8BQ10,MOUSE,55871.7,15.3,2293,2293.1,31.52,20.59,,488,Histone deacetylase 2,histone deacetylase complex|nuclear chromatin|heterochromatin|nucleus|nucleoplasm|replication fork|transcription factor complex|cytoplasm|Sin3 complex|NuRD complex|transcriptional repressor complex|ESC/E(Z) complex|protein complex|RNA polymerase II transcription repressor complex|,"negative regulation of transcription from RNA polymerase II promoter|chromatin silencing at rDNA|maintenance of chromatin silencing|transcription, DNA-templated|protein deacetylation|positive regulation of cell proliferation|epidermal cell differentiation|positive regulation of receptor biosynthetic process|negative regulation of neuron projection development|dendrite development|chromatin modification|histone deacetylation|hippocampus development|neuron differentiation|circadian regulation of gene expression|odontogenesis of dentin-containing tooth|embryonic digit morphogenesis|ATP-dependent chromatin remodeling|negative regulation of apoptotic process|negative regulation of sequence-specific DNA binding transcription factor activity|positive regulation of proteolysis|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of oligodendrocyte differentiation|positive regulation of sequence-specific DNA binding transcription factor activity|regulation of protein kinase B signaling|cardiac muscle cell development|negative regulation of cardiac muscle cell proliferation|regulation of sarcomere organization|hair follicle placode formation|eyelid development in camera-type eye|fungiform papilla formation|histone H3 deacetylation|histone H4 deacetylation|negative regulation of canonical Wnt signaling pathway|regulation of protein deacetylation|negative regulation of intrinsic apoptotic signaling pathway|",RNA polymerase II repressing transcription factor binding|RNA polymerase II transcription corepressor binding|chromatin binding|sequence-specific DNA binding transcription factor activity|histone deacetylase activity|protein binding|transcription factor binding|deacetylase activity|enzyme binding|chromatin DNA binding|NAD-dependent histone deacetylase activity (H3-K14 specific)|protein deacetylase activity|histone deacetylase activity (H4-K16 specific)|Krueppel-associated box domain binding|sequence-specific DNA binding|poly(A) RNA binding|NF-kappaB binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|,4,4,7020000000,15.3%
F8VQ87,0.044027853,-0.2725,19.05194468,0.743,0.012439575,2.499754111,-1.107,-0.875,0.05,0.08,0.04,0.177,F8VQ87,Xrn1,F8VQ87_Xrn1,F8VQ87,Xrn1,1,5,4,4,F8VQ87|A0A087WQN7|P97789|P97789-2|P97789-3|A0A087WNV6,MOUSE,196409,3.4,2294,2294.1,31.49,31.49,,1723,5'-3' exoribonuclease 1,cytoplasmic mRNA processing body|nucleus|cytoplasm|Golgi apparatus|plasma membrane|membrane|intermediate filament cytoskeleton|,nuclear-transcribed mRNA catabolic process|rRNA catabolic process|nuclear mRNA surveillance|histone mRNA catabolic process|nucleic acid phosphodiester bond hydrolysis|,5'-3' exonuclease activity|poly(A) RNA binding|,4,5,24100000,3.4%
Q9JKV1,0.055319423,-0.035833333,16.91686185,0.689666667,0.020338261,2.320319092,-0.571,-0.39,-0.181,0.294,0.229,0.404,Q9JKV1,Adrm1,Q9JKV1_Adrm1,Q9JKV1,Adrm1,1,6,3,3,A0A0A6YVU8|Q9JKV1|D3YUD8,MOUSE,42401.7,9,2295,2295.1,31.49,31.49,,407,Proteasomal ubiquitin receptor ADRM1,proteasome complex|nucleoplasm|cytoplasm|plasma membrane|,ovarian follicle development|transcription elongation from RNA polymerase II promoter|spermatid development|positive regulation of endopeptidase activity|regulation of T cell differentiation in thymus|follicle-stimulating hormone signaling pathway|proteasome assembly|oogenesis|thymus development|Sertoli cell development|positive regulation of growth hormone receptor signaling pathway|adipose tissue development|seminiferous tubule development|,protease binding|endopeptidase activator activity|proteasome binding|,3,6,111000000,9.0%
P70704,0.098526689,-0.072166667,11.49763334,0.537,0.070833168,1.806686349,-0.532,-0.51,0.02,0.21,0.109,0.27,P70704,Atp8a1,P70704_Atp8a1,P70704,Atp8a1,1,4,4,4,A0A0M3HEP7|P70704|P70704-2|P70704-3|A0A0J9YV34|Q3U9N5|E9Q4J5,MOUSE,132723.2,3.5,2296,2296.1,31.49,31.49,,1164,Phospholipid-transporting ATPase IA,endoplasmic reticulum|Golgi apparatus|plasma membrane|membrane|integral component of membrane|chromaffin granule membrane|extracellular exosome|,learning|metabolic process|positive regulation of cell migration|phospholipid translocation|positive regulation of phospholipid translocation|,magnesium ion binding|phospholipid-translocating ATPase activity|protein binding|ATP binding|,4,4,1050000000,3.5%
G3X8T3,0.000114267,-0.231,50.4461548,1.32,9.0237E-06,4.441016724,-1.353,-1.032,-0.288,0.392,0.24,0.655,G3X8T3,Ctsa,G3X8T3_Ctsa,G3X8T3,Ctsa,1,5,4,4,G3X8T3|P16675,MOUSE,56352.8,9.9,2297,2297.1,31.49,31.49,,492,Carboxypeptidase,nucleoplasm|mitochondrion|membrane|intracellular membrane-bounded organelle|extracellular exosome|,proteolysis|,serine-type carboxypeptidase activity|protein binding|,4,5,1040000000,9.9%
Q80X66,0.085414495,-0.2325,12.57189909,0.569666667,0.055310819,1.916590298,-1.034,-0.519,0.001,0.109,0.006,0.042,Q80X66,Btbd10,Q80X66_Btbd10,Q80X66,Btbd10,1,4,4,4,E9Q6Y9|Q80X66|E9Q6L8|D6RDQ7,MOUSE,54227.6,9.8,2298,2298.1,31.46,31.46,,475,BTB/POZ domain-containing protein 10,nucleus|nucleoplasm|nucleolus|cytoplasm|,positive regulation of phosphorylation|negative regulation of neuron death|,protein binding|,4,4,130000000,9.8%
O09126,1.09003E-06,-0.283666667,71.66045335,1.604666667,6.82267E-08,5.398751139,-1.8,-0.974,-0.484,0.706,0.488,0.362,O09126,Sema4d,O09126_Sema4d,O09126,Sema4d,1,3,3,3,O09126,MOUSE,96950.7,4.8,2299,2299.1,31.44,31.44,,861,Semaphorin-4D,extracellular space|integral component of plasma membrane|membrane|,negative regulation of transcription from RNA polymerase II promoter|positive regulation of protein phosphorylation|negative regulation of cell adhesion|regulation of cell shape|negative regulation of alkaline phosphatase activity|positive regulation of phosphatidylinositol 3-kinase signaling|positive regulation of cell migration|regulation of cell projection organization|positive regulation of GTPase activity|ossification involved in bone maturation|negative regulation of osteoblast differentiation|positive regulation of collateral sprouting|regulation of dendrite morphogenesis|positive regulation of peptidyl-tyrosine phosphorylation|negative regulation of peptidyl-tyrosine phosphorylation|positive regulation of axonogenesis|leukocyte aggregation|semaphorin-plexin signaling pathway|semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis|,receptor activity|transmembrane signaling receptor activity|receptor binding|semaphorin receptor binding|,3,3,1220000000,4.8%
Q810B9,0.072070989,-0.251166667,14.13924913,0.615,0.038554501,2.069110065,-1.033,-0.78,0.137,0.119,-0.035,0.085,Q810B9,Slitrk3,Q810B9_Slitrk3,Q810B9,Slitrk3,1,5,3,3,Q810B9,MOUSE,110602.5,3.3,2300,2300.1,31.33,31.33,,980,SLIT and NTRK-like protein 3,integral component of membrane|,axonogenesis|positive regulation of synapse assembly|,,3,5,88800000,3.3%
P70202,0.068823548,-0.072,14.58115942,0.627333333,0.034824433,2.110604413,-0.827,-0.339,0.009,0.301,-0.009,0.433,P70202,Lxn,P70202_Lxn,P70202,Lxn,1,3,2,2,P70202,MOUSE,25662.5,12.1,2301,2301.1,31.33,31.33,,222,Latexin,cytoplasm|extracellular exosome|,inflammatory response|negative regulation of endopeptidase activity|detection of temperature stimulus involved in sensory perception of pain|,metalloendopeptidase inhibitor activity|heparin binding|,2,3,136000000,12.1%
E9Q9Q6,0.11515394,-0.143,10.43837788,0.503333333,0.090398706,1.693417993,-0.817,-0.449,0.082,0.292,0.027,0.007,E9Q9Q6,Cdh18,E9Q9Q6_Cdh18,E9Q9Q6,Cdh18,1,4,3,3,E9Q9Q6|E9Q941,MOUSE,88507.3,6.3,2302,2302.1,31.28,31.28,,790,Cadherin 18,plasma membrane|integral component of membrane|,homophilic cell adhesion via plasma membrane adhesion molecules|,calcium ion binding|,3,4,70100000,6.3%
O35136,0.000107177,-0.165833333,50.74044228,1.324333333,8.43249E-06,4.45559582,-0.904,-1.224,-0.356,0.731,0.387,0.371,O35136,Ncam2,O35136_Ncam2,O35136,Ncam2,1,4,3,3,O35136|O35136-2,MOUSE,94000.9,4,2303,2303.1,31.24,31.24,,837,Neural cell adhesion molecule 2,plasma membrane|integral component of membrane|axon|anchored component of membrane|,cell adhesion|,,3,4,54300000,4.0%
Q80YQ8,0.251236457,-0.110666667,6.297535578,0.353333333,0.234555944,1.188757002,-0.596,-0.398,0.132,0.17,0.033,-0.005,Q80YQ8,Rmnd5a,Q80YQ8_Rmnd5a,Q80YQ8,Rmnd5a,1,6,3,3,Q80YQ8,MOUSE,44847.6,7.1,2304,2304.1,31.16,31.16,,391,Protein RMD5 homolog A,,,,3,6,113000000,7.1%
E9Q9D5-1,0.066849199,-0.201833333,14.83493611,0.634333333,0.032847808,2.134155259,-0.95,-0.592,-0.015,0.193,0.036,0.117,E9Q9D5,Rabl2,E9Q9D5-1_Rabl2,E9Q9D5-1,Rabl2,1,6,3,3,E9Q9D5-1|E9Q9D5|E9Q9D5-3|E9PZU3|E9Q0F8|E9Q8G6|E9Q473,MOUSE,32075.4,14,2305,2305.1,31.15,31.15,,223,Isoform 1 of Rab-like protein 2A,intracellular|intraciliary transport particle B|sperm midpiece|,intracellular protein transport|single fertilization|sperm motility|Rab protein signal transduction|cilium assembly|,GTPase activity|protein binding|GTP binding|,3,6,409000000,14.0%
Q91XU3,0.076794655,-0.178666667,13.5410188,0.598,0.044248456,2.011915152,-0.865,-0.705,0.137,-0.023,0.166,0.218,Q91XU3,Pip4k2c,Q91XU3_Pip4k2c,Q91XU3,Pip4k2c,1,4,4,4,Q91XU3,MOUSE,47506.2,8.3,2306,2306.1,31.15,31.15,,421,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,endoplasmic reticulum|membrane|extracellular exosome|,phosphatidylinositol phosphorylation|,ATP binding|1-phosphatidylinositol-4-phosphate 5-kinase activity|1-phosphatidylinositol-5-phosphate 4-kinase activity|identical protein binding|,4,4,140000000,8.3%
Q8K1S2,0.103600549,-0.176333333,11.12508098,0.525333333,0.077177712,1.767434939,-1.223,-0.429,0.335,0.074,0.026,0.159,Q8K1S2,Unc5d,Q8K1S2_Unc5d,Q8K1S2,Unc5d,1,4,4,4,Q8K1S2|C5IAW8|A6H5Z5|A0A1B0GSR6|B7ZMT2,MOUSE,108347.2,5.8,2307,2307.1,31.13,31.13,,956,Netrin receptor UNC5D,cell surface|integral component of membrane|,apoptotic process|signal transduction|axon guidance|pyramidal neuron differentiation|regulation of neuron migration|,protein binding|,4,4,113000000,5.8%
Q9Z0H3,0.042599585,-0.138166667,19.35544051,0.750333333,0.011599946,2.524426426,-0.823,-0.542,-0.175,0.282,0.224,0.205,Q9Z0H3,Smarcb1,Q9Z0H3_Smarcb1,Q9Z0H3,Smarcb1,1,5,3,3,Q9Z0H3|Q9Z0H3-2,MOUSE,44425.7,12.4,2308,2308.1,31.11,31.11,,385,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,nuclear chromatin|XY body|nucleus|nucleoplasm|nucleolus|SWI/SNF complex|protein complex|npBAF complex|nBAF complex|BAF-type complex|,"blastocyst development|blastocyst hatching|DNA repair|nucleosome disassembly|chromatin remodeling|transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|nervous system development|negative regulation of cell proliferation|cell differentiation|single stranded viral RNA replication via double stranded DNA intermediate|ATP-dependent chromatin remodeling|positive regulation by host of viral transcription|mitotic cell cycle phase transition|positive regulation of transcription from RNA polymerase II promoter|positive regulation of sequence-specific DNA binding transcription factor activity|",p53 binding|transcription coactivator activity|protein binding|Tat protein binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|,3,5,1690000000,12.4%
Q9WTP5,0.048386551,-0.072166667,18.26333821,0.723666667,0.014916474,2.434708916,-0.716,-0.623,0.037,0.671,-0.034,0.232,Q9WTP5,Cdh22,Q9WTP5_Cdh22,Q9WTP5,Cdh22,1,4,3,3,Q9WTP5|I6L9J1,MOUSE,88236.5,3.5,2309,2309.1,31.08,31.08,,813,Cadherin-22,plasma membrane|integral component of membrane|,homophilic cell adhesion via plasma membrane adhesion molecules|brain development|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|,calcium ion binding|,3,4,86800000,3.5%
Q9DD18,0.005223327,-0.027666667,32.06357497,1.017333333,0.000621788,3.422722991,-0.718,-0.759,-0.132,0.637,0.685,0.121,Q9DD18,Dtd1,Q9DD18_Dtd1,Q9DD18,Dtd1,1,3,2,2,Q9DD18|Q9DD18-2,MOUSE,23555.2,14.8,2310,2310.1,31.08,31.08,,209,D-aminoacyl-tRNA deacylase 1,nucleus|cytoplasm|,DNA replication|tRNA metabolic process|regulation of translational fidelity|D-amino acid catabolic process|,aminoacyl-tRNA editing activity|DNA binding|metal ion binding|D-tyrosyl-tRNA(Tyr) deacylase activity|,2,3,209000000,14.8%
Q8CHS8,0.24228092,-0.101833333,6.470162181,0.360333333,0.225415503,1.212307848,-0.842,-0.483,0.479,0.017,0.032,0.186,Q8CHS8,Vps37a,Q8CHS8_Vps37a,Q8CHS8,Vps37a,1,6,3,3,Q8CHS8|Q8CHS8-3|Q8CHS8-2,MOUSE,44588.9,8.5,2311,2311.1,31.06,31.06,,397,Vacuolar protein sorting-associated protein 37A,ESCRT I complex|nucleoplasm|cytoplasm|centrosome|late endosome membrane|intracellular membrane-bounded organelle|,protein transport|ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway|,,3,6,867000000,8.5%
O89051,9.38594E-06,-0.156,61.84844186,1.479333333,6.53365E-07,4.977078844,-1.131,-0.752,-0.804,0.858,0.351,0.542,O89051,Itm2b,O89051_Itm2b,O89051,Itm2b,1,3,2,2,O89051,MOUSE,30772.9,10.5,2312,2312.1,31,31,,266,Integral membrane protein 2B,extracellular space|Golgi apparatus|plasma membrane|endosome membrane|membrane|Golgi-associated vesicle membrane|integral component of organelle membrane|intracellular membrane-bounded organelle|extracellular exosome|,negative regulation of amyloid precursor protein biosynthetic process|,beta-amyloid binding|ATP binding|,2,3,890000000,10.5%
Q8BTG3,0.068349789,-0.183166667,14.64138766,0.629,0.034344819,2.116211757,-0.932,-0.607,0.046,0.293,0.049,0.052,Q8BTG3,Tcp11l1,Q8BTG3_Tcp11l1,Q8BTG3,Tcp11l1,1,3,3,3,Q8BTG3,MOUSE,56730.4,6.8,2313,2313.1,30.97,30.97,,509,T-complex protein 11-like protein 1,microtubule|,,,3,3,166000000,6.8%
Q9R1Q8,0.247004101,-0.027,6.379491656,0.356666667,0.230171122,1.199971691,0.246,-0.513,-0.349,-0.049,0.114,0.389,Q9R1Q8,Tagln3,Q9R1Q8_Tagln3,Q9R1Q8,Tagln3,1,4,3,3,Q9R1Q8,MOUSE,22641.4,19.5,2314,2314.1,30.97,30.97,,199,Transgelin-3,nucleus|myelin sheath|,negative regulation of transcription from RNA polymerase II promoter|,actin filament binding|,3,4,127000000,19.5%
