id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
Q8K1I3,0.01445483,-0.2575,18.77649458,1.524333333,0.013254109,3.156848367,-0.953,-0.286,-1.82,0.733,0.426,0.355,Q8K1I3,Spp2,Q8K1I3_Spp2,Q8K1I3,Spp2,1,7,3,3,Q8K1I3,MOUSE,23421,14.2,364,364.1,35.69,35.69,,203,Secreted phosphoprotein 24,extracellular exosome|,bone remodeling|,,3,7,547000000,14.2%
A0A075B5T7,0.000935293,-0.317166667,31.5260564,3.239666667,0.000703711,5.295896433,-3.04,-1.78,-0.991,0.992,2.048,0.868,A0A075B5T7,NotFound,A0A075B5T7_NotFound,A0A075B5T7,Ighv1-7,1,4,3,3,A0A075B5T7|A0A075B5T4,MOUSE,13273.8,29,365,365.1,35.23,35.23,,117,Immunoglobulin heavy variable V1-7 (Fragment),,,,3,4,2120000000,29.0%
G5E8D6,0.001469749,-0.379333333,29.33849385,2.667333333,0.00116453,4.892100748,-2.858,-1.034,-1.247,1.133,0.812,0.918,G5E8D6,Efemp2,G5E8D6_Efemp2,G5E8D6,Efemp2,1,7,3,3,G5E8D6|Q9WVJ9|E9Q3N9,MOUSE,53745,6.9,366,366.1,34.89,34.89,,462,EGF-containing fibulin-like extracellular matrix protein 2,proteinaceous extracellular matrix|extracellular exosome|extracellular vesicle|,,calcium ion binding|,3,7,429000000,6.9%
A2AVA0,0.000144785,-0.59,41.60178303,4.2225,6.91547E-05,8.253356716,-3.648,-2.599,,1,0.929,1.368,A2AVA0,Svep1,A2AVA0_Svep1,A2AVA0,Svep1,1,5,5,5,A2AVA0,MOUSE,402170.3,1.2,367,367.1,34.72,34.72,,3567,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",extracellular region|cytoplasm|membrane|,cell adhesion|,chromatin binding|calcium ion binding|,5,5,268000000,1.2%
A6H6E2,0.000174667,-0.656,40.20338007,3.569333333,9.5425E-05,7.107445537,-2.427,-1.61,-3.285,1.231,0.882,1.273,A6H6E2,Mmrn2,A6H6E2_Mmrn2,A6H6E2,Mmrn2,1,4,3,3,A6H6E2|A6H6E2-2,MOUSE,105832,4.2,368,368.1,34.61,34.61,,943,Multimerin-2,basement membrane|extracellular space|extracellular exosome|,negative regulation of vascular endothelial growth factor receptor signaling pathway|negative regulation of cell migration involved in sprouting angiogenesis|,,3,4,19400000,4.2%
A0A0B4J1I1,0.000181957,-0.6136,40.00046665,4.202333333,9.99893E-05,7.796009766,-3.772,-2.498,,0.866,1.299,1.037,A0A0B4J1I1,NotFound,A0A0B4J1I1_NotFound,A0A0B4J1I1,Igkv16-104,1,7,2,2,A0A0B4J1I1,MOUSE,13045.5,23.2,369,369.1,34.02,34.02,,116,Immunoglobulin kappa variable 16-104 (Fragment),,,,2,7,957000000,23.2%
O35452,0.001057138,-0.682333333,30.96664217,3.024666667,0.000800453,5.190857116,-2.253,-1.039,-3.292,0.847,0.9,0.743,O35452,NotFound,O35452_NotFound,O35452,Tnxb,1,6,4,4,O35452|E9Q2T3,MOUSE,442488.3,1.1,370,370.1,33.89,33.89,,4006,Tenascin X,extracellular region|proteinaceous extracellular matrix|extracellular space|intracellular|extracellular exosome|fibrillar collagen trimer|extracellular matrix|,lipid metabolic process|fatty acid metabolic process|triglyceride metabolic process|cell-matrix adhesion|single organismal cell-cell adhesion|extracellular matrix organization|collagen fibril organization|collagen metabolic process|extracellular fibril organization|regulation of JUN kinase activity|elastic fiber assembly|phospholipid metabolic process|positive regulation of cell adhesion|,collagen binding|heparin binding|,4,6,38300000,1.1%
O35622,0.000238326,-0.7112,38.47693959,4.3105,0.000142006,7.380275487,-4.102,-2.493,,1.172,0.983,0.884,O35622,Fgf15,O35622_Fgf15,O35622,Fgf15,1,5,4,4,O35622,MOUSE,25520.6,25.6,371,371.1,33.86,33.86,,218,Fibroblast growth factor 15,extracellular region|,neural crest cell migration|positive regulation of protein phosphorylation|heart development|positive regulation of cell proliferation|fibroblast growth factor receptor signaling pathway|negative regulation of gene expression|positive regulation of glucose import|positive regulation of JNK cascade|positive regulation of ERK1 and ERK2 cascade|negative regulation of bile acid biosynthetic process|,fibroblast growth factor receptor binding|growth factor activity|,4,5,166000000,25.6%
P54818,0.002654567,-0.6025,26.54910081,3.217666667,0.002213553,4.413262636,-3.288,-2.918,-0.428,1.078,1.075,0.866,P54818,Galc,P54818_Galc,P54818,Galc,1,4,4,4,P54818,MOUSE,77483.2,6.8,372,372.1,33.55,33.55,,684,Galactocerebrosidase,mitochondrion|lysosome|extracellular exosome|,carbohydrate metabolic process|galactosylceramide catabolic process|,galactosylceramidase activity|,4,4,432000000,6.8%
P09803,0.000149534,-0.435,41.31877171,3.714166667,7.38113E-05,8.170953098,-2.381,-2.946,,1.151,0.908,1.093,P09803,Cdh1,P09803_Cdh1,P09803,Cdh1,1,3,3,3,A0A0R4IZW5|P09803,MOUSE,98767.5,4,373,373.1,32.84,32.84,,884,Cadherin-1,cytoplasm|endosome|trans-Golgi network|plasma membrane|cell-cell junction|adherens junction|cell-cell adherens junction|focal adhesion|cytoplasmic side of plasma membrane|cell surface|actin cytoskeleton|integral component of membrane|aggresome|basolateral plasma membrane|lateral plasma membrane|catenin complex|flotillin complex|lamellipodium|cell junction|axon|node of Ranvier|lateral loop|Schmidt-Lanterman incisure|apical junction complex|axon terminus|apical part of cell|perinuclear region of cytoplasm|extracellular exosome|cell periphery|catenin complex|cortical actin cytoskeleton|,"in utero embryonic development|trophectodermal cell differentiation|epithelial cell morphogenesis|homophilic cell adhesion via plasma membrane adhesion molecules|embryo implantation|sensory perception of sound|single organismal cell-cell adhesion|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|protein metabolic process|negative regulation of cell-cell adhesion|regulation of protein localization|regulation of water loss via skin|adherens junction organization|uterine epithelium development|positive regulation of transcription factor import into nucleus|regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of transcription, DNA-templated|decidualization|negative regulation of epithelial cell proliferation|protein homooligomerization|intestinal epithelial cell development|salivary gland cavitation|regulation of branching involved in salivary gland morphogenesis|bicellular tight junction assembly|cellular response to amino acid stimulus|cellular response to lithium ion|cellular response to indole-3-methanol|protein localization to plasma membrane|establishment of protein localization to plasma membrane|negative regulation of canonical Wnt signaling pathway|cochlea development|regulation of protein localization to cell surface|regulation of neuron migration|",glycoprotein binding|calcium ion binding|protein binding|beta-catenin binding|protein phosphatase binding|protein domain specific binding|ankyrin binding|GTPase activating protein binding|gamma-catenin binding|cell adhesion molecule binding|,3,3,58000000,4.0%
D3YTY6,0.008153447,-0.558666667,21.37821287,3.279333333,0.007280793,3.688448946,-3.724,-2.814,-0.057,1.276,0.899,1.068,D3YTY6,NotFound,D3YTY6_NotFound,D3YTY6,Gm6096,1,15,3,1,D3YTY6,MOUSE,17281.2,13.9,374,374.1,32.83,10.56,,151,Predicted gene 6096,ribosome|,translation|,structural constituent of ribosome|,3,15,2590000000,13.9%
P62751,0.108391961,-0.359333333,9.798218855,1.180666667,0.104755809,1.826488141,-1.744,-1.476,0.371,-0.477,0.812,0.358,P62751,Rpl23a,P62751_Rpl23a,P62751,Rpl23a,1,1,3,1,A0A140T8M7|P62751,MOUSE,17694.7,13.4,374,374.2,26.46,4.19,,156,60S ribosomal protein L23a,nucleus|nucleolus|cytosolic large ribosomal subunit|extracellular exosome|TORC2 complex|,translation|cell proliferation|,nucleotide binding|structural constituent of ribosome|protein binding|rRNA binding|poly(A) RNA binding|,1,1,5390000,7.6%
P02662,0.001059381,-0.550166667,30.94828715,2.540333333,0.000803843,5.187431863,-2.445,-2.107,-0.909,0.809,0.798,0.553,P02662,NotFound,P02662_NotFound,P02662,CSN1S1,1,5,2,2,P02662,BOVIN,24585.5,12.6,375,375.1,32.77,32.77,,214,"Alpha-S1-casein, Michrom mix 6",,,,2,5,291000000,12.6%
P62983,0.110439882,-0.552666667,9.709757739,1.665333333,0.106911452,1.839358483,-2.113,0.788,-2.831,0.745,-0.039,0.134,P62983,Rps27a,P62983_Rps27a,P62983,Rps27a,1,6,4,4,P62983,MOUSE,18292.9,23,376,376.1,32.33,32.33,,156,Ubiquitin-40S ribosomal protein S27a,nucleoplasm|nucleolus|cytoplasm|cytosol|small ribosomal subunit|membrane|cytosolic small ribosomal subunit|myelin sheath|extracellular exosome|,translation|circadian rhythm|,structural constituent of ribosome|poly(A) RNA binding|metal ion binding|,4,6,131000000,23.0%
Q9DC11,0.001204201,-0.713666667,30.30133461,3.689333333,0.000932968,5.082149611,-4.058,-2.635,-0.982,1.289,1.186,0.918,Q9DC11,Plxdc2,Q9DC11_Plxdc2,Q9DC11,Plxdc2,1,6,3,3,Q9DC11|B1AY85,MOUSE,60185.7,4.7,377,377.1,32.1,32.1,,530,Plexin domain-containing protein 2,plasma membrane|integral component of membrane|extracellular exosome|,,,3,6,151000000,4.7%
Q05144,8.20605E-05,-0.7258,46.06285822,4.330333333,2.47579E-05,9.648372186,-3.587,-3.061,,1.058,1.032,0.929,Q05144,Rac2,Q05144_Rac2,Q05144,Rac2,1,3,3,3,Q05144|Q3TLP8|P63001|P60764,MOUSE,21839.8,16.1,378,378.1,31.98,31.98,,192,Ras-related C3 botulinum toxin substrate 2,nuclear envelope|cytoplasm|cytosol|focal adhesion|membrane|lamellipodium|extracellular exosome|actin filament|,chemotaxis|actin filament organization|G-protein coupled receptor signaling pathway|small GTPase mediated signal transduction|positive regulation of cell proliferation|positive regulation of lamellipodium assembly|regulation of cell-substrate adhesion|cell projection assembly|actin cytoskeleton organization|regulation of T cell proliferation|regulation of mast cell degranulation|bone resorption|regulation of protein kinase activity|regulation of respiratory burst|regulation of mast cell chemotaxis|lymphocyte aggregation|positive regulation of neutrophil chemotaxis|regulation of neutrophil migration|positive regulation of protein targeting to mitochondrion|,GTPase activity|GTP binding|protein kinase regulator activity|,3,3,2210000000,16.1%
P70194,0.000170208,-0.4684,40.3925628,3.661,9.13574E-05,7.906017823,-3.011,-2.319,,0.983,1.099,0.906,P70194,Clec4f,P70194_Clec4f,P70194,Clec4f,1,4,3,3,P70194|A0A0R4IZZ5,MOUSE,61667,6,379,379.1,31.81,31.81,,548,C-type lectin domain family 4 member F,plasma membrane|integral component of membrane|,endocytosis|NK T cell activation|,galactose binding|glycolipid binding|,3,4,670000000,6.0%
P97333,0.009510533,-0.285666667,20.68633177,2.416666667,0.00853821,3.449838227,-2.786,-1.785,0.089,1.217,0.741,0.81,P97333,Nrp1,P97333_Nrp1,P97333,Nrp1,1,6,4,4,P97333,MOUSE,104253.4,4.9,380,380.1,31.35,31.35,,923,Neuropilin-1,extracellular space|early endosome|cytosol|neurofilament|plasma membrane|focal adhesion|integral component of membrane|axon|sorting endosome|,angiogenesis|patterning of blood vessels|neuron migration|sprouting angiogenesis|cell migration involved in sprouting angiogenesis|axon guidance|axonal fasciculation|heart development|motor neuron axon guidance|dendrite development|cell migration|facial nerve structural organization|trigeminal nerve morphogenesis|trigeminal nerve structural organization|vestibulocochlear nerve structural organization|nerve development|branchiomotor neuron axon guidance|gonadotrophin-releasing hormone neuronal migration to the hypothalamus|negative regulation of axon extension|retinal ganglion cell axon guidance|cellular response to hepatocyte growth factor stimulus|endothelial cell chemotaxis|cellular response to vascular endothelial growth factor stimulus|ventral trunk neural crest cell migration|VEGF-activated neuropilin signaling pathway|otic placode formation|negative regulation of neuron apoptotic process|platelet-derived growth factor receptor signaling pathway|vascular endothelial growth factor receptor signaling pathway|hepatocyte growth factor receptor signaling pathway|sympathetic nervous system development|neuron development|regulation of axon extension involved in axon guidance|positive regulation of axon extension involved in axon guidance|negative regulation of axon extension involved in axon guidance|artery morphogenesis|axon extension involved in axon guidance|positive regulation of peptidyl-tyrosine phosphorylation|positive chemotaxis|axonogenesis involved in innervation|dichotomous subdivision of terminal units involved in salivary gland branching|angiogenesis involved in coronary vascular morphogenesis|cell migration involved in coronary vasculogenesis|coronary artery morphogenesis|retina vasculature morphogenesis in camera-type eye|renal artery morphogenesis|sympathetic ganglion development|trigeminal ganglion development|ganglion morphogenesis|positive regulation of ERK1 and ERK2 cascade|semaphorin-plexin signaling pathway|commissural neuron axon guidance|regulation of retinal ganglion cell axon guidance|sensory neuron axon guidance|sympathetic neuron projection extension|sympathetic neuron projection guidance|neural crest cell migration involved in autonomic nervous system development|toxin transport|semaphorin-plexin signaling pathway involved in neuron projection guidance|semaphorin-plexin signaling pathway involved in axon guidance|positive regulation of retinal ganglion cell axon guidance|VEGF-activated neuropilin signaling pathway involved in axon guidance|protein localization to early endosome|facioacoustic ganglion development|negative regulation of extrinsic apoptotic signaling pathway|,vascular endothelial growth factor-activated receptor activity|protein binding|heparin binding|semaphorin receptor activity|growth factor binding|vascular endothelial growth factor binding|metal ion binding|,4,6,56100000,4.9%
Q05D44,0.07388306,-0.042166667,11.52055126,0.911666667,0.070460363,2.082172847,-0.339,-1.053,-0.102,0.756,0.025,0.46,Q05D44,Eif5b,Q05D44_Eif5b,Q05D44,Eif5b,1,4,3,3,Q05D44,MOUSE,138069.9,3.6,381,381.1,31.12,31.12,,1216,Eukaryotic translation initiation factor 5B,cytoplasm|,translational initiation|regulation of translational initiation|,translation initiation factor activity|GTPase activity|GTP binding|poly(A) RNA binding|,3,4,51300000000,3.6%
A0A075B5N6,0.000519929,-0.4362,34.39156341,4.143,0.000363784,6.350822629,-3.869,-1.975,,0.858,1.583,1.222,A0A075B5N6,NotFound,A0A075B5N6_NotFound,A0A075B5N6,Igkv8-16,1,4,2,2,A0A075B5N6|A0A0G2JGT0,MOUSE,13623.3,15.8,382,382.1,30.48,30.48,,120,Immunoglobulin kappa variable 8-16,,,,2,4,1640000000,15.8%
Q9QUK9,0.010342527,-0.123833333,20.27599354,1.276333333,0.009384273,3.386299453,-0.467,-1,-0.819,0.574,0.433,0.536,Q9QUK9,Try5,Q9QUK9_Try5,Q9QUK9,Try5,1,4,3,3,Q9QUK9|Q9R0T7|Q9Z1R9|Q792Y9|Q792Z0|Q792Y8,MOUSE,26961,15.4,383,383.1,29.6,29.6,,246,MCG15083,extracellular space|extracellular exosome|,proteolysis|digestion|,serine-type endopeptidase activity|calcium ion binding|serine-type peptidase activity|,3,4,209000000,15.4%
Q02566,0.001223134,-0.077833333,30.20680486,3.094333333,0.000953497,5.050167911,-1.262,-1.081,-2.532,1.346,0.604,2.458,Q02566,Myh6,Q02566_Myh6,Q02566,Myh6,1,3,3,3,Q02566|Q91Z83,MOUSE,224360.2,1.7,384,384.1,29.49,29.49,,1938,Myosin-6,stress fiber|nucleoplasm|cytoplasm|mitochondrion|muscle myosin complex|focal adhesion|myosin complex|myofibril|Z disc|myosin filament|,in utero embryonic development|regulation of the force of heart contraction|regulation of heart rate|muscle contraction|striated muscle contraction|adult heart development|visceral muscle development|regulation of heart contraction|regulation of blood pressure|response to heat|actin filament-based movement|muscle filament sliding|myofibril assembly|BMP signaling pathway|regulation of ATPase activity|sarcomere organization|ATP metabolic process|cardiac muscle fiber development|atrial cardiac muscle tissue morphogenesis|ventricular cardiac muscle tissue morphogenesis|cardiac muscle contraction|canonical Wnt signaling pathway|regulation of heart growth|,microfilament motor activity|actin binding|protein binding|calmodulin binding|ATP binding|ATPase activity|protein kinase binding|actin-dependent ATPase activity|calcium-dependent ATPase activity|protein homodimerization activity|protein heterodimerization activity|,3,3,340000000,1.7%
P10404,7.35494E-05,-0.6864,47.458079,4.419333333,1.79553E-05,10.12458345,-3.307,-3.369,,0.927,1.251,1.066,P10404,NotFound,P10404_NotFound,P10404,,1,3,2,2,P10404,MOUSE,70752.6,4,385,385.1,29.33,29.33,,641,MLV-related proviral Env polyprotein,plasma membrane|integral component of membrane|viral capsid|viral envelope|virion membrane|,viral life cycle|,metal ion binding|,2,3,55000000,4.0%
Q61495,0.429116743,-0.289333333,3.709072734,0.902666667,0.425689293,0.843811993,-0.891,1.697,-3.028,0.224,0.222,0.04,Q61495,Dsg1a,Q61495_Dsg1a,Q61495,Dsg1a,1,6,4,4,Q61495|Q7TSF1|Q7TSF0,MOUSE,115622,3.9,386,386.1,29.18,29.18,,1057,Desmoglein-1-alpha,plasma membrane|cytoplasmic side of plasma membrane|integral component of membrane|desmosome|extracellular exosome|cell-cell junction|,homophilic cell adhesion via plasma membrane adhesion molecules|,calcium ion binding|protein binding|gamma-catenin binding|,4,6,61600000,3.9%
A0A075B5W6,0.000201396,-0.201,39.44748003,4.445833333,0.000113567,7.642984161,-3.04,-2.697,,1.048,2.488,1.196,A0A075B5W6,NotFound,A0A075B5W6_NotFound,A0A075B5W6,Ighv1-55,1,2,2,2,A0A075B5W6,MOUSE,12858.3,26.4,387,387.1,29.04,29.04,,117,Immunoglobulin heavy variable 1-55 (Fragment),,,,2,2,560000000,26.4%
Q9DAU1,0.000115964,-0.4748,43.22316295,4.007833333,4.76084E-05,8.738992443,-3.12,-2.639,,1.168,1.338,0.879,Q9DAU1,Cnpy3,Q9DAU1_Cnpy3,Q9DAU1,Cnpy3,1,5,3,3,Q9DAU1|Q9DAU1-2,MOUSE,30936.7,10.1,388,388.1,28.74,28.74,,276,Protein canopy homolog 3,endoplasmic reticulum|,innate immune response|,receptor binding|,3,5,187000000,10.1%
P97350,0.743429825,0.4592,1.301497634,-0.337166667,0.74105465,-0.345463017,-0.893,2.216,,1.062,-0.406,0.317,P97350,Pkp1,P97350_Pkp1,P97350,Pkp1,1,5,3,3,P97350|A0A087WS37,MOUSE,82321.1,5,389,389.1,28.55,28.55,,728,Plakophilin-1,nucleus|nucleoplasm|plasma membrane|desmosome|intracellular membrane-bounded organelle|extracellular exosome|,single organismal cell-cell adhesion|intermediate filament bundle assembly|,protein binding|lamin binding|,3,5,90400000,5.0%
E9Q401,7.14977E-05,-1.043833333,49.44746773,4.133666667,1.13567E-05,9.510837991,-3.767,-2.78,-2.785,0.897,0.918,1.254,E9Q401,Ryr2,E9Q401_Ryr2,E9Q401,Ryr2,1,9,4,4,E9Q401|F6U7V1|Q80ZZ5,MOUSE,570001.1,0.9,390,390.1,28.37,28.37,,4966,Ryanodine receptor 2,smooth endoplasmic reticulum|membrane|integral component of membrane|sarcoplasmic reticulum|sarcomere|Z disc|sarcoplasmic reticulum membrane|calcium channel complex|protein complex|extracellular exosome|,response to hypoxia|regulation of heart rate|embryonic heart tube morphogenesis|left ventricular cardiac muscle tissue morphogenesis|cardiac muscle hypertrophy|detection of calcium ion|calcium ion transport|cellular calcium ion homeostasis|positive regulation of heart rate|regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion|regulation of cardiac muscle contraction by calcium ion signaling|release of sequestered calcium ion into cytosol by sarcoplasmic reticulum|response to muscle activity|calcium-mediated signaling|BMP signaling pathway|response to caffeine|calcium-mediated signaling using intracellular calcium source|response to muscle stretch|release of sequestered calcium ion into cytosol|positive regulation of sequestering of calcium ion|response to redox state|regulation of cardiac muscle contraction|cardiac muscle contraction|canonical Wnt signaling pathway|cytosolic calcium ion transport|calcium ion transport into cytosol|calcium ion transmembrane transport|cellular response to caffeine|cellular response to epinephrine stimulus|establishment of protein localization to endoplasmic reticulum|ventricular cardiac muscle cell action potential|Purkinje myocyte to ventricular cardiac muscle cell signaling|type B pancreatic cell apoptotic process|positive regulation of the force of heart contraction|regulation of AV node cell action potential|regulation of SA node cell action potential|regulation of atrial cardiac muscle cell action potential|regulation of ventricular cardiac muscle cell action potential|positive regulation of calcium-transporting ATPase activity|,intracellular ligand-gated calcium channel activity|ryanodine-sensitive calcium-release channel activity|calcium channel activity|calcium ion binding|protein binding|calmodulin binding|calcium-release channel activity|enzyme binding|protein kinase binding|protein kinase A catalytic subunit binding|protein kinase A regulatory subunit binding|identical protein binding|protein self-association|suramin binding|calcium-induced calcium release activity|organic cyclic compound binding|,4,9,7890000000,0.9%
A6H584,0.001241429,-0.4605,30.13343543,2.507,0.000969743,5.036701498,-2.158,-0.758,-2.226,0.992,0.628,0.759,A6H584,Col6a5,A6H584_Col6a5,A6H584,Col6a5,1,4,4,4,A0A140T8W1|A6H584|A0A140T8T7|E9Q6A6|Q8C6K9|Q8C6K9-2,MOUSE,291566.4,1.8,391,391.1,28.29,28.29,,2640,Collagen alpha-5(VI) chain,extracellular region|proteinaceous extracellular matrix|collagen trimer|,cell adhesion|,,4,4,38500000,1.8%
P10854,0.007941812,-0.115333333,21.50799559,2.137333333,0.007066436,3.578135827,-1.467,-0.386,-1.699,2.038,0.314,0.508,P10854,Hist1h2bm,P10854_Hist1h2bm,P10854,Hist1h2bm,1,10,3,3,P10854|Q64478|Q64525|Q6ZWY9|Q8CGP2-2|Q8CBB6|P70696|Q8CGP2|Q64475|P10853|Q8CGP1|Q9D2U9|Q64524|Q8CGP0,MOUSE,13935.9,18.2,392,392.1,28.26,28.26,,126,Histone H2B type 1-M,nuclear nucleosome|nucleus|nucleoplasm|extracellular exosome|,nucleosome assembly|,DNA binding|protein heterodimerization activity|,3,10,5910000000,18.2%
Q8VCN3,0.000110697,-0.4448,43.57985725,4.180333333,4.38545E-05,8.849009526,-3.238,-2.668,,1.457,0.899,1.326,Q8VCN3,Ugt2b37,Q8VCN3_Ugt2b37,Q8VCN3,Ugt2b37,1,4,3,3,Q8VCN3|Q91WH2|Q8K169|P17717|Q8BJL9|Q8R084|Q3UEP4|K9J7B2|Q64435|E9PXN7|P70691|D3Z748|Q63886|B2RT14|Q62452|Q6ZQM8|D3YZE6,MOUSE,61328.4,6.6,393,393.1,27.46,27.46,,530,UDP-glucuronosyltransferase,mitochondrial inner membrane|endoplasmic reticulum|intracellular membrane-bounded organelle|,flavonoid biosynthetic process|cellular response to hormone stimulus|flavonoid glucuronidation|,glucuronosyltransferase activity|,3,4,104000000,6.6%
P09581,7.14977E-05,-0.862833333,50.18890255,3.865,9.57436E-06,9.72954714,-3.216,-2.711,-2.459,1.148,1.176,0.885,P09581,Csf1r,P09581_Csf1r,P09581,Csf1r,1,3,3,3,P09581,MOUSE,110375.4,2.9,394,394.1,27.36,27.36,,977,Macrophage colony-stimulating factor 1 receptor,intracellular|plasma membrane|cell surface|integral component of membrane|CSF1-CSF1R complex|,positive regulation of protein phosphorylation|inflammatory response|transmembrane receptor protein tyrosine kinase signaling pathway|axon guidance|skeletal muscle tissue development|cell proliferation|positive regulation of cell proliferation|negative regulation of cell proliferation|regulation of cell shape|peptidyl-tyrosine phosphorylation|cytokine-mediated signaling pathway|olfactory bulb development|forebrain neuron differentiation|hemopoiesis|osteoclast differentiation|positive regulation of cell migration|ruffle organization|cellular response to macrophage colony-stimulating factor stimulus|macrophage colony-stimulating factor signaling pathway|positive regulation of tyrosine phosphorylation of Stat3 protein|negative regulation of apoptotic process|innate immune response|regulation of bone resorption|cell-cell junction maintenance|positive regulation of osteoclast differentiation|phosphatidylinositol metabolic process|protein autophosphorylation|phosphatidylinositol-mediated signaling|positive regulation of protein tyrosine kinase activity|positive regulation of ERK1 and ERK2 cascade|cellular response to cytokine stimulus|positive regulation of protein serine/threonine kinase activity|positive regulation of chemokine secretion|positive regulation of cell motility|regulation of actin cytoskeleton reorganization|,macrophage colony-stimulating factor receptor activity|protein binding|ATP binding|protein phosphatase binding|cytokine binding|protein homodimerization activity|,3,3,28700000,2.9%
H7BWY6,0.000173762,-0.2518,40.257291,3.823666667,9.42477E-05,7.867922922,-2.815,-2.277,,1.685,1.232,0.916,H7BWY6,Rbp4,H7BWY6_Rbp4,H7BWY6,Rbp4,1,3,3,3,H7BWY6|Q00724,MOUSE,28746.7,8.5,395,395.1,27.33,27.33,,245,Retinol-binding protein 4,extracellular space|protein complex|extracellular exosome|,maintenance of gastrointestinal epithelium|positive regulation of insulin secretion|response to retinoic acid|retinol transport|retinol metabolic process|glucose homeostasis|response to ethanol|,retinol binding|retinol transporter activity|protein heterodimerization activity|,3,3,188000000,8.5%
Q61268,7.5892E-05,-0.514,46.60744926,4.743333333,2.18401E-05,9.831851935,-3.635,-3.085,,1.575,1.61,0.965,Q61268,Apoc4,Q61268_Apoc4,Q61268,Apoc4,1,6,2,2,Q61268,MOUSE,14459.4,16.1,396,396.1,27.2,27.2,,124,Apolipoprotein C-IV,very-low-density lipoprotein particle|high-density lipoprotein particle|,lipid transport|positive regulation of sequestering of triglyceride|triglyceride homeostasis|,,2,6,517000000,16.1%
P35822,7.44492E-05,-0.7816,47.26057334,4.532333333,1.87907E-05,10.05593773,-3.746,-3.256,,0.976,1.196,0.922,P35822,Ptprk,P35822_Ptprk,P35822,Ptprk,1,5,4,4,A0A1W2P7Y1|P35822|B2RRF0,MOUSE,166179.6,2.1,397,397.1,26.54,26.54,,1457,Receptor-type tyrosine-protein phosphatase kappa,photoreceptor outer segment|cell-cell junction|cell surface|integral component of membrane|axon|dendrite|leading edge membrane|neuronal cell body|,"protein dephosphorylation|cell adhesion|signal transduction|transforming growth factor beta receptor signaling pathway|negative regulation of cell proliferation|negative regulation of keratinocyte proliferation|cell migration|negative regulation of cell migration|protein localization to cell surface|cellular response to reactive oxygen species|cellular response to UV|peptidyl-tyrosine dephosphorylation|negative regulation of cell cycle|negative regulation of transcription, DNA-templated|focal adhesion assembly|",protein tyrosine phosphatase activity|beta-catenin binding|protein kinase binding|gamma-catenin binding|,4,5,141000000,2.1%
E9QNX4,0.000150576,-0.6708,41.21834251,4.3045,7.5538E-05,8.141876245,-3.886,-2.621,,1.108,1.084,0.961,E9QNX4,Alpk1,E9QNX4_Alpk1,E9QNX4,Alpk1,1,10,3,3,E9QNX4|Q9CXB8,MOUSE,137413.2,2.1,398,398.1,26.5,26.5,,1231,Alpha-protein kinase 1,,positive regulation of defense response to virus by host|protein phosphorylation|activation of mitophagy in response to mitochondrial depolarization|,protein serine/threonine kinase activity|ATP binding|,3,10,615000000,2.1%
A0A1Y7VJX7,0.00074737,-0.383333333,32.62173337,3.222666667,0.000546798,5.505342637,-1.178,-1.671,-3.135,1.562,0.64,1.482,A0A1Y7VJX7,NotFound,A0A1Y7VJX7_NotFound,A0A1Y7VJX7,Ighe,1,3,3,3,A0A1Y7VJX7|P06336,MOUSE,55752.3,11.3,399,399.1,26.32,26.32,,486,Immunoglobulin heavy constant epsilon (Fragment),,,,3,3,249000000,11.3%
