"Amanda_newDatabase, 126:127, NoBirA_6:BirA/Cre_3","Amanda_newDatabase, 126:128, NoBirA_6:NoBirA_4","Amanda_newDatabase, 126:129, NoBirA_6:NoBirA_5","Amanda_newDatabase, 126:130, NoBirA_6:BirA/Cre_2","Amanda_newDatabase, 126:131, NoBirA_6:BirA/Cre_1","Amanda_newDatabase, 127:126, BirA/Cre_3:NoBirA_6","Amanda_newDatabase, 127:128, BirA/Cre_3:NoBirA_4","Amanda_newDatabase, 127:129, BirA/Cre_3:NoBirA_5","Amanda_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2","Amanda_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1","Amanda_newDatabase, 128:126, NoBirA_4:NoBirA_6","Amanda_newDatabase, 128:127, NoBirA_4:BirA/Cre_3","Amanda_newDatabase, 128:129, NoBirA_4:NoBirA_5","Amanda_newDatabase, 128:130, NoBirA_4:BirA/Cre_2","Amanda_newDatabase, 128:131, NoBirA_4:BirA/Cre_1","Amanda_newDatabase, 129:126, NoBirA_5:NoBirA_6","Amanda_newDatabase, 129:127, NoBirA_5:BirA/Cre_3","Amanda_newDatabase, 129:128, NoBirA_5:NoBirA_4","Amanda_newDatabase, 129:130, NoBirA_5:BirA/Cre_2","Amanda_newDatabase, 129:131, NoBirA_5:BirA/Cre_1","Amanda_newDatabase, 130:126, BirA/Cre_2:NoBirA_6","Amanda_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3","Amanda_newDatabase, 130:128, BirA/Cre_2:NoBirA_4","Amanda_newDatabase, 130:129, BirA/Cre_2:NoBirA_5","Amanda_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1","Amanda_newDatabase, 131:126, BirA/Cre_1:NoBirA_6","Amanda_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3","Amanda_newDatabase, 131:128, BirA/Cre_1:NoBirA_4","Amanda_newDatabase, 131:129, BirA/Cre_1:NoBirA_5","Amanda_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2",id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase unique_peptides,Amanda_newDatabase numSpectra,Amanda_newDatabase totalIntensity,Amanda_newDatabase pct_cov
-5.758,,0.375,-3.58,-3.976,5.758,,6.132,2.178,1.782,,,,,,-0.375,-6.132,,-3.955,-4.351,3.58,-2.178,,3.955,-0.396,3.976,-1.782,,4.351,0.396,Q0KL02-4,Q0KL02-4,Trio,1,4,2,2,Q0KL02-4|Q0KL02|Q0KL02-3|Q0KL02-2|G5E825|Q9CWR0|A0A0R4J211|Q9CWR0-2|A0A1Y7VNM7|A0A1W2P6R9,MOUSE,351137,0.7,508,508.1,14.05,14.05,,3102,Isoform 4 of Triple functional domain protein,cytoplasm|,protein phosphorylation|regulation of Rho protein signal transduction|positive regulation of GTPase activity|,protein serine/threonine kinase activity|Rho guanyl-nucleotide exchange factor activity|ATP binding|enzyme binding|,2,4,5.76E+10,0.70%
-6.84,,,-7.111,-7.178,6.84,,,-0.035,0.344,,,,,,,,,,,7.111,0.035,,,0.378,7.178,-0.344,,,-0.378,F8VQL9,F8VQL9,Ncor2,1,2,2,2,F8VQL9|E9Q701|Q9WU42|E9PY55|E9Q9V3|Q9WU42-2,MOUSE,274089,1.1,509,509.1,14,14,,2507,Nuclear receptor corepressor 2,histone deacetylase complex|nucleus|nucleoplasm|membrane|nuclear matrix|nuclear body|transcriptional repressor complex|,"negative regulation of transcription from RNA polymerase II promoter|in utero embryonic development|heart morphogenesis|telencephalon development|cell proliferation in forebrain|forebrain development|glucose homeostasis|negative regulation of fat cell differentiation|negative regulation of transcription, DNA-templated|white fat cell differentiation|Type I pneumocyte differentiation|regulation of cellular ketone metabolic process by negative regulation of transcription from RNA polymerase II promoter|positive regulation of protein deacetylation|",DNA binding|chromatin binding|transcription corepressor activity|Notch binding|protein binding|histone deacetylase binding|sequence-specific DNA binding|protein N-terminus binding|,2,2,1.17E+10,1.10%
-6.72,,,-6.429,-6.559,6.72,,,0.313,0.442,,,,,,,,,,,6.429,-0.313,,,0.129,6.559,-0.442,,,-0.129,A0A1Y7VLS3,A0A1Y7VLS3,Togaram1,1,2,2,2,A0A1Y7VLS3|Q6A070|Q6A070-2,MOUSE,201882.1,0.9,510,510.1,13.98,13.98,,1826,TOG array regulator of axonemal microtubules protein 1,,,,2,2,9.57E+08,0.90%
-4.692,,3.9,-4.428,-4.103,4.692,,8.592,0.264,0.589,,,,,,-3.9,-8.592,,-8.328,-8.003,4.428,-0.264,,8.328,0.324,4.103,-0.589,,8.003,-0.324,A4Q9F4,A4Q9F4,Ttll11,1,3,2,2,A4Q9F4|A4Q9F4-2|A4Q9F4-3,MOUSE,83044.2,3.9,511,511.1,13.97,13.97,,727,Tubulin polyglutamylase TTLL11,cytoplasm|cytoskeleton|cilium|,protein polyglutamylation|microtubule severing|,ligase activity|,2,3,1.35E+08,3.90%
-4.037,0.168,0.19,-3.901,-4.139,4.037,4.205,4.227,-0.02,-0.419,-0.168,-4.205,0.022,-4.225,-4.687,-0.19,-4.227,-0.022,-4.247,-4.389,3.901,0.02,4.225,4.247,-0.356,4.139,0.419,4.687,4.389,0.356,Q7TQ48,Q7TQ48,Srl,1,3,2,2,Q7TQ48,MOUSE,99581.6,1.9,512,512.1,13.92,13.92,,910,Sarcalumenin,sarcoplasmic reticulum lumen|,,GTP binding|,2,3,15700000,1.90%
-4.98,-1.935,0.848,-3.996,-3.948,4.98,1.588,7.226,0.99,1.14,1.935,-1.588,1.333,-0.833,-1.391,-0.848,-7.226,-1.333,-6.294,-6.223,3.996,-0.99,0.833,6.294,0.144,3.948,-1.14,1.391,6.223,-0.144,A2AQB2,A2AQB2,Neb,1,6,2,2,A2AQB2,MOUSE,354700.3,0.4,513,513.1,13.88,13.88,,3044,Nebulin,striated muscle thin filament|Z disc|protein complex|contractile fiber|extracellular exosome|,regulation of actin filament length|sarcomere organization|,actin binding|protein binding|,2,6,1.00E+10,0.40%
-2.997,-1.723,-0.02,-2.046,-2.885,2.997,1.275,2.977,0.951,0.113,1.723,-1.275,1.702,-0.324,-1.162,0.02,-2.977,-1.702,-2.026,-2.864,2.046,-0.951,0.324,2.026,-0.838,2.885,-0.113,1.162,2.864,0.838,P10639,P10639,Txn,1,2,2,2,P10639,MOUSE,12017.6,19,514,514.1,13.85,13.85,,105,Thioredoxin,nucleus|cytoplasm|mitochondrion|cytosol|extracellular exosome|,"sulfate assimilation|negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|protein folding|glycerol ether metabolic process|response to radiation|positive regulation of peptidyl-serine phosphorylation|regulation of protein import into nucleus, translocation|cellular response to oxidative stress|positive regulation of DNA binding|cell redox homeostasis|negative regulation of protein export from nucleus|oxidation-reduction process|negative regulation of hydrogen peroxide-induced cell death|","protein binding|protein disulfide oxidoreductase activity|peptide disulfide oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|poly(A) RNA binding|",2,2,12300000,19.00%
,,,,,,,,0.369,0.34,,,,,,,,,,,,-0.369,,,-0.029,,-0.34,,,0.029,P29416,P29416,Hexa,1,1,1,1,P29416,MOUSE,61182.5,2,515,515.1,13.83,13.83,,528,Beta-hexosaminidase subunit alpha,lysosome|membrane|extracellular exosome|,skeletal system development|carbohydrate metabolic process|ganglioside catabolic process|lysosome organization|sensory perception of sound|locomotory behavior|adult walking behavior|lipid storage|sexual reproduction|glycosaminoglycan metabolic process|myelination|cell morphogenesis involved in neuron differentiation|neuromuscular process controlling posture|neuromuscular process controlling balance|SMAD protein signal transduction|,beta-N-acetylhexosaminidase activity|protein heterodimerization activity|,1,1,5130000,2.00%
-4.395,-0.505,-0.596,-3.404,-3.506,4.395,3.535,3.1,0.984,0.768,0.505,-3.535,-0.171,-2.501,-2.767,0.596,-3.1,0.171,-2.065,-2.331,3.404,-0.984,2.501,2.065,-0.266,3.506,-0.768,2.767,2.331,0.266,Q8R116,Q8R116,Notum,1,3,1,1,Q8R116|Q8R116-2,MOUSE,57496.3,1.3,516,516.1,13.83,13.83,,503,Palmitoleoyl-protein carboxylesterase NOTUM,extracellular region|,Wnt signaling pathway|negative regulation of Wnt signaling pathway|protein depalmitoleylation|GPI anchor release|,palmitoleyl hydrolase activity|,1,3,11300000,1.30%
-1.688,0.29,,-2.808,-2.312,1.688,1.978,,-1.12,-0.624,-0.29,-1.978,,-3.098,-2.602,,,,,,2.808,1.12,3.098,,0.496,2.312,0.624,2.602,,-0.496,Q6JHY2,Q6JHY2,Muc19,1,1,1,1,Q6JHY2|Q6JHY2-2|Q6JHY2-5|Q6JHY2-3,MOUSE,74495.3,2.5,517,517.1,13.8,13.8,,733,Submandibular gland protein C,extracellular region|,,,1,1,2090000,2.50%
-6.022,0.616,-0.15,-6.167,-5.844,6.022,3.665,2.9,-0.135,0.117,-0.616,-3.665,-0.766,-3.79,-3.727,0.15,-2.9,0.766,-3.025,-2.961,6.167,0.135,3.79,3.025,0.226,5.844,-0.117,3.727,2.961,-0.226,A0A0B4J1J5,A0A0B4J1J5,Ighv9-3,1,4,2,2,A0A0B4J1J5,MOUSE,13109.7,17,518,518.1,13.74,13.74,,117,Immunoglobulin heavy variable V9-3 (Fragment),,,,2,4,2.75E+08,17.00%
-0.114,0.466,-0.185,0.876,-0.092,0.114,0.58,-0.072,0.835,0.003,-0.466,-0.58,-0.652,0.409,-0.558,0.185,0.072,0.652,1.061,0.093,-0.876,-0.835,-0.409,-1.061,-0.832,0.092,-0.003,0.558,-0.093,0.832,Q8BMJ2,Q8BMJ2,Lars,1,3,2,2,Q8BMJ2,MOUSE,135445.1,1.3,519,519.1,13.69,13.69,,1178,"Leucine--tRNA ligase, cytoplasmic",nucleus|cytoplasm|cytosol|,leucyl-tRNA aminoacylation|regulation of translational fidelity|methionyl-tRNA aminoacylation|,aminoacyl-tRNA editing activity|leucine-tRNA ligase activity|ATP binding|methionine-tRNA ligase activity|,2,3,3.09E+09,1.30%
-5.205,0.053,-1.782,-4.252,-4.753,5.205,6.035,4.581,0.921,0.539,-0.053,-6.035,-2.673,-5.114,-5.607,1.782,-4.581,2.673,-3.401,-3.809,4.252,-0.921,5.114,3.401,-0.416,4.753,-0.539,5.607,3.809,0.416,Q9ESG6,Q9ESG6,P2ry14,1,4,2,2,A0A0G2JEW9|Q9ESG6,MOUSE,39259.9,6.5,520,520.1,13.42,13.42,,338,P2Y purinoceptor 14,integral component of plasma membrane|,G-protein coupled receptor signaling pathway|G-protein coupled purinergic nucleotide receptor signaling pathway|,G-protein coupled purinergic nucleotide receptor activity|,2,4,1.73E+10,6.50%
-4.948,0.15,3.961,-5.405,-5.151,4.948,5.098,8.909,-0.457,-0.203,-0.15,-5.098,3.811,-5.554,-5.301,-3.961,-8.909,-3.811,-9.365,-9.111,5.405,0.457,5.554,9.365,0.254,5.151,0.203,5.301,9.111,-0.254,A0A075B5T9,A0A075B5T9,Ighv1-9,1,1,1,1,A0A075B5T9,MOUSE,13045.5,21.5,521,521.1,13.4,13.4,,116,Immunoglobulin heavy variable V1-9,,,,1,1,37800000,21.50%
-3.875,-0.471,1.321,-3.822,-3.976,3.875,3.404,5.196,0.053,-0.101,0.471,-3.404,1.792,-3.351,-3.505,-1.321,-5.196,-1.792,-5.143,-5.297,3.822,-0.053,3.351,5.143,-0.154,3.976,0.101,3.505,5.297,0.154,Q3U2I3,Q3U2I3,Fam160a2,1,2,2,2,A0A1C7CYU5|Q3U2I3|Q3U2I3-2|F8WHJ1|Q3U2I3-3,MOUSE,107509.4,1.7,522,522.1,13.24,13.24,,975,FTS and Hook-interacting protein,FHF complex|,endosome organization|lysosome organization|endosome to lysosome transport|protein transport|early endosome to late endosome transport|,,2,2,2.42E+08,1.70%
-4.112,0.253,1.742,-3.953,-4.223,4.112,4.365,5.854,0.159,-0.111,-0.253,-4.365,1.489,-4.206,-4.476,-1.742,-5.854,-1.489,-5.695,-5.965,3.953,-0.159,4.206,5.695,-0.27,4.223,0.111,4.476,5.965,0.27,P86793,P86793,Ccl21c,1,1,1,1,P86793|P84444,MOUSE,14983.2,7.5,523,523.1,13.24,13.24,,133,C-C motif chemokine 21c,extracellular space|,inflammatory response|immune response|cell chemotaxis|,chemokine activity|CCR7 chemokine receptor binding|,1,1,1630000,7.50%
-3.114,0.062,2.242,-3.188,-3.583,3.114,0.149,4.533,-0.007,-0.483,-0.062,-0.149,0.031,-0.291,-0.822,-2.242,-4.533,-0.031,-4.147,-5.016,3.188,0.007,0.291,4.147,-0.531,3.583,0.483,0.822,5.016,0.531,E9PZ36,E9PZ36,Pkhd1,1,3,2,2,E9PZ36,MOUSE,450351.1,0.7,524,524.1,13.16,13.16,,4059,Polycystic kidney and hepatic disease 1,cytoplasm|centrosome|apical plasma membrane|ciliary basal body|perinuclear region of cytoplasm|extracellular exosome|primary cilium|mitotic spindle|,kidney development|cellular calcium ion homeostasis|positive regulation of cell proliferation|regulation of centrosome duplication|regulation of TOR signaling|negative regulation of NF-kappaB transcription factor activity|cilium assembly|negative regulation of apoptotic process|negative regulation of protein kinase B signaling|regulation of ERK1 and ERK2 cascade|,protein binding|,2,3,2.78E+08,0.70%
-5.321,1.069,,-4.504,-4.25,5.321,6.39,,0.911,1.397,-1.069,-6.39,,-5.573,-5.319,,,,,,4.504,-0.911,5.573,,0.254,4.25,-1.397,5.319,,-0.254,Q9ESK3,Q9ESK3,Capn10,1,3,2,2,Q9ESK3|D6RGR0|Q9CPY2,MOUSE,76078.2,4.9,525,525.1,13.08,13.08,,666,Calpain-10,cell|cytoplasm|mitochondrion|cytosol|,proteolysis|actin cytoskeleton reorganization|positive regulation of insulin secretion|positive regulation of intracellular transport|cellular response to insulin stimulus|positive regulation of glucose import|type B pancreatic cell apoptotic process|positive regulation of type B pancreatic cell apoptotic process|,calcium-dependent cysteine-type endopeptidase activity|,2,3,1.82E+08,4.90%
-2.653,-0.525,-0.377,-2.277,-2.934,2.653,2.127,2.276,0.376,-0.281,0.525,-2.127,0.149,-1.752,-2.408,0.377,-2.276,-0.149,-1.9,-2.557,2.277,-0.376,1.752,1.9,-0.657,2.934,0.281,2.408,2.557,0.657,Q80UM7,Q80UM7,Mogs,1,2,2,2,Q80UM7,MOUSE,92000.8,1.7,526,526.1,13.05,13.05,,834,Mannosyl-oligosaccharide glucosidase,endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|,protein N-linked glycosylation|oligosaccharide metabolic process|,mannosyl-oligosaccharide glucosidase activity|,2,2,7.78E+08,1.70%
,,,,,,-0.238,1.99,1.913,1.53,,0.238,2.227,2.151,1.768,,-1.99,-2.227,-0.076,-0.459,,-1.913,-2.151,0.076,-0.383,,-1.53,-1.768,0.459,0.383,P10648,P10648,Gsta2,1,2,1,1,P13745|Q6P8Q0|P10648|P30115,MOUSE,25655.6,4.9,527,527.1,13.04,13.04,,222,Glutathione S-transferase A2,extracellular exosome|,glutathione metabolic process|response to stilbenoid|,glutathione transferase activity|,1,2,6.80E+07,4.90%
-4.048,0.738,2.286,-3.148,-3.73,4.048,5.003,6.117,0.901,0.318,-0.738,-5.003,,-4.124,-4.711,-2.286,-6.117,,-5.196,-5.773,3.148,-0.901,4.124,5.196,-0.582,3.73,-0.318,4.711,5.773,0.582,A11112,A11112,,1,2,2,2,A11112,MOUSE,26302.5,9.4,528,528.1,13.02,13.02,,,mKate2,,,,2,2,9990000,9.40%
-3.313,-1.782,,-1.671,-3.186,3.313,1.531,,1.641,0.127,1.782,-1.531,,0.11,-1.404,,,,,,1.671,-1.641,-0.11,,-1.514,3.186,-0.127,1.404,,1.514,Q9R0P5,Q9R0P5,Dstn,1,1,1,1,Q9R0P5,MOUSE,18863.6,7.8,529,529.1,13.01,13.01,,165,Destrin,cytoplasm|cortical actin cytoskeleton|extracellular exosome|,actin filament depolymerization|positive regulation of actin filament depolymerization|actin filament severing|,actin binding|,1,1,9280000,7.80%
-4.389,-0.339,0.716,-4.292,-3.707,4.389,4.062,5.105,0.097,0.683,0.339,-4.062,0.882,-4.012,-3.284,-0.716,-5.105,-0.882,-5.008,-4.422,4.292,-0.097,4.012,5.008,0.586,3.707,-0.683,3.284,4.422,-0.586,P97873,P97873,Loxl1,1,2,2,2,P97873|A0A0R4J0Q4,MOUSE,67189.7,3.4,530,530.1,12.98,12.98,,607,Lysyl oxidase homolog 1,proteinaceous extracellular matrix|extracellular space|extracellular matrix|,oxidation-reduction process|,"copper ion binding|protein binding|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor|",2,2,1.56E+08,3.40%
-0.043,-0.433,-0.094,0.672,0.035,0.043,-0.39,-0.051,0.715,0.078,0.433,0.39,0.338,1.105,0.468,0.094,0.051,-0.338,0.766,0.129,-0.672,-0.715,-1.105,-0.766,-0.637,-0.035,-0.078,-0.468,-0.129,0.637,E9PUR0,E9PUR0,Ankhd1,1,2,2,2,E9PUR0|E9Q1M6|A0A0A6YX17|Q9CWU0|E1BKR4|Q5RJG1|Q9ET22,MOUSE,271726.3,0.5,531,531.1,12.98,12.98,,2548,Ankyrin repeat and KH domain-containing 1,,,poly(A) RNA binding|,2,2,9.70E+07,0.50%
-3.565,0.152,-0.066,-2.639,-3.202,3.565,3.717,3.5,0.926,0.364,-0.152,-3.717,-0.218,-2.791,-3.354,0.066,-3.5,0.218,-2.574,-3.136,2.639,-0.926,2.791,2.574,-0.562,3.202,-0.364,3.354,3.136,0.562,Q8VHI3,Q8VHI3,Pofut2,1,2,2,2,Q8VHI3,MOUSE,49770.7,3.9,532,532.1,12.97,12.97,,429,GDP-fucose protein O-fucosyltransferase 2,endoplasmic reticulum|Golgi apparatus|,mesoderm formation|fucose metabolic process|regulation of gene expression|regulation of epithelial to mesenchymal transition|fucosylation|protein O-linked fucosylation|regulation of secretion|,fucosyltransferase activity|peptide-O-fucosyltransferase activity|,2,2,38100000,3.90%
-5.344,-2.755,1.804,-4.704,-4.878,5.344,2.589,5.953,0.579,0.466,2.755,-2.589,4.627,-1.949,-2.123,-1.804,-5.953,-4.627,-5.465,-5.541,4.704,-0.579,1.949,5.465,0.018,4.878,-0.466,2.123,5.541,-0.018,P00342,P00342,Ldhc,1,3,2,2,P00342|A0A1B0GRE9|A0A1B0GSR2|A0A1B0GSX0|P06151|A0A1B0GSR9|A0A1B0GQX5,MOUSE,36253.5,6.3,533,533.1,12.95,12.95,,332,L-lactate dehydrogenase C chain,nucleus|cytoplasm|cilium|motile cilium|extracellular exosome|,carbohydrate metabolic process|pyruvate metabolic process|ATP biosynthetic process|lactate biosynthetic process from pyruvate|lactate oxidation|sperm motility|,L-lactate dehydrogenase activity|protein binding|,2,3,1.32E+08,6.30%
-5.035,1.093,-0.548,-4.425,-5.074,5.035,6.129,2.236,0.611,-0.038,-1.093,-6.129,-2.62,-5.518,-6.167,0.548,-2.236,2.62,-1.276,-2.208,4.425,-0.611,5.518,1.276,-0.649,5.074,0.038,6.167,2.208,0.649,F1MB32,F1MB32,A2ML1,1,2,2,2,F1MB32,BOVIN,157039.4,1.8,534,534.1,12.95,12.95,,1396,Uncharacterized protein,,,,2,2,7.49E+08,1.80%
-14.381,,,-13.965,-13.601,14.381,6.119,,0.156,0.494,,-6.119,,-6.222,-5.929,,,,,,13.965,-0.156,6.222,,0.329,13.601,-0.494,5.929,,-0.329,E9QAX2,E9QAX2,Myo18a,1,4,2,2,E9QAX2|Q9JMH9-6|Q9JMH9|B2RRE2|K3W4L0|Q9JMH9-1|Q9JMH9-4|A0A1C7ZN10|Q9JMH9-2|Q9JMH9-7|Q9JMH9-5|E9Q405|E9QA74,MOUSE,237125.2,1.5,535,535.1,12.74,12.74,,2083,Unconventional myosin-XVIIIa,Golgi membrane|trans-Golgi network|cytoskeleton|membrane|myosin complex|actomyosin|,Golgi organization|metabolic process|cell migration|actomyosin structure organization|negative regulation of apoptotic process|Golgi vesicle budding|positive regulation of protein secretion|Golgi ribbon formation|asymmetric Golgi ribbon formation|,motor activity|ATP binding|ADP binding|poly(A) RNA binding|actin filament binding|,2,4,7.13E+09,1.50%
-4.855,-0.826,,-5.283,-4.44,4.855,5.68,9.867,0.375,0.415,0.826,-5.68,2.793,-5.305,-5.322,,-9.867,-2.793,-9.318,-9.087,5.283,-0.375,5.305,9.318,0.231,4.44,-0.415,5.322,9.087,-0.231,Q9DBN5,Q9DBN5,Lonp2,1,3,2,2,Q9DBN5|Q9DBN5-3|Q8BK80,MOUSE,95038.2,3.5,536,536.1,12.71,12.71,,852,"Lon protease homolog 2, peroxisomal",nucleus|cytoplasm|peroxisome|peroxisomal matrix|membrane|,misfolded or incompletely synthesized protein catabolic process|protein targeting to peroxisome|response to organic cyclic compound|protein processing|protein import into peroxisome matrix|regulation of fatty acid beta-oxidation|,protease binding|ATP-dependent peptidase activity|serine-type endopeptidase activity|receptor binding|protein binding|ATP binding|peptidase activity|enzyme binding|,2,3,1.83E+09,3.50%
-7.354,-1.488,,-7.034,-6.926,7.354,5.141,,0.156,0.226,1.488,-5.141,,-5.174,-4.968,,,,,,7.034,-0.156,5.174,,0.145,6.926,-0.226,4.968,,-0.145,Q9CR42,Q9CR42,Ankrd1,1,3,2,2,Q9CR42,MOUSE,36345.4,5.6,537,537.1,12.7,12.7,,319,Ankyrin repeat domain-containing protein 1,nucleus|transcription factor complex|nucleolus|cytoplasm|cytosol|myofibril|sarcomere|I band|,"negative regulation of transcription from RNA polymerase II promoter|regulation of transcription from RNA polymerase II promoter|positive regulation of neuron projection development|cellular response to drug|skeletal muscle cell differentiation|response to muscle stretch|positive regulation of apoptotic process|positive regulation of DNA damage response, signal transduction by p53 class mediator|positive regulation of transcription from RNA polymerase II promoter|positive regulation of protein secretion|cardiac muscle tissue morphogenesis|cellular response to lipopolysaccharide|cellular response to mechanical stimulus|cellular response to interleukin-1|cellular response to tumor necrosis factor|cellular response to organic cyclic compound|cellular response to hypoxia|cellular response to transforming growth factor beta stimulus|negative regulation of DNA biosynthetic process|",RNA polymerase II transcription factor binding|RNA polymerase II transcription coactivator activity|p53 binding|DNA binding|transcription corepressor activity|protein binding|titin binding|histone deacetylase binding|R-SMAD binding|,2,3,1.27E+09,5.60%
-3.505,0.084,0.638,-3.298,-3.207,3.505,3.588,4.143,0.207,0.297,-0.084,-3.588,0.554,-3.381,-3.291,-0.638,-4.143,-0.554,-3.936,-3.845,3.298,-0.207,3.381,3.936,0.09,3.207,-0.297,3.291,3.845,-0.09,Q8BYY9,Q8BYY9,Serpina3b,1,1,1,1,Q8BYY9,MOUSE,47642.2,2.6,538,538.1,12.69,12.69,,420,Serine protease inhibitor A3B,extracellular space|,negative regulation of endopeptidase activity|,serine-type endopeptidase inhibitor activity|,1,1,6810000,2.60%
-3.622,-0.07,0.173,-3.075,-3.186,3.622,3.075,2.924,0.261,0.343,0.07,-3.075,-0.175,-2.511,-2.688,-0.173,-2.924,0.175,-2.663,-2.581,3.075,-0.261,2.511,2.663,0.052,3.186,-0.343,2.688,2.581,-0.052,Q61884,Q61884,Mns1,1,5,2,2,Q61884,MOUSE,60291.8,2.8,539,539.1,12.66,12.66,,491,Meiosis-specific nuclear structural protein 1,nuclear envelope|intermediate filament|axoneme|sperm flagellum|,spermatogenesis|cilium organization|positive regulation of cilium assembly|meiotic cell cycle|left/right axis specification|,identical protein binding|,2,5,2.23E+08,2.80%
-6.019,0.131,,-5.718,-5.419,6.019,4.854,,0.201,0.57,-0.131,-4.854,,-5.05,-4.957,,,,,,5.718,-0.201,5.05,,0.299,5.419,-0.57,4.957,,-0.299,Q5S006,Q5S006,Lrrk2,1,4,2,2,Q5S006|V9GX76|V9GXM4|E9Q174|Q64331|E9PVU0|E9Q3L1|E9Q175,MOUSE,288720.5,0.4,540,540.1,12.63,12.63,,2527,Leucine-rich repeat serine/threonine-protein kinase 2,extracellular space|cytoplasm|mitochondrion|mitochondrial outer membrane|mitochondrial inner membrane|mitochondrial matrix|lysosome|endosome|endoplasmic reticulum|Golgi apparatus|trans-Golgi network|cytosol|plasma membrane|synaptic vesicle|inclusion body|cell junction|axon|dendrite|ribonucleoprotein complex|synaptic vesicle membrane|cytoplasmic vesicle|mitochondrial membrane|cytoplasmic side of mitochondrial outer membrane|dendrite cytoplasm|neuron projection|neuronal cell body|terminal bouton|perikaryon|membrane raft|synapse|extracellular exosome|,"MAPK cascade|activation of MAPKK activity|activation of MAPK activity|negative regulation of protein phosphorylation|positive regulation of protein phosphorylation|protein phosphorylation|endocytosis|autophagy|response to oxidative stress|mitochondrion organization|Golgi organization|lysosome organization|small GTPase mediated signal transduction|neuromuscular junction development|determination of adult lifespan|positive regulation of autophagy|regulation of protein kinase A signaling|negative regulation of protein processing|regulation of neuron maturation|peptidyl-serine phosphorylation|peptidyl-threonine phosphorylation|calcium-mediated signaling|olfactory bulb development|tangential migration from the subventricular zone to the olfactory bulb|positive regulation of protein ubiquitination|negative regulation of protein binding|positive regulation of protein binding|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|negative regulation of GTPase activity|cellular response to oxidative stress|cellular protein localization|intracellular signal transduction|regulation of kidney size|exploration behavior|locomotory exploration behavior|synaptic vesicle recycling|regulation of locomotion|regulation of membrane potential|positive regulation of programmed cell death|positive regulation of GTPase activity|GTP metabolic process|protein autophosphorylation|intracellular distribution of mitochondria|neuron projection morphogenesis|mitochondrion localization|regulation of mitochondrial depolarization|regulation of synaptic transmission, glutamatergic|regulation of excitatory postsynaptic membrane potential|regulation of dopamine receptor signaling pathway|positive regulation of dopamine receptor signaling pathway|regulation of dendritic spine morphogenesis|neuron death|cellular response to manganese ion|reactive oxygen species metabolic process|regulation of neuron death|negative regulation of neuron death|negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|positive regulation of protein autoubiquitination|regulation of neuroblast proliferation|regulation of synaptic vesicle transport|negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation|negative regulation of hydrogen peroxide-induced cell death|negative regulation of protein targeting to mitochondrion|cellular response to dopamine|regulation of branching morphogenesis of a nerve|regulation of synaptic vesicle exocytosis|negative regulation of peroxidase activity|",SNARE binding|glycoprotein binding|actin binding|GTPase activity|protein kinase activity|protein serine/threonine kinase activity|MAP kinase kinase activity|GTPase activator activity|protein binding|ATP binding|GTP binding|tubulin binding|kinase activity|Rho GTPase binding|syntaxin-1 binding|clathrin binding|GTP-dependent protein kinase activity|peroxidase inhibitor activity|identical protein binding|protein homodimerization activity|ion channel binding|protein kinase A binding|,2,4,9.99E+08,0.40%
-4.394,,,-4.847,-4.744,4.394,,,-0.453,-0.35,,,,,,,,,,,4.847,0.453,,,0.104,4.744,0.35,,,-0.104,Q8VCC9,Q8VCC9,Spon1,1,1,1,1,Q8VCC9,MOUSE,93444.1,1.3,541,541.1,12.6,12.6,,807,Spondin-1,proteinaceous extracellular matrix|extracellular space|extracellular matrix|,cell adhesion|,,1,1,9600000,1.30%
-3.149,0.821,0.652,-2.824,-2.756,3.149,3.97,3.334,0.275,0.206,-0.821,-3.97,-0.169,-3.645,-3.577,-0.652,-3.334,0.169,-3.059,-3.129,2.824,-0.275,3.645,3.059,-0.07,2.756,-0.206,3.577,3.129,0.07,Q3U492,Q3U492,Kcp,1,2,1,1,Q3U492|Q3U492-2|E9QNB3,MOUSE,178777.4,0.7,542,542.1,12.57,12.57,,1550,Kielin/chordin-like protein,extracellular space|,hematopoietic progenitor cell differentiation|positive regulation of BMP signaling pathway|,protein binding|,1,2,4270000,0.70%
