id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
E9Q3E2,0.00172683,-0.4535,28.90764855,3.106333333,0.001285983,5.170908868,-1.229,-3.337,-1.454,0.955,0.98,1.364,E9Q3E2,Synpo,E9Q3E2_Synpo,E9Q3E2,Synpo,1,2,2,2,E9Q3E2|Q8CC35|Q8CC35-2|Q8CC35-3,MOUSE,118083.3,2.9,608,608.1,10.52,10.52,,1100,Synaptopodin,actin cytoskeleton|dendrite|axon|,positive regulation of actin filament bundle assembly|,actin binding|,2,2,574000000,2.9%
Q9D6P8,0.130951589,-0.966166667,9.085088929,2.222333333,0.123450004,1.757282135,-2.424,0.802,-4.61,0.549,-0.465,0.351,Q9D6P8,Calml3,Q9D6P8_Calml3,Q9D6P8,Calml3,1,1,1,1,P0DP28|Q9D6P8,MOUSE,16701.1,8.7,609,609.1,10.52,10.52,,149,Calmodulin-like protein 3,extracellular exosome|,,calcium ion binding|,1,1,3520000,8.7%
Q6DFZ1,0.000145021,-0.852,48.3907227,5.365,1.44853E-05,12.68211421,-4.009,-4.133,,1.174,1.708,1,Q6DFZ1,Gbf1,Q6DFZ1_Gbf1,Q6DFZ1,Gbf1,1,3,2,2,Q6DFZ1,MOUSE,208832.4,1,610,610.1,10.49,10.49,,1861,Golgi-specific brefeldin A-resistance factor 1,Golgi membrane|mitochondrion|peroxisome|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi stack|cis-Golgi network|trans-Golgi network|plasma membrane|membrane|cell leading edge|trans-Golgi network|,"cell activation involved in immune response|retrograde vesicle-mediated transport, Golgi to ER|Golgi to endosome transport|Golgi organization|regulation of mitotic cell cycle|regulation of cell adhesion|neutrophil chemotaxis|regulation of ARF protein signal transduction|protein localization to Golgi apparatus|retrograde transport, endosome to Golgi|positive regulation of GTPase activity|COPI coating of Golgi vesicle|establishment of monopolar cell polarity|protein localization to endoplasmic reticulum exit site|Golgi disassembly|endoplasmic reticulum-Golgi intermediate compartment organization|reactive oxygen species biosynthetic process|protein localization to endoplasmic reticulum tubular network|regulation of protein localization to cell surface|vesicle-mediated transport|","ARF guanyl-nucleotide exchange factor activity|protein binding|phosphatidylinositol-3,4,5-trisphosphate binding|phosphatidylinositol-3,5-bisphosphate binding|",2,3,641000000,1.0%
Q9R0M0,0.001055746,0.08675,31.24520181,4.205,0.000750723,7.291177374,,-3.067,,1.536,0.967,0.911,Q9R0M0,NotFound,Q9R0M0_NotFound,Q9R0M0,Celsr2,1,2,2,2,Q9R0M0|A2AEE7|Q9R0M0-2,MOUSE,322437.2,0.9,611,611.1,10.48,10.48,,2920,Cadherin EGF LAG seven-pass G-type receptor 2,cytoplasm|plasma membrane|integral component of membrane|,"neuron migration|cilium movement|regulation of transcription, DNA-templated|homophilic cell adhesion via plasma membrane adhesion molecules|G-protein coupled receptor signaling pathway|Wnt signaling pathway|ventricular system development|neural plate anterior/posterior regionalization|regulation of protein localization|cerebrospinal fluid secretion|cilium assembly|",G-protein coupled receptor activity|calcium ion binding|protein binding|,2,2,5280000000,0.9%
Q80VP2,0.000272387,-0.839333333,38.97820639,3.747333333,0.000126526,7.585792217,-2.234,-2.212,-3.693,1.28,1.022,0.801,Q80VP2,Spata7,Q80VP2_Spata7,Q80VP2,Spata7,1,3,2,2,Q80VP2|Q3TTL3|Q3U5D0,MOUSE,66223.9,1.5,612,612.1,10.41,10.41,,582,Spermatogenesis-associated protein 7 homolog,axoneme|microtubule cytoskeleton|photoreceptor connecting cilium|ciliary basal body|,spermatogenesis|visual perception|photoreceptor cell maintenance|response to stimulus|protein localization to photoreceptor outer segment|protein localization to photoreceptor connecting cilium|,,2,3,1750000000,1.5%
Q3V384,0.001098081,-0.1514,31.04413372,3.991,0.000786297,6.22683282,-3.276,-1.816,,2.108,1.451,0.776,Q3V384,Afg1l,Q3V384_Afg1l,Q3V384,Afg1l,1,2,2,2,Q3V384|E9Q4K2,MOUSE,54825.7,7.7,613,613.1,10.34,10.34,,480,AFG1-like ATPase,mitochondrion|,,ATP binding|,2,2,15100000,7.7%
E9Q7N9,0.000165808,-0.6066,43.39580912,4.524,4.57529E-05,10.3946885,-3.654,-2.988,,1.377,1.326,0.906,E9Q7N9,Dnah11,E9Q7N9_Dnah11,E9Q7N9,Dnah11,1,2,2,2,E9Q7N9,MOUSE,520359.5,0.5,614,614.1,10.33,10.33,,4488,"Dynein, axonemal, heavy chain 11",dynein complex|motile primary cilium|,cilium movement|regulation of cilium beat frequency|determination of left/right symmetry|metabolic process|sperm motility|,microtubule motor activity|ATP binding|ATPase activity|,2,2,23600000,0.5%
Q9QXK7,0.000303206,-1.0025,38.15522822,4.568333333,0.000152925,7.361582876,-4.217,-2.117,-3.526,1.974,0.813,1.058,Q9QXK7,Cpsf3,Q9QXK7_Cpsf3,Q9QXK7,Cpsf3,1,2,2,2,P79101|Q9QXK7|A0A1Y7VLY3,MOUSE,78131.2,3.6,615,615.1,10.3,10.3,,684,Cleavage and polyadenylation specificity factor subunit 3,mRNA cleavage and polyadenylation specificity factor complex|ribonucleoprotein complex|,"histone mRNA 3'-end processing|nucleic acid phosphodiester bond hydrolysis|RNA phosphodiester bond hydrolysis, endonucleolytic|",RNA binding|endoribonuclease activity|5'-3' exonuclease activity|metal ion binding|,2,2,49500000,3.6%
B1AZP2,0.000145021,-1.129833333,51.34895344,4.477666667,7.33001E-06,11.72179105,-3.094,-3.109,-3.903,1.358,0.951,1.018,B1AZP2,Dlgap4,B1AZP2_Dlgap4,B1AZP2,Dlgap4,1,3,2,2,B1AZP2|B1AZP2-2|B7ZNS2|B1AZP2-3|E9PUF2|I1E4X0,MOUSE,109004.9,1.9,616,616.1,10.3,10.3,,992,Disks large-associated protein 4,membrane|synapse|,signaling|,protein binding|,2,3,104000000,1.9%
A2BI80,0.000449978,0.021,35.70283294,3.691666667,0.000268978,7.59098703,-2.417,-1.971,,2.095,1.025,1.373,A2BI80,Ebf4,A2BI80_Ebf4,A2BI80,Ebf4,1,2,2,2,A2BI80,MOUSE,74942,2.8,617,617.1,10.28,10.28,,696,Transcription factor COE4,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|multicellular organismal development|",DNA binding|transcription factor binding|metal ion binding|protein dimerization activity|,2,2,720000000,2.8%
Q920R0-2,0.000205499,-0.6365,41.35540261,3.315,7.31913E-05,8.264859528,-1.965,-1.968,-2.949,1.1,0.863,1.1,Q920R0,Als2,Q920R0-2_Als2,Q920R0-2,Als2,1,2,1,1,Q920R0-2|Q8C025-2,MOUSE,101241.8,0.8,618,618.1,10.26,10.26,,1651,Isoform 2 of Alsin,ruffle|nucleus|cytoplasm|early endosome|centrosome|cytosol|postsynaptic density|membrane|lamellipodium|axon|dendrite|growth cone|vesicle|neuronal cell body|dendritic spine|protein complex|centrosome|,"behavioral fear response|in utero embryonic development|receptor recycling|response to oxidative stress|endosome organization|lysosomal transport|axonogenesis|neuromuscular junction development|locomotory behavior|protein localization|cell death|vesicle organization|endosomal transport|Rac protein signal transduction|regulation of Rho protein signal transduction|synaptic transmission, glutamatergic|regulation of GTPase activity|positive regulation of GTPase activity|positive regulation of protein kinase activity|neuron projection morphogenesis|regulation of endosome size|protein homooligomerization|positive regulation of protein serine/threonine kinase activity|",GTPase activator activity|protein binding|Rab guanyl-nucleotide exchange factor activity|Rab GTPase binding|Rac guanyl-nucleotide exchange factor activity|identical protein binding|protein homodimerization activity|protein serine/threonine kinase activator activity|Rac GTPase binding|guanyl-nucleotide exchange factor activity|,1,2,17600000,0.8%
P21658,0.000163538,-0.9604,44.35825305,6.096,3.66585E-05,10.80343848,-5.277,-3.959,,0.953,1.786,1.695,P21658,Fgf6,P21658_Fgf6,P21658,Fgf6,1,4,1,1,P21658,MOUSE,22912,3.3,619,619.1,10.24,10.24,,208,Fibroblast growth factor 6,extracellular space|sarcolemma|,cartilage condensation|angiogenesis|positive regulation of cell proliferation|fibroblast growth factor receptor signaling pathway|myoblast differentiation|positive regulation of cell division|,fibroblast growth factor receptor binding|growth factor activity|,1,4,1640000000,3.3%
D3YYT1,0.000332899,-0.5706,37.55037585,4.284,0.000175777,8.195909515,-3.786,-2.496,,1.362,1.201,0.866,D3YYT1,Glyr1,D3YYT1_Glyr1,D3YYT1,Glyr1,1,1,1,1,D3YYT1|Q922P9,MOUSE,61061.9,1.2,620,620.1,10.18,10.18,,552,Putative oxidoreductase GLYR1,nucleoplasm|cytoplasm|Golgi apparatus|,oxidation-reduction process|,DNA binding|phosphogluconate dehydrogenase (decarboxylating) activity|methylated histone binding|NAD binding|,1,1,51500000,1.2%
Q8BKN5,0.000296298,-1.0054,38.33103325,5.022666667,0.000146858,8.463602506,-4.886,-3.152,,0.949,1.136,0.926,Q8BKN5,Tubgcp5,Q8BKN5_Tubgcp5,Q8BKN5,Tubgcp5,1,2,1,1,Q8BKN5|Q8BKN5-3|Q8BKN5-2,MOUSE,118888,0.5,621,621.1,10.18,10.18,,1024,Gamma-tubulin complex component 5,spindle pole|nucleoplasm|cytoplasm|centrosome|microtubule|gamma-tubulin ring complex|,microtubule nucleation|,microtubule binding|,1,2,482000000,0.5%
P56386,0.000906492,-0.377833333,32.02276787,3.006333333,0.000627658,5.847521497,-1.511,-1.314,-2.818,1.605,0.676,1.095,P56386,Defb1,P56386_Defb1,P56386,Defb1,1,1,1,1,P56386,MOUSE,8148.4,14.4,622,622.1,10.17,10.17,,69,Beta-defensin 1,extracellular space|extracellular exosome|,innate immune response in mucosa|acute inflammatory response|response to bacterium|antibacterial humoral response|response to testosterone|innate immune response|defense response to Gram-positive bacterium|,,1,1,84500000,14.4%
Q49B93-2,0.000152509,-0.663,45.67628871,4.699166667,2.70627E-05,11.38709222,-3.653,-3.312,,1.204,0.941,1.505,Q49B93,Slc5a12,Q49B93-2_Slc5a12,Q49B93-2,Slc5a12,1,3,2,2,Q49B93-2|Q49B93,MOUSE,69495.6,2.7,623,623.1,10.16,10.16,,619,Isoform 2 of Sodium-coupled monocarboxylate transporter 2,integral component of membrane|apical plasma membrane|extracellular exosome|,sodium ion transport|lactate transmembrane transport|,lactate transmembrane transporter activity|symporter activity|,2,3,256000000,2.7%
Q6IE21,0.056538708,-1.151,12.87858587,2.758666667,0.051539644,2.356866063,-0.044,-2.41,-5.137,0.411,0.042,0.232,Q6IE21,Otud6a,Q6IE21_Otud6a,Q6IE21,Otud6a,1,1,1,1,Q6IE21,MOUSE,33908.8,2.7,624,624.1,10.15,10.15,,290,OTU domain-containing protein 6A,,protein K29-linked deubiquitination|protein K11-linked deubiquitination|protein K27-linked deubiquitination|protein K33-linked deubiquitination|,ubiquitin-specific protease activity|,1,1,2420000,2.7%
D3YTY6,0.00018504,-0.8505,42.30909728,4.389,5.87611E-05,8.551108926,-3.807,-3.221,-2.107,1.619,0.928,1.485,D3YTY6,NotFound,D3YTY6_NotFound,D3YTY6,Gm6096,1,12,1,1,D3YTY6,MOUSE,17281.2,7.9,625,625.1,10.04,10.04,,151,Predicted gene 6096,ribosome|,translation|,structural constituent of ribosome|,1,12,3350000000,7.9%
Q80T79,0.000261034,-0.813,39.36012882,5.009166667,0.000115874,8.828035428,-4.582,-3.055,,1.449,1.213,0.91,Q80T79,Csmd3,Q80T79_Csmd3,Q80T79,Csmd3,1,2,2,2,Q80T79|Q80T79-1|Q9D6E4|E9PWJ0,MOUSE,414027.5,0.3,626,626.1,10.03,10.03,,3707,CUB and sushi domain-containing protein 3,plasma membrane|integral component of membrane|,,,2,2,174000000,0.3%
Q80T21,0.000413644,-0.524333333,36.21570577,3.326,0.000239017,6.85393412,-1.634,-1.796,-3.132,1.336,1.207,0.873,Q80T21,Adamtsl4,Q80T21_Adamtsl4,Q80T21,Adamtsl4,1,2,1,1,Q80T21,MOUSE,116646.6,1.5,627,627.1,10.01,10.01,,1036,ADAMTS-like protein 4,proteinaceous extracellular matrix|interstitial matrix|,proteolysis|apoptotic process|extracellular matrix organization|positive regulation of apoptotic process|,protease binding|metalloendopeptidase activity|,1,2,1400000,1.5%
P40645,0.000165321,-0.7925,43.72637203,3.539,4.23997E-05,8.991987729,-3.159,-2.082,-2.445,1.016,1.045,0.87,P40645,Sox6,P40645_Sox6,P40645,Sox6,1,2,2,2,A0A0U1RNW8|P40645|E9PUW0|A0A0U1RPC1|P40645-2|Q8BSS6|P35710|B2KFM9|Q2TBA9|E9PVR0|P35710-2|B2KFM4|P35710-3,MOUSE,92201,2.9,628,628.1,9.97,9.97,,827,Transcription factor SOX-6,nucleus|nucleoplasm|transcription factor complex|,"negative regulation of transcription from RNA polymerase II promoter|cell morphogenesis|in utero embryonic development|transcription, DNA-templated|regulation of transcription, DNA-templated|post-embryonic development|regulation of gene expression|gene silencing|oligodendrocyte cell fate specification|hemopoiesis|erythrocyte differentiation|positive regulation of chondrocyte differentiation|muscle cell differentiation|cell fate commitment|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|oligodendrocyte differentiation|erythrocyte development|cartilage development|cardiac muscle cell differentiation|positive regulation of cartilage development|cellular response to transforming growth factor beta stimulus|positive regulation of mesenchymal stem cell differentiation|",DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|sequence-specific DNA binding|transcription regulatory region DNA binding|protein heterodimerization activity|,2,2,11400000000,2.9%
O54962,0.000145021,-0.972,50.68633567,5.501666667,8.5382E-06,13.88364393,-4.252,-4.294,,1.446,0.962,1.278,O54962,Banf1,O54962_Banf1,O54962,Banf1,1,1,1,1,O54962,MOUSE,10330.6,8.9,629,629.1,9.86,9.86,,89,Barrier-to-autointegration factor,nucleus|nucleoplasm|chromosome|cytoplasm|extracellular exosome|,DNA integration|establishment of integrated proviral latency|,DNA binding|,1,1,118000000,8.9%
Q059U7,0.000659498,-0.5144,33.71172095,4.221833333,0.00042543,6.98125444,-3.886,-2.209,,1.532,0.874,1.117,Q059U7,Intu,Q059U7_Intu,Q059U7,Intu,1,2,2,2,Q059U7|Q059U7-2,MOUSE,105789,2.6,630,630.1,9.83,9.83,,942,Protein inturned,cytoplasm|cell surface|,nervous system development|regulation of smoothened signaling pathway|negative regulation of keratinocyte proliferation|spinal cord dorsal/ventral patterning|keratinocyte differentiation|hair follicle morphogenesis|cilium assembly|positive regulation of smoothened signaling pathway|negative regulation of cell division|limb development|cilium morphogenesis|,,2,2,209000000,2.6%
Q3UY96,0.360647342,0.6488,4.549817759,-1.152833333,0.350766593,-1.014312558,-0.639,3.32,,-0.088,0.083,0.568,Q3UY96,Cfap74,Q3UY96_Cfap74,Q3UY96,Cfap74,1,2,1,1,Q3UY96|Q3UY96-2,MOUSE,180122.9,0.6,631,631.1,9.8,9.8,,1578,Cilia- and flagella-associated protein 74,cytoskeleton|axoneme|,axoneme assembly|,,1,2,123000000,0.6%
P68433,0.622057402,-0.1455,2.11611896,0.483666667,0.614310734,0.527906595,-0.604,1.658,-2.216,-0.05,0.049,0.29,P68433,Hist1h3g,P68433_Hist1h3g,P68433,Hist1h3a,1,1,1,1,A0A1W2P768|P68433|P84228|P84244|P02301|F8WI35,MOUSE,15517.9,5.1,632,632.1,9.76,9.76,,136,Histone H3.1,nuclear nucleosome|nucleoplasm|membrane|extracellular exosome|,chromatin silencing at rDNA|DNA replication-dependent nucleosome assembly|protein heterotetramerization|regulation of gene silencing|,DNA binding|protein binding|histone binding|protein heterodimerization activity|,1,1,64700000,5.1%
P17897,0.161771039,-0.780333333,8.12153336,1.665333333,0.154115622,1.603077961,0.139,-0.846,-4.132,0.172,-0.183,0.168,P17897,Lyz1,P17897_Lyz1,P17897,Lyz1,1,4,1,1,P17897|P08905,MOUSE,17250.3,6,633,633.1,9.72,9.72,,148,Lysozyme C-1,extracellular space|extracellular exosome|,metabolic process|cytolysis|defense response to Gram-negative bacterium|defense response to Gram-positive bacterium|,lysozyme activity|identical protein binding|,1,4,90100000,6.0%
E9PYT3,0.003490184,-0.1816,25.57727728,2.484833333,0.002768677,4.87288308,-1.11,-2.235,,1.175,0.763,0.499,E9PYT3,Atl3,E9PYT3_Atl3,E9PYT3,Atl3,1,2,2,2,E9PYT3,MOUSE,60687,4.6,634,634.1,9.69,9.69,,536,Atlastin-3,endoplasmic reticulum|membrane|integral component of membrane|,endoplasmic reticulum organization|Golgi organization|metabolic process|protein homooligomerization|,GTPase activity|GTP binding|identical protein binding|,2,2,11600000,4.6%
P08249,0.254391861,-0.432,6.093506117,1.380833333,0.245838212,1.290428768,-3.124,0.603,,0.375,-0.038,0.024,P08249,Mdh2,P08249_Mdh2,P08249,Mdh2,1,2,1,1,P08249,MOUSE,36067.2,2.3,635,635.1,9.66,9.66,,338,"Malate dehydrogenase, mitochondrial",nucleus|nucleoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial matrix|plasma membrane|membrane|myelin sheath|extracellular exosome|,carbohydrate metabolic process|tricarboxylic acid cycle|oxaloacetate metabolic process|malate metabolic process|internal protein amino acid acetylation|NADH metabolic process|,malate dehydrogenase activity|L-malate dehydrogenase activity|protein self-association|poly(A) RNA binding|malate dehydrogenase (NADP+) activity|,1,2,5420000,2.3%
Q684R7,0.002225115,-1.301,27.68487947,5.778333333,0.001704167,5.483243199,-6.609,-2.927,,0.917,1.135,0.979,Q684R7,Frem1,Q684R7_Frem1,Q684R7,Frem1,1,4,1,1,Q684R7|E9Q5Z7|Q684R7-2|Q684R7-3,MOUSE,246422,0.5,636,636.1,9.65,9.65,,2191,FRAS1-related extracellular matrix protein 1,basement membrane|integral component of membrane|,cell communication|cell-matrix adhesion|craniofacial suture morphogenesis|,carbohydrate binding|metal ion binding|,1,4,9920000000,0.5%
Q61495,0.107085791,-0.104833333,9.970367453,0.983666667,0.100684648,1.889384343,-0.221,0.047,-1.616,0.609,-0.017,0.569,Q61495,Dsg1a,Q61495_Dsg1a,Q61495,Dsg1a,1,2,2,2,Q61495|Q7TSF1,MOUSE,115622,1.9,637,637.1,9.62,9.62,,1057,Desmoglein-1-alpha,plasma membrane|cytoplasmic side of plasma membrane|integral component of membrane|desmosome|extracellular exosome|cell-cell junction|,homophilic cell adhesion via plasma membrane adhesion molecules|,calcium ion binding|protein binding|gamma-catenin binding|,2,2,14000000,1.9%
Q8C3Y4,0.000477465,-0.1334,35.37354376,3.189333333,0.000290165,7.487222185,-2.356,-1.738,,1.327,1.217,0.883,Q8C3Y4,Kntc1,Q8C3Y4_Kntc1,Q8C3Y4,Kntc1,1,2,2,2,Q8C3Y4,MOUSE,253263.4,2.1,638,638.1,9.62,9.62,,2207,Kinetochore-associated protein 1,condensed chromosome kinetochore|spindle pole|nucleus|cytoplasm|kinetochore microtubule|plasma membrane|actin cytoskeleton|RZZ complex|,mitotic nuclear division|mitotic cell cycle checkpoint|cell division|,,2,2,136000000,2.1%
P18531,0.000657922,-0.0902,33.73050554,3.937166667,0.000423594,6.986813224,-2.669,-2.236,,0.825,2.331,1.298,P18531,NotFound,P18531_NotFound,P18531,Ighv3-6,1,2,1,1,P18531|A0A075B5S8,MOUSE,13208.7,5.1,639,639.1,9.61,9.61,,116,Ig heavy chain V region 3-6,,,,1,2,86600000,5.1%
Q3UMU9-3,0.221374861,-0.577,6.714077504,1.322666667,0.213104318,1.373407807,0.345,-0.494,-3.566,0.257,-0.079,0.075,Q3UMU9,Hdgfl2,Q3UMU9-3_Hdgfl2,Q3UMU9-3,Hdgfl2,1,1,1,1,Q3UMU9-3|Q3UMU9|Q3UMU9-2|Q3UMU9-4,MOUSE,75472.6,1.4,640,640.1,9.6,9.6,,669,Isoform 3 of Hepatoma-derived growth factor-related protein 2,nucleus|nucleoplasm|mitochondrion|,"transcription, DNA-templated|positive regulation of cell growth|",chromatin binding|protein binding|chromatin binding|,1,1,15500000,1.4%
P56546-2,0.006065485,0.59475,23.00808559,3.242333333,0.00500255,4.764735341,,-1.837,,1.988,0.782,1.446,P56546,Ctbp2,P56546-2_Ctbp2,P56546-2,Ctbp2,1,1,1,1,P56546-2|P56546|Q91YZ2,MOUSE,107866.3,2,641,641.1,9.59,9.59,,445,Isoform 2 of C-terminal-binding protein 2,nucleus|transcriptional repressor complex|cell junction|synapse|ribbon synapse|,"transcription, DNA-templated|positive regulation of chromatin binding|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of retinoic acid receptor signaling pathway|white fat cell differentiation|oxidation-reduction process|","chromatin binding|transcription coactivator activity|transcription corepressor activity|protein binding|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|retinoic acid receptor binding|NAD binding|",1,1,11100000,2.0%
E9PYL1,0.000237548,-0.3006,40.16331491,3.454833333,9.63094E-05,9.12192937,-2.36,-2.387,,1.091,1.184,0.969,E9PYL1,Chd5,E9PYL1_Chd5,E9PYL1,Chd5,1,2,2,2,E9PYL1|A2A8L1|E9PYU4|E9QAS5|Q6PDQ2|E9QAS4,MOUSE,224164.2,1.2,642,642.1,9.55,9.55,,1952,Chromodomain-helicase-DNA-binding protein 5,chromatin|nucleus|membrane|,transcription from RNA polymerase II promoter|regulation of transcription involved in cell fate commitment|histone H3-K27 trimethylation|,DNA binding|chromatin binding|ATP binding|ATP-dependent helicase activity|zinc ion binding|H3K27me3 modified histone binding|,2,2,1390000000,1.2%
Q8CGF6,0.000290716,-0.3846,38.46854472,3.939833333,0.000142281,8.511529384,-3.151,-2.346,,1.075,0.941,1.558,Q8CGF6,Wdr47,Q8CGF6_Wdr47,Q8CGF6,Wdr47,1,3,2,2,Q8CGF6|A0A0G2JFW8,MOUSE,103908.1,2.1,643,643.1,9.54,9.54,,920,WD repeat-containing protein 47,cytoplasm|microtubule|,multicellular organismal development|,,2,3,219000000,2.1%
Q91UZ1,0.000238627,-1.105,40.09624374,5.389166667,9.78083E-05,9.097062113,-5.204,-3.473,,0.934,1.144,1.074,Q91UZ1,Plcb4,Q91UZ1_Plcb4,Q91UZ1,Plcb4,1,3,1,1,Q91UZ1,MOUSE,135666.4,0.9,644,644.1,9.44,9.44,,1175,Phosphoinositide phospholipase C,nucleus|smooth endoplasmic reticulum|postsynaptic density|dendrite|,lipid catabolic process|intracellular signal transduction|negative regulation of potassium ion transport|,phosphatidylinositol phospholipase C activity|signal transducer activity|calcium ion binding|protein binding|mitogen-activated protein kinase binding|,1,3,3270000000,0.9%
P70269,0.015047884,0.113,18.85880651,2.141666667,0.013005269,3.485588969,,-0.507,-1.837,1.653,0.375,0.881,P70269,Ctse,P70269_Ctse,P70269,Ctse,1,1,1,1,P70269|D3Z6T3,MOUSE,43336.2,2,645,645.1,9.43,9.43,,397,Cathepsin E,endosome|extracellular exosome|,proteolysis|protein autoprocessing|antigen processing and presentation of exogenous peptide antigen via MHC class II|protein catabolic process|,aspartic-type endopeptidase activity|protein homodimerization activity|,1,1,5960000,2.0%
Q7TRP4,0.000296673,-0.8918,38.28913407,4.9895,0.000148281,8.449045891,-4.696,-3.075,,1.461,0.933,0.918,Q7TRP4,Olfr667,Q7TRP4_Olfr667,Q7TRP4,Olfr667,1,2,1,1,Q7TRP4,MOUSE,37372.7,1.8,646,646.1,9.42,9.42,,326,Olfactory receptor,plasma membrane|integral component of membrane|,G-protein coupled receptor signaling pathway|sensory perception of smell|detection of chemical stimulus involved in sensory perception of smell|,G-protein coupled receptor activity|olfactory receptor activity|,1,2,438000000,1.8%
Q8BK64,0.000205913,-0.9982,41.33148898,4.898833333,7.35955E-05,9.56480723,-4.599,-3.276,,0.934,1.026,0.924,Q8BK64,Ahsa1,Q8BK64_Ahsa1,Q8BK64,Ahsa1,1,3,1,1,Q8BK64,MOUSE,38344.6,3.5,647,647.1,9.4,9.4,,338,Activator of 90 kDa heat shock protein ATPase homolog 1,cytoplasm|endoplasmic reticulum|cytosol|extracellular exosome|,protein folding|response to stress|positive regulation of ATPase activity|,ATPase activator activity|chaperone binding|,1,3,2220000000,3.5%
Q9CXJ1,0.000213663,-0.8946,40.93639962,4.865666667,8.06046E-05,9.412929895,-4.474,-3.154,,0.993,1.223,0.939,Q9CXJ1,Ears2,Q9CXJ1_Ears2,Q9CXJ1,Ears2,1,3,1,1,Q9CXJ1,MOUSE,58724.7,1.1,648,648.1,9.4,9.4,,523,"Probable glutamate--tRNA ligase, mitochondrial",mitochondrion|mitochondrial matrix|,glutamyl-tRNA aminoacylation|tRNA aminoacylation for mitochondrial protein translation|,tRNA binding|glutamate-tRNA ligase activity|ATP binding|glutamate-tRNA(Gln) ligase activity|,1,3,1320000000,1.1%
Q8BWP8,0.000207028,-0.3736,41.27396073,3.758166667,7.45768E-05,9.542557663,-2.492,-2.765,,1.307,1.149,0.933,Q8BWP8,B4gat1,Q8BWP8_B4gat1,Q8BWP8,B4gat1,1,2,2,2,Q8BWP8|Q8BWP8-2,MOUSE,47839.9,3.8,649,649.1,9.39,9.39,,415,"Beta-1,4-glucuronyltransferase 1",Golgi membrane|Golgi apparatus|integral component of membrane|extracellular exosome|,protein glycosylation|axon guidance|protein O-linked mannosylation|poly-N-acetyllactosamine biosynthetic process|,"glucuronosyltransferase activity|metal ion binding|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity|",2,2,18200000,3.8%
D3YTR0,0.000382614,-0.4118,36.61088781,3.622833333,0.000218228,7.883396159,-3.044,-2.127,,1.254,1.033,0.825,D3YTR0,NotFound,D3YTR0_NotFound,D3YTR0,Apc2,1,2,2,2,D3YTR0|Q9Z1K7|G5E832,MOUSE,248334.3,0.8,650,650.1,9.38,9.38,,2303,Adenomatous polyposis coli protein 2,cytoplasm|Golgi apparatus|actin filament|microtubule cytoskeleton|catenin complex|lamellipodium membrane|perinuclear region of cytoplasm|cytoplasmic microtubule|,Wnt signaling pathway|negative regulation of catenin import into nucleus|negative regulation of canonical Wnt signaling pathway|,beta-catenin binding|microtubule binding|,2,2,213000000,0.8%
