id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
Q8R5K4,0.817448119,0.40025,1.612204157,0.277666667,0.689889578,0.430019101,,0.192,,1.232,0.097,0.08,Q8R5K4,Nol6,Q8R5K4_Nol6,Q8R5K4,Nol6,1,6,2,2,Q8R5K4|Q8R5K4-2|Q810B6,MOUSE,130081.4,1.1,554,554.1,11.99,11.99,,1152,Nucleolar protein 6,condensed nuclear chromosome|nucleus|nucleolus|mitochondrion|small-subunit processome|CURI complex|UTP-C complex|,rRNA processing|tRNA export from nucleus|,poly(A) RNA binding|,2,6,1090000000,1.1%
B2RQC6,0.315406172,1.0167,10.13011155,-2.752583333,0.097048504,-2.048187287,0.4535,4.883,,0.334,-0.605,0.018,B2RQC6,Cad,B2RQC6_Cad,B2RQC6,Cad,1,2,2,2,B2RQC6|G3UWN2|E9QAI5|B2RQC6-2,MOUSE,245801.4,0.7,555,555.1,11.93,11.93,,2225,CAD protein,nucleus|nucleoplasm|cytoplasm|cytosol|plasma membrane|membrane|nuclear matrix|neuronal cell body|terminal bouton|protein complex|extracellular exosome|,urea cycle|liver development|'de novo' pyrimidine nucleobase biosynthetic process|UTP biosynthetic process|arginine biosynthetic process|glutamine metabolic process|heart development|female pregnancy|lactation|response to amine|drug metabolic process|peptidyl-threonine phosphorylation|response to caffeine|organ regeneration|response to testosterone|cellular response to drug|'de novo' UMP biosynthetic process|protein autophosphorylation|response to cortisol|cellular response to epidermal growth factor stimulus|,UTP binding|aspartate carbamoyltransferase activity|carbamoyl-phosphate synthase (ammonia) activity|carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|dihydroorotase activity|protein kinase activity|ATP binding|zinc ion binding|amino acid binding|enzyme binding|identical protein binding|,2,2,348000000,0.7%
E9Q043,0.045581473,-0.4275,27.50662143,1.967083333,0.00177557,6.060132776,-1.7975,-1.418,,0.654,0.392,0.032,E9Q043,Fndc1,E9Q043_Fndc1,E9Q043,Fndc1,1,2,1,1,E9Q043,MOUSE,189544.2,0.4,556,556.1,11.86,11.86,,1732,Fibronectin type III domain-containing 1,nucleoplasm|cytoplasm|plasma membrane|cell-cell junction|mitochondrial membrane|,positive regulation of protein phosphorylation|positive regulation of cardiac muscle cell apoptotic process|regulation of protein transport|cellular response to hypoxia|,,1,2,24400000,0.4%
O09010,,0.188666667,,,,,,,,-0.179,0.386,0.359,O09010,Lfng,O09010_Lfng,O09010,Lfng,1,2,2,2,O09010,MOUSE,42464.9,5.8,557,557.1,11.86,11.86,,378,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",Golgi membrane|integral component of Golgi membrane|extracellular vesicle|,ovarian follicle development|somitogenesis|female meiotic division|compartment pattern specification|metabolic process|regulation of Notch signaling pathway|regulation of somitogenesis|positive regulation of protein binding|positive regulation of Notch signaling pathway|,O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity|metal ion binding|,2,2,1.05E+11,5.8%
P24369,0.97243717,-0.435916667,0.14307215,-0.0655,0.96759315,-0.042381345,0.7305,2.098,-4.038,-0.353,-0.462,-0.591,P24369,Ppib,P24369_Ppib,P24369,Ppib,1,1,1,1,P24369,MOUSE,23713,6,558,558.1,11.84,11.84,,216,Peptidyl-prolyl cis-trans isomerase B,nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|focal adhesion|membrane|macromolecular complex|endoplasmic reticulum chaperone complex|melanosome|perinuclear region of cytoplasm|extracellular exosome|,protein peptidyl-prolyl isomerization|positive regulation of multicellular organism growth|positive regulation by host of viral process|positive regulation by host of viral genome replication|protein stabilization|bone development|chaperone-mediated protein folding|,peptidyl-prolyl cis-trans isomerase activity|protein complex binding|peptide binding|poly(A) RNA binding|RNA polymerase binding|collagen binding|,1,1,913000,6.0%
P16015,0.194871331,0.1455,14.81428685,-2.63125,0.03300436,-2.942000934,0.2715,3.177,,-0.741,-0.776,-1.204,P16015,Car3,P16015_Car3,P16015,Ca3,1,1,1,1,P16015,MOUSE,29651,4.6,559,559.1,11.81,11.81,,260,Carbonic anhydrase 3,cytosol|,one-carbon metabolic process|response to oxidative stress|dephosphorylation|response to ethanol|,carbonate dehydratase activity|zinc ion binding|nickel cation binding|phosphatase activity|,1,1,24900000,4.6%
P21550,0.407329798,0.03275,7.575942191,-1.688833333,0.174745412,-1.542504858,1.7205,2.585,-1.674,-0.765,-1.077,-0.593,P21550,Eno3,P21550_Eno3,P21550,Eno3,1,4,2,2,P21550,MOUSE,47366.4,2.9,560,560.1,11.79,11.79,,434,Beta-enolase,phosphopyruvate hydratase complex|extracellular space|cytoplasm|plasma membrane|extracellular exosome|,glycolytic process|aging|response to drug|skeletal muscle tissue regeneration|,magnesium ion binding|phosphopyruvate hydratase activity|protein homodimerization activity|protein heterodimerization activity|,2,4,17700000000,2.9%
K3W4R5,0.512767633,-0.2339,5.381269187,0.42975,0.289649699,1.184853476,-0.9505,-0.033,,-0.081,-0.092,-0.013,K3W4R5,Ckap5,K3W4R5_Ckap5,K3W4R5,Ckap5,1,2,2,2,K3W4R5|A2AGT5|A0A0R4J0K2|A2AGT5-3|Z4YL78|A2AGT5-2,MOUSE,227286.2,0.7,561,561.1,11.78,11.78,,2032,Cytoskeleton-associated protein 5,spindle pole|cytoplasm|centrosome|membrane|protein complex|gamma-tubulin complex|microtubule plus-end|,spindle organization|establishment or maintenance of microtubule cytoskeleton polarity|centrosome organization|,microtubule binding|ribonucleoprotein complex binding|,2,2,274000000,0.7%
Q8VCY6,0.565879699,0.9357,4.661276547,-0.995916667,0.341878937,-1.052086427,2.9435,0.123,,0.718,1.115,-0.221,Q8VCY6,Utp6,Q8VCY6_Utp6,Q8VCY6,Utp6,1,2,2,2,Q8VCY6|Q6I6G8|Q9JLV2|Q9JLV2-2|A0A0R4J0M8|Q8CDV6|Q8CDV6-2|Q9DAQ9|Q9DAQ9-2|A0A1L1SQQ1,MOUSE,70941.6,2.1,562,562.1,11.78,11.78,,597,U3 small nucleolar RNA-associated protein 6 homolog,nucleolus|small-subunit processome|Pwp2p-containing subcomplex of 90S preribosome|,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|",snoRNA binding|,2,2,76400000,2.1%
Q64323,0.141445692,-0.5927,18.70870244,1.845083333,0.013462625,3.775151782,-0.9965,-2.403,,0.038,0.358,0.04,Q64323,Piga,Q64323_Piga,Q64323,Piga,1,1,1,1,Q64323|A0A140LI97,MOUSE,55095.4,1.4,563,563.1,11.77,11.77,,485,N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex|endoplasmic reticulum membrane|membrane|integral component of membrane|,GPI anchor biosynthetic process|,"transferase activity, transferring glycosyl groups|",1,1,154000000,1.4%
O89001,0.322583882,-0.0091,9.929523608,1.191916667,0.101636017,2.011591862,-1.3685,-0.08,,1.181,-0.137,0.359,O89001,Cpd,O89001_Cpd,O89001,Cpd,1,6,2,2,O89001,MOUSE,153429.8,1,564,564.1,11.77,11.77,,1377,Carboxypeptidase D,membrane|integral component of membrane|extracellular exosome|,proteolysis|,metallocarboxypeptidase activity|serine-type carboxypeptidase activity|zinc ion binding|,2,6,6510000000,1.0%
O54988,0.047034419,-0.4485,26.61064302,1.549583333,0.002182407,5.785972425,-1.3095,-1.447,,0.138,0.353,0.023,O54988,Slk,O54988_Slk,O54988,Slk,1,7,2,2,O54988|O54988-2,MOUSE,142138.8,1.3,565,565.1,11.67,11.67,,1233,STE20-like serine/threonine-protein kinase,cytoplasm|extracellular exosome|,apoptotic process|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|activation of protein kinase activity|regulation of apoptotic process|protein autophosphorylation|,protein serine/threonine kinase activity|ATP binding|identical protein binding|protein homodimerization activity|,2,7,388000000,1.3%
A2AFQ0,0.524335469,-0.0151,5.185883279,-0.745583333,0.302978403,-1.150557273,-0.5975,1.462,,-0.322,-0.303,-0.315,A2AFQ0,Huwe1,A2AFQ0_Huwe1,A2AFQ0,Huwe1,1,2,2,2,A2AFQ0|Q7TMY8|Q7TMY8-3|Q7TMY8-4|Q7TMY8-2|Q8K482|Q8BLW8,MOUSE,486619.9,0.2,566,566.1,11.67,11.67,,4378,E3 ubiquitin-protein ligase HUWE1,nucleoplasm|cytoplasm|membrane|extracellular exosome|,protein polyubiquitination|base-excision repair|protein monoubiquitination|histone ubiquitination|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|positive regulation of protein targeting to mitochondrion|,ubiquitin-protein transferase activity|ligase activity|poly(A) RNA binding|,2,2,49700000,0.2%
Q80TF3,0.745189602,1.7745,2.41460284,-1.485416667,0.573508311,-0.602728582,1.0595,4.272,,5.637,-0.605,-1.491,Q80TF3,Pcdh19,Q80TF3_Pcdh19,Q80TF3,Pcdh19,1,2,2,2,Q80TF3|E9Q5E1,MOUSE,127231.1,1.5,567,567.1,11.66,11.66,,1145,Protocadherin-19,plasma membrane|integral component of membrane|,homophilic cell adhesion via plasma membrane adhesion molecules|brain development|,calcium ion binding|,2,2,20600000000,1.5%
A0A075B5L3,0.023108713,0.74875,32.40429139,-1.9135,0.000574872,-6.621397009,1.4145,1.914,1.788,-0.158,-0.585,0.119,A0A075B5L3,NotFound,A0A075B5L3_NotFound,A0A075B5L3,Igkv4-90,1,1,1,1,A0A075B5L3,MOUSE,12723.1,13.6,568,568.1,11.65,11.65,,117,Immunoglobulin kappa chain variable 4-90 (Fragment),,,,1,1,3050000,13.6%
P09411,0.641826969,-0.190083333,3.641003184,0.3915,0.432413935,0.842362835,-0.1215,0.334,-1.37,0.065,-0.056,0.008,P09411,Pgk1,P09411_Pgk1,P09411,Pgk1,1,3,2,2,P09411,MOUSE,44949.1,4.3,569,569.1,11.62,11.62,,417,Phosphoglycerate kinase 1,cytoplasm|,glycolytic process|phosphorylation|,phosphoglycerate kinase activity|ATP binding|,2,3,205000000,4.3%
E9PUU4,0.293302242,-0.0025,10.81374305,0.81875,0.082913585,2.168431113,-0.1605,-0.827,,0.726,0.241,0.008,E9PUU4,Gemin5,E9PUU4_Gemin5,E9PUU4,Gemin5,1,5,2,2,E9PUU4|Q8BX17|A2AFQ9,MOUSE,169370,1.3,570,570.1,11.56,11.56,,1503,Gem-associated protein 5,nucleus|nucleoplasm|cytoplasm|cytosol|membrane|nuclear body|SMN complex|SMN-Sm protein complex|,spliceosomal snRNP assembly|,snRNA binding|poly(A) RNA binding|,2,5,3090000000,1.3%
Q8BLR5,0.940910696,0.8867,0.362815968,-0.123416667,0.919852945,-0.105912582,0.1815,1.74,,2.871,-0.507,0.148,Q8BLR5,Psd4,Q8BLR5_Psd4,Q8BLR5,Psd4,1,2,1,1,Q8BLR5,MOUSE,113986.3,0.7,571,571.1,11.54,11.54,,1005,PH and SEC7 domain-containing protein 4,plasma membrane|membrane|cell junction|trans-Golgi network|,neuron differentiation|regulation of ARF protein signal transduction|positive regulation of GTPase activity|vesicle-mediated transport|,ARF guanyl-nucleotide exchange factor activity|lipid binding|,1,2,109000000,0.7%
P27106,0.26283168,-0.1321,11.669745,0.636083333,0.068080933,2.32067684,-0.5455,-0.482,,0.183,-0.106,0.29,P27106,NotFound,P27106_NotFound,P27106,Amh,1,4,1,1,P27106|Q5EC55,MOUSE,60405,1,572,572.1,11.49,11.49,,555,Muellerian-inhibiting factor,extracellular region|,gonadal mesoderm development|cell differentiation|,growth factor activity|,1,4,406000000,1.0%
Q8BYH8,0.425473432,-0.3033,6.966621205,0.729916667,0.201065649,1.476383809,-0.0355,-1.447,,-0.258,0.079,0.145,Q8BYH8,Chd9,Q8BYH8_Chd9,Q8BYH8,Chd9,1,2,2,2,Q8BYH8|Q8BYH8-2|A0A1B0GR76,MOUSE,326022.2,0.8,573,573.1,11.48,11.48,,2885,Chromodomain-helicase-DNA-binding protein 9,nucleus|cytoplasm|plasma membrane|,"transcription, DNA-templated|regulation of transcription, DNA-templated|chromatin modification|",DNA binding|helicase activity|ATP binding|,2,2,58600000,0.8%
Q03717,0.586005351,0.688583333,4.398518974,-0.8225,0.363201892,-0.985207054,-0.5575,1.184,2.673,0.446,-0.33,0.716,Q03717,Kcnb1,Q03717_Kcnb1,Q03717,Kcnb1,1,3,2,2,Q03717,MOUSE,96445.6,2.2,574,574.1,11.39,11.39,,857,Potassium voltage-gated channel subfamily B member 1,intracellular|plasma membrane|voltage-gated potassium channel complex|integral component of membrane|lateral plasma membrane|cell junction|axon|dendrite|dendrite membrane|neuronal cell body membrane|sarcolemma|perikaryon|postsynaptic membrane|,action potential|potassium ion transport|vesicle docking involved in exocytosis|glutamate receptor signaling pathway|positive regulation of norepinephrine secretion|cellular response to nutrient levels|positive regulation of catecholamine secretion|regulation of ion transmembrane transport|glucose homeostasis|positive regulation of calcium ion-dependent exocytosis|negative regulation of insulin secretion|protein homooligomerization|cellular response to glucose stimulus|potassium ion transmembrane transport|protein targeting to plasma membrane|positive regulation of protein targeting to membrane|regulation of action potential|positive regulation of long term synaptic depression|regulation of motor neuron apoptotic process|,voltage-gated potassium channel activity|delayed rectifier potassium channel activity|protein binding|outward rectifier potassium channel activity|ubiquitin-like protein binding|ion channel binding|protein heterodimerization activity|protein N-terminus binding|,2,3,56500000,2.2%
Q3TQQ9-2,0.415101064,0.18225,7.287287004,-0.6985,0.186754596,-1.493542176,1.4155,0.5,-0.321,-0.393,-0.021,-0.087,Q3TQQ9,BC055324,Q3TQQ9-2_BC055324,Q3TQQ9-2,,1,5,1,1,Q3TQQ9-2|Q3TQQ9|Q3TQQ9-3,MOUSE,105599.9,1.5,575,575.1,11.33,11.33,,903,Isoform 2 of Uncharacterized protein C1orf112 homolog,,,,1,5,188000000,1.5%
Q8CB77,0.353902242,-0.0717,8.743896023,0.593416667,0.1335397,1.790120389,-0.7905,-0.065,,0.041,0.29,0.166,Q8CB77,Eloa,Q8CB77_Eloa,Q8CB77,Eloa,1,2,2,2,Q8CB77,MOUSE,87502.1,3.6,576,576.1,11.33,11.33,,773,Elongin-A,extracellular space|nucleus|cytoplasm|integral component of membrane|elongin complex|,regulation of transcription from RNA polymerase II promoter|transcription elongation from RNA polymerase II promoter|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|,DNA binding|ubiquitin-protein transferase activity|,2,2,217000000,3.6%
A7DTG3,0.654719332,0.1261,3.482976915,-0.326916667,0.448437898,-0.823480514,0.8295,-0.185,,-0.183,0.177,-0.008,A7DTG3,Sertad4,A7DTG3_Sertad4,A7DTG3,Sertad4,1,4,1,1,A7DTG3,MOUSE,41836.9,1.8,577,577.1,11.31,11.31,,377,SERTA domain-containing protein 4,nucleus|,,,1,4,177000000,1.8%
E9PZ26,0.230583402,-0.0491,13.14000798,0.79275,0.048528761,2.596516769,-0.2135,-0.836,,0.284,0.251,0.269,E9PZ26,Brd1,E9PZ26_Brd1,E9PZ26,Brd1,1,2,2,2,E9PZ26|G5E8P1|E9Q412,MOUSE,135652.4,1.2,578,578.1,11.3,11.3,,1189,Bromodomain-containing 1,nucleus|nucleoplasm|dendrite|perikaryon|MOZ/MORF histone acetyltransferase complex|,response to immobilization stress|histone H3 acetylation|response to electrical stimulus|,zinc ion binding|histone binding|,2,2,788000000,1.2%
P97366,0.755781438,0.2927,2.147443178,-0.20175,0.609895856,-0.544145297,0.8345,-0.007,,0.456,0.181,-0.001,P97366,NotFound,P97366_NotFound,P97366,Evi5,1,2,2,2,P97366|F8VPT6,MOUSE,93682.9,3.4,579,579.1,11.24,11.24,,809,Ecotropic viral integration site 5 protein,nucleus|Golgi apparatus|microtubule organizing center|spindle|cytosol|intracellular membrane-bounded organelle|,"cell cycle|retrograde transport, endosome to Golgi|positive regulation of GTPase activity|cell division|",GTPase activator activity|Rab GTPase binding|,2,2,354000000,3.4%
P62242,0.026097217,0.852916667,31.45698665,-2.841833333,0.000714992,-6.432210257,1.5145,2.347,2.96,-1.026,-0.418,-0.26,P62242,Rps8,P62242_Rps8,P62242,Rps8,1,1,1,1,P62242,MOUSE,24490,4.3,580,580.1,11.22,11.22,,208,40S ribosomal protein S8,nucleus|cytoplasm|focal adhesion|membrane|cytosolic small ribosomal subunit|ribonucleoprotein complex|extracellular exosome|,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|translation|",structural constituent of ribosome|poly(A) RNA binding|,1,1,2470000000,4.3%
Q6A037,0.861013543,0.0325,1.223353509,0.090416667,0.75450939,0.330406046,-0.1815,0.138,,0.218,-0.008,-0.004,Q6A037,N4bp1,Q6A037_N4bp1,Q6A037,N4bp1,1,6,2,2,Q6A037,MOUSE,99886.7,3.1,581,581.1,11.18,11.18,,893,NEDD4-binding protein 1,nucleus|nucleolus|PML body|,negative regulation of protein ubiquitination|negative regulation of proteasomal ubiquitin-dependent protein catabolic process|cellular response to UV|,protein binding|,2,6,1240000000,3.1%
E9PX59,0.219826621,-0.1263,13.44815435,1.202416667,0.045204801,2.671624251,-0.3165,-1.379,,0.271,0.763,0.03,E9PX59,Samd9l,E9PX59_Samd9l,E9PX59,Samd9l,1,3,2,2,E9PX59|Q69Z37,MOUSE,184076.8,1,582,582.1,11.15,11.15,,1579,Sterile alpha motif domain-containing protein 9-like,early endosome|,hematopoietic progenitor cell differentiation|stem cell division|endosomal vesicle fusion|common myeloid progenitor cell proliferation|regulation of protein catabolic process|spleen development|,,2,3,395000000,1.0%
Q69ZS0,0.14994666,-0.1371,18.09090273,0.973583333,0.015520644,3.604040718,-0.7845,-0.658,,0.047,0.385,0.325,Q69ZS0,Pdzrn3,Q69ZS0_Pdzrn3,Q69ZS0,Pdzrn3,1,2,2,2,Q69ZS0|Q69ZS0-3|Q69ZS0-2,MOUSE,120996.6,1.6,583,583.1,11.12,11.12,,1063,E3 ubiquitin-protein ligase PDZRN3,neuromuscular junction|,neuromuscular junction development|protein ubiquitination|,ubiquitin-protein transferase activity|protein binding|zinc ion binding|ligase activity|ubiquitin protein ligase activity|,2,2,889000000,1.6%
Q3TPE1,0.033048775,0.6159,30.23832348,-1.773083333,0.000946603,-6.961412504,1.7685,1.591,,-0.128,-0.017,-0.135,Q3TPE1,NotFound,Q3TPE1_NotFound,Q3TPE1,Vwf,1,2,2,2,Q3TPE1|Q3TD35|Q8CIZ8-2,MOUSE,46792.8,3.7,584,584.1,11.11,11.11,,405,von Willebrand factor,extracellular region|proteinaceous extracellular matrix|endoplasmic reticulum|external side of plasma membrane|extracellular matrix|Weibel-Palade body|extracellular exosome|,liver development|placenta development|cell adhesion|blood coagulation|hemostasis|platelet activation|cell-substrate adhesion|protein homooligomerization|platelet activation|,glycoprotein binding|protease binding|integrin binding|protein binding|collagen binding|immunoglobulin binding|identical protein binding|protein homodimerization activity|protein N-terminus binding|chaperone binding|,2,2,116000000,3.7%
Q9JK39-2,0.669813064,0.0451,3.33063188,-0.201083333,0.464447695,-0.79175258,0.1725,0.159,,-0.119,0.083,-0.07,Q9JK39,Btnl10,Q9JK39-2_Btnl10,Q9JK39-2,Btnl10,1,2,1,1,Q9JK39-2|Q9JK39|A0A0R4J1C6,MOUSE,54778.1,1.4,585,585.1,11.03,11.03,,275,Isoform 2 of Butyrophilin-like protein 10,integral component of membrane|,,,1,2,9720000,1.4%
P54822,0.768775298,0.3079,1.993721897,-0.170583333,0.631870108,-0.509882124,0.4425,0.378,,0.325,-0.186,0.58,P54822,Adsl,P54822_Adsl,P54822,Adsl,1,1,1,1,P54822|E9Q242,MOUSE,55607,2.2,586,586.1,11.02,11.02,,484,Adenylosuccinate lyase,mitochondrion|cytosol|,response to hypoxia|AMP biosynthetic process|'de novo' IMP biosynthetic process|response to nutrient|aerobic respiration|response to muscle activity|response to starvation|'de novo' AMP biosynthetic process|protein tetramerization|,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity|(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity|",1,1,28900000,2.2%
A2AFG3,0.116696197,-0.2219,20.0890879,1.121416667,0.009796957,4.056362426,-0.9855,-0.804,,0.383,0.291,0.006,A2AFG3,Pdzd4,A2AFG3_Pdzd4,A2AFG3,Pdzd4,1,3,2,2,A2AFG3,MOUSE,74414.1,2.4,587,587.1,10.97,10.97,,657,PDZ domain-containing protein 4,,protein ubiquitination|,ubiquitin protein ligase activity|,2,3,889000000,2.4%
Q62056,0.374970761,-0.3659,8.351738035,0.638916667,0.146159213,1.721953224,-1.2045,-0.294,,-0.285,-0.044,-0.002,Q62056,Psg17,Q62056_Psg17,Q62056,Psg17,1,1,1,1,Q62056,MOUSE,53425.2,4,588,588.1,10.95,10.95,,475,MCG130054,,immune response|female pregnancy|,protein binding|heparan sulfate proteoglycan binding|,1,1,227000000,4.0%
Q8BXX9,0.745307288,-0.059916667,2.314611807,-0.1335,0.586865824,-0.573978722,0.2395,-0.201,-0.018,-0.244,-0.11,-0.026,Q8BXX9,Ccdc169,Q8BXX9_Ccdc169,Q8BXX9,Ccdc169,1,4,1,1,Q8BXX9|D3YWT6|Q8BXX9-2|E9Q3J3,MOUSE,24753.8,4.6,589,589.1,10.92,10.92,,214,Coiled-coil domain-containing protein 169,,,,1,4,99200000,4.6%
Q8VCQ6,0.087827031,-0.28475,22.29433287,2.005666667,0.005896125,5.355941015,,-1.789,,0.376,0.231,0.043,Q8VCQ6,Sgms1,Q8VCQ6_Sgms1,Q8VCQ6,Sgms1,1,1,1,1,Q8VCQ6|E3W996|Q8VCQ6-3|Q8VCQ6-2,MOUSE,49829.3,2.1,590,590.1,10.92,10.92,,419,Phosphatidylcholine:ceramide cholinephosphotransferase 1,Golgi trans cisterna|nucleus|endoplasmic reticulum|plasma membrane|membrane|integral component of Golgi membrane|,sphingomyelin biosynthetic process|apoptotic process|cell growth|phosphorylation|negative regulation of extrinsic apoptotic signaling pathway|,kinase activity|sphingomyelin synthase activity|ceramide cholinephosphotransferase activity|,1,1,31400000,2.1%
P07214,0.831452937,-0.0003,1.524750118,-0.107583333,0.703922729,-0.40257328,0.0205,0.108,,-0.131,-0.155,0.156,P07214,Sparc,P07214_Sparc,P07214,Sparc,1,1,1,1,A0A1L1SSH9|P07214|Q5NCU4,MOUSE,35305.2,3.3,591,591.1,10.9,10.9,,302,SPARC,proteinaceous extracellular matrix|basement membrane|extracellular space|cell surface|nuclear matrix|platelet alpha granule|platelet alpha granule membrane|,negative regulation of endothelial cell proliferation|signal transduction|heart development|response to gravity|response to lead ion|positive regulation of endothelial cell migration|negative regulation of angiogenesis|regulation of cell morphogenesis|lung development|response to lipopolysaccharide|response to L-ascorbic acid|response to cytokine|wound healing|regulation of cell proliferation|response to peptide hormone|response to ethanol|response to cadmium ion|inner ear development|response to glucocorticoid|response to cAMP|response to calcium ion|bone development|cellular response to growth factor stimulus|,calcium ion binding|collagen binding|extracellular matrix binding|,1,1,6280000,3.3%
P50544,0.690196463,-0.244583333,3.106305494,0.765166667,0.489068229,0.737576924,0.3625,0.764,-3.008,0.759,-0.248,-0.097,P50544,Acadvl,P50544_Acadvl,P50544,Acadvl,1,3,2,2,P50544|B1AR28,MOUSE,71273.6,4.2,592,592.1,10.89,10.89,,656,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",nucleus|nucleolus|cytoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial nucleoid|,temperature homeostasis|epithelial cell differentiation|fatty acid beta-oxidation using acyl-CoA dehydrogenase|negative regulation of fatty acid biosynthetic process|negative regulation of fatty acid oxidation|regulation of cholesterol metabolic process|,acyl-CoA dehydrogenase activity|flavin adenine dinucleotide binding|,2,3,102000000,4.2%
P08228,0.087644071,0.405583333,22.48901811,-2.303166667,0.005637651,-4.242897202,1.0215,2.76,0.89,-0.717,-0.96,-0.561,P08228,Sod1,P08228_Sod1,P08228,Sod1,1,2,2,2,P08228,MOUSE,16113.6,13.6,593,593.1,10.87,10.87,,154,Superoxide dismutase [Cu-Zn],extracellular space|nucleus|nucleoplasm|cytoplasm|mitochondrion|mitochondrial intermembrane space|lysosome|peroxisome|cytosol|extracellular matrix|dense core granule|cytoplasmic vesicle|dendrite cytoplasm|neuronal cell body|myelin sheath|protein complex|extracellular exosome|plasma membrane|,activation of MAPK activity|response to reactive oxygen species|response to superoxide|ovarian follicle development|positive regulation of cytokine production|retina homeostasis|response to amphetamine|myeloid cell homeostasis|glutathione metabolic process|superoxide metabolic process|cellular iron ion homeostasis|response to oxidative stress|spermatogenesis|embryo implantation|aging|cell aging|sensory perception of sound|locomotory behavior|anterograde axon cargo transport|retrograde axon cargo transport|regulation of blood pressure|response to heat|response to organic substance|transmission of nerve impulse|removal of superoxide radicals|response to nutrient levels|peripheral nervous system myelin maintenance|positive regulation of superoxide anion generation|response to carbon monoxide|cellular response to potassium ion|regulation of multicellular organism growth|response to drug|response to hydrogen peroxide|superoxide anion generation|negative regulation of apoptotic process|positive regulation of catalytic activity|regulation of GTPase activity|negative regulation of neuron apoptotic process|response to ethanol|negative regulation of cholesterol biosynthetic process|regulation of protein kinase activity|response to antibiotic|response to copper ion|muscle cell cellular homeostasis|response to axon injury|hydrogen peroxide biosynthetic process|regulation of mitochondrial membrane potential|oxidation-reduction process|heart contraction|neurofilament cytoskeleton organization|relaxation of vascular smooth muscle|auditory receptor cell stereocilium organization|cellular response to cadmium ion|cellular response to ATP|reactive oxygen species metabolic process|response to antipsychotic drug|positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|,superoxide dismutase activity|copper ion binding|protein binding|zinc ion binding|protein phosphatase 2B binding|identical protein binding|Rac GTPase binding|chaperone binding|,2,2,13900000,13.6%
Q8VGD7,0.32515976,0.262916667,9.599745985,-2.633166667,0.109654233,-1.882328898,3.9325,2.46,-1.654,-1.117,-1.33,-0.714,Q8VGD7,Olfr1395,Q8VGD7_Olfr1395,Q8VGD7,Olfr1395,1,3,1,1,Q8VGD7|Q8VFM4|Q9EPF5|Q8VFM5|Q9EPF6|Q7TRN3|K7N641,MOUSE,36080.7,2.2,594,594.1,10.85,10.85,,317,Olfactory receptor 1395,plasma membrane|integral component of membrane|,G-protein coupled receptor signaling pathway|sensory perception of smell|detection of chemical stimulus involved in sensory perception of smell|,G-protein coupled receptor activity|olfactory receptor activity|,1,3,993000000,2.2%
