id,adj.P.Val.xBirACre.over.NoBirA,AveExpr.xBirACre.over.NoBirA,Log.P.Value.xBirACre.over.NoBirA,logFC.xBirACre.over.NoBirA,P.Value.xBirACre.over.NoBirA,t.xBirACre.over.NoBirA,PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian,PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian,PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian,PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian,PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian,PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,PlexesSearchedTogether_correct.unique_peptides,PlexesSearchedTogether_correct.numSpectra,PlexesSearchedTogether_correct.totalIntensity,PlexesSearchedTogether_correct.pct_cov
G3X9D6,0.002397641,-0.538833333,27.30083204,2.889666667,0.00186173,4.699145222,-1.74,-0.955,-3.256,1.052,0.507,1.159,G3X9D6,Apon,G3X9D6_Apon,G3X9D6,Apon,1,2,2,2,G3X9D6,MOUSE,28249.3,11.1,502,502.1,19.5,19.5,,251,Apolipoprotein N,extracellular space|cytoplasm|,,,2,2,125000000,11.1%
Q3U492,9.9414e-4,-0.746833333,31.49085303,3.201666667,7.09438e-4,5.524512493,-1.91,-1.514,-3.619,0.876,0.798,0.888,Q3U492,Kcp,Q3U492_Kcp,Q3U492,Kcp,1,4,2,2,Q3U492|Q3U492-2|E9QNB3,MOUSE,178777.4,1.5,504,504.1,19.29,19.29,,1550,Kielin/chordin-like protein,extracellular space|,hematopoietic progenitor cell differentiation|positive regulation of BMP signaling pathway|,protein binding|,2,4,9430000,1.5%
E9PZ36,0.00484084,-0.587333333,24.09703996,3.423333333,0.003893104,4.181242687,-3.559,-3.013,-0.325,1,1.015,1.358,E9PZ36,Pkhd1,E9PZ36_Pkhd1,E9PZ36,Pkhd1,1,6,3,3,E9PZ36,MOUSE,450351.1,1.1,505,505.1,19.15,19.15,,4059,Polycystic kidney and hepatic disease 1,cytoplasm|centrosome|apical plasma membrane|ciliary basal body|perinuclear region of cytoplasm|extracellular exosome|primary cilium|mitotic spindle|,kidney development|cellular calcium ion homeostasis|positive regulation of cell proliferation|regulation of centrosome duplication|regulation of TOR signaling|negative regulation of NF-kappaB transcription factor activity|cilium assembly|negative regulation of apoptotic process|negative regulation of protein kinase B signaling|regulation of ERK1 and ERK2 cascade|,protein binding|,3,6,4320000000,1.1%
P15535,0.013735941,-1.951833333,19.2281413,5.817666667,0.011944992,3.37930254,-2.951,-2.332,-9.299,1.053,0.938,0.88,P15535,B4galt1,P15535_B4galt1,P15535,B4galt1,1,3,2,2,P15535|P15535-2|B1AXY5,MOUSE,44809.7,7,507,507.1,19.03,19.03,,399,"Beta-1,4-galactosyltransferase 1",Golgi trans cisterna|extracellular space|Golgi apparatus|plasma membrane|external side of plasma membrane|cell surface|membrane|integral component of membrane|basolateral plasma membrane|desmosome|glycocalyx|filopodium|brush border membrane|Golgi cisterna membrane|extracellular exosome|,epithelial cell development|acute inflammatory response|lactose biosynthetic process|galactose metabolic process|protein glycosylation|protein N-linked glycosylation|cell adhesion|binding of sperm to zona pellucida|penetration of zona pellucida|negative regulation of cell proliferation|glycoprotein biosynthetic process|oligosaccharide biosynthetic process|extracellular matrix organization|mammary gland development|wound healing|regulation of cell proliferation|positive regulation of apoptotic process|development of secondary sexual characteristics|branching morphogenesis of an epithelial tube|leukocyte migration|regulation of cellular component movement|regulation of acrosome reaction|positive regulation of epithelial cell proliferation involved in wound healing|angiogenesis involved in wound healing|positive regulation of apoptotic process involved in mammary gland involution|,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity|N-acetyllactosamine synthase activity|lactose synthase activity|protein binding|cytoskeletal protein binding|galactosyltransferase activity|protein kinase binding|manganese ion binding|UDP-galactosyltransferase activity|protein homodimerization activity|alpha-tubulin binding|beta-tubulin binding|",2,3,36300000,7.0%
E9Q5P0,2.53142e-4,-0.653333333,38.71828869,3.459333333,1.34329e-4,7.166945532,-2.963,-2.728,-1.458,1.009,1.248,0.972,E9Q5P0,Hpn,E9Q5P0_Hpn,E9Q5P0,Hpn,1,3,2,2,E9Q5P0|O35453|O35453-2|G3UWE8,MOUSE,48900.6,5.1,509,509.1,18.93,18.93,,445,Serine protease hepsin,endoplasmic reticulum membrane|plasma membrane|integral component of plasma membrane|cell surface|integral component of membrane|extracellular exosome|nuclear membrane|,proteolysis|sensory perception of sound|regulation of cell shape|negative regulation of alkaline phosphatase activity|negative regulation of epithelial to mesenchymal transition|positive regulation of plasminogen activation|positive regulation of cell growth|basement membrane disassembly|cholesterol homeostasis|negative regulation of apoptotic process|positive regulation by host of viral transcription|negative regulation of epithelial cell proliferation|positive regulation of hepatocyte proliferation|,serine-type endopeptidase activity|peptidase activity|serine-type peptidase activity|serine-type exopeptidase activity|,2,3,33100000,5.1%
Q3U515,0.090665153,0.016333333,10.71296716,0.990666667,0.08486005,1.986032054,-1.267,-0.288,0.118,0.755,-0.074,0.854,Q3U515,Vwce,Q3U515_Vwce,Q3U515,Vwce,1,3,2,2,Q3U515,MOUSE,103029.8,2.9,511,511.1,18.81,18.81,,929,von Willebrand factor C and EGF domain-containing protein,extracellular region|,positive regulation of cell proliferation|regulation of signal transduction|,calcium ion binding|,2,3,12000000,2.9%
Q9QZ25,4.65715e-4,-0.593833333,35.25549325,3.128333333,2.98161e-4,6.341617023,-2.939,-2.222,-1.313,1.245,0.709,0.957,Q9QZ25,Vnn3,Q9QZ25_Vnn3,Q9QZ25,Vnn3,1,2,2,2,Q9QZ25,MOUSE,56931.6,3.6,513,513.1,18.61,18.61,,500,Vascular non-inflammatory molecule 3,extracellular space|plasma membrane|anchored component of membrane|,pantothenate metabolic process|,pantetheine hydrolase activity|,2,2,30300000,3.6%
P30412,0.002381866,-0.357333333,27.33601645,2.514666667,0.001846709,4.705748814,-2.513,-0.697,-1.634,1.029,0.468,1.203,P30412,Ppic,P30412_Ppic,P30412,Ppic,1,3,2,2,P30412,MOUSE,22907.8,10.3,516,516.1,18.41,18.41,,212,Peptidyl-prolyl cis-trans isomerase C,cytoplasm|extracellular exosome|,protein peptidyl-prolyl isomerization|protein folding|,peptidyl-prolyl cis-trans isomerase activity|protein binding|cyclosporin A binding|,2,3,243000000,10.3%
Q7TQ48,0.001780596,-1.230333333,28.73868021,4.255333333,0.001337002,5.068592109,-2.883,-1.851,-5.34,0.896,1.006,0.79,Q7TQ48,Srl,Q7TQ48_Srl,Q7TQ48,Srl,1,6,3,3,Q7TQ48|Q7TQ48-2,MOUSE,99581.6,3,517,517.1,18.37,18.37,,910,Sarcalumenin,sarcoplasmic reticulum lumen|,,GTP binding|,3,6,148000000,3.0%
D3Z623,1.78163e-4,-0.801666667,41.19451939,4.240666667,7.59535e-5,7.806091637,-2.431,-2.249,-4.086,1.33,1.348,1.278,D3Z623,9330159F19Rik,D3Z623_9330159F19Rik,D3Z623,9330159F19Rik,1,3,3,3,D3Z623|A0A1L1SS16,MOUSE,74697,5.2,518,518.1,18.33,18.33,,648,"MCG7194, isoform CRA_a",,,,3,3,6620000000,5.2%
Q8BMJ2,0.652789861,-0.0665,1.913363533,-0.207666667,0.643670561,-0.481929462,0.009,-0.209,0.312,0.028,-0.831,0.292,Q8BMJ2,Lars,Q8BMJ2_Lars,Q8BMJ2,Lars,1,9,3,3,Q8BMJ2,MOUSE,135445.1,2.4,520,520.1,18.18,18.18,,1178,"Leucine--tRNA ligase, cytoplasmic",nucleus|cytoplasm|cytosol|,leucyl-tRNA aminoacylation|regulation of translational fidelity|methionyl-tRNA aminoacylation|,aminoacyl-tRNA editing activity|leucine-tRNA ligase activity|ATP binding|methionine-tRNA ligase activity|,3,9,25700000000,2.4%
E9PZQ0,1.0426e-4,-0.8445,50.87739448,3.881,8.17072e-6,10.77828333,-2.638,-3.112,-2.605,1.039,0.995,1.254,E9PZQ0,Ryr1,E9PZQ0_Ryr1,E9PZQ0,Ryr1,1,7,3,3,A0A1L1SQG7|E9PZQ0|K3W4M2|Q5DTZ6|Q5DTZ6-2|Q5DTZ6-3|Q99MV7|Q8CFI7|Q99MV7-3|P18293|Q3UFM5|Q8K4B0|E9PX23|F8WHY8|Q9R190|Q8BKV1|F8WHY9|M0QWK4|H3BLK0|Q3URK1|E0CXM8|Q99N20|E0CZ80,MOUSE,570734.5,0.3,521,521.1,18.14,18.14,,5035,Ryanodine receptor 1,cytoplasm|smooth endoplasmic reticulum|plasma membrane|cell cortex|membrane|integral component of membrane|sarcoplasmic reticulum|junctional membrane complex|T-tubule|I band|sarcoplasmic reticulum membrane|protein complex|extracellular exosome|,response to hypoxia|outflow tract morphogenesis|calcium ion transport|muscle contraction|regulation of muscle contraction|release of sequestered calcium ion into cytosol by sarcoplasmic reticulum|skin development|ossification involved in bone maturation|skeletal muscle fiber development|release of sequestered calcium ion into cytosol|calcium ion transmembrane transport|cellular response to caffeine|,protease binding|ryanodine-sensitive calcium-release channel activity|voltage-gated calcium channel activity|calcium channel activity|protein binding|calmodulin binding|enzyme binding|,4,7,9350000000,0.3%
Q3UHI0-2,1.0426e-4,-1.392333333,47.69134448,4.847333333,1.70163e-5,9.708337818,-3.598,-3.071,-4.779,0.956,1.06,1.078,Q3UHI0,Ccser2,Q3UHI0-2_Ccser2,Q3UHI0-2,Ccser2,1,16,2,2,Q3UHI0-2|Q3UHI0,MOUSE,115944.3,1.9,527,527.1,17.71,17.71,,833,Isoform 2 of Serine-rich coiled-coil domain-containing protein 2,microtubule cytoskeleton|,,microtubule binding|,2,16,1550000000000,1.9%
A0A140LIJ4,2.06954e-4,-0.697,40.04277716,4.056,9.90199e-5,7.503433496,-3.63,-1.88,-2.665,1.822,0.84,1.331,A0A140LIJ4,NotFound,A0A140LIJ4_NotFound,A0A140LIJ4,Dnah14,1,6,3,3,A0A140LIJ4,MOUSE,521611.8,0.9,528,528.1,17.68,17.68,,4489,"Dynein, axonemal, heavy chain 14",,,,3,6,300000000,0.9%
Q9WU60,0.001130848,-1.0535,30.86106282,4.061,8.20151e-4,5.487916834,-2.579,-1.856,-4.817,1.032,0.99,0.909,Q9WU60,Atrn,Q9WU60_Atrn,Q9WU60,Atrn,1,4,2,2,Q9WU60,MOUSE,163133.2,1.4,529,529.1,17.68,17.68,,1428,Attractin,extracellular space|cytoplasm|plasma membrane|integral component of membrane|extracellular exosome|,inflammatory response|response to oxidative stress|cerebellum development|regulation of multicellular organism growth|myelination|pigmentation|,receptor activity|protein binding|carbohydrate binding|,2,4,24700000,1.4%
Q99MN9,0.00193635,-0.413,28.32096166,2.412666667,0.001471987,4.892744396,-1.166,-1.123,-2.569,1.064,0.602,0.714,Q99MN9,Pccb,Q99MN9_Pccb,Q99MN9,Pccb,1,2,2,2,Q99MN9|E9Q1J7,MOUSE,59035.6,4.6,532,532.1,17.58,17.58,,541,"Propionyl-CoA carboxylase beta chain, mitochondrial",mitochondrion|mitochondrial matrix|,metabolic process|,propionyl-CoA carboxylase activity|ATP binding|,2,2,6580000,4.6%
P09411,1.84037e-4,-1.156666667,40.97379517,4.378,7.99136e-5,7.747344753,-3.121,-2.415,-4.501,1.247,0.957,0.893,P09411,Pgk1,P09411_Pgk1,P09411,Pgk1,1,7,3,3,P09411|S4R2M7,MOUSE,44949.1,7.1,538,538.1,17.01,17.01,,417,Phosphoglycerate kinase 1,cytoplasm|,glycolytic process|phosphorylation|,phosphoglycerate kinase activity|ATP binding|,3,7,1290000000,7.1%
Q7TNB8,0.010582956,-0.262833333,20.45468811,1.897,0.009005984,3.501154775,-0.403,-2.329,-0.902,0.659,0.831,0.567,Q7TNB8,Sbno2,Q7TNB8_Sbno2,Q7TNB8,Sbno2,1,3,3,3,Q7TNB8|Q7TNB8-2,MOUSE,150546.2,3.1,539,539.1,16.97,16.97,,1349,Protein strawberry notch homolog 2,,"macrophage activation involved in immune response|transcription, DNA-templated|bone mineralization|osteoclast differentiation|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|regulation of inflammatory response|bone trabecula morphogenesis|multinuclear osteoclast differentiation|osteoclast fusion|",protein binding|,3,3,15300000000,3.1%
P43274,0.003437957,-0.178833333,25.65183765,1.771666667,0.002721549,4.395295386,-1.304,-1.082,-0.808,1.242,0.356,0.523,P43274,Hist1h1e,P43274_Hist1h1e,P43274,Hist1h1e,1,2,2,2,P43274|P43277|P43275|P15864,MOUSE,21976.9,11.8,542,542.1,16.61,16.61,,219,Histone H1.4,nucleosome|nucleus|nuclear heterochromatin|extracellular exosome|nucleolus|,negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|nucleosome positioning|,DNA binding|protein binding|chromatin DNA binding|poly(A) RNA binding|,2,2,35000000,11.8%
P68433,0.012027283,-0.149333333,19.83421713,1.481333333,0.010389109,3.399852754,-0.604,-0.665,-1.401,1.154,0.262,0.358,P68433,Hist1h3g,P68433_Hist1h3g,P68433,Hist1h3a,1,3,2,2,A0A1W2P768|P68433|P84228|P84244|P02301|F8WI35,MOUSE,15517.9,10.2,552,552.1,15.4,15.4,,136,Histone H3.1,nuclear nucleosome|nucleoplasm|membrane|extracellular exosome|,chromatin silencing at rDNA|DNA replication-dependent nucleosome assembly|protein heterotetramerization|regulation of gene silencing|,DNA binding|protein binding|histone binding|protein heterodimerization activity|,2,3,118000000,10.2%
Q6ZPY7,0.002494376,-0.618,27.11605049,3.835333333,0.001942652,4.744444765,-4.198,-2.567,-0.842,1.541,0.879,1.479,Q6ZPY7,NotFound,Q6ZPY7_NotFound,Q6ZPY7,Kdm3b,1,21,2,2,B9EKS2|Q6ZPY7,MOUSE,172583.6,1.2,554,554.1,15.33,15.33,,1562,Lysine-specific demethylase 3B,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|chromatin modification|oxidation-reduction process|",metal ion binding|dioxygenase activity|,2,21,18300000000,1.2%
Q91VS8,0.020770643,-0.0565,17.37067229,1.073666667,0.018320308,3.006602728,-0.457,-0.481,-0.842,0.714,0.38,0.347,Q91VS8,Farp2,Q91VS8_Farp2,Q91VS8,Farp2,1,3,2,2,Q91VS8,MOUSE,122248.2,1.6,559,559.1,15.11,15.11,,1065,"FERM, ARHGEF and pleckstrin domain-containing protein 2",cytoplasm|cytosol|cytoskeleton|extrinsic component of membrane|,cell adhesion|neuron remodeling|Rac protein signal transduction|osteoclast differentiation|actin cytoskeleton reorganization|regulation of integrin activation|regulation of Rho protein signal transduction|positive regulation of GTPase activity|semaphorin-plexin signaling pathway|podosome assembly|,Rho guanyl-nucleotide exchange factor activity|cytoskeletal protein binding|Rac guanyl-nucleotide exchange factor activity|,2,3,370000000,1.6%
P08228,0.01286764,-0.587833333,19.52337999,2.141,0.011159944,3.349471378,-2.524,-0.21,-2.241,0.619,0.183,0.646,P08228,Sod1,P08228_Sod1,P08228,Sod1,1,3,3,3,P08228,MOUSE,16113.6,22.7,560,560.1,15.09,15.09,,154,Superoxide dismutase [Cu-Zn],extracellular space|nucleus|nucleoplasm|cytoplasm|mitochondrion|mitochondrial intermembrane space|lysosome|peroxisome|cytosol|extracellular matrix|dense core granule|cytoplasmic vesicle|dendrite cytoplasm|neuronal cell body|myelin sheath|protein complex|extracellular exosome|plasma membrane|,activation of MAPK activity|response to reactive oxygen species|response to superoxide|ovarian follicle development|positive regulation of cytokine production|retina homeostasis|response to amphetamine|myeloid cell homeostasis|glutathione metabolic process|superoxide metabolic process|cellular iron ion homeostasis|response to oxidative stress|spermatogenesis|embryo implantation|aging|cell aging|sensory perception of sound|locomotory behavior|anterograde axon cargo transport|retrograde axon cargo transport|regulation of blood pressure|response to heat|response to organic substance|transmission of nerve impulse|removal of superoxide radicals|response to nutrient levels|peripheral nervous system myelin maintenance|positive regulation of superoxide anion generation|response to carbon monoxide|cellular response to potassium ion|regulation of multicellular organism growth|response to drug|response to hydrogen peroxide|superoxide anion generation|negative regulation of apoptotic process|positive regulation of catalytic activity|regulation of GTPase activity|negative regulation of neuron apoptotic process|response to ethanol|negative regulation of cholesterol biosynthetic process|regulation of protein kinase activity|response to antibiotic|response to copper ion|muscle cell cellular homeostasis|response to axon injury|hydrogen peroxide biosynthetic process|regulation of mitochondrial membrane potential|oxidation-reduction process|heart contraction|neurofilament cytoskeleton organization|relaxation of vascular smooth muscle|auditory receptor cell stereocilium organization|cellular response to cadmium ion|cellular response to ATP|reactive oxygen species metabolic process|response to antipsychotic drug|positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|,superoxide dismutase activity|copper ion binding|protein binding|zinc ion binding|protein phosphatase 2B binding|identical protein binding|Rac GTPase binding|chaperone binding|,3,3,197000000,22.7%
P10639,0.029679853,-0.825666667,15.78438056,2.764,0.026397448,2.810404734,-2.12,-0.164,-4.339,0.849,0.144,0.676,P10639,Txn1,P10639_Txn1,P10639,Txn,1,3,2,2,P10639,MOUSE,12017.6,19,561,561.1,15.06,15.06,,105,Thioredoxin,nucleus|cytoplasm|mitochondrion|cytosol|extracellular exosome|,"sulfate assimilation|negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|protein folding|glycerol ether metabolic process|response to radiation|positive regulation of peptidyl-serine phosphorylation|regulation of protein import into nucleus, translocation|cellular response to oxidative stress|positive regulation of DNA binding|cell redox homeostasis|negative regulation of protein export from nucleus|oxidation-reduction process|negative regulation of hydrogen peroxide-induced cell death|","protein binding|protein disulfide oxidoreductase activity|peptide disulfide oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|poly(A) RNA binding|",2,3,15200000,19.0%
Q3UGX2,0.413416536,-0.136333333,3.938433594,0.570666667,0.403791005,0.884957627,-1.475,-0.78,0.99,0.262,-0.184,0.369,Q3UGX2,Sptb,Q3UGX2_Sptb,Q3UGX2,Sptb,1,2,2,2,Q3UGX2|E9Q397|P15508,MOUSE,268999.3,0.9,564,564.1,14.95,14.95,,2329,Spectrin beta chain,cytoplasm|plasma membrane|spectrin|cell surface|spectrin-associated cytoskeleton|membrane|cortical cytoskeleton|protein complex|,porphyrin-containing compound biosynthetic process|plasma membrane organization|hemopoiesis|,actin binding|structural constituent of cytoskeleton|phospholipid binding|ankyrin binding|protein heterodimerization activity|actin filament binding|,2,2,23100000,0.9%
Q9CSN1,1.0426e-4,-1.593333333,53.35862513,5.52,4.61464e-6,11.68298429,-5.194,-3.723,-4.143,1.392,1.16,0.948,Q9CSN1,Snw1,Q9CSN1_Snw1,Q9CSN1,Snw1,1,15,2,2,Q9CSN1|A0A0B4J1E2,MOUSE,61531.4,2.6,565,565.1,14.89,14.89,,536,SNW domain-containing protein 1,nucleus|nucleoplasm|spliceosomal complex|nuclear matrix|catalytic step 2 spliceosome|positive transcription elongation factor complex b|SMAD3-SMAD4 protein complex|,"negative regulation of transcription from RNA polymerase II promoter|mRNA splicing, via spliceosome|transcription, DNA-templated|positive regulation of transforming growth factor beta receptor signaling pathway|skeletal muscle cell differentiation|intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|positive regulation by host of viral transcription|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of mRNA splicing, via spliceosome|retinoic acid receptor signaling pathway|regulation of retinoic acid receptor signaling pathway|positive regulation of neurogenesis|positive regulation of histone H3-K4 methylation|regulation of vitamin D receptor signaling pathway|positive regulation of vitamin D receptor signaling pathway|cellular response to retinoic acid|",transcription coactivator activity|transcription corepressor activity|Notch binding|protein binding|nuclear hormone receptor binding|vitamin D receptor binding|retinoic acid receptor binding|poly(A) RNA binding|SMAD binding|,2,15,455000000000,2.6%
P16460,0.248231101,-0.377166667,6.211066332,1.223666667,0.239272819,1.287394487,-2.71,1.197,-1.454,0.716,-0.127,0.115,P16460,Ass1,P16460_Ass1,P16460,Ass1,1,2,2,2,P16460,MOUSE,46868.9,4.8,567,567.1,14.82,14.82,,412,Argininosuccinate synthase,cytoplasm|mitochondrion|myelin sheath|extracellular exosome|,urea cycle|citrulline metabolic process|argininosuccinate metabolic process|arginine biosynthetic process|aspartate metabolic process|positive regulation of nitric oxide biosynthetic process|cellular response to laminar fluid shear stress|negative regulation of leukocyte cell-cell adhesion|,argininosuccinate synthase activity|ATP binding|amino acid binding|identical protein binding|poly(A) RNA binding|,2,2,6590000,4.8%
Q8C2E4,3.06476e-4,-0.960666667,37.58486173,3.965333333,1.74387e-4,6.888400923,-2.52,-2.135,-4.175,1.284,0.842,0.94,Q8C2E4,Ptcd1,Q8C2E4_Ptcd1,Q8C2E4,Ptcd1,1,3,3,3,Q8C2E4,MOUSE,78334.7,6,569,569.1,14.75,14.75,,695,"Pentatricopeptide repeat-containing protein 1, mitochondrial",mitochondrial matrix|,tRNA 3'-end processing|,,3,3,105000000,6.0%
B2RQ80,0.090273065,-0.1845,10.7371943,1.283666667,0.084387976,1.989726036,-1.654,0.527,-1.352,1.093,0.076,0.203,B2RQ80,Tnik,B2RQ80_Tnik,B2RQ80,Tnik,1,3,2,2,B2RQ80|B9EKN8|E9PUL9|P83510|E0CY98|E0CXD6|P83510-2|E0CZD7|E0CZF8|Q9JM52-3|G3X9G2|Q5SXG3|Q5SXG1|Q9JM52|E9PVG7|A0A0A6YW53|Q9JM52-2|A0A0A6YWM8|F8VPL5|A0A0A6YWR8|P97820|B2RUE8|B7ZNR9,MOUSE,155455.9,1.4,574,574.1,14.66,14.66,,1360,Tnik protein,nucleus|nucleoplasm|cytoplasm|cytoskeleton|apical plasma membrane|perinuclear region of cytoplasm|recycling endosome|extracellular exosome|,MAPK cascade|positive regulation of protein phosphorylation|positive regulation of defense response to virus by host|protein phosphorylation|cytoskeleton organization|activation of JNKK activity|regulation of mitotic cell cycle|microvillus assembly|stress-activated protein kinase signaling cascade|actin cytoskeleton reorganization|activation of protein kinase activity|intracellular signal transduction|regulation of apoptotic process|protein autophosphorylation|neuron projection morphogenesis|regulation of dendrite morphogenesis|protein localization to plasma membrane|,protein kinase activity|protein serine/threonine kinase activity|ATP binding|MAP kinase kinase kinase kinase activity|,2,3,166000000,1.4%
Q61884,0.001329554,-0.281666667,30.09570182,1.911333333,9.78205e-4,5.240581234,-1.048,-1.035,-1.629,0.612,0.682,0.728,Q61884,Mns1,Q61884_Mns1,Q61884,Mns1,1,9,2,2,Q61884,MOUSE,60291.8,2.8,578,578.1,14.56,14.56,,491,Meiosis-specific nuclear structural protein 1,nuclear envelope|intermediate filament|axoneme|sperm flagellum|,spermatogenesis|cilium organization|positive regulation of cilium assembly|meiotic cell cycle|left/right axis specification|,identical protein binding|,2,9,698000000,2.8%
Q8CE64,0.009161764,-0.195833333,21.1287577,2.316333333,0.00771124,3.612373063,-2.311,-0.028,-1.723,1.175,0.37,1.342,Q8CE64,Zfp276,Q8CE64_Zfp276,Q8CE64,Znf276,1,2,2,2,Q8CE64,MOUSE,68935.4,2.4,579,579.1,14.56,14.56,,614,Zinc finger protein 276,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|",DNA binding|zinc ion binding|,2,2,56600000,2.4%
H3BKH6,2.48458e-4,-0.2255,38.82641694,3.274333333,1.31026e-4,7.193964961,-1.393,-1.832,-2.363,1.713,0.782,1.74,H3BKH6,Esd,H3BKH6_Esd,H3BKH6,Esd,1,3,2,2,H3BKH6|Q9R0P3|H3BJL6|H3BLJ9,MOUSE,33399.4,8.4,588,588.1,14.48,14.48,,295,S-formylglutathione hydrolase,nucleoplasm|cytoplasm|Golgi apparatus|plasma membrane|extracellular exosome|,formaldehyde catabolic process|,"hydrolase activity, acting on ester bonds|S-formylglutathione hydrolase activity|",2,3,19500000,8.4%
Q99MY8,1.74821e-4,-1.202833333,41.3029763,4.753666667,7.40802e-5,7.83508926,-4.067,-2.27,-4.402,1.197,1.508,0.817,Q99MY8,Ash1l,Q99MY8_Ash1l,Q99MY8,Ash1l,1,4,3,3,Q99MY8,MOUSE,334864.7,1,589,589.1,14.41,14.41,,2958,Histone-lysine N-methyltransferase ASH1L,nucleoplasm|chromosome|cytoplasm|Golgi apparatus|bicellular tight junction|extracellular exosome|,"negative regulation of acute inflammatory response|transcription, DNA-templated|interleukin-6 production|negative regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of MAPK cascade|positive regulation of transcription from RNA polymerase II promoter|negative regulation of inflammatory response|histone H3-K4 methylation|",DNA binding|chromatin binding|zinc ion binding|histone methyltransferase activity (H3-K4 specific)|,3,4,54300000,1.0%
Q6P9P0,0.006069829,-2.174333333,23.03861377,6.779333333,0.004967509,4.050732287,-3.533,-3.282,-9.877,1.381,1.341,0.924,Q6P9P0,Slf2,Q6P9P0_Slf2,Q6P9P0,Slf2,1,14,2,2,Q6P9P0|E9Q839|K4JR88|K4JBS4|K4JR71,MOUSE,144937.3,1,597,597.1,14.12,14.12,,1278,SMC5-SMC6 complex localization factor protein 2,chromatin|extracellular space|nucleus|intracellular membrane-bounded organelle|,,,2,14,328000000000,1.0%
E9Q3M9,0.015598642,-1.5275,18.64688532,4.605666667,0.013655621,3.281104185,-2.751,-1.398,-7.342,0.77,0.696,0.86,E9Q3M9,2010300C02Rik,E9Q3M9_2010300C02Rik,E9Q3M9,2010300C02Rik,1,5,2,2,E9Q3M9|Q3UHU5|Q3UHU5-3|Q3TYL0,MOUSE,126478.6,1.1,598,598.1,14.11,14.11,,1175,RIKEN cDNA 2010300C02 gene,,,,2,5,657000000,1.1%
P10166,2.86085e-4,-0.906333333,38.02636793,3.930666667,1.5753e-4,6.995897036,-4.009,-2.69,-1.916,1.226,0.975,0.976,P10166,Mycl,P10166_Mycl,P10166,Mycl,1,12,2,2,P10166,MOUSE,41361,2.9,599,599.1,14.1,14.1,,368,Protein L-Myc,nucleus|,"regulation of transcription, DNA-templated|",DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|protein dimerization activity|,2,12,9130000000,2.9%
A2AQB2,1.0426e-4,-0.709833333,48.26257154,4.015,1.49191e-5,9.892997289,-2.829,-2.545,-2.778,1.886,1.119,0.888,A2AQB2,NotFound,A2AQB2_NotFound,A2AQB2,Neb,1,9,2,2,A2AQB2,MOUSE,354700.3,0.4,603,603.1,13.88,13.88,,3044,Nebulin,striated muscle thin filament|Z disc|protein complex|contractile fiber|extracellular exosome|,regulation of actin filament length|sarcomere organization|,actin binding|protein binding|,2,9,19300000000,0.4%
P14576,0.02337878,-0.482166667,16.84929535,3.456333333,0.020657153,2.983244187,-4.848,-1.52,-0.263,1.537,0.222,1.979,P14576,Srp54a,P14576_Srp54a,P14576,Srp54,1,2,2,2,P14576,MOUSE,56005.1,3.5,604,604.1,13.85,13.85,,504,Signal recognition particle 54 kDa protein,"signal recognition particle, endoplasmic reticulum targeting|nuclear speck|",SRP-dependent cotranslational protein targeting to membrane|metabolic process|,GTPase activity|GTP binding|7S RNA binding|,2,2,73400000,3.5%
