PlexesSearchedTogether_correct, 126:127, NoBirA_6Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 126:128, NoBirA_6Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 126:129, NoBirA_6Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 126:130, NoBirA_6Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 126:131, NoBirA_6Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 127:126, BirA/Cre_3Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 127:128, BirA/Cre_3Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 127:129, BirA/Cre_3Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 127:130, BirA/Cre_3Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 127:131, BirA/Cre_3Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 128:126, NoBirA_4Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 128:127, NoBirA_4Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 128:129, NoBirA_4Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 128:130, NoBirA_4Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 128:131, NoBirA_4Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 129:126, NoBirA_5Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 129:127, NoBirA_5Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 129:128, NoBirA_5Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 129:130, NoBirA_5Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 129:131, NoBirA_5Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 130:126, BirA/Cre_2Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 130:127, BirA/Cre_2Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 130:128, BirA/Cre_2Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 130:129, BirA/Cre_2Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 130:131, BirA/Cre_2Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 131:126, BirA/Cre_1Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 131:127, BirA/Cre_1Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 131:128, BirA/Cre_1Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 131:129, BirA/Cre_1Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 131:130, BirA/Cre_1Combo:BirA/Cre_2Combo	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	PlexesSearchedTogether_correct unique_peptides	PlexesSearchedTogether_correct numSpectra	PlexesSearchedTogether_correct totalIntensity	PlexesSearchedTogether_correct pct_cov
-5.205	0.053	-1.782	-4.252	-4.753	5.205	6.035	4.581	0.663	0.306	-0.053	-6.035	-2.673	-5.114	-5.607	1.782	-4.581	2.673	-3.401	-3.809	4.252	-0.663	5.114	3.401	-0.425	4.753	-0.306	5.607	3.809	0.425	Q9ESG6	Q9ESG6	P2ry14	1	5	2	2	A0A0G2JEW9|Q9ESG6	MOUSE	39259.9	6.5	614	614.1	13.42	13.42		338	P2Y purinoceptor 14	integral component of plasma membrane|	G-protein coupled receptor signaling pathway|G-protein coupled purinergic nucleotide receptor signaling pathway|	G-protein coupled purinergic nucleotide receptor activity|	2	5	4.3e+10	6.5%
-4.114	2.076		-4.63	-4.516	4.114	6.203		-0.159	0.064	-2.076	-6.203		-6.362	-6.139						4.63	0.159	6.362		0.223	4.516	-0.064	6.139		-0.223	Q8CIM1	Q8CIM1	Lrrc45	1	2	2	2	Q8CIM1	MOUSE	76781.7	4.1	615	615.1	13.35	13.35		670	Leucine-rich repeat-containing protein 45	cytoplasm|centrosome|			2	2	1.47e+08	4.1%
-4.167	-0.626	0.575	-4.75	-4.268	4.167	3.449	4.525	-0.677	-0.164	0.626	-3.449	0.262	-3.479	-3.425	-0.575	-4.525	-0.262	-4.68	-4.626	4.75	0.677	3.479	4.68	0.276	4.268	0.164	3.425	4.626	-0.276	Q99PT9	Q99PT9	Kif19	1	8	2	2	Q99PT9|A2AC95	MOUSE	112127.5	2	616	616.1	13.33	13.33		997	Kinesin-like protein KIF19	kinesin complex|microtubule|cilium|axoneme|	microtubule-based movement|metabolic process|axonemal microtubule depolymerization|plus-end specific microtubule depolymerization|	ATP binding|microtubule binding|ATP-dependent microtubule motor activity, plus-end-directed|	2	8	1.19e+09	2.0%
-1.206	0.61	0.468	-1.748	-1.934	1.206	1.772	1.699	-0.454	-0.385	-0.61	-1.772	-0.213	-2.369	-2.239	-0.468	-1.699	0.213	-2.241	-2.084	1.748	0.454	2.369	2.241	-0.071	1.934	0.385	2.239	2.084	0.071	A9Z1V5	A9Z1V5	Vwa5b1	1	9	2	2	A9Z1V5	MOUSE	135567.6	2.2	617	617.1	13.33	13.33		1215	von Willebrand factor A domain-containing protein 5B1	extracellular region|			2	9	1.05e+10	2.2%
-7.138	-3.768	0.374	-6.023	-7.069	7.138	4.394	7.595	1.154	0.2	3.768	-4.394	2.483	-3.236	-4.193	-0.374	-7.595	-2.483	-6.512	-7.397	6.023	-1.154	3.236	6.512	-0.96	7.069	-0.2	4.193	7.397	0.96	Q5SYL3	Q5SYL3	Kiaa0100	1	8	2	2	Q5SYL3	MOUSE	256974.9	1.1	618	618.1	13.3	13.3		2234	Protein KIAA0100	extracellular region|			2	8	1.41e+09	1.1%
-3.875	-0.471	1.321	-3.822	-3.976	3.875	3.404	5.196	0.053	-0.101	0.471	-3.404	1.792	-3.351	-3.505	-1.321	-5.196	-1.792	-5.143	-5.297	3.822	-0.053	3.351	5.143	-0.154	3.976	0.101	3.505	5.297	0.154	Q3U2I3	Q3U2I3	Fam160a2	1	2	2	2	A0A1C7CYU5|Q3U2I3|Q3U2I3-2|F8WHJ1|Q3U2I3-3	MOUSE	107509.4	1.7	619	619.1	13.24	13.24		975	FTS and Hook-interacting protein	FHF complex|	endosome organization|lysosome organization|endosome to lysosome transport|protein transport|early endosome to late endosome transport|		2	2	2.42e+08	1.7%
-3.885	0.28	1.742	-3.905	-3.851	3.885	4.165	5.854	-0.02	0.034	-0.28	-4.165	1.489	-4.185	-4.131	-1.742	-5.854	-1.489	-5.695	-5.965	3.905	0.02	4.185	5.695	0.054	3.851	-0.034	4.131	5.965	-0.054	P86793	P86793	Ccl21c	1	2	1	1	P86793|P84444	MOUSE	14983.2	7.5	620	620.1	13.24	13.24		133	C-C motif chemokine 21c	extracellular space|	inflammatory response|immune response|cell chemotaxis|	chemokine activity|CCR7 chemokine receptor binding|	1	2	2910000	7.5%
-10.57		-1.22	-10.363	-10.271	10.57	5.379	7.417	-0.136	0.156		-5.379	0.106	-5.859	-5.365	1.22	-7.417	-0.106	-7.553	-7.261	10.363	0.136	5.859	7.553	0.293	10.271	-0.156	5.365	7.261	-0.293	Q499D5	Q499D5	Zfp235	1	2	2	1	Q499D5|G3UVV3|G3X952|Q3U4L8|B1ARH2|Q8VC29|F6R4Z5|Q9R164|Q99K53|A0A0U1RPC5|Q9R166|E9Q8I5|Q8CCP6|Q571J5|E9Q6Y4|Q61117|Q4VA44|E9QPD3|O88253	MOUSE	81699.4	4.7	621	621.1	13.24	8.16		702	Zinc finger protein 235	intracellular|	regulation of transcription, DNA-templated|	nucleic acid binding|metal ion binding|	2	2	8.9e+08	4.7%
						4.526		-0.357	-0.365		-4.526		-4.884	-4.892							0.357	4.884		-0.008		0.365	4.892		0.008	Q61116	Q61116	Znf235	1	1	2	1	Q61116	MOUSE	75178.9	6	621	621.2	10.2	5.12		645	Zinc finger protein 235	nucleus|	transcription, DNA-templated|regulation of transcription, DNA-templated|	DNA binding|metal ion binding|	1	1	1.47e+08	4.6%
								-0.242	-0.42												0.242			-0.178		0.42			0.178	Q8K2A4	Q8K2A4	Zfp87	1	1	2	1	Q8K2A4	MOUSE	65205.8	5.7	621	621.3	9.31	4.23		540	MCG140700, isoform CRA_c	intracellular|	regulation of transcription, DNA-templated|	nucleic acid binding|metal ion binding|	1	1	3.54e+08	4.0%
-3.256	-3.555	-0.141	-1.415	-2.412	3.256	-0.617	3.116	1.841	0.845	3.555	0.617	8.737	2.215	2.018	0.141	-3.116	-8.737	-1.275	-2.271	1.415	-1.841	-2.215	1.275	-0.996	2.412	-0.845	-2.018	2.271	0.996	P04919	P04919	Slc4a1	1	2	2	2	P04919|P04919-2	MOUSE	103475.9	2.3	622	622.1	13.22	13.22		929	Band 3 anion transport protein	integral component of plasma membrane|membrane|basolateral plasma membrane|Z disc|cortical cytoskeleton|extracellular exosome|blood microparticle|	anion transport|chloride transport|bicarbonate transport|regulation of intracellular pH|anion transmembrane transport|chloride transmembrane transport|	actin binding|inorganic anion exchanger activity|protein binding|protein C-terminus binding|bicarbonate transmembrane transporter activity|chloride transmembrane transporter activity|anion:anion antiporter activity|ankyrin binding|protein homodimerization activity|	2	2	9650000	2.3%
-6.168	0.139	-0.352	-6.853	-5.904	6.168	3.064	2.572	-0.758	0.155	-0.139	-3.064	-0.491	-2.442	-2.916	0.352	-2.572	0.491	-1.951	-2.424	6.853	0.758	2.442	1.951	0.979	5.904	-0.155	2.916	2.424	-0.979	Q5FW60	Q5FW60	Mup20	1	6	2	2	Q5FW60	MOUSE	21157.8	13.2	623	623.1	13.21	13.21		181	Major urinary protein 20	extracellular region|extracellular space|nucleus|cytosol|	energy reserve metabolic process|transport|insulin receptor signaling pathway|olfactory learning|aerobic respiration|positive regulation of gene expression|negative regulation of lipid storage|positive regulation of glucose metabolic process|heat generation|glucose homeostasis|locomotor rhythm|negative regulation of gluconeogenesis|positive regulation of lipid metabolic process|negative regulation of transcription, DNA-templated|negative regulation of lipid biosynthetic process|positive regulation of protein kinase B signaling|negative regulation of insulin secretion involved in cellular response to glucose stimulus|mitochondrion morphogenesis|cellular response to lipid|	mating pheromone activity|insulin-activated receptor activity|transporter activity|pheromone binding|small molecule binding|	2	6	6.47e+08	13.2%
-5.59	2.3		-5.382	-5.027	5.59	7.571		0.207	0.563	-2.3	-7.571		-7.62	-7.412						5.382	-0.207	7.62		0.356	5.027	-0.563	7.412		-0.356	Q8VHP9	Q8VHP9	Asb17	1	2	2	2	Q8VHP9|A0A0G2JE91	MOUSE	35041.4	8.4	624	624.1	13.14	13.14		295	Ankyrin repeat and SOCS box protein 17	intracellular|	protein ubiquitination|intracellular signal transduction|		2	2	41300000	8.4%
-1.887	-1.517	1.38	-1.38	-1.914	1.887	0.307	3.204	0.476	0.048	1.517	-0.307	2.824	0.169	-0.364	-1.38	-3.204	-2.824	-2.728	-3.294	1.38	-0.476	-0.169	2.728	-0.566	1.914	-0.048	0.364	3.294	0.566	P21550	P21550	Eno3	1	5	2	2	P21550	MOUSE	47366.4	2.9	625	625.1	13.12	13.12		434	Beta-enolase	phosphopyruvate hydratase complex|extracellular space|cytoplasm|plasma membrane|extracellular exosome|	glycolytic process|aging|response to drug|skeletal muscle tissue regeneration|	magnesium ion binding|phosphopyruvate hydratase activity|protein homodimerization activity|protein heterodimerization activity|	2	5	3.08e+10	2.9%
-5.05	1.069	0.293	-4.396	-4.119	5.05	6.39	5.072	0.817	1.071	-1.069	-6.39		-5.573	-5.319	-0.293	-5.072		-4.58	-4.282	4.396	-0.817	5.573	4.58	0.298	4.119	-1.071	5.319	4.282	-0.298	Q9ESK3	Q9ESK3	Capn10	1	5	2	2	Q9ESK3|D6RGR0|Q9CPY2	MOUSE	76078.2	4.9	626	626.1	13.08	13.08		666	Calpain-10	cell|cytoplasm|mitochondrion|cytosol|	proteolysis|actin cytoskeleton reorganization|positive regulation of insulin secretion|positive regulation of intracellular transport|cellular response to insulin stimulus|positive regulation of glucose import|type B pancreatic cell apoptotic process|positive regulation of type B pancreatic cell apoptotic process|	calcium-dependent cysteine-type endopeptidase activity|	2	5	3.78e+08	4.9%
						-0.238	1.99	1.913	1.53		0.238	2.227	2.151	1.768		-1.99	-2.227	-0.076	-0.459		-1.913	-2.151	0.076	-0.383		-1.53	-1.768	0.459	0.383	P10648	P10648	Gsta2	1	2	1	1	P13745|Q6P8Q0|P10648|P30115	MOUSE	25655.6	4.9	627	627.1	13.04	13.04		222	Glutathione S-transferase A2	extracellular exosome|	glutathione metabolic process|response to stilbenoid|	glutathione transferase activity|	1	2	6.8e+07	4.9%
-4.048	0.738	2.286	-3.148	-3.73	4.048	5.003	6.117	0.901	0.318	-0.738	-5.003		-4.124	-4.711	-2.286	-6.117		-5.196	-5.773	3.148	-0.901	4.124	5.196	-0.582	3.73	-0.318	4.711	5.773	0.582	A11112	A11112		1	2	2	2	A11112	MOUSE	26302.5	9.4	628	628.1	13.02	13.02			mKate2				2	2	9990000	9.4%
								0.291	0.489												-0.291			0.212		-0.489			-0.212	E9QAP7	E9QAP7	Taf4	1	11	2	2	E9QAP7	MOUSE	105590	2.2	629	629.1	13.01	13.01		1042	TATA-box-binding protein-associated factor 4	nucleus|nucleoplasm|transcription factor TFIID complex|cytoplasm|transcription factor TFTC complex|MLL1 complex|	ovarian follicle development|DNA-templated transcription, initiation|regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|transcription initiation from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|	DNA binding|protein binding|protein heterodimerization activity|sequence-specific DNA binding transcription factor activity|	2	11	5.72e+10	2.2%
-3.313	-1.782		-1.671	-3.186	3.313	1.531		1.641	0.127	1.782	-1.531		0.11	-1.404						1.671	-1.641	-0.11		-1.514	3.186	-0.127	1.404		1.514	Q9R0P5	Q9R0P5	Dstn	1	1	1	1	Q9R0P5	MOUSE	18863.6	7.8	630	630.1	13.01	13.01		165	Destrin	cytoplasm|cortical actin cytoskeleton|extracellular exosome|	actin filament depolymerization|positive regulation of actin filament depolymerization|actin filament severing|	actin binding|	1	1	9280000	7.8%
0.098	-0.365	-0.059	0.703	-0.04	-0.098	-0.464	-0.158	0.605	-0.138	0.365	0.464	0.306	1.069	0.326	0.059	0.158	-0.306	0.762	0.019	-0.703	-0.605	-1.069	-0.762	-0.743	0.04	0.138	-0.326	-0.019	0.743	E9PUR0	E9PUR0	Ankhd1	1	3	2	2	E9PUR0|E9Q1M6|A0A0A6YX17|Q9CWU0|E1BKR4|Q5RJG1|Q9ET22	MOUSE	271726.3	0.5	631	631.1	12.98	12.98		2548	Ankyrin repeat and KH domain-containing 1			poly(A) RNA binding|	2	3	1.15e+08	0.5%
-3.565	0.152	-0.066	-2.639	-3.202	3.565	3.717	3.5	0.926	0.364	-0.152	-3.717	-0.218	-2.791	-3.354	0.066	-3.5	0.218	-2.574	-3.136	2.639	-0.926	2.791	2.574	-0.562	3.202	-0.364	3.354	3.136	0.562	Q8VHI3	Q8VHI3	Pofut2	1	2	2	2	Q8VHI3	MOUSE	49770.7	3.9	632	632.1	12.97	12.97		429	GDP-fucose protein O-fucosyltransferase 2	endoplasmic reticulum|Golgi apparatus|	mesoderm formation|fucose metabolic process|regulation of gene expression|regulation of epithelial to mesenchymal transition|fucosylation|protein O-linked fucosylation|regulation of secretion|	fucosyltransferase activity|peptide-O-fucosyltransferase activity|	2	2	38100000	3.9%
-5.344	-2.755	1.804	-4.704	-4.878	5.344	2.589	5.953	0.579	0.466	2.755	-2.589	4.627	-1.949	-2.123	-1.804	-5.953	-4.627	-5.465	-5.541	4.704	-0.579	1.949	5.465	0.018	4.878	-0.466	2.123	5.541	-0.018	P00342	P00342	Ldhc	1	3	2	2	P00342|A0A1B0GRE9|A0A1B0GSR2|A0A1B0GSX0|P06151|A0A1B0GSR9|A0A1B0GQX5	MOUSE	36253.5	6.3	633	633.1	12.95	12.95		332	L-lactate dehydrogenase C chain	nucleus|cytoplasm|cilium|motile cilium|extracellular exosome|	carbohydrate metabolic process|pyruvate metabolic process|ATP biosynthetic process|lactate biosynthetic process from pyruvate|lactate oxidation|sperm motility|	L-lactate dehydrogenase activity|protein binding|	2	3	1.32e+08	6.3%
-5.541			-5.44	-4.987	5.541	5.989	4.382	0.005	0.392		-5.989		-5.954	-5.527		-4.382		-4.664	-4.625	5.44	-0.005	5.954	4.664	0.327	4.987	-0.392	5.527	4.625	-0.327	O09010	O09010	Lfng	1	6	2	2	O09010	MOUSE	42464.9	5.8	634	634.1	12.92	12.92		378	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe	Golgi membrane|integral component of Golgi membrane|extracellular vesicle|	ovarian follicle development|somitogenesis|female meiotic division|compartment pattern specification|metabolic process|regulation of Notch signaling pathway|regulation of somitogenesis|positive regulation of protein binding|positive regulation of Notch signaling pathway|	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity|metal ion binding|	2	6	1.92e+11	5.8%
								0.199	0.472												-0.199			0.273		-0.472			-0.273	Q4U4S6	Q4U4S6	Xirp2	1	3	2	2	Q4U4S6|Q4U4S6-2	MOUSE	431560.9	0.7	635	635.1	12.91	12.91		3784	Xin actin-binding repeat-containing protein 2	Z disc|cell junction|	ventricular septum development|actin cytoskeleton organization|cell-cell junction organization|cardiac muscle tissue morphogenesis|	actin binding|protein binding|zinc ion binding|alpha-actinin binding|	2	3	6.85e+09	0.7%
-5.987	0.131		-5.694	-5.403	5.987	4.854		0.203	0.57	-0.131	-4.854		-5.05	-4.957						5.694	-0.203	5.05		0.323	5.403	-0.57	4.957		-0.323	Q5S006	Q5S006	Lrrk2	1	6	2	2	Q5S006|V9GX76|V9GXM4|E9Q174|Q64331|E9PVU0|E9Q3L1|E9Q175	MOUSE	288720.5	0.4	636	636.1	12.8	12.8		2527	Leucine-rich repeat serine/threonine-protein kinase 2	extracellular space|cytoplasm|mitochondrion|mitochondrial outer membrane|mitochondrial inner membrane|mitochondrial matrix|lysosome|endosome|endoplasmic reticulum|Golgi apparatus|trans-Golgi network|cytosol|plasma membrane|synaptic vesicle|inclusion body|cell junction|axon|dendrite|ribonucleoprotein complex|synaptic vesicle membrane|cytoplasmic vesicle|mitochondrial membrane|cytoplasmic side of mitochondrial outer membrane|dendrite cytoplasm|neuron projection|neuronal cell body|terminal bouton|perikaryon|membrane raft|synapse|extracellular exosome|	MAPK cascade|activation of MAPKK activity|activation of MAPK activity|negative regulation of protein phosphorylation|positive regulation of protein phosphorylation|protein phosphorylation|endocytosis|autophagy|response to oxidative stress|mitochondrion organization|Golgi organization|lysosome organization|small GTPase mediated signal transduction|neuromuscular junction development|determination of adult lifespan|positive regulation of autophagy|regulation of protein kinase A signaling|negative regulation of protein processing|regulation of neuron maturation|peptidyl-serine phosphorylation|peptidyl-threonine phosphorylation|calcium-mediated signaling|olfactory bulb development|tangential migration from the subventricular zone to the olfactory bulb|positive regulation of protein ubiquitination|negative regulation of protein binding|positive regulation of protein binding|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|negative regulation of GTPase activity|cellular response to oxidative stress|cellular protein localization|intracellular signal transduction|regulation of kidney size|exploration behavior|locomotory exploration behavior|synaptic vesicle recycling|regulation of locomotion|regulation of membrane potential|positive regulation of programmed cell death|positive regulation of GTPase activity|GTP metabolic process|protein autophosphorylation|intracellular distribution of mitochondria|neuron projection morphogenesis|mitochondrion localization|regulation of mitochondrial depolarization|regulation of synaptic transmission, glutamatergic|regulation of excitatory postsynaptic membrane potential|regulation of dopamine receptor signaling pathway|positive regulation of dopamine receptor signaling pathway|regulation of dendritic spine morphogenesis|neuron death|cellular response to manganese ion|reactive oxygen species metabolic process|regulation of neuron death|negative regulation of neuron death|negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|positive regulation of protein autoubiquitination|regulation of neuroblast proliferation|regulation of synaptic vesicle transport|negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation|negative regulation of hydrogen peroxide-induced cell death|negative regulation of protein targeting to mitochondrion|cellular response to dopamine|regulation of branching morphogenesis of a nerve|regulation of synaptic vesicle exocytosis|negative regulation of peroxidase activity|	SNARE binding|glycoprotein binding|actin binding|GTPase activity|protein kinase activity|protein serine/threonine kinase activity|MAP kinase kinase activity|GTPase activator activity|protein binding|ATP binding|GTP binding|tubulin binding|kinase activity|Rho GTPase binding|syntaxin-1 binding|clathrin binding|GTP-dependent protein kinase activity|peroxidase inhibitor activity|identical protein binding|protein homodimerization activity|ion channel binding|protein kinase A binding|	2	6	1.38e+09	0.4%
-10.31			-9.932	-9.655	10.31	6.119	8.321	0.315	0.583		-6.119		-6.222	-5.929		-8.321		-8.033	-7.686	9.932	-0.315	6.222	8.033	0.32	9.655	-0.583	5.929	7.686	-0.32	E9QAX2	E9QAX2	Myo18a	1	7	2	2	E9QAX2|Q9JMH9-6|Q9JMH9|B2RRE2|K3W4L0|Q9JMH9-1|Q9JMH9-4|A0A1C7ZN10|Q9JMH9-2|Q9JMH9-7|Q9JMH9-5|E9Q405|E9QA74	MOUSE	237125.2	1.5	637	637.1	12.76	12.76		2083	Unconventional myosin-XVIIIa	Golgi membrane|trans-Golgi network|cytoskeleton|membrane|myosin complex|actomyosin|	Golgi organization|metabolic process|cell migration|actomyosin structure organization|negative regulation of apoptotic process|Golgi vesicle budding|positive regulation of protein secretion|Golgi ribbon formation|asymmetric Golgi ribbon formation|	motor activity|ATP binding|ADP binding|poly(A) RNA binding|actin filament binding|	2	7	1.47e+10	1.5%
-2.033	1.302	-0.002	-1.332	-1.676	2.033	3.098	1.558	0.701	0.356	-1.302	-3.098	-1.716	-2.048	-2.577	0.002	-1.558	1.716	-0.505	-0.873	1.332	-0.701	2.048	0.505	-0.344	1.676	-0.356	2.577	0.873	0.344	E9PUN6	E9PUN6	Adamts9	1	3	2	2	E9PUN6|E9PYV8	MOUSE	223166.7	1.7	638	638.1	12.76	12.76		1931	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9	proteinaceous extracellular matrix|extracellular space|	proteolysis|positive regulation of melanocyte differentiation|regulation of developmental pigmentation|	endopeptidase activity|metalloendopeptidase activity|metallopeptidase activity|zinc ion binding|	2	3	82300000	1.7%
-3.482	-0.02	1.578	-3.478	-3.125	3.482	4.855	6.777	0.375	0.358	0.02	-4.855	1.793	-4.881	-4.468	-1.578	-6.777	-1.793	-6.285	-6.237	3.478	-0.375	4.881	6.285	-0.017	3.125	-0.358	4.468	6.237	0.017	Q9DBN5	Q9DBN5	Lonp2	1	5	2	2	Q9DBN5|Q9DBN5-3|Q8BK80	MOUSE	95038.2	3.5	639	639.1	12.74	12.74		852	Lon protease homolog 2, peroxisomal	nucleus|cytoplasm|peroxisome|peroxisomal matrix|membrane|	misfolded or incompletely synthesized protein catabolic process|protein targeting to peroxisome|response to organic cyclic compound|protein processing|protein import into peroxisome matrix|regulation of fatty acid beta-oxidation|	protease binding|ATP-dependent peptidase activity|serine-type endopeptidase activity|receptor binding|protein binding|ATP binding|peptidase activity|enzyme binding|	2	5	3.57e+09	3.5%
-5.8		-0.322	-4.49	-5.322	5.8		5.078	1.31	0.478						0.322	-5.078		-2.802	-4.733	4.49	-1.31		2.802	-0.832	5.322	-0.478		4.733	0.832	Q8BV42	Q8BV42	Znf786	1	2	2	2	Q8BV42	MOUSE	92221.3	2.7	640	640.1	12.61	12.61		777	Zinc finger protein 786	nucleus|	transcription, DNA-templated|regulation of transcription, DNA-templated|	DNA binding|metal ion binding|	2	2	25200000	2.7%
-4.436	1.737		-5.458	-4.719	4.436	6.173		-1.022	-0.283	-1.737	-6.173		-7.196	-6.457						5.458	1.022	7.196		0.739	4.719	0.283	6.457		-0.739	E9Q9F1	E9Q9F1	Kcnq5	1	2	2	2	E9Q9F1|Q9JK45|G3UYG5|G3UYP4|G3UZ84	MOUSE	105647.8	1.4	641	641.1	12.55	12.55		952	Potassium voltage-gated channel subfamily KQT member 5	voltage-gated potassium channel complex|integral component of membrane|	potassium ion transport|potassium ion transmembrane transport|	voltage-gated potassium channel activity|delayed rectifier potassium channel activity|	2	2	1.27e+08	1.4%
-4.012	0.557	0.131	-3.727	-3.663	4.012	4.569	2.531	0.286	0.349	-0.557	-4.569	-0.926	-4.284	-4.22	-0.131	-2.531	0.926	-2.019	-2.17	3.727	-0.286	4.284	2.019	0.063	3.663	-0.349	4.22	2.17	-0.063	K7N784	K7N784	Vmn2r4	1	2	2	2	K7N784|E9Q277|E9PYL5|H3BK29|E9PZ74|L7N478	MOUSE	104813.9	4.3	642	642.1	12.51	12.51		913	Vomeronasal 2, receptor 4	plasma membrane|integral component of membrane|	G-protein coupled receptor signaling pathway|	G-protein coupled receptor activity|	2	2	1.11e+08	4.3%
0.201	-0.512	4.066	0.331	-0.701	-0.201	-0.713	3.865	0.131	-0.901	0.512	0.713	4.578	0.843	-0.188	-4.066	-3.865	-4.578	-3.734	-4.766	-0.331	-0.131	-0.843	3.734	-1.032	0.701	0.901	0.188	4.766	1.032	Q62266	Q62266	Sprr1a	1	1	1	1	Q62266	MOUSE	16620.8	5.5	643	643.1	12.5	12.5		144	Cornifin-A	cornified envelope|cytoplasm|cell periphery|	peptide cross-linking|keratinocyte differentiation|keratinization|	structural molecule activity|protein binding, bridging|	1	1	23300000	5.5%
-6.807			-6.755	-6.433	6.807			0.08	0.413											6.755	-0.08			0.317	6.433	-0.413			-0.317	O54988	O54988	Slk	1	11	2	2	O54988|O54988-2	MOUSE	142138.8	1.3	644	644.1	12.47	12.47		1233	STE20-like serine/threonine-protein kinase	cytoplasm|extracellular exosome|	apoptotic process|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|activation of protein kinase activity|regulation of apoptotic process|protein autophosphorylation|	protein serine/threonine kinase activity|ATP binding|identical protein binding|protein homodimerization activity|	2	11	6.76e+08	1.3%
-0.446	0.208	-1.472	-0.399	-2.717	0.446	0.654	-1.026	0.047	-2.271	-0.208	-0.654	-1.68	-0.607	-2.925	1.472	1.026	1.68	1.073	-1.245	0.399	-0.047	0.607	-1.073	-2.318	2.717	2.271	2.925	1.245	2.318	Q80Z25	Q80Z25	Ofd1	1	2	2	2	A2AEG2|Q80Z25	MOUSE	117799.6	1.4	645	645.1	12.44	12.44		1017	Oral-facial-digital syndrome 1 protein homolog	nucleus|centrosome|centriole|cilium|microtubule cytoskeleton|membrane|centriolar satellite|ciliary basal body|	embryonic body morphogenesis|axoneme assembly|cilium morphogenesis|epithelial cilium movement involved in determination of left/right asymmetry|negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation|mitotic nuclear division|centriole replication|mitotic spindle assembly|	alpha-tubulin binding|gamma-tubulin binding|	2	2	5.37e+09	1.4%
-4.412			-4.595	-4.526	4.412			-0.182	-0.114											4.595	0.182			0.069	4.526	0.114			-0.069	A0A0A6YW72	A0A0A6YW72	Dchs2	1	3	2	2	A0A0A6YW72	MOUSE	367194.3	0.7	646	646.1	12.43	12.43		3346	Dachsous cadherin-related 2	plasma membrane|integral component of membrane|	homophilic cell adhesion via plasma membrane adhesion molecules|	calcium ion binding|	2	3	1.98e+09	0.7%
-6.39	1.4	-0.901	-5.961	-5.954	6.39	6.7	6.759	0.618	0.436	-1.4	-6.7		-6.34	-6.382	0.901	-6.759		-5.946	-6.315	5.961	-0.618	6.34	5.946	-0.294	5.954	-0.436	6.382	6.315	0.294	B2RQE8	B2RQE8	Arhgap42	1	4	2	2	B2RQE8	MOUSE	95375.7	3.5	647	647.1	12.43	12.43		841	Rho GTPase-activating protein 42		signal transduction|positive regulation of GTPase activity|	GTPase activator activity|	2	4	1.96e+09	3.5%
