"Ilia_newDatabase, 126:127, NoBirA_6:BirA/Cre_3"	"Ilia_newDatabase, 126:128, NoBirA_6:NoBirA_4"	"Ilia_newDatabase, 126:129, NoBirA_6:NoBirA_5"	"Ilia_newDatabase, 126:130, NoBirA_6:BirA/Cre_2"	"Ilia_newDatabase, 126:131, NoBirA_6:BirA/Cre_1"	"Ilia_newDatabase, 127:126, BirA/Cre_3:NoBirA_6"	"Ilia_newDatabase, 127:128, BirA/Cre_3:NoBirA_4"	"Ilia_newDatabase, 127:129, BirA/Cre_3:NoBirA_5"	"Ilia_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2"	"Ilia_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1"	"Ilia_newDatabase, 128:126, NoBirA_4:NoBirA_6"	"Ilia_newDatabase, 128:127, NoBirA_4:BirA/Cre_3"	"Ilia_newDatabase, 128:129, NoBirA_4:NoBirA_5"	"Ilia_newDatabase, 128:130, NoBirA_4:BirA/Cre_2"	"Ilia_newDatabase, 128:131, NoBirA_4:BirA/Cre_1"	"Ilia_newDatabase, 129:126, NoBirA_5:NoBirA_6"	"Ilia_newDatabase, 129:127, NoBirA_5:BirA/Cre_3"	"Ilia_newDatabase, 129:128, NoBirA_5:NoBirA_4"	"Ilia_newDatabase, 129:130, NoBirA_5:BirA/Cre_2"	"Ilia_newDatabase, 129:131, NoBirA_5:BirA/Cre_1"	"Ilia_newDatabase, 130:126, BirA/Cre_2:NoBirA_6"	"Ilia_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3"	"Ilia_newDatabase, 130:128, BirA/Cre_2:NoBirA_4"	"Ilia_newDatabase, 130:129, BirA/Cre_2:NoBirA_5"	"Ilia_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1"	"Ilia_newDatabase, 131:126, BirA/Cre_1:NoBirA_6"	"Ilia_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3"	"Ilia_newDatabase, 131:128, BirA/Cre_1:NoBirA_4"	"Ilia_newDatabase, 131:129, BirA/Cre_1:NoBirA_5"	"Ilia_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2"	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Ilia_newDatabase unique_peptides	Ilia_newDatabase numSpectra	Ilia_newDatabase totalIntensity	Ilia_newDatabase pct_cov
-5.757		0.643	-5.063	-4.635	5.757	4.911	6.611	0.69	1.32		-4.911		-4.244	-3.477	-0.643	-6.611		-5.913	-5.291	5.063	-0.69	4.244	5.913	0.622	4.635	-1.32	3.477	5.291	-0.622	Q80T19	Q80T19	Hamp2	1	3	2	2	Q5M9M1|Q80T19	MOUSE	9923.4	30.1	401	401.1	25.92	25.92		83	Hepcidin-2	extracellular region|cell|	cellular iron ion homeostasis|killing of cells of other organism|defense response to bacterium|defense response to fungus|	hormone activity|	2	3	1.05E+08	30.10%
-3.995	0.187	1.309	-5.02	-4.513	3.995	4.407	5.2	-0.988	-0.409	-0.187	-4.407	0.064	-5.458	-4.949	-1.309	-5.2	-0.064	-6.269	-5.664	5.02	0.988	5.458	6.269	0.465	4.513	0.409	4.949	5.664	-0.465	A0A0B4J1H6	A0A0B4J1H6	Igkv2-137	1	7	2	2	A0A0B4J1H6|P01630	MOUSE	13302	20	402	402.1	25.91	25.91		120	Immunoglobulin kappa chain variable 2-137 (Fragment)				2	7	1.32E+10	20.00%
-5.118	-1.243	1.135	-4.684	-4.829	5.118	3.875	5.758	0.184	0.353	1.243	-3.875	1.023	-3.442	-3.587	-1.135	-5.758	-1.023	-5.449	-5.412	4.684	-0.184	3.442	5.449	0.219	4.829	-0.353	3.587	5.412	-0.219	Q8BWP8	Q8BWP8	B4gat1	1	3	3	3	Q8BWP8|Q8BWP8-2	MOUSE	47839.9	8.1	403	403.1	25.84	25.84		415	"Beta-1,4-glucuronyltransferase 1"	Golgi membrane|Golgi apparatus|integral component of membrane|extracellular exosome|	protein glycosylation|axon guidance|protein O-linked mannosylation|poly-N-acetyllactosamine biosynthetic process|	"glucuronosyltransferase activity|metal ion binding|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity|"	3	3	67700000	8.10%
-3.246	0.029	1.335	-3.085	-3.026	3.246	3.275	3.185	0.112	0.204	-0.029	-3.275	1.931	-3.113	-3.055	-1.335	-3.185	-1.931	-2.974	-2.981	3.085	-0.112	3.113	2.974	0.057	3.026	-0.204	3.055	2.981	-0.057	Q8K2I4	Q8K2I4	Manba	1	3	3	3	A0A0R4J092|Q8K2I4|D6RGR1	MOUSE	101513.6	4.4	404	404.1	25.63	25.63		879	Beta-mannosidase	lysosome|intracellular membrane-bounded organelle|	carbohydrate metabolic process|glycoprotein catabolic process|mannan catabolic process|	beta-mannosidase activity|	3	3	41500000	4.40%
-0.44	0.454	0.215	-0.584	-0.75	0.44	0.895	1.023	-0.148	-0.257	-0.454	-0.895	-0.24	-1.038	-1.205	-0.215	-1.023	0.24	-0.933	-1.279	0.584	0.148	1.038	0.933	0.002	0.75	0.257	1.205	1.279	-0.002	Q792Z1	Q792Z1	Try10	1	3	2	2	Q792Z1	MOUSE	26905	7.3	405	405.1	25.36	25.36		246	MCG140784	extracellular space|extracellular exosome|blood microparticle|	proteolysis|digestion|	serine-type endopeptidase activity|	2	3	1.97E+08	7.30%
-5.013		-1.187	-5.817	-5.893	5.013	6.282	4.04	-0.555	-0.684		-6.282	-2.358	-6.732	-6.946	1.187	-4.04	2.358	-4.722	-4.809	5.817	0.555	6.732	4.722	-0.087	5.893	0.684	6.946	4.809	0.087	A0A075B5Q3	A0A075B5Q3	Ighv2-5	1	6	2	2	A0A075B5Q3	MOUSE	12727.5	16.5	406	406.1	25.26	25.26		115	Immunoglobulin heavy variable 2-5				2	6	4.05E+09	16.50%
-3.457	-0.325	1.109	-3.339	-3.727	3.457	2.118	4.566	0.102	-0.353	0.325	-2.118	0.071	-2.016	-2.6	-1.109	-4.566	-0.071	-4.448	-4.836	3.339	-0.102	2.016	4.448	-0.427	3.727	0.353	2.6	4.836	0.427	Q9EPK6	Q9EPK6	Sil1	1	3	3	3	Q9EPK6	MOUSE	52771.3	8.1	407	407.1	25.03	25.03		465	Nucleotide exchange factor SIL1	extracellular space|endoplasmic reticulum|endoplasmic reticulum lumen|	protein transport|		3	3	45900000	8.10%
-4.087	1.36	4.382	-4.912	-3.694	4.087	5.447	8.797	-0.825	0.393	-1.36	-5.447	3.479	-6.272	-5.054	-4.382	-8.797	-3.479	-9.718	-8.47	4.912	0.825	6.272	9.718	1.218	3.694	-0.393	5.054	8.47	-1.218	A0A075B5V5	A0A075B5V5	Ighv1-39	1	2	2	2	A0A075B5V5	MOUSE	13044.4	22.2	408	408.1	24.74	24.74		117	Immunoglobulin heavy variable 1-39 (Fragment)				2	2	9.62E+08	22.20%
-3.783	-0.207	0.689	-4.828	-4.326	3.783	3.565	5.36	0.084	0.197	0.207	-3.565	0.518	-4.226	-3.397	-0.689	-5.36	-0.518	-5.032	-4.857	4.828	-0.084	4.226	5.032	0.176	4.326	-0.197	3.397	4.857	-0.176	A0A075B5L4	A0A075B5L4	Igkv12-89	1	7	2	2	A0A075B5L4	MOUSE	12138.5	24.3	409	409.1	24.27	24.27		111	Immunoglobulin kappa chain variable 12-89				2	7	8.58E+08	24.30%
-5.422	-2.546		-5.757	-4.698	5.422	1.376		-0.334	0.725	2.546	-1.376		-1.857	-0.536						5.757	0.334	1.857		1.059	4.698	-0.725	0.536		-1.059	P01627	P01627	Gm5153	1	2	2	2	P01627|A0A075B5K5|P01628	MOUSE	13451	19.1	410	410.1	24.25	24.25		120	Ig kappa chain V-II region VKappa167				2	2	40100000	19.10%
-4.16	2.74	1.035	-3.741	-3.81	4.16	6.405	5.397	0.419	0.319	-2.74	-6.405	-1.38	-6.149	-6.179	-1.035	-5.397	1.38	-4.848	-5.106	3.741	-0.419	6.149	4.848	-0.073	3.81	-0.319	6.179	5.106	0.073	P62631	P62631	Eef1a2	1	4	2	2	P62631|P10126	MOUSE	50795.6	4.3	411	411.1	23.82	23.82		463	Elongation factor 1-alpha 2	nucleus|cytoplasm|eukaryotic translation elongation factor 1 complex|neuronal cell body|myelin sheath|	translational elongation|response to inorganic substance|positive regulation of apoptotic process|positive regulation of lipid kinase activity|	translation elongation factor activity|GTPase activity|GTP binding|protein kinase binding|	2	4	1.44E+08	4.30%
-4.309	2.376	2.054	-5.179	-4.523	4.309	7.055	6.104	-0.775	-0.156	-2.376	-7.055		-7.874	-7.211	-2.054	-6.104		-6.879	-6.288	5.179	0.775	7.874	6.879	0.591	4.523	0.156	7.211	6.288	-0.591	A0A075B5T6	A0A075B5T6	Ighv10-3	1	4	3	3	A0A075B5T6	MOUSE	13715.5	22.6	412	412.1	23.81	23.81		119	Immunoglobulin heavy variable V10-3 (Fragment)				3	4	3.69E+08	22.60%
-4.573	-0.677	-0.592	-5.026	-4.269	4.573	2.598	2.863	-0.248	0.235	0.677	-2.598	0.157	-2.775	-2.777	0.592	-2.863	-0.157	-3.047	-3.131	5.026	0.248	2.775	3.047	0.563	4.269	-0.235	2.777	3.131	-0.563	Q9ES89	Q9ES89	Extl2	1	6	2	2	Q9ES89|Q3TSR0	MOUSE	37618.1	4.2	413	413.1	23.78	23.78		330	Exostosin-like 2	endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|extracellular exosome|	glycosaminoglycan biosynthetic process|N-acetylglucosamine metabolic process|heparan sulfate proteoglycan biosynthetic process|UDP-N-acetylgalactosamine metabolic process|	"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|alpha-1,4-N-acetylgalactosaminyltransferase activity|metal ion binding|"	2	6	2.71E+08	4.20%
-2.908	1.132	1.365	-3.193	-2.939	2.908	3.541	4.273	-0.591	-0.123	-1.132	-3.541	0.233	-4.133	-3.665	-1.365	-4.273	-0.233	-4.558	-4.304	3.193	0.591	4.133	4.558	0.468	2.939	0.123	3.665	4.304	-0.468	P01662	P01662		1	3	2	2	P01662|P01663	MOUSE	12155.2	21.6	414	414.1	23.66	23.66		111	Ig kappa chain V-III region ABPC 22/PC 9245			antigen binding|	2	3	1.27E+08	21.60%
-4.319	0.903	4.382	-5.454	-4.44	4.319	5.664	8.797	-0.921	0.062	-0.903	-5.664	3.479	-6.379	-5.469	-4.382	-8.797	-3.479	-9.718	-8.47	5.454	0.921	6.379	9.718	0.779	4.44	-0.062	5.469	8.47	-0.779	A0A075B5T9	A0A075B5T9	Ighv1-9	1	3	2	2	A0A075B5T9	MOUSE	13045.5	26.7	415	415.1	23.64	23.64		116	Immunoglobulin heavy variable V1-9				2	3	6.39E+08	26.70%
-2.485	0.022	-2.261	-2.275	-2.608	2.485	2.507	0.223	0.21	-0.123	-0.022	-2.507	-2.283	-2.297	-2.63	2.261	-0.223	2.283	-0.014	-0.347	2.275	-0.21	2.297	0.014	-0.333	2.608	0.123	2.63	0.347	0.333	P62242	P62242	Rps8	1	2	2	2	P62242	MOUSE	24490	9.6	416	416.1	23.5	23.5		208	40S ribosomal protein S8	nucleus|cytoplasm|focal adhesion|membrane|cytosolic small ribosomal subunit|ribonucleoprotein complex|extracellular exosome|	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|translation|"	structural constituent of ribosome|poly(A) RNA binding|	2	2	45800000	9.60%
-4.58	2.505	0.269	-4.494	-4.766	4.58	7.086	5.279	0.08	-0.078	-2.505	-7.086		-6.999	-7.271	-0.269	-5.279		-5.206	-5.305	4.494	-0.08	6.999	5.206	-0.108	4.766	0.078	7.271	5.305	0.108	P12382	P12382	Pfkl	1	4	3	2	P12382|Q8C605|Q9WUA3|Q9WUA3-2	MOUSE	86157.1	5.1	417	417.1	23.09	11.49		780	"ATP-dependent 6-phosphofructokinase, liver type"	cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|	"fructose 6-phosphate metabolic process|glycolytic process|response to glucose|fructose 1,6-bisphosphate metabolic process|negative regulation of insulin secretion|carbohydrate phosphorylation|protein oligomerization|protein homotetramerization|"	6-phosphofructokinase activity|ATP binding|kinase binding|identical protein binding|metal ion binding|fructose binding|fructose-6-phosphate binding|6-phosphofructokinase activity|	3	4	1.56E+08	5.10%
-4.494	1.295	4.345	-4.44	-4.704	4.494	2.343	5.922	0.829	0.24	-1.295	-2.343	3.579	-1.514	-2.103	-4.345	-5.922	-3.579	-5.093	-5.682	4.44	-0.829	1.514	5.093	-0.589	4.704	-0.24	2.103	5.682	0.589	P47857-3	P47857-3	Pfkm	1	2	3	2	P47857-3|P47857-2|P47857	MOUSE	103523.5	3.6	417	417.2	22.85	11.25		780	"Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type"	cytosol|6-phosphofructokinase complex|apical plasma membrane|extracellular exosome|sperm principal piece|	fructose 6-phosphate metabolic process|glycolytic process|positive regulation of insulin secretion|glucose homeostasis|muscle cell cellular homeostasis|carbohydrate phosphorylation|protein oligomerization|glycolytic process through fructose-6-phosphate|	6-phosphofructokinase activity|protein binding|ATP binding|protein C-terminus binding|phosphofructokinase activity|kinase binding|identical protein binding|protein homodimerization activity|metal ion binding|fructose binding|	2	2	5220000	2.60%
-5.006	0.23	2.875	-4.953	-4.694	5.006	3.087	5.732	0.248	0.467	-0.23	-3.087	2.645	-2.674	-2.62	-2.875	-5.732	-2.645	-5.319	-5.265	4.953	-0.248	2.674	5.319	0.247	4.694	-0.467	2.62	5.265	-0.247	A0A1W2P6U8	A0A1W2P6U8	4932415D10Rik	1	4	4	4	A0A1W2P6U8	MOUSE	557033.8	0.7	418	418.1	23.02	23.02		4986	RIKEN cDNA 4932415D10 gene				4	4	1.47E+09	0.70%
-4.627	-0.52	2.057	-4.639	-4.269	4.627	3.105	5.604	-0.185	0.358	0.52	-3.105	-0.274	-3.463	-3.181	-2.057	-5.604	0.274	-6.127	-5.693	4.639	0.185	3.463	6.127	0.324	4.269	-0.358	3.181	5.693	-0.324	A0A0A6YWI9	A0A0A6YWI9	Ighv1-11	1	3	2	2	A0A0A6YWI9	MOUSE	13035.6	17	419	419.1	22.86	22.86		117	Immunoglobulin heavy variable V1-11 (Fragment)				2	3	2.31E+08	17.00%
-5.143	1.274	3.713	-5.366	-4.967	5.143	6.417	8.856	-0.223	0.176	-1.274	-6.417	2.439	-6.64	-6.241	-3.713	-8.856	-2.439	-9.079	-8.68	5.366	0.223	6.64	9.079	0.399	4.967	-0.176	6.241	8.68	-0.399	A0A075B5W1	A0A075B5W1	Ighv1-50	1	2	2	2	A0A075B5W1|A0A075B5X7	MOUSE	13048.5	26.4	420	420.1	22.62	22.62		117	Immunoglobulin heavy variable 1-50 (Fragment)				2	2	6.05E+08	26.40%
-5.1	-0.713	0.396	-4.569	-4.753	5.1	4.685	5.496	0.288	0.319	0.713	-4.685	1.109	-3.926	-4.133	-0.396	-5.496	-1.109	-4.965	-5.149	4.569	-0.288	3.926	4.965	-0.163	4.753	-0.319	4.133	5.149	0.163	Q02053	Q02053	Uba1	1	3	3	3	Q02053|P31254	MOUSE	119004.9	3.7	421	421.1	22.54	22.54		1058	Ubiquitin-like modifier-activating enzyme 1	nucleus|cytoplasm|mitochondrion|cytosol|extracellular exosome|heterochromatin|lysosomal membrane|endosome membrane|desmosome|rough endoplasmic reticulum membrane|	cellular response to DNA damage stimulus|protein ubiquitination|modification-dependent protein catabolic process|	ubiquitin activating enzyme activity|ubiquitin-protein transferase activity|protein binding|ATP binding|poly(A) RNA binding|	3	3	57800000	3.70%
-5.783			-6.674	-5.192	5.783	5.143	6.286	0.083	0.356		-5.143	1.143	-4.972	-4.789		-6.286	-1.143	-6.115	-5.932	6.674	-0.083	4.972	6.115	0.273	5.192	-0.356	4.789	5.932	-0.273	P97467	P97467	Pam	1	3	2	2	P97467|F8VQA4|E9Q704	MOUSE	109816.4	2.3	422	422.1	22.27	22.27		979	Peptidyl-glycine alpha-amidating monooxygenase	cytosol|integral component of plasma membrane|membrane|transport vesicle membrane|extracellular exosome|	peptide amidation|peptide metabolic process|oxidation-reduction process|	peptidylglycine monooxygenase activity|peptidylamidoglycolate lyase activity|copper ion binding|zinc ion binding|L-ascorbic acid binding|	2	3	84100000	2.30%
-3.349	-1.188	1.017	-2.166	-3.151	3.349	1.856	4.366	0.572	0.198	1.188	-1.856	0.269	-1.504	-2.073	-1.017	-4.366	-0.269	-2.96	-3.724	2.166	-0.572	1.504	2.96	-0.764	3.151	-0.198	2.073	3.724	0.764	Q80UM7	Q80UM7	Mogs	1	3	3	3	Q80UM7	MOUSE	92000.8	3.1	423	423.1	22.18	22.18		834	Mannosyl-oligosaccharide glucosidase	endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|	protein N-linked glycosylation|oligosaccharide metabolic process|	mannosyl-oligosaccharide glucosidase activity|	3	3	49600000	3.10%
-4.15	-0.49	0.69	-3.958	-3.897	4.15	4.016	4.864	0.298	0.505	0.49	-4.016	1.371	-3.687	-3.553	-0.69	-4.864	-1.371	-4.939	-4.858	3.958	-0.298	3.687	4.939	0.168	3.897	-0.505	3.553	4.858	-0.168	F8VQD7	F8VQD7	Ptprg	1	5	3	3	F8VQD7|Q05909|D6RD11	MOUSE	162430.7	1.9	424	424.1	22.11	22.11		1442	Receptor-type tyrosine-protein phosphatase gamma	extracellular exosome|	negative regulation of epithelial cell migration|peptidyl-tyrosine dephosphorylation|toxin transport|	protein tyrosine phosphatase activity|identical protein binding|	3	5	70700000	1.90%
-2.579	2.021	-1.114	-2.097	-2.126	2.579	4.6	1.465	0.482	0.453	-2.021	-4.6	-3.135	-4.118	-4.147	1.114	-1.465	3.135	-0.983	-1.012	2.097	-0.482	4.118	0.983	-0.029	2.126	-0.453	4.147	1.012	0.029	Q7TNC4	Q7TNC4	Luc7l2	1	2	2	2	Q7TNC4|Q7TNC4-4|Q05CX5|Q7TNC4-3|Q7TNC4-2|E9Q715|Q9CYI4|A0A0R4J047|Q9CYI4-2	MOUSE	46981.6	6.3	425	425.1	22.03	22.03		392	Putative RNA-binding protein Luc7-like 2	U1 snRNP|nuclear speck|	mRNA splice site selection|	mRNA binding|enzyme binding|poly(A) RNA binding|	2	2	40400000	6.30%
-5.108	1.357	2.729	-4.459	-4.478	5.108	6.518	6.872	0.125	0.296	-1.357	-6.518	1.393	-5.816	-5.834	-2.729	-6.872	-1.393	-6.458	-6.382	4.459	-0.125	5.816	6.458	0.171	4.478	-0.296	5.834	6.382	-0.171	Q9DBH5	Q9DBH5	Lman2	1	3	3	3	Q9DBH5	MOUSE	40771.4	6.9	426	426.1	21.73	21.73		358	Vesicular integral-membrane protein VIP36	Golgi membrane|extracellular space|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of plasma membrane|cell surface|extracellular exosome|	"retrograde vesicle-mediated transport, Golgi to ER|protein transport|positive regulation of phagocytosis|"	glycoprotein binding|mannose binding|carbohydrate binding|heat shock protein binding|metal ion binding|	3	3	16500000	6.90%
-5.656			-4.778	-5.204	5.656	5.487	5.051	0.77	0.124		-5.487	-0.436	-4.825	-5.691		-5.051	0.436	-4.388	-5.255	4.778	-0.77	4.825	4.388	-0.647	5.204	-0.124	5.691	5.255	0.647	Q9CQ45	Q9CQ45	Nenf	1	2	2	2	Q9CQ45	MOUSE	18904.1	11.6	427	427.1	21.64	21.64		171	Neudesin	extracellular space|nucleus|nucleoplasm|endomembrane system|membrane|	negative regulation of appetite|positive regulation of MAPK cascade|	growth factor activity|heme binding|metal ion binding|	2	2	35600000	11.60%
-1.201	0.267	0.121	-0.783	-0.827	1.201	3.447	3.664	0.384	0.374	-0.267	-3.447	0.218	-3.045	-3.26	-0.121	-3.664	-0.218	-3.263	-3.478	0.783	-0.384	3.045	3.263	-0.044	0.827	-0.374	3.26	3.478	0.044	Q64700	Q64700	Rbl2	1	4	4	4	Q64700|A0A1B0GR06|A0A1B0GRM0	MOUSE	128966.4	2.9	428	428.1	20.96	20.96		1135	Retinoblastoma-like protein 2	nucleus|transcription factor complex|nucleolus|cytoplasm|extracellular exosome|	"transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|cell cycle|chromatin modification|regulation of lipid kinase activity|regulation of cell cycle|"	DNA binding|protein binding|	4	4	3.78E+09	2.90%
-5.411			-5.92	-5.757	5.411	7.013		-0.264	-0.204		-7.013		-6.732	-6.967						5.92	0.264	6.732		-0.082	5.757	0.204	6.967		0.082	P52431	P52431	Pold1	1	5	2	2	P52431|D6RFB8	MOUSE	125271.5	2.1	429	429.1	20.89	20.89		1105	DNA polymerase delta catalytic subunit	nucleotide-excision repair complex|nucleus|nucleoplasm|cytoplasm|membrane|aggresome|delta DNA polymerase complex|	"DNA synthesis involved in DNA repair|DNA replication|DNA-dependent DNA replication|base-excision repair, gap-filling|nucleotide-excision repair, DNA gap filling|cellular response to UV|DNA replication proofreading|fatty acid homeostasis|nucleic acid phosphodiester bond hydrolysis|"	"nucleotide binding|DNA binding|chromatin binding|damaged DNA binding|DNA-directed DNA polymerase activity|3'-5'-exodeoxyribonuclease activity|3'-5' exonuclease activity|metal ion binding|4 iron, 4 sulfur cluster binding|"	2	5	4.38E+08	2.10%
-6.232	-2.187	-1.718	-6.274	-7.156	6.232	3.807	4.513	0.061	-0.198	2.187	-3.807	1.291	-3.954	-4.005	1.718	-4.513	-1.291	-4.556	-5.438	6.274	-0.061	3.954	4.556	-0.192	7.156	0.198	4.005	5.438	0.192	O08807	O08807	Prdx4	1	3	2	2	O08807	MOUSE	31280.1	9.1	430	430.1	20.8	20.8		274	Peroxiredoxin-4	extracellular space|nucleus|cytoplasm|mitochondrion|endoplasmic reticulum|smooth endoplasmic reticulum|cytosol|extracellular exosome|	spermatogenesis|male gonad development|4-hydroxyproline metabolic process|protein maturation by protein folding|extracellular matrix organization|cell redox homeostasis|oxidation-reduction process|reactive oxygen species metabolic process|negative regulation of male germ cell proliferation|	peroxidase activity|protein homodimerization activity|peroxiredoxin activity|	2	3	1.68E+10	9.10%
-4.398	1.181	-0.232	-4.246	-4.304	4.398	4.609	3.501	0.014	0.094	-1.181	-4.609	0.392	-4.819	-4.122	0.232	-3.501	-0.392	-3.337	-3.478	4.246	-0.014	4.819	3.337	0.075	4.304	-0.094	4.122	3.478	-0.075	Q9Z0J1	Q9Z0J1	Reck	1	4	3	3	Q9Z0J1	MOUSE	111101	3	431	431.1	20.76	20.76		971	Reversion-inducing cysteine-rich protein with Kazal motifs	plasma membrane|anchored component of membrane|	blood vessel maturation|embryo implantation|negative regulation of endopeptidase activity|extracellular matrix organization|embryonic forelimb morphogenesis|positive regulation of Notch signaling pathway|	endopeptidase inhibitor activity|serine-type endopeptidase inhibitor activity|	3	4	9510000	3.00%
-4.415	0.903	4.382	-5.336	-4.088	4.415	5.318	7.021	1.05	1.304	-0.903	-5.318	3.479	-6.239	-4.991	-4.382	-7.021	-3.479	-6.849	-6.206	5.336	-1.05	6.239	6.849	0.274	4.088	-1.304	4.991	6.206	-0.274	A0A075B5T5	A0A075B5T5	Ighv1-5	1	3	2	2	A0A075B5T5	MOUSE	10960.1	18.3	432	432.1	20.7	20.7		98	Immunoglobulin heavy variable V1-5				2	3	5.48E+08	18.30%
-3.041	3.038	-1.001	-3.945	-2.885	3.041	6.08	2.04	-0.904	0.157	-3.038	-6.08	-4.04	-6.983	-5.923	1.001	-2.04	4.04	-2.944	-1.884	3.945	0.904	6.983	2.944	1.06	2.885	-0.157	5.923	1.884	-1.06	P47911	P47911	Rpl6	1	2	2	2	P47911	MOUSE	33566.1	6	433	433.1	20.59	20.59		296	60S ribosomal protein L6	nucleus|nucleolus|cytoplasm|focal adhesion|membrane|cytosolic large ribosomal subunit|cytoplasmic ribonucleoprotein granule|	translation|	structural constituent of ribosome|poly(A) RNA binding|	2	2	28800000	6.00%
-4.448	0.02		-4.694	-4.245	4.448	2.917	0.626	-0.294	0.077	-0.02	-2.917	-1.112	-3.211	-2.84		-0.626	1.112	-0.825	-0.51	4.694	0.294	3.211	0.825	0.449	4.245	-0.077	2.84	0.51	-0.449	Q9D0F3	Q9D0F3	Lman1	1	4	3	3	Q9D0F3	MOUSE	58073	4.8	434	434.1	20.31	20.31		517	Protein ERGIC-53	Golgi membrane|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|sarcomere|ER to Golgi transport vesicle|endoplasmic reticulum-Golgi intermediate compartment membrane|host cell perinuclear region of cytoplasm|extracellular exosome|	ER to Golgi vesicle-mediated transport|endoplasmic reticulum organization|Golgi organization|positive regulation of organelle organization|protein transport|	carbohydrate binding|metal ion binding|	3	4	2.53E+08	4.80%
-3.308	1.34	1.176	-3.074	-3.226	3.308	4.648	4.642	0.235	0.082	-1.34	-4.648	-0.102	-4.414	-4.567	-1.176	-4.642	0.102	-4.435	-4.804	3.074	-0.235	4.414	4.435	-0.153	3.226	-0.082	4.567	4.804	0.153	O08638	O08638	Myh11	1	3	3	2	O08638|E9QPE7|O08638-2|Q6URW6-3|Q6URW6|K3W4R2|Q6URW6-2	MOUSE	227879.9	1.6	435	435.1	20.19	11.51		1972	Myosin-11	stress fiber|muscle myosin complex|brush border|myosin complex|myofibril|smooth muscle contractile fiber|myosin filament|melanosome|extracellular exosome|	smooth muscle contraction|metabolic process|skeletal muscle myosin thick filament assembly|elastic fiber assembly|cardiac muscle fiber development|activation of mitophagy in response to mitochondrial depolarization|	motor activity|actin binding|calmodulin binding|ATP binding|structural constituent of muscle|	3	3	1.80E+07	1.60%
-3.238	7.425	2.097	-2.697	-2.423	3.238	10.664	5.335	0.541	0.816	-7.425	-10.664	-5.328	-10.122	-9.848	-2.097	-5.335	5.328	-4.794	-4.52	2.697	-0.541	10.122	4.794	0.274	2.423	-0.816	9.848	4.52	-0.274	Q8VDD5	Q8VDD5	Myh9	1	1	2	1	Q8VDD5|F2Z494	MOUSE	227566.2	1.2	435	435.2	17.65	8.97		1960	Myosin-9	stress fiber|ruffle|uropod|nucleus|cytoplasm|actomyosin contractile ring|cytosol|plasma membrane|brush border|cell-cell adherens junction|cell cortex|actin cytoskeleton|membrane|myosin complex|myosin II complex|cortical cytoskeleton|cell leading edge|cleavage furrow|actomyosin|protein complex|extracellular exosome|myosin II filament|immunological synapse|spindle|plasma membrane|focal adhesion|COP9 signalosome|integrin complex|neuromuscular junction|	"meiotic spindle organization|cell morphogenesis involved in differentiation|cytokinesis|angiogenesis|in utero embryonic development|establishment of T cell polarity|membrane protein ectodomain proteolysis|phagocytosis, engulfment|cell adhesion|myoblast fusion|regulation of cell shape|protein transport|single organismal cell-cell adhesion|actin filament-based movement|platelet formation|monocyte differentiation|actomyosin structure organization|actin cytoskeleton reorganization|uropod organization|blood vessel endothelial cell migration|establishment of meiotic spindle localization|platelet aggregation|negative regulation of actin filament severing|positive regulation of protein processing in phagocytic vesicle|actin filament polymerization|actin filament capping|"	microfilament motor activity|actin binding|protein binding|calmodulin binding|ATP binding|ATPase activity|protein domain specific binding|actin-dependent ATPase activity|protein homodimerization activity|protein anchor|ADP binding|poly(A) RNA binding|actin filament binding|	1	1	4970000	0.40%
