id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
H7BWY6,0.81135046,0.2792,1.780958853,-0.145083333,0.663596543,-0.460791214,0.528,0.2045,,0.565,0.094,0.0045,H7BWY6,Rbp4,H7BWY6_Rbp4,H7BWY6,Rbp4,1,3,3,3,H7BWY6|Q00724,MOUSE,28746.7,8.5,395,395.1,27.33,27.33,,245,Retinol-binding protein 4,extracellular space|protein complex|extracellular exosome|,maintenance of gastrointestinal epithelium|positive regulation of insulin secretion|response to retinoic acid|retinol transport|retinol metabolic process|glucose homeostasis|response to ethanol|,retinol binding|retinol transporter activity|protein heterodimerization activity|,3,3,188000000,8.5%
Q61268,0.251180411,0.017,13.42896143,0.774583333,0.045405019,2.619522627,-0.292,-0.6035,,0.455,0.472,0.0535,Q61268,Apoc4,Q61268_Apoc4,Q61268,Apoc4,1,6,2,2,Q61268,MOUSE,14459.4,16.1,396,396.1,27.2,27.2,,124,Apolipoprotein C-IV,very-low-density lipoprotein particle|high-density lipoprotein particle|,lipid transport|positive regulation of sequestering of triglyceride|triglyceride homeostasis|,,2,6,517000000,16.1%
P35822,0.320477067,-0.2506,10.23605648,0.563583333,0.094709676,2.040266439,-0.403,-0.7745,,-0.144,0.058,0.0105,P35822,Ptprk,P35822_Ptprk,P35822,Ptprk,1,5,4,4,A0A1W2P7Y1|P35822|B2RRF0,MOUSE,166179.6,2.1,397,397.1,26.54,26.54,,1457,Receptor-type tyrosine-protein phosphatase kappa,photoreceptor outer segment|cell-cell junction|cell surface|integral component of membrane|axon|dendrite|leading edge membrane|neuronal cell body|,"protein dephosphorylation|cell adhesion|signal transduction|transforming growth factor beta receptor signaling pathway|negative regulation of cell proliferation|negative regulation of keratinocyte proliferation|cell migration|negative regulation of cell migration|protein localization to cell surface|cellular response to reactive oxygen species|cellular response to UV|peptidyl-tyrosine dephosphorylation|negative regulation of cell cycle|negative regulation of transcription, DNA-templated|focal adhesion assembly|",protein tyrosine phosphatase activity|beta-catenin binding|protein kinase binding|gamma-catenin binding|,4,5,141000000,2.1%
E9QNX4,0.519628152,-0.1398,5.614632017,0.33575,0.274496492,1.221249257,-0.543,-0.1395,,-0.012,-0.054,0.0495,E9QNX4,Alpk1,E9QNX4_Alpk1,E9QNX4,Alpk1,1,10,3,3,E9QNX4|Q9CXB8,MOUSE,137413.2,2.1,398,398.1,26.5,26.5,,1231,Alpha-protein kinase 1,,positive regulation of defense response to virus by host|protein phosphorylation|activation of mitophagy in response to mitochondrial depolarization|,protein serine/threonine kinase activity|ATP binding|,3,10,615000000,2.1%
A0A1Y7VJX7,0.478310449,0.58875,6.604826014,-0.8345,0.218533187,-1.372990825,2.165,0.8105,0.0425,0.442,-0.498,0.5705,A0A1Y7VJX7,NotFound,A0A1Y7VJX7_NotFound,A0A1Y7VJX7,Ighe,1,3,3,3,A0A1Y7VJX7|P06336,MOUSE,55752.3,11.3,399,399.1,26.32,26.32,,486,Immunoglobulin heavy constant epsilon (Fragment),,,,3,3,249000000,11.3%
O89053,0.578818384,0.0104,4.508332432,-0.26975,0.354133292,-1.017038439,0.029,0.3155,,-0.162,-0.124,-0.0065,O89053,Coro1a,O89053_Coro1a,O89053,Coro1a,1,3,3,3,O89053|G3UYK8,MOUSE,51672.9,7.5,400,400.1,25.96,25.96,,461,Coronin-1A,immunological synapse|phagocytic cup|cytoplasm|early endosome|actin filament|plasma membrane|cell-cell junction|membrane|lamellipodium|axon|phagocytic vesicle membrane|cortical actin cytoskeleton|cell leading edge|protein complex|phagocytic vesicle|extracellular exosome|plasma membrane|actin cytoskeleton|cortical actin cytoskeleton|,phagolysosome assembly|calcium ion transport|phagocytosis|actin filament organization|regulation of actin polymerization or depolymerization|regulation of cell shape|cell migration|actin cytoskeleton organization|positive regulation of cell migration|leukocyte chemotaxis|regulation of actin filament polymerization|negative regulation of vesicle fusion|cell-substrate adhesion|uropod organization|regulation of actin cytoskeleton organization|response to cytokine|nerve growth factor signaling pathway|positive regulation of T cell proliferation|T cell homeostasis|natural killer cell degranulation|negative regulation of neuron apoptotic process|homeostasis of number of cells within a tissue|positive regulation of T cell activation|positive chemotaxis|negative regulation of actin nucleation|regulation of release of sequestered calcium ion into cytosol|early endosome to recycling endosome transport|cellular response to interleukin-4|,actin binding|actin monomer binding|protein binding|protein C-terminus binding|cytoskeletal protein binding|myosin heavy chain binding|identical protein binding|protein homodimerization activity|phosphatidylinositol 3-kinase binding|poly(A) RNA binding|actin filament binding|,3,3,6550000,7.5%
Q80T19,0.588783496,0.2752,4.366691037,0.38075,0.365873451,0.990313195,-0.046,0.1395,,0.956,0.388,-0.0615,Q80T19,Hamp2,Q80T19_Hamp2,Q80T19,Hamp2,1,3,2,2,Q5M9M1|Q80T19,MOUSE,9923.4,30.1,401,401.1,25.92,25.92,,83,Hepcidin-2,extracellular region|cell|,cellular iron ion homeostasis|killing of cells of other organism|defense response to bacterium|defense response to fungus|,hormone activity|,2,3,105000000,30.1%
A0A0B4J1H6,0.473752791,-0.199083333,6.677042113,1.0545,0.214929381,1.385328288,0.402,-0.1885,-2.3925,-0.222,0.828,0.3785,A0A0B4J1H6,NotFound,A0A0B4J1H6_NotFound,A0A0B4J1H6,Igkv2-137,1,7,2,2,A0A0B4J1H6|P01630,MOUSE,13302,20,402,402.1,25.91,25.91,,120,Immunoglobulin kappa chain variable 2-137 (Fragment),,,,2,7,13200000000,20.0%
Q8BWP8,0.262605874,-0.2498,12.70059928,0.76075,0.05369577,2.484645457,-0.401,-1.0115,,0.139,0.051,-0.0265,Q8BWP8,B4gat1,Q8BWP8_B4gat1,Q8BWP8,B4gat1,1,3,3,3,Q8BWP8|Q8BWP8-2,MOUSE,47839.9,8.1,403,403.1,25.84,25.84,,415,"Beta-1,4-glucuronyltransferase 1",Golgi membrane|Golgi apparatus|integral component of membrane|extracellular exosome|,protein glycosylation|axon guidance|protein O-linked mannosylation|poly-N-acetyllactosamine biosynthetic process|,"glucuronosyltransferase activity|metal ion binding|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity|",3,3,67700000,8.1%
Q8K2I4,0.785476623,0.03425,2.0683587,-0.232833333,0.621103719,-0.520252967,1.033,0.0975,-0.6785,-0.107,-0.083,-0.0565,Q8K2I4,Manba,Q8K2I4_Manba,Q8K2I4,Manba,1,3,3,3,A0A0R4J092|Q8K2I4|D6RGR1,MOUSE,101513.6,4.4,404,404.1,25.63,25.63,,879,Beta-mannosidase,lysosome|intracellular membrane-bounded organelle|,carbohydrate metabolic process|glycoprotein catabolic process|mannan catabolic process|,beta-mannosidase activity|,3,3,41500000,4.4%
Q792Z1,0.011676506,0.955083333,37.91992261,-3.053833333,0.000161439,-8.096353958,3.09,1.8425,2.5135,-0.721,-0.747,-0.2475,Q792Z1,Try10,Q792Z1_Try10,Q792Z1,Try10,1,3,2,2,Q792Z1,MOUSE,26905,7.3,405,405.1,25.36,25.36,,246,MCG140784,extracellular space|extracellular exosome|blood microparticle|,proteolysis|digestion|,serine-type endopeptidase activity|,2,3,197000000,7.3%
A0A075B5Q3,0.171160933,-0.294083333,16.93937967,1.2385,0.020233082,3.10795173,-0.493,-0.6855,-1.5615,-0.197,0.462,0.7105,A0A075B5Q3,NotFound,A0A075B5Q3_NotFound,A0A075B5Q3,Ighv2-5,1,6,2,2,A0A075B5Q3,MOUSE,12727.5,16.5,406,406.1,25.26,25.26,,115,Immunoglobulin heavy variable 2-5,,,,2,6,4050000000,16.5%
Q9EPK6,0.439067296,0.25825,7.663020938,-0.6295,0.17127655,-1.548443467,0.8,-0.2325,1.1515,-0.175,-0.212,0.2175,Q9EPK6,Sil1,Q9EPK6_Sil1,Q9EPK6,Sil1,1,3,3,3,Q9EPK6,MOUSE,52771.3,8.1,407,407.1,25.03,25.03,,465,Nucleotide exchange factor SIL1,extracellular space|endoplasmic reticulum|endoplasmic reticulum lumen|,protein transport|,,3,3,45900000,8.1%
A0A075B5V5,0.917768271,0.3974,0.666828242,-0.08225,0.857663989,-0.188530064,0.666,0.2275,,0.125,1.04,-0.0715,A0A075B5V5,NotFound,A0A075B5V5_NotFound,A0A075B5V5,Ighv1-39,1,2,2,2,A0A075B5V5,MOUSE,13044.4,22.2,408,408.1,24.74,24.74,,117,Immunoglobulin heavy variable 1-39 (Fragment),,,,2,2,962000000,22.2%
A0A075B5L4,0.278148384,0.2458,11.939353,-0.636583333,0.063983015,-2.345623488,0.573,0.6825,,-0.156,-0.07,0.1995,A0A075B5L4,NotFound,A0A075B5L4_NotFound,A0A075B5L4,Igkv12-89,1,7,2,2,A0A075B5L4,MOUSE,12138.5,24.3,409,409.1,24.27,24.27,,111,Immunoglobulin kappa chain variable 12-89,,,,2,7,858000000,24.3%
P01627,0.815223461,0.176,1.6513836,-0.235416667,0.683693798,-0.431642293,-0.39,1.0245,,0.114,0.539,-0.4075,P01627,NotFound,P01627_NotFound,P01627,Gm5153,1,2,2,2,P01627|A0A075B5K5|P01628,MOUSE,13451,19.1,410,410.1,24.25,24.25,,120,Ig kappa chain V-II region VKappa167,,,,2,2,40100000,19.1%
P62631,0.549465437,0.0756,5.114645496,-0.34775,0.307989173,-1.129843057,0.556,0.0125,,0.088,-0.249,-0.0295,P62631,Eef1a2,P62631_Eef1a2,P62631,Eef1a2,1,4,2,2,P62631|P10126,MOUSE,50795.6,4.3,411,411.1,23.82,23.82,,463,Elongation factor 1-alpha 2,nucleus|cytoplasm|eukaryotic translation elongation factor 1 complex|neuronal cell body|myelin sheath|,translational elongation|response to inorganic substance|positive regulation of apoptotic process|positive regulation of lipid kinase activity|,translation elongation factor activity|GTPase activity|GTP binding|protein kinase binding|,2,4,144000000,4.3%
A0A075B5T6,0.603623837,0.05,4.192108558,0.37125,0.380880856,0.957150615,0.121,-0.4665,,-0.216,0.654,0.1575,A0A075B5T6,NotFound,A0A075B5T6_NotFound,A0A075B5T6,Ighv10-3,1,4,3,3,A0A075B5T6,MOUSE,13715.5,22.6,412,412.1,23.81,23.81,,119,Immunoglobulin heavy variable V10-3 (Fragment),,,,3,4,369000000,22.6%
Q9ES89,0.399101763,0.28425,8.413455352,-0.462166667,0.144096843,-1.671472654,0.137,0.5975,0.8115,-0.118,0.288,-0.0105,Q9ES89,Extl2,Q9ES89_Extl2,Q9ES89,Extl2,1,6,2,2,Q9ES89|Q3TSR0,MOUSE,37618.1,4.2,413,413.1,23.78,23.78,,330,Exostosin-like 2,endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|extracellular exosome|,glycosaminoglycan biosynthetic process|N-acetylglucosamine metabolic process|heparan sulfate proteoglycan biosynthetic process|UDP-N-acetylgalactosamine metabolic process|,"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|alpha-1,4-N-acetylgalactosaminyltransferase activity|metal ion binding|",2,6,271000000,4.2%
P01662,0.89919911,-0.09925,0.862142404,0.2375,0.819946959,0.23773054,1.317,0.5825,-2.5535,-0.328,0.359,0.0275,P01662,NotFound,P01662_NotFound,P01662,,1,3,2,2,P01662|P01663,MOUSE,12155.2,21.6,414,414.1,23.66,23.66,,111,Ig kappa chain V-III region ABPC 22/PC 9245,,,antigen binding|,2,3,127000000,21.6%
A0A075B5T9,0.782114298,0.1792,2.139952489,0.26075,0.610948709,0.541264092,0.255,-0.2095,,-0.195,1.073,-0.0275,A0A075B5T9,NotFound,A0A075B5T9_NotFound,A0A075B5T9,Ighv1-9,1,3,2,2,A0A075B5T9,MOUSE,13045.5,26.7,415,415.1,23.64,23.64,,116,Immunoglobulin heavy variable V1-9,,,,2,3,639000000,26.7%
P62242,0.105134073,0.493083333,21.83236321,-2.513166667,0.006557883,-4.059513757,1.211,0.8895,3.1485,-0.838,-0.972,-0.4805,P62242,Rps8,P62242_Rps8,P62242,Rps8,1,2,2,2,P62242,MOUSE,24490,9.6,416,416.1,23.5,23.5,,208,40S ribosomal protein S8,nucleus|cytoplasm|focal adhesion|membrane|cytosolic small ribosomal subunit|ribonucleoprotein complex|extracellular exosome|,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|translation|",structural constituent of ribosome|poly(A) RNA binding|,2,2,45800000,9.6%
P12382,0.570201303,-0.2434,4.676745257,0.333083333,0.340663398,1.048619353,-0.126,-0.7605,,-0.204,-0.186,0.0595,P12382,Pfkl,P12382_Pfkl,P12382,Pfkl,1,4,3,2,P12382|Q8C605|Q9WUA3|Q9WUA3-2,MOUSE,86157.1,5.1,417,417.1,23.09,11.49,,780,"ATP-dependent 6-phosphofructokinase, liver type",cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|,"fructose 6-phosphate metabolic process|glycolytic process|response to glucose|fructose 1,6-bisphosphate metabolic process|negative regulation of insulin secretion|carbohydrate phosphorylation|protein oligomerization|protein homotetramerization|",6-phosphofructokinase activity|ATP binding|kinase binding|identical protein binding|metal ion binding|fructose binding|fructose-6-phosphate binding|6-phosphofructokinase activity|,3,4,156000000,5.1%
P47857-3,0.519628152,0.05275,5.650126336,-0.927166667,0.272262211,-1.20781563,-0.065,2.2415,-0.6275,-0.165,-0.901,-0.1665,P47857,Pfkm,P47857-3_Pfkm,P47857-3,Pfkm,1,2,3,2,P47857-3|P47857-2|P47857,MOUSE,103523.5,3.6,417,417.2,22.85,11.25,,780,"Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type",cytosol|6-phosphofructokinase complex|apical plasma membrane|extracellular exosome|sperm principal piece|,fructose 6-phosphate metabolic process|glycolytic process|positive regulation of insulin secretion|glucose homeostasis|muscle cell cellular homeostasis|carbohydrate phosphorylation|protein oligomerization|glycolytic process through fructose-6-phosphate|,6-phosphofructokinase activity|protein binding|ATP binding|protein C-terminus binding|phosphofructokinase activity|kinase binding|identical protein binding|protein homodimerization activity|metal ion binding|fructose binding|,2,2,5220000,2.6%
A0A1W2P6U8,0.785476623,0.021,2.069372935,0.134583333,0.620958686,0.525388381,-0.092,-0.0275,,-0.003,0.196,0.0315,A0A1W2P6U8,LOC102635990,A0A1W2P6U8_LOC102635990,A0A1W2P6U8,4932415D10Rik,1,4,4,4,A0A1W2P6U8,MOUSE,557033.8,0.7,418,418.1,23.02,23.02,,4986,RIKEN cDNA 4932415D10 gene,,,,4,4,1470000000,0.7%
A0A0A6YWI9,0.958652624,0.0294,0.330549724,-0.033083333,0.926712514,-0.096531001,0.19,-0.0915,,-0.371,0.414,0.0055,A0A0A6YWI9,NotFound,A0A0A6YWI9_NotFound,A0A0A6YWI9,Ighv1-11,1,3,2,2,A0A0A6YWI9,MOUSE,13035.6,17,419,419.1,22.86,22.86,,117,Immunoglobulin heavy variable V1-11 (Fragment),,,,2,3,231000000,17.0%
A0A075B5W1,0.549465437,0.081,5.026441612,0.31625,0.314308292,1.113578386,-0.281,0.0635,,0.085,0.404,0.1335,A0A075B5W1,NotFound,A0A075B5W1_NotFound,A0A075B5W1,Ighv1-50,1,2,2,2,A0A075B5W1|A0A075B5X7,MOUSE,13048.5,26.4,420,420.1,22.62,22.62,,117,Immunoglobulin heavy variable 1-50 (Fragment),,,,2,2,605000000,26.4%
Q02053,0.76783903,-0.0622,2.264587876,-0.181583333,0.593664681,-0.568063749,-0.271,0.3645,,-0.013,-0.315,-0.0765,Q02053,Uba1,Q02053_Uba1,Q02053,Uba1,1,3,3,3,Q02053|P31254,MOUSE,119004.9,3.7,421,421.1,22.54,22.54,,1058,Ubiquitin-like modifier-activating enzyme 1,nucleus|cytoplasm|mitochondrion|cytosol|extracellular exosome|heterochromatin|lysosomal membrane|endosome membrane|desmosome|rough endoplasmic reticulum membrane|,cellular response to DNA damage stimulus|protein ubiquitination|modification-dependent protein catabolic process|,ubiquitin activating enzyme activity|ubiquitin-protein transferase activity|protein binding|ATP binding|poly(A) RNA binding|,3,3,57800000,3.7%
P97467,0.441723111,-0.0894,7.527006461,0.42975,0.176725555,1.5625974,-0.531,-0.1635,,0.131,0.148,-0.0315,P97467,Pam,P97467_Pam,P97467,Pam,1,3,2,2,P97467|F8VQA4|E9Q704,MOUSE,109816.4,2.3,422,422.1,22.27,22.27,,979,Peptidyl-glycine alpha-amidating monooxygenase,cytosol|integral component of plasma membrane|membrane|transport vesicle membrane|extracellular exosome|,peptide amidation|peptide metabolic process|oxidation-reduction process|,peptidylglycine monooxygenase activity|peptidylamidoglycolate lyase activity|copper ion binding|zinc ion binding|L-ascorbic acid binding|,2,3,84100000,2.3%
Q80UM7,0.105134073,0.87025,21.72770851,-2.628833333,0.006717832,-4.038328912,0.973,2.1415,3.4395,-0.251,-0.978,-0.1035,Q80UM7,Mogs,Q80UM7_Mogs,Q80UM7,Mogs,1,3,3,3,Q80UM7,MOUSE,92000.8,3.1,423,423.1,22.18,22.18,,834,Mannosyl-oligosaccharide glucosidase,endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|,protein N-linked glycosylation|oligosaccharide metabolic process|,mannosyl-oligosaccharide glucosidase activity|,3,3,49600000,3.1%
F8VQD7,0.279130421,0.228,11.66821316,-0.61375,0.068104951,-2.296533896,0.476,0.7165,,0.126,-0.066,-0.1125,F8VQD7,Ptprg,F8VQD7_Ptprg,F8VQD7,Ptprg,1,5,3,3,F8VQD7|Q05909|D6RD11,MOUSE,162430.7,1.9,424,424.1,22.11,22.11,,1442,Receptor-type tyrosine-protein phosphatase gamma,extracellular exosome|,negative regulation of epithelial cell migration|peptidyl-tyrosine dephosphorylation|toxin transport|,protein tyrosine phosphatase activity|identical protein binding|,3,5,70700000,1.9%
Q7TNC4,0.115656065,0.55375,20.80193407,-1.955833333,0.008313934,-3.842021598,1.749,0.4615,2.3845,-0.217,-0.617,-0.4385,Q7TNC4,Luc7l2,Q7TNC4_Luc7l2,Q7TNC4,Luc7l2,1,2,2,2,Q7TNC4|Q7TNC4-4|Q05CX5|Q7TNC4-3|Q7TNC4-2|E9Q715|Q9CYI4|A0A0R4J047|Q9CYI4-2,MOUSE,46981.6,6.3,425,425.1,22.03,22.03,,392,Putative RNA-binding protein Luc7-like 2,U1 snRNP|nuclear speck|,mRNA splice site selection|,mRNA binding|enzyme binding|poly(A) RNA binding|,2,2,40400000,6.3%
Q9DBH5,0.549465437,0.050916667,4.984566458,-0.240166667,0.317353545,-1.087375852,-0.042,0.2675,0.2875,-0.048,-0.083,-0.0765,Q9DBH5,Lman2,Q9DBH5_Lman2,Q9DBH5,Lman2,1,3,3,3,Q9DBH5,MOUSE,40771.4,6.9,426,426.1,21.73,21.73,,358,Vesicular integral-membrane protein VIP36,Golgi membrane|extracellular space|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of plasma membrane|cell surface|extracellular exosome|,"retrograde vesicle-mediated transport, Golgi to ER|protein transport|positive regulation of phagocytosis|",glycoprotein binding|mannose binding|carbohydrate binding|heat shock protein binding|metal ion binding|,3,3,16500000,6.9%
Q9CQ45,0.561436459,0.0628,4.802473552,0.37675,0.330942577,1.072066067,-0.264,-0.0625,,0.391,-0.274,0.5235,Q9CQ45,Nenf,Q9CQ45_Nenf,Q9CQ45,Nenf,1,2,2,2,Q9CQ45,MOUSE,18904.1,11.6,427,427.1,21.64,21.64,,171,Neudesin,extracellular space|nucleus|nucleoplasm|endomembrane system|membrane|,negative regulation of appetite|positive regulation of MAPK cascade|,growth factor activity|heme binding|metal ion binding|,2,2,35600000,11.6%
Q64700,0.07979453,1.01475,23.7608727,-2.167166667,0.004206421,-4.445345881,2.886,1.0735,2.3355,-0.006,-0.289,0.0885,Q64700,Rbl2,Q64700_Rbl2,Q64700,Rbl2,1,4,4,4,Q64700|A0A1B0GR06|A0A1B0GRM0,MOUSE,128966.4,2.9,428,428.1,20.96,20.96,,1135,Retinoblastoma-like protein 2,nucleus|transcription factor complex|nucleolus|cytoplasm|extracellular exosome|,"transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|cell cycle|chromatin modification|regulation of lipid kinase activity|regulation of cell cycle|",DNA binding|protein binding|,4,4,3780000000,2.9%
P52431,0.250985566,-0.2378,13.47707564,0.75825,0.044904766,2.628502364,-0.809,-0.5765,,-0.198,0.157,0.2375,P52431,Pold1,P52431_Pold1,P52431,Pold1,1,5,2,2,P52431|D6RFB8,MOUSE,125271.5,2.1,429,429.1,20.89,20.89,,1105,DNA polymerase delta catalytic subunit,nucleotide-excision repair complex|nucleus|nucleoplasm|cytoplasm|membrane|aggresome|delta DNA polymerase complex|,"DNA synthesis involved in DNA repair|DNA replication|DNA-dependent DNA replication|base-excision repair, gap-filling|nucleotide-excision repair, DNA gap filling|cellular response to UV|DNA replication proofreading|fatty acid homeostasis|nucleic acid phosphodiester bond hydrolysis|","nucleotide binding|DNA binding|chromatin binding|damaged DNA binding|DNA-directed DNA polymerase activity|3'-5'-exodeoxyribonuclease activity|3'-5' exonuclease activity|metal ion binding|4 iron, 4 sulfur cluster binding|",2,5,438000000,2.1%
O08807,0.296807957,-0.724083333,10.88570347,1.351833333,0.081551068,2.087570462,-1.495,-0.0615,-2.6435,-0.208,-0.138,0.2015,O08807,Prdx4,O08807_Prdx4,O08807,Prdx4,1,3,2,2,O08807,MOUSE,31280.1,9.1,430,430.1,20.8,20.8,,274,Peroxiredoxin-4,extracellular space|nucleus|cytoplasm|mitochondrion|endoplasmic reticulum|smooth endoplasmic reticulum|cytosol|extracellular exosome|,spermatogenesis|male gonad development|4-hydroxyproline metabolic process|protein maturation by protein folding|extracellular matrix organization|cell redox homeostasis|oxidation-reduction process|reactive oxygen species metabolic process|negative regulation of male germ cell proliferation|,peroxidase activity|protein homodimerization activity|peroxiredoxin activity|,2,3,16800000000,9.1%
Q9Z0J1,0.781082551,-0.188916667,2.164921034,0.192833333,0.607446308,0.540924211,0.062,0.0935,-1.0115,-0.151,-0.066,-0.0605,Q9Z0J1,Reck,Q9Z0J1_Reck,Q9Z0J1,Reck,1,4,3,3,Q9Z0J1,MOUSE,111101,3,431,431.1,20.76,20.76,,971,Reversion-inducing cysteine-rich protein with Kazal motifs,plasma membrane|anchored component of membrane|,blood vessel maturation|embryo implantation|negative regulation of endopeptidase activity|extracellular matrix organization|embryonic forelimb morphogenesis|positive regulation of Notch signaling pathway|,endopeptidase inhibitor activity|serine-type endopeptidase inhibitor activity|,3,4,9510000,3.0%
A0A075B5T5,0.950319883,0.2882,0.405532668,0.04825,0.910849728,0.117529369,0.303,0.2155,,0.97,0.022,-0.0695,A0A075B5T5,NotFound,A0A075B5T5_NotFound,A0A075B5T5,Ighv1-5,1,3,2,2,A0A075B5T5,MOUSE,10960.1,18.3,432,432.1,20.7,20.7,,98,Immunoglobulin heavy variable V1-5,,,,2,3,548000000,18.3%
P47911,0.453091264,0.580083333,7.122538508,-0.7645,0.193975174,-1.46095537,1.373,-0.0325,1.5465,-0.146,0.843,-0.1035,P47911,Rpl6,P47911_Rpl6,P47911,Rpl6,1,2,2,2,P47911,MOUSE,33566.1,6,433,433.1,20.59,20.59,,296,60S ribosomal protein L6,nucleus|nucleolus|cytoplasm|focal adhesion|membrane|cytosolic large ribosomal subunit|cytoplasmic ribonucleoprotein granule|,translation|,structural constituent of ribosome|poly(A) RNA binding|,2,2,28800000,6.0%
Q9D0F3,0.449503035,0.555583333,7.205958307,-1.082833333,0.190284831,-1.475154295,0.154,0.3285,2.8085,-0.198,0.277,-0.0365,Q9D0F3,Lman1,Q9D0F3_Lman1,Q9D0F3,Lman1,1,4,3,3,Q9D0F3,MOUSE,58073,4.8,434,434.1,20.31,20.31,,517,Protein ERGIC-53,Golgi membrane|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|sarcomere|ER to Golgi transport vesicle|endoplasmic reticulum-Golgi intermediate compartment membrane|host cell perinuclear region of cytoplasm|extracellular exosome|,ER to Golgi vesicle-mediated transport|endoplasmic reticulum organization|Golgi organization|positive regulation of organelle organization|protein transport|,carbohydrate binding|metal ion binding|,3,4,253000000,4.8%
O08638,0.294783541,0.2268,11.0176182,-0.802416667,0.079111238,-2.179544522,1.164,0.2525,,-0.101,-0.241,0.0595,O08638,NotFound,O08638_NotFound,O08638,Myh11,1,3,3,2,O08638|E9QPE7|O08638-2|Q6URW6-3|Q6URW6|K3W4R2|Q6URW6-2,MOUSE,227879.9,1.6,435,435.1,20.19,11.51,,1972,Myosin-11,stress fiber|muscle myosin complex|brush border|myosin complex|myofibril|smooth muscle contractile fiber|myosin filament|melanosome|extracellular exosome|,smooth muscle contraction|metabolic process|skeletal muscle myosin thick filament assembly|elastic fiber assembly|cardiac muscle fiber development|activation of mitophagy in response to mitochondrial depolarization|,motor activity|actin binding|calmodulin binding|ATP binding|structural constituent of muscle|,3,3,18000000,1.6%
Q8VDD5,0.46334768,0.4024,6.971632637,-0.835583333,0.200833768,-1.470813205,1.743,0.0645,,0.412,-0.036,-0.1715,Q8VDD5,Myh9,Q8VDD5_Myh9,Q8VDD5,Myh9,1,1,2,1,Q8VDD5|F2Z494,MOUSE,227566.2,1.2,435,435.2,17.65,8.97,,1960,Myosin-9,stress fiber|ruffle|uropod|nucleus|cytoplasm|actomyosin contractile ring|cytosol|plasma membrane|brush border|cell-cell adherens junction|cell cortex|actin cytoskeleton|membrane|myosin complex|myosin II complex|cortical cytoskeleton|cell leading edge|cleavage furrow|actomyosin|protein complex|extracellular exosome|myosin II filament|immunological synapse|spindle|plasma membrane|focal adhesion|COP9 signalosome|integrin complex|neuromuscular junction|,"meiotic spindle organization|cell morphogenesis involved in differentiation|cytokinesis|angiogenesis|in utero embryonic development|establishment of T cell polarity|membrane protein ectodomain proteolysis|phagocytosis, engulfment|cell adhesion|myoblast fusion|regulation of cell shape|protein transport|single organismal cell-cell adhesion|actin filament-based movement|platelet formation|monocyte differentiation|actomyosin structure organization|actin cytoskeleton reorganization|uropod organization|blood vessel endothelial cell migration|establishment of meiotic spindle localization|platelet aggregation|negative regulation of actin filament severing|positive regulation of protein processing in phagocytic vesicle|actin filament polymerization|actin filament capping|",microfilament motor activity|actin binding|protein binding|calmodulin binding|ATP binding|ATPase activity|protein domain specific binding|actin-dependent ATPase activity|protein homodimerization activity|protein anchor|ADP binding|poly(A) RNA binding|actin filament binding|,1,1,4970000,0.4%
