id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian,Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian,Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian,Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian,Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian,Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Liver_Searched.unique_peptides,Liver_Searched.numSpectra,Liver_Searched.totalIntensity,Liver_Searched.pct_cov
Q9QYC0,0.996670041,0.017333333,0.038932663,0.001333333,0.991075485,0.011612752,-0.056,-0.071,0.177,-0.04,-0.076,0.17,Q9QYC0,Add1,Q9QYC0_Add1,Q9QYC0,Add1,1,4,4,4,Q9QYC0|F8WGR0|F8WHZ9|E9Q1K3|Q9QYC0-2,MOUSE,81044.5,6.6,2218,2218.1,38.61,38.61,,735,Alpha-adducin,nucleus|nucleoplasm|cytoplasm|cytoskeleton|plasma membrane|focal adhesion|F-actin capping protein complex|membrane|intermediate filament cytoskeleton|,cell morphogenesis|in utero embryonic development|cell volume homeostasis|hemoglobin metabolic process|erythrocyte differentiation|positive regulation of protein binding|multicellular organism growth|homeostasis of number of cells within a tissue|barbed-end actin filament capping|actin filament bundle assembly|,structural molecule activity|calmodulin binding|transcription factor binding|spectrin binding|protein homodimerization activity|poly(A) RNA binding|protein heterodimerization activity|actin filament binding|,4,4,512000000,6.6%
P02798,0.422097197,0.187833333,9.93929589,-1.483666667,0.101407578,-1.901389942,-0.125,0.287,2.627,-0.099,-1.579,0.016,P02798,Mt2,P02798_Mt2,P02798,Mt2,1,14,4,4,P02798,MOUSE,7256.2,65.5,2219,2219.1,38.54,38.54,,61,Metallothionein-2,nucleus|cytoplasm|perinuclear region of cytoplasm|,cellular zinc ion homeostasis|nitric oxide mediated signal transduction|detoxification of copper ion|cellular response to erythropoietin|negative regulation of growth|cellular response to cadmium ion|cellular response to zinc ion|,zinc ion binding|,4,14,521000000,65.5%
Q8R079,0.805699632,0.010333333,2.99681115,-0.073333333,0.50155537,-0.710242012,0.187,0.033,-0.079,0.058,-0.035,-0.102,Q8R079,Bfar,Q8R079_Bfar,Q8R079,Bfar,1,4,3,3,Q8R079|A0A0R4J040|D6RG73|Q8R079-2,MOUSE,53651.8,6.6,2220,2220.1,38.47,38.47,,450,Bifunctional apoptosis regulator,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|,protein polyubiquitination|apoptotic process|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|negative regulation of apoptotic process|proteasome-mediated ubiquitin-dependent protein catabolic process|protein autoubiquitination|protein K63-linked ubiquitination|protein K48-linked ubiquitination|negative regulation of IRE1-mediated unfolded protein response|,"zinc ion binding|protein binding, bridging|ubiquitin protein ligase activity|caspase binding|",3,4,89800000,6.6%
P61967,0.751736923,0.012,3.810633159,-0.105333333,0.415849979,-0.867803892,-0.159,0.184,0.169,-0.064,-0.111,0.053,P61967,Ap1s1,P61967_Ap1s1,P61967,Ap1s1,1,7,3,3,P61967,MOUSE,18960.9,21.5,2221,2221.1,38.45,38.45,,158,AP-1 complex subunit sigma-1A,trans-Golgi network|coated pit|membrane|AP-1 adaptor complex|terminal bouton|extracellular exosome|,"intracellular protein transport|response to virus|vesicle-mediated transport|retrograde transport, endosome to Golgi|",protein binding|protein transporter activity|,3,7,2.99E+11,21.5%
O54916,0.112765272,-0.012666667,19.32614084,0.346,0.011678469,3.435740338,-0.29,-0.11,-0.157,0.107,0.083,0.291,O54916,Reps1,O54916_Reps1,O54916,Reps1,1,8,5,4,O54916|E9Q632|O54916-4|O54916-3|D3Z2E3|Q80XA6|O54916-2,MOUSE,86688.5,5.9,2222,2222.1,38.43,27.16,,795,RalBP1-associated Eps domain-containing protein 1,plasma membrane|coated pit|,receptor-mediated endocytosis|,calcium ion binding|protein binding|SH3 domain binding|,5,8,1270000000,5.9%
B9EI38,0.993378838,-0.020833333,0.117143669,0.005666667,0.973387205,0.034641102,0.047,0.142,-0.26,0.264,-0.134,-0.184,B9EI38,Reps2,B9EI38_Reps2,B9EI38,Reps2,1,2,3,2,B9EI38|A2AFI8,MOUSE,71181.6,7,2222,2222.2,21.51,10.24,,648,RalBP1-associated Eps domain-containing protein 2,,,calcium ion binding|,2,2,16700000,5.5%
I3ITR1,0.951421295,-0.0165,0.747340483,0.035666667,0.84191055,0.207429391,-0.068,0.317,-0.352,0.06,0.027,-0.083,I3ITR1,NotFound,I3ITR1_NotFound,I3ITR1,AK157302,1,4,3,3,I3ITR1|Q9D924|A0A286YCW6,MOUSE,14389.3,31,2223,2223.1,38.41,38.41,,129,MCG50313,mitochondrion|,iron-sulfur cluster assembly|,structural molecule activity|iron-sulfur cluster binding|,3,4,212000000,31.0%
P48725,0.4568845,-0.012,9.225934849,0.162,0.119510624,1.784130336,-0.006,-0.07,-0.203,0.026,0.116,0.065,P48725,Pcnt,P48725_Pcnt,P48725,Pcnt,1,6,4,4,F8VPV0|A0A1W2P737|P48725|P48725-3|P48725-2,MOUSE,332197.6,1.2,2224,2224.1,38.41,38.41,,2898,Pericentrin,pericentriolar material|centrosome|centriole|microtubule organizing center|microtubule|motile cilium|centriolar satellite|ciliary basal body|intercellular bridge|cis-Golgi network|,microtubule cytoskeleton organization|in utero embryonic development|neuron migration|spindle organization|cerebellar cortex morphogenesis|olfactory bulb development|limb morphogenesis|multicellular organism growth|cilium assembly|negative regulation of apoptotic process|brain morphogenesis|neural precursor cell proliferation|positive regulation of intracellular protein transport|,protein binding|calmodulin binding|,4,6,1260000000,1.2%
Q6QD59,0.550359036,0.021,7.281676694,-0.126,0.186996006,-1.469694916,0.163,0.031,0.058,-0.032,-0.099,0.005,Q6QD59,Bnip1,Q6QD59_Bnip1,Q6QD59,Bnip1,1,5,3,3,Q6QD59|B8JJI4,MOUSE,26346,14,2225,2225.1,38.39,38.39,,228,Vesicle transport protein SEC20,Golgi membrane|nuclear envelope|cytoplasm|mitochondrion|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|SNARE complex|intracellular membrane-bounded organelle|,autophagy|apoptotic process|endoplasmic reticulum organization|protein transport|vesicle-mediated transport|endoplasmic reticulum membrane fusion|,SNAP receptor activity|,3,5,620000000,14.0%
Q8R2R1,0.822567717,-0.003,2.726563318,0.06,0.533757104,0.65591278,0.034,0.012,-0.145,0.092,0.002,-0.013,Q8R2R1,Pomt1,Q8R2R1_Pomt1,Q8R2R1,Pomt1,1,5,5,5,Q8R2R1,MOUSE,85803.2,9.6,2226,2226.1,38.32,38.32,,746,Protein O-mannosyl-transferase 1,acrosomal vesicle|endoplasmic reticulum membrane|integral component of membrane|sarcoplasmic reticulum|,extracellular matrix organization|protein O-linked mannosylation|,dolichyl-phosphate-mannose-protein mannosyltransferase activity|,5,5,1640000000,9.6%
Q9DCT5,0.032221992,-0.000833333,25.96505408,0.479,0.00253218,4.683913497,-0.381,-0.13,-0.21,0.331,0.213,0.172,Q9DCT5,Sdf2,Q9DCT5_Sdf2,Q9DCT5,Sdf2,1,7,3,3,A0A0R4IZW9|Q9DCT5,MOUSE,23386.8,25.1,2227,2227.1,38.22,38.22,,211,Stromal cell-derived factor 2,extracellular region|membrane|,,,3,7,1490000000,25.1%
Q32NY4,0.885307507,-0.014333333,1.833928956,-0.066,0.655551936,-0.466893039,-0.053,0.025,0.084,0.21,-0.304,-0.048,Q32NY4,Cnnm3,Q32NY4_Cnnm3,Q32NY4,Cnnm3,1,5,4,4,Q32NY4|Q32NY4-2,MOUSE,76905.4,7.8,2228,2228.1,38.15,38.15,,713,Metal transporter CNNM3,plasma membrane|membrane|integral component of membrane|,ion transport|,,4,5,27500000,7.8%
Q9R1P0,0.649269492,0.0175,5.331047815,0.093666667,0.29301862,1.141013809,-0.069,-0.016,-0.003,0.118,0.003,0.072,Q9R1P0,Psma4,Q9R1P0_Psma4,Q9R1P0,Psma4,1,5,3,3,Q9R1P0,MOUSE,29755.5,10.7,2229,2229.1,38.11,38.11,,261,Proteasome subunit alpha type-4,"proteasome complex|cytoplasmic mRNA processing body|nucleus|cytoplasm|cytosol|proteasome core complex|plasma membrane|proteasome core complex, alpha-subunit complex|intracellular membrane-bounded organelle|extracellular exosome|",proteasomal ubiquitin-independent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|,endopeptidase activity|threonine-type endopeptidase activity|,3,5,2260000000,10.7%
E9Q3G8,0.461918472,-0.068,9.093827942,0.282,0.123201843,1.765940241,-0.073,-0.003,-0.551,-0.014,0.057,0.176,E9Q3G8,Nup153,E9Q3G8_Nup153,E9Q3G8,Nup153,1,6,4,4,E9Q3G8,MOUSE,153431.5,4.5,2230,2230.1,38.1,38.1,,1462,Nucleoporin 153,nuclear pore|nuclear lamina|nucleolus|cytoplasm|nuclear membrane|nuclear periphery|nuclear inclusion body|nuclear pore nuclear basket|,nucleocytoplasmic transport|negative regulation of RNA export from nucleus|nuclear pore complex assembly|,nucleocytoplasmic transporter activity|zinc ion binding|Ran GTPase binding|structural constituent of nuclear pore|identical protein binding|protein anchor|,4,6,159000000,4.5%
F8WI30,0.826177557,0.041833333,2.675729408,0.120333333,0.540041406,0.645961543,-0.278,-0.104,0.327,0.344,0.035,-0.073,F8WI30,Snx7,F8WI30_Snx7,F8WI30,Snx7,1,5,3,3,F8WI30|Q9CY18,MOUSE,51220,8.5,2231,2231.1,38.08,38.08,,445,Sorting nexin-7,endosome|extrinsic component of membrane|,endocytosis|vesicle organization|,phosphatidylinositol binding|,3,5,408000000,8.5%
Q5SUF2-2,0.122124581,-0.046333333,18.79412799,0.288666667,0.013200403,3.343195549,-0.204,-0.235,-0.133,0.165,0.019,0.11,Q5SUF2,Luc7l3,Q5SUF2-2_Luc7l3,Q5SUF2-2,Luc7l3,1,6,3,3,Q5SUF2-2|Q5SUF2-3|Q5SUF2|F8WGA8,MOUSE,58891.1,8.7,2232,2232.1,38.08,38.08,,432,Isoform 2 of Luc7-like protein 3,nucleus|nucleoplasm|U1 snRNP|nuclear speck|,mRNA splice site selection|RNA splicing|,DNA binding|mRNA binding|poly(A) RNA binding|,3,6,138000000,8.7%
Q9D824,0.198650353,0.0085,15.97628279,0.295666667,0.025256416,2.868401295,-0.088,-0.055,-0.275,0.253,0.053,0.163,Q9D824,Fip1l1,Q9D824_Fip1l1,Q9D824,Fip1l1,1,4,4,4,Q9D824|Q9D824-2|Q9D824-3|Q9D824-4,MOUSE,65014.6,9.8,2233,2233.1,38.07,38.07,,581,Pre-mRNA 3'-end-processing factor FIP1,nucleus|mRNA cleavage and polyadenylation specificity factor complex|,mRNA polyadenylation|,protein binding|poly(A) RNA binding|,4,4,128000000,9.8%
Q7TSI3,0.55391814,0.012,7.191757881,0.126666667,0.190908037,1.454912347,-0.111,-0.041,-0.002,0.088,-0.006,0.144,Q7TSI3,Ppp6r1,Q7TSI3_Ppp6r1,Q7TSI3,Ppp6r1,1,6,3,3,Q7TSI3,MOUSE,95096.1,6.8,2234,2234.1,38.05,38.05,,856,Serine/threonine-protein phosphatase 6 regulatory subunit 1,cytoplasm|,regulation of phosphoprotein phosphatase activity|,protein phosphatase binding|,3,6,538000000,6.8%
Q8R4R6,0.862027405,0.002666667,2.200439274,-0.064,0.602498642,-0.546666208,0.155,0.056,-0.107,0.095,-0.194,0.011,Q8R4R6,Nup35,Q8R4R6_Nup35,Q8R4R6,Nup35,1,5,3,3,Q8R4R6,MOUSE,34842.1,13.5,2235,2235.1,38.02,38.02,,325,Nucleoporin NUP53,nuclear pore|nuclear membrane|,protein transport|mRNA transport|transmembrane transport|,,3,5,235000000,13.5%
Q09200,0.000366358,-0.0895,52.83626686,1.320333333,5.20443E-06,13.05652666,-0.83,-0.754,-0.665,0.644,0.428,0.64,Q09200,B4galnt1,Q09200_B4galnt1,Q09200,B4galnt1,1,5,4,4,Q09200|A0A1W2P6F0,MOUSE,59610.2,8.4,2236,2236.1,38,38,,533,"Beta-1,4 N-acetylgalactosaminyltransferase 1",plasma membrane|integral component of Golgi membrane|,ganglioside biosynthetic process|protein glycosylation|glycosphingolipid metabolic process|spermatogenesis|lipid storage|lipid glycosylation|,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity|,4,5,123000000,8.4%
Q61103,0.52769863,0.007833333,7.667466895,0.173,0.1711013,1.533904762,0.04,-0.091,-0.185,0.027,-0.008,0.264,Q61103,Dpf2,Q61103_Dpf2,Q61103,Dpf2,1,5,3,3,D3Z5N6|Q61103,MOUSE,45369.9,9.2,2237,2237.1,37.99,37.99,,391,Zinc finger protein ubi-d4,nuclear chromatin|nucleus|nucleoplasm|cytoplasm|centrosome|intracellular membrane-bounded organelle|BAF-type complex|,"transcription, DNA-templated|regulation of transcription, DNA-templated|apoptotic process|",RNA polymerase II core promoter proximal region sequence-specific DNA binding|zinc ion binding|,3,5,102000000,9.2%
Q64339,0.334955273,0.0375,11.81110985,-0.241666667,0.065900546,-2.196469588,0.118,0.02,0.337,-0.068,-0.162,-0.02,Q64339,Isg15,Q64339_Isg15,Q64339,Isg15,1,8,3,3,Q64339,MOUSE,18068.5,30.4,2238,2238.1,37.98,37.98,,161,Ubiquitin-like protein ISG15,extracellular region|cytoplasm|,modification-dependent protein catabolic process|negative regulation of protein ubiquitination|ISG15-protein conjugation|regulation of interferon-gamma production|response to type I interferon|defense response to bacterium|negative regulation of viral genome replication|positive regulation of erythrocyte differentiation|defense response to virus|,protein binding|protein tag|,3,8,1090000000,30.4%
Q9D1G2,0.238389384,-0.014,14.53543168,0.256,0.035193044,2.631991192,-0.061,-0.122,-0.243,0.079,0.038,0.225,Q9D1G2,Pmvk,Q9D1G2_Pmvk,Q9D1G2,Pmvk,1,5,4,4,Q9D1G2|D3YXP6|Q9D1G2-2|Q9D1G2-3,MOUSE,22200.7,18.2,2239,2239.1,37.97,37.97,,192,Phosphomevalonate kinase,peroxisome|cytosol|membrane|extracellular exosome|,"cholesterol biosynthetic process|sterol biosynthetic process|phosphorylation|isopentenyl diphosphate biosynthetic process, mevalonate pathway|response to cholesterol|",phosphomevalonate kinase activity|ATP binding|,4,5,377000000,18.2%
Q8BTV2,0.237545691,0.0235,14.55909361,0.257666667,0.035001821,2.635828315,-0.18,0.002,-0.138,0.085,0.107,0.265,Q8BTV2,Cpsf7,Q8BTV2_Cpsf7,Q8BTV2,Cpsf7,1,6,3,3,Q8BTV2|Q8BTV2-2,MOUSE,52181.2,6.7,2240,2240.1,37.96,37.96,,471,Cleavage and polyadenylation specificity factor subunit 7,nucleus|mRNA cleavage factor complex|membrane|,mRNA processing|protein tetramerization|,nucleotide binding|poly(A) RNA binding|,3,6,189000000,6.7%
Q7TQI7,0.70184245,-0.048333333,4.513698162,-0.110666667,0.353696029,-0.996701621,0.023,0.051,-0.053,0.095,-0.189,-0.217,Q7TQI7,Abtb2,Q7TQI7_Abtb2,Q7TQI7,Abtb2,1,4,4,4,Q7TQI7,MOUSE,114699.1,4.2,2241,2241.1,37.96,37.96,,1024,Ankyrin repeat and BTB/POZ domain-containing protein 2,nucleus|nucleoplasm|,cellular response to toxic substance|,protein heterodimerization activity|,4,4,133000000,4.2%
Q5SS80,0.929192436,-0.015166667,1.012361207,0.021666667,0.792070574,0.274369351,-0.017,-0.01,-0.051,0.02,-0.05,0.017,Q5SS80,Dhrs13,Q5SS80_Dhrs13,Q5SS80,Dhrs13,1,4,4,4,Q5SS80|B0QZT2|Q5SS80-2,MOUSE,41200.2,11.1,2242,2242.1,37.93,37.93,,376,Dehydrogenase/reductase SDR family member 13,extracellular region|membrane|,oxidation-reduction process|,oxidoreductase activity|,4,4,67100000,11.1%
Q91WS7,0.928824475,-0.017166667,1.025828984,0.038333333,0.789618112,0.277831103,-0.122,0.168,-0.155,0.202,-0.031,-0.165,Q91WS7,Depdc7,Q91WS7_Depdc7,Q91WS7,Depdc7,1,4,3,3,Q91WS7,MOUSE,58762.8,8.8,2243,2243.1,37.93,37.93,,511,DEP domain-containing protein 7,intracellular|,intracellular signal transduction|,,3,4,145000000,8.8%
Q8VHR5,0.797504707,-0.005,3.106561766,0.084,0.48903937,0.732235195,-0.046,0.07,-0.165,0.203,-0.095,0.003,Q8VHR5,Gatad2b,Q8VHR5_Gatad2b,Q8VHR5,Gatad2b,1,6,5,5,Q8VHR5|A1L3S7|Q8VHR5-2,MOUSE,65752.1,8.9,2244,2244.1,37.87,37.87,,594,Transcriptional repressor p66-beta,nuclear chromatin|nucleoplasm|nuclear speck|protein complex|,"transcription, DNA-templated|regulation of transcription, DNA-templated|ATP-dependent chromatin remodeling|",sequence-specific DNA binding transcription factor activity|protein binding|zinc ion binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|,5,6,692000000,8.9%
Q91W86,0.933608247,0.011,0.949213426,-0.024,0.803671666,-0.25865304,-0.013,-0.007,0.089,0.118,-0.052,-0.069,Q91W86,Vps11,Q91W86_Vps11,Q91W86,Vps11,1,6,5,5,Q91W86,MOUSE,109028.9,4.9,2245,2245.1,37.83,37.83,,941,Vacuolar protein sorting-associated protein 11 homolog,lysosome|lysosomal membrane|endosome|early endosome|late endosome|actin filament|endocytic vesicle|HOPS complex|late endosome membrane|lysosome|early endosome|late endosome|,intracellular protein transport|vesicle docking involved in exocytosis|endosome organization|lysosome organization|regulation of protein stability|endosomal vesicle fusion|regulation of SNARE complex assembly|toxin transport|regulation of organelle assembly|positive regulation of cellular protein catabolic process|positive regulation of protein targeting to mitochondrion|positive regulation of early endosome to late endosome transport|,"nucleotide binding|protein binding|zinc ion binding|protein domain specific binding|syntaxin binding|protein binding, bridging|",5,6,416000000,4.9%
P35576,0.147202005,0.077666667,17.71118241,-0.479333333,0.016938766,-3.1692231,0.119,0.595,0.238,-0.33,-0.027,-0.129,P35576,G6pc,P35576_G6pc,P35576,G6pc,1,10,3,3,P35576,MOUSE,40985.4,12.3,2246,2246.1,37.81,37.81,,357,Glucose-6-phosphatase,endoplasmic reticulum|membrane|integral component of membrane|integral component of endoplasmic reticulum membrane|,glycogen metabolic process|glycogen catabolic process|gluconeogenesis|triglyceride metabolic process|steroid metabolic process|regulation of gene expression|glucose-6-phosphate transport|response to food|multicellular organism growth|glucose homeostasis|cholesterol homeostasis|urate metabolic process|phosphorylated carbohydrate dephosphorylation|glucose 6-phosphate metabolic process|,"glucose-6-phosphatase activity|phosphotransferase activity, alcohol group as acceptor|phosphate ion binding|",3,10,3380000000,12.3%
Q5F2F2,0.911487485,0.012333333,1.416620263,-0.042,0.721668873,-0.371691462,-0.052,0.155,-0.003,0.108,0.047,-0.181,Q5F2F2,Abhd15,Q5F2F2_Abhd15,Q5F2F2,Abhd15,1,4,4,4,Q5F2F2,MOUSE,52063.7,14.5,2247,2247.1,37.61,37.61,,459,Protein ABHD15,extracellular region|membrane|,metabolic process|,hydrolase activity|,4,4,238000000,14.5%
Q9D1J1,0.226782822,-0.0065,14.93510407,-0.289666667,0.032098859,-2.698647476,0.031,0.124,0.26,-0.034,-0.281,-0.139,Q9D1J1,Necap2,Q9D1J1_Necap2,Q9D1J1,Necap2,1,5,4,4,Q9D1J1,MOUSE,28711.6,19.1,2248,2248.1,37.55,37.55,,266,Adaptin ear-binding coat-associated protein 2,intracellular|plasma membrane|clathrin vesicle coat|,endocytosis|protein transport|,,4,5,5080000000,19.1%
Q8CIF4,0.015110733,-0.126333333,29.9595334,0.879333333,0.001009361,5.580140244,-0.371,-0.408,-0.919,0.334,0.33,0.276,Q8CIF4,Btd,Q8CIF4_Btd,Q8CIF4,Btd,1,6,4,4,A0A0R4J131|Q8CIF4,MOUSE,58952,10.1,2249,2249.1,37.49,37.49,,520,Biotinidase,extracellular space|nucleolus|perikaryon|apical part of cell|extracellular exosome|,biotin metabolic process|,biotinidase activity|,4,6,2780000000,10.1%
P82198,0.661323193,-0.012333333,5.16467957,0.104666667,0.304461262,1.111989843,-0.141,0.039,-0.092,0.122,0.038,-0.04,P82198,Tgfbi,P82198_Tgfbi,P82198,Tgfbi,1,5,4,4,P82198|Q3UXJ2,MOUSE,75223.3,8.6,2250,2250.1,37.47,37.47,,683,Transforming growth factor-beta-induced protein ig-h3,proteinaceous extracellular matrix|basement membrane|extracellular space|trans-Golgi network|extracellular exosome|extracellular matrix|,angiogenesis|chondrocyte differentiation|cell adhesion|extracellular matrix organization|,collagen binding|cell adhesion molecule binding|extracellular matrix binding|,4,5,87600000,8.6%
Q99JX3,0.714371377,-0.093666667,4.307200485,0.21,0.370919744,0.959738859,-0.056,0.17,-0.71,0.034,0.003,-0.003,Q99JX3,Gorasp2,Q99JX3_Gorasp2,Q99JX3,Gorasp2,1,5,4,4,Q99JX3|A2ATI9|Q99JX3-2|A2ATI6|A2ATI8,MOUSE,47265.7,14.8,2251,2251.1,37.42,37.42,,451,Golgi reassembly-stacking protein 2,Golgi membrane|Golgi apparatus|,organelle organization|,,4,5,325000000,14.8%
P59016,0.967029453,0.006166667,0.444942291,-0.011,0.902621701,-0.127062237,0.017,-0.01,0.028,0.085,-0.093,0.01,P59016,Vps33b,P59016_Vps33b,P59016,Vps33b,1,6,4,4,P59016,MOUSE,71209.7,8.7,2252,2252.1,37.42,37.42,,617,Vacuolar protein sorting-associated protein 33B,cytoplasm|lysosome|lysosomal membrane|late endosome|platelet alpha granule|late endosome membrane|perinuclear region of cytoplasm|HOPS complex|,vesicle docking involved in exocytosis|protein transport|vesicle-mediated transport|melanosome localization|lysosome localization|membrane fusion|platelet alpha granule organization|,protein binding|,4,6,219000000,8.7%
A2AKG8,0.493441063,0.016333333,8.34401265,-0.196,0.146419438,-1.645032478,-0.042,0.123,0.262,-0.027,-0.238,0.02,A2AKG8,Focad,A2AKG8_Focad,A2AKG8,Focad,1,7,4,4,A2AKG8|E9PYJ6,MOUSE,201228.6,3,2253,2253.1,37.35,37.35,,1798,Focadhesin,focal adhesion|integral component of membrane|,,,4,7,3160000000,3.0%
Q91X43,0.919618833,-0.009833333,1.193024637,0.028333333,0.759796933,0.318514811,-0.086,0.05,-0.036,0.023,-0.079,0.069,Q91X43,Sh3d19,Q91X43_Sh3d19,Q91X43,Sh3d19,1,7,4,4,Q91X43|Q91X43-2,MOUSE,86531.3,4.9,2254,2254.1,37.31,37.31,,789,SH3 domain-containing protein 19,nucleoplasm|Golgi apparatus|plasma membrane|,cytoskeleton organization|regulation of cell morphogenesis|positive regulation of membrane protein ectodomain proteolysis|,protein binding|proline-rich region binding|,4,7,99500000,4.9%
Q61733,0.857830933,0.032833333,2.242650657,-0.151666667,0.596671005,-0.555724178,-0.547,0.523,0.35,-0.125,-0.082,0.078,Q61733,Mrps31,Q61733_Mrps31,Q61733,Mrps31,1,3,3,3,Q61733,MOUSE,44108.3,9.3,2255,2255.1,37.29,37.29,,384,"28S ribosomal protein S31, mitochondrial",nucleolus|mitochondrion|mitochondrial small ribosomal subunit|,,structural constituent of ribosome|protein domain specific binding|poly(A) RNA binding|,3,3,59400000,9.3%
P13516,0.623895097,-0.049833333,5.89231511,0.271666667,0.257494815,1.238933184,-0.662,-0.133,0.238,0.172,0.055,0.031,P13516,Scd1,P13516_Scd1,P13516,Scd1,1,6,4,4,P13516|Q99PL7|P13011,MOUSE,41330.9,8.7,2256,2256.1,37.28,37.28,,355,Acyl-CoA desaturase 1,endoplasmic reticulum|membrane|integral component of endoplasmic reticulum membrane|,fatty acid biosynthetic process|positive regulation of cholesterol esterification|cholesterol esterification|negative regulation of growth of symbiont in host|defense response to Gram-positive bacterium|white fat cell differentiation|brown fat cell differentiation|oxidation-reduction process|monounsaturated fatty acid biosynthetic process|,stearoyl-CoA 9-desaturase activity|palmitoyl-CoA 9-desaturase activity|,4,6,260000000,8.7%
P62889,0.708523608,-0.0035,4.403430775,0.156333333,0.362791349,0.977264195,-0.212,0.259,-0.292,0.045,0.186,-0.007,P62889,Rpl30,P62889_Rpl30,P62889,Rpl30,1,10,3,3,P62889,MOUSE,12955,31.3,2257,2257.1,37.28,37.28,,115,60S ribosomal protein L30,nucleus|cytoplasm|focal adhesion|membrane|cytosolic large ribosomal subunit|extracellular exosome|,translation|,structural constituent of ribosome|poly(A) RNA binding|,3,10,937000000,31.3%
P62320,0.919416995,-0.032,1.227907928,-0.051333333,0.753718556,-0.327062382,-0.34,0.117,0.204,-0.094,-0.126,0.047,P62320,Snrpd3,P62320_Snrpd3,P62320,Snrpd3,1,10,4,4,P62320|A0A1W2P7K5,MOUSE,14030.1,37.3,2258,2258.1,37.27,37.27,,126,Small nuclear ribonucleoprotein Sm D3,nucleus|nucleoplasm|U7 snRNP|U1 snRNP|U4 snRNP|U12-type spliceosomal complex|cytoplasm|cytosol|methylosome|pICln-Sm protein complex|SMN-Sm protein complex|extracellular exosome|catalytic step 2 spliceosome|,spliceosomal snRNP assembly|protein methylation|,enzyme binding|poly(A) RNA binding|histone pre-mRNA DCP binding|,4,10,4630000000,37.3%
Q5RL57,0.951421295,0.025833333,0.745708788,-0.025,0.842226925,-0.207007401,0.005,-0.003,0.113,0.22,-0.178,-0.002,Q5RL57,Akap8l,Q5RL57_Akap8l,Q5RL57,Akap8l,1,5,4,4,Q9R0L7|Q5RL57,MOUSE,71869.9,7.4,2259,2259.1,37.25,37.25,,641,A kinase (PRKA) anchor protein 8-like,nucleoplasm|cytoplasm|nuclear matrix|,phosphorylation|,DNA binding|kinase activity|poly(A) RNA binding|,4,5,384000000,7.4%
Q9Z1M4,0.927777432,-0.040666667,1.038809346,-0.027333333,0.787261594,-0.280906606,0.025,-0.113,0.007,0.017,-0.184,0.004,Q9Z1M4,Rps6kb2,Q9Z1M4_Rps6kb2,Q9Z1M4,Rps6kb2,1,9,4,4,Q9Z1M4|D3YWB8,MOUSE,53936.6,6.5,2260,2260.1,37.19,37.19,,485,Ribosomal protein S6 kinase beta-2,nucleus|cytoplasm|,protein phosphorylation|protein kinase B signaling|positive regulation of translational initiation|,protein kinase activity|ribosomal protein S6 kinase activity|ATP binding|peptide binding|,4,9,518000000,6.5%
Q922E6,0.638602797,-0.028666667,5.590642852,0.165333333,0.276016926,1.187151713,-0.033,0.062,-0.363,0.094,-0.096,0.164,Q922E6,Fastkd2,Q922E6_Fastkd2,Q922E6,Fastkd2,1,6,4,4,Q922E6,MOUSE,79973.8,7.1,2261,2261.1,37,37,,689,"FAST kinase domain-containing protein 2, mitochondrial",mitochondrion|,protein phosphorylation|cellular respiration|,protein kinase activity|poly(A) RNA binding|,4,6,63600000,7.1%
Q9CYV5,0.993396811,0.030666667,0.106250164,-0.004666667,0.975831838,-0.031457724,-0.231,0.175,0.155,-0.125,0.209,0.001,Q9CYV5,Tmem135,Q9CYV5_Tmem135,Q9CYV5,Tmem135,1,7,4,4,Q9CYV5|Q8C8G3,MOUSE,53161.5,8.9,2262,2262.1,37,37,,458,Transmembrane protein 135,peroxisome|integral component of membrane|,peroxisome organization|,,4,7,276000000,8.9%
