"","id","adj.P.Val.xBirA.over.NoBirA","AveExpr.xBirA.over.NoBirA","Log.P.Value.xBirA.over.NoBirA","logFC.xBirA.over.NoBirA","P.Value.xBirA.over.NoBirA","t.xBirA.over.NoBirA","Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian","Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian","Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian","Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian","Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian","Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian","id.query","id.mapped","id.concat","accession_number","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","Liver_Searched.unique_peptides","Liver_Searched.numSpectra","Liver_Searched.totalIntensity","Liver_Searched.pct_cov"
"2632","P06728",0.000385808,-0.143333333,51.13975126,1.502,7.69174e-06,12.78554984,-0.991,-0.745,-0.947,0.555,0.479,0.789,"P06728","Apoa4","P06728_Apoa4","P06728","Apoa4",1,9,4,4,"P06728","MOUSE",45028.2,11.3,2327,2327.1,34.53,34.53,NA,395,"Apolipoprotein A-IV","extracellular region|extracellular space|cytosol|very-low-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|cell surface|","innate immune response in mucosa|cholesterol biosynthetic process|lipid transport|response to lipid hydroperoxide|leukocyte cell-cell adhesion|cholesterol metabolic process|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|removal of superoxide radicals|triglyceride catabolic process|regulation of intestinal cholesterol absorption|neuron projection regeneration|regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|negative regulation of plasma lipoprotein particle oxidation|response to stilbenoid|lipoprotein metabolic process|cholesterol homeostasis|hydrogen peroxide catabolic process|reverse cholesterol transport|multicellular organismal lipid catabolic process|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|positive regulation of lipoprotein lipase activity|lipid homeostasis|protein-lipid complex assembly|triglyceride homeostasis|","copper ion binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|phosphatidylcholine binding|protein homodimerization activity|phosphatidylcholine-sterol O-acyltransferase activator activity|",4,9,2.62e+09,"11.3%"
"3178","P62342",0.001476348,-0.211,41.951063,1.5,6.38107e-05,9.077763194,-0.941,-0.696,-1.246,0.749,0.434,0.434,"P62342","Selenot","P62342_Selenot","P62342","Selenot",1,3,2,2,"P62342","MOUSE",22449.2,11.7,2897,2897.1,19.71,19.71,NA,195,"Thioredoxin reductase-like selenoprotein T","endoplasmic reticulum|","response to glucose|pancreas development|insulin secretion involved in cellular response to glucose stimulus|glucose homeostasis|cell redox homeostasis|","selenium binding|",2,3,92900000,"11.7%"
"1659","Q9CQE7-2",0.007210465,-0.241833333,33.97187378,1.497,0.000400694,6.656943029,-0.7,-0.738,-1.533,0.472,0.517,0.531,"Q9CQE7","Ergic3","Q9CQE7-2_Ergic3","Q9CQE7-2","Ergic3",1,21,8,8,"Q9CQE7-2|Q9CQE7","MOUSE",45028.6,21.8,1383,1383.1,91.14,91.14,NA,383,"Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 3","endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|endoplasmic reticulum-Golgi intermediate compartment membrane|","ER to Golgi vesicle-mediated transport|","",8,21,7.58e+10,"21.8%"
"1463","Q8BQ47",0.000192555,-0.070166667,56.65200684,1.492333333,2.16172e-06,15.44638621,-0.847,-0.807,-0.795,0.587,0.599,0.842,"Q8BQ47","Cnpy4","Q8BQ47_Cnpy4","Q8BQ47","Cnpy4",1,16,8,8,"Q8BQ47","MOUSE",28492.6,36.7,1201,1201.1,114.86,114.86,NA,245,"Protein canopy homolog 4","extracellular region|","regulation of protein localization|","receptor binding|",8,16,1.56e+09,"36.7%"
"168","Q91YW3",0.001233432,-0.132333333,43.3684883,1.491333333,4.60417e-05,9.577705888,-0.877,-0.683,-1.074,0.437,0.521,0.882,"Q91YW3","Dnajc3","Q91YW3_Dnajc3","Q91YW3","Dnajc3",1,174,44,44,"Q91YW3","MOUSE",57919.4,69.2,112,112.1,632.18,632.18,NA,504,"DnaJ homolog subfamily C member 3","cytoplasm|endoplasmic reticulum lumen|smooth endoplasmic reticulum|cytosol|membrane|extracellular exosome|extracellular vesicle|endoplasmic reticulum Sec complex|","negative regulation of protein kinase activity|endoplasmic reticulum unfolded protein response|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation|negative regulation of cyclin-dependent protein kinase activity|","protein binding|chaperone binding|misfolded protein binding|",44,174,1.5e+11,"69.2%"
"999","Q8VEH8",0.000855116,-0.131666667,45.66712416,1.484666667,2.71199e-05,10.44046157,-0.739,-0.784,-1.099,0.395,0.684,0.753,"Q8VEH8","Erlec1","Q8VEH8_Erlec1","Q8VEH8","Erlec1",1,35,13,13,"Q8VEH8","MOUSE",55704,39.7,775,775.1,184.71,184.71,NA,483,"Endoplasmic reticulum lectin 1","endoplasmic reticulum lumen|","ER-associated ubiquitin-dependent protein catabolic process|negative regulation of retrograde protein transport, ER to cytosol|","glycoprotein binding|",13,35,7.05e+09,"39.7%"
"50","P20029",0.000646237,-0.1055,47.68498934,1.477,1.70412e-05,11.25484596,-0.844,-0.882,-0.806,0.505,0.482,0.912,"P20029","Hspa5","P20029_Hspa5","P20029","Hspa5",1,632,73,70,"P20029","MOUSE",72534.8,82.5,31,31.1,1141.03,1098.77,NA,655,"78 kDa glucose-regulated protein","extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|","ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|","glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|",73,632,2.17e+12,"82.5%"
"1083","Q9Z2G6",0.000433358,-0.2015,50.11878679,1.452333333,9.73019e-06,12.31425579,-0.81,-0.847,-1.126,0.495,0.424,0.655,"Q9Z2G6","Sel1l","Q9Z2G6_Sel1l","Q9Z2G6","Sel1l",1,33,11,11,"Q9Z2G6|Q9Z2G6-2|J3QJX3","MOUSE",88852.3,23.2,849,849.1,169.76,169.76,NA,790,"Protein sel-1 homolog 1","endoplasmic reticulum membrane|integral component of membrane|","Notch signaling pathway|retrograde protein transport, ER to cytosol|response to endoplasmic reticulum stress|","",11,33,9.72e+09,"23.2%"
"2503","O88531",0.000257345,-0.138666667,54.35595258,1.449333333,3.66779e-06,14.24073046,-0.737,-0.855,-0.998,0.611,0.668,0.479,"O88531","Ppt1","O88531_Ppt1","O88531","Ppt1",1,4,3,3,"O88531|B1B0P9|B1B0P8","MOUSE",35060.1,14.7,2201,2201.1,39.52,39.52,NA,306,"Palmitoyl-protein thioesterase 1","extracellular region|extracellular space|nucleus|lysosome|Golgi apparatus|cytosol|synaptic vesicle|membrane|axon|dendrite|neuronal cell body|lysosomal lumen|membrane raft|extracellular exosome|","protein depalmitoylation|receptor-mediated endocytosis|pinocytosis|lysosome organization|lysosomal lumen acidification|neurotransmitter secretion|nervous system development|brain development|visual perception|grooming behavior|associative learning|adult locomotory behavior|protein transport|lipid catabolic process|negative regulation of cell growth|membrane raft organization|regulation of phospholipase A2 activity|negative regulation of apoptotic process|negative regulation of neuron apoptotic process|cellular protein catabolic process|cellular macromolecule catabolic process|positive regulation of receptor-mediated endocytosis|positive regulation of pinocytosis|cofactor transport|cofactor metabolic process|","palmitoyl-(protein) hydrolase activity|palmitoyl-CoA hydrolase activity|",3,4,5.12e+08,"14.7%"
"2987","B2KFW1",0.00167657,-0.006166667,41.34269603,1.448333333,7.34058e-05,8.870283244,-0.932,-0.643,-0.616,0.73,0.438,0.986,"B2KFW1","Zscan20","B2KFW1_Zscan20","B2KFW1","Zscan20",1,7,4,4,"B2KFW1|E9Q8Y3|E9PVW1|A0A1L1SU99","MOUSE",117658.8,5,2684,2684.1,24.29,24.29,NA,1030,"Zinc finger and SCAN domain-containing protein 20","nucleoplasm|","transcription, DNA-templated|regulation of transcription, DNA-templated|","RNA polymerase II regulatory region sequence-specific DNA binding|sequence-specific DNA binding transcription factor activity|metal ion binding|",4,7,4.03e+09,"5.0%"
"605","Q8BGD9",0.001480953,-5e-04,41.90942837,1.444333333,6.44254e-05,9.063430581,-0.747,-0.74,-0.681,0.448,0.653,1.064,"Q8BGD9","Eif4b","Q8BGD9_Eif4b","Q8BGD9","Eif4b",1,56,24,24,"Q8BGD9","MOUSE",69009.9,37.4,443,443.1,297.06,297.06,NA,611,"Eukaryotic translation initiation factor 4B","","translational initiation|","nucleotide binding|translation initiation factor activity|poly(A) RNA binding|",24,56,1.05e+10,"37.4%"
"3010","Q07968",0.000257345,-0.1625,54.33729678,1.441,3.68358e-06,14.23098846,-0.826,-0.817,-1.006,0.499,0.478,0.697,"Q07968","F13b","Q07968_F13b","Q07968","F13b",1,4,2,2,"Q07968","MOUSE",78476.1,3.2,2707,2707.1,23.79,23.79,NA,669,"Coagulation factor XIII B chain","extracellular region|","blood coagulation|","",2,4,1.28e+08,"3.2%"
"2044","Q6ZWQ7",0.025471728,-0.0185,27.20875783,1.437,0.001901622,5.02729138,-1.289,-0.485,-0.437,0.267,0.854,0.979,"Q6ZWQ7","Spcs3","Q6ZWQ7_Spcs3","Q6ZWQ7","Spcs3",1,14,6,6,"Q6ZWQ7","MOUSE",20370.1,26.6,1754,1754.1,62.39,62.39,NA,180,"Signal peptidase complex subunit 3","endoplasmic reticulum|signal peptidase complex|integral component of membrane|","signal peptide processing|","peptidase activity|",6,14,4.35e+09,"26.6%"
"1292","E9Q8B5",0.004356249,-0.027833333,36.40861471,1.435,0.000228633,7.331621661,-0.697,-0.482,-1.057,0.582,1.007,0.48,"E9Q8B5","Gm4788","E9Q8B5_Gm4788","E9Q8B5","Gm4788",1,24,12,12,"E9Q8B5|E9PUM5|E9Q8B6","MOUSE",102688.5,18.8,1043,1043.1,136.96,136.96,NA,879,"Predicted gene 4788","","","",12,24,2.44e+09,"18.8%"
"1235","Q9EPS3",0.000420466,-0.182166667,50.47271506,1.427,8.96868e-06,12.46943493,-0.78,-0.895,-1.012,0.388,0.498,0.708,"Q9EPS3","Glce","Q9EPS3_Glce","Q9EPS3","Glce",1,22,13,13,"Q9EPS3","MOUSE",70429.9,21.5,991,991.1,144.91,144.91,NA,618,"D-glucuronyl C5-epimerase","Golgi membrane|Golgi apparatus|integral component of membrane|","heparan sulfate proteoglycan biosynthetic process|heparin biosynthetic process|","racemase and epimerase activity, acting on carbohydrates and derivatives|heparosan-N-sulfate-glucuronate 5-epimerase activity|UDP-glucuronate 5'-epimerase activity|",13,22,3.04e+10,"21.5%"
"265","Q61838",0.000646237,-0.073666667,47.70296773,1.426666667,1.69708e-05,11.26235465,-0.734,-0.737,-0.89,0.429,0.631,0.859,"Q61838","NotFound","Q61838_NotFound","Q61838","Pzp",1,110,43,43,"Q61838|F1MI18|F1MJK3","MOUSE",167218.8,36.8,178,178.1,520.97,520.97,NA,1495,"Pregnancy zone protein","extracellular region|extracellular space|","embryo implantation|negative regulation of endopeptidase activity|","serine-type endopeptidase inhibitor activity|protein complex binding|",43,110,9.06e+10,"36.8%"
"2013","Q62468",0.010248557,-0.158666667,32.12773497,1.406,0.00061267,6.179334717,-0.665,-0.537,-1.383,0.519,0.697,0.417,"Q62468","Vil1","Q62468_Vil1","Q62468","Vil1",1,10,7,7,"Q62468","MOUSE",93286.9,9.5,1724,1724.1,64.43,64.43,NA,827,"Villin-1","ruffle|cytoplasm|microvillus|brush border|lamellipodium|filopodium|actin filament bundle|filopodium tip|extracellular exosome|","intestinal D-glucose absorption|epidermal growth factor receptor signaling pathway|regulation of cell shape|response to bacterium|positive regulation of epithelial cell migration|actin filament polymerization|actin filament depolymerization|positive regulation of cell migration|positive regulation of actin filament depolymerization|epithelial cell differentiation|positive regulation of actin filament bundle assembly|regulation of microvillus length|cellular response to hepatocyte growth factor stimulus|positive regulation of multicellular organism growth|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|actin nucleation|actin filament severing|barbed-end actin filament capping|regulation of actin nucleation|actin filament capping|cytoplasmic actin-based contraction involved in cell motility|regulation of wound healing|cellular response to epidermal growth factor stimulus|positive regulation of establishment of protein localization to plasma membrane|terminal web assembly|regulation of lamellipodium morphogenesis|positive regulation of lamellipodium morphogenesis|microvillus assembly|","calcium ion binding|protein binding|phosphatidylinositol-4,5-bisphosphate binding|lysophosphatidic acid binding|identical protein binding|protein homodimerization activity|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|actin filament binding|",7,10,9.2e+08,"9.5%"
"178","P28665",0.011171049,-0.1455,31.59329601,1.404333333,0.0006929,6.04588323,-0.633,-0.543,-1.367,0.382,0.751,0.537,"P28665","Mug1","P28665_Mug1","P28665","Mug1",1,47,46,20,"P28665","MOUSE",166721,41.5,117,117.2,614.63,289.56,NA,1476,"Murinoglobulin-1","extracellular space|","embryo implantation|negative regulation of endopeptidase activity|","serine-type endopeptidase inhibitor activity|",20,47,1.66e+10,"22.1%"
"332","E9PV38",0.001322847,-0.152,42.90426968,1.402666667,5.12357e-05,9.411370619,-0.708,-0.673,-1.179,0.475,0.602,0.571,"E9PV38","Ces2g","E9PV38_Ces2g","E9PV38","Ces2g",1,26,12,8,"E9PV38|Q6PDB7","MOUSE",63005,27.3,223,223.3,161.98,101,NA,560,"Carboxylic ester hydrolase","","metabolic process|","hydrolase activity|",8,26,6.6e+09,"16.2%"
"2363","Q91XD7",0.000420466,-0.175,50.47367199,1.398666667,8.9667e-06,12.43666756,-0.925,-0.687,-1.011,0.472,0.464,0.637,"Q91XD7","Creld1","Q91XD7_Creld1","Q91XD7","Creld1",1,8,4,4,"Q91XD7","MOUSE",47999.2,11.9,2066,2066.1,45.15,45.15,NA,420,"Cysteine-rich with EGF-like domain protein 1","integral component of membrane|","","calcium ion binding|",4,8,1.38e+09,"11.9%"
"1294","E9QKW2",0.001128463,-0.138833333,43.85385163,1.395666667,4.11732e-05,9.754391881,-1.006,-0.855,-0.649,0.32,0.707,0.65,"E9QKW2","Smoc1","E9QKW2_Smoc1","E9QKW2","Smoc1",1,22,12,12,"A0A0R4J1E4|E9QKW2|D3Z3A3|Q8BLY1|Q8BLY1-2","MOUSE",51031.9,35.3,1045,1045.1,136.83,136.83,NA,452,"SPARC-related modular calcium-binding protein 1","basement membrane|","eye development|signal transduction|positive regulation of cell-substrate adhesion|extracellular matrix organization|regulation of osteoblast differentiation|limb development|","calcium ion binding|extracellular matrix binding|",12,22,2.18e+09,"35.3%"
"3109","Q9QZ25",0.016345732,-0.223833333,29.4924536,1.395,0.00112397,5.541537687,-0.504,-0.741,-1.519,0.485,0.517,0.419,"Q9QZ25","Vnn3","Q9QZ25_Vnn3","Q9QZ25","Vnn3",1,4,2,2,"Q9QZ25","MOUSE",56931.6,5.4,2817,2817.1,21.31,21.31,NA,500,"Vascular non-inflammatory molecule 3","extracellular space|plasma membrane|anchored component of membrane|","pantothenate metabolic process|","pantetheine hydrolase activity|",2,4,6.34e+08,"5.4%"
"3270","A0A087WQ44",0.002633628,-0.1505,38.83288097,1.394333333,0.000130831,8.056850022,-0.585,-0.767,-1.191,0.421,0.494,0.725,"A0A087WQ44","Srcap","A0A087WQ44_Srcap","A0A087WQ44","Srcap",1,9,3,3,"A0A087WQ44|A0A087WNL7|A0A087WNX7|A0A087WP63","MOUSE",351143.1,0.7,3014,3014.1,17.58,17.58,NA,3271,"Snf2-related CREBBP activator protein","nucleus|nucleoplasm|Golgi apparatus|protein complex|perinuclear region of cytoplasm|","","DNA binding|ATP binding|",3,9,5.98e+09,"0.7%"
"1569","P45878",0.000269332,-0.161833333,53.48452437,1.392333333,4.48278e-06,13.79750024,-0.845,-0.711,-1.018,0.574,0.542,0.487,"P45878","Fkbp2","P45878_Fkbp2","P45878","Fkbp2",1,18,7,7,"P45878","MOUSE",15514.8,57.8,1297,1297.1,102.53,102.53,NA,140,"Peptidyl-prolyl cis-trans isomerase FKBP2","cytoplasm|endoplasmic reticulum membrane|extracellular exosome|","protein peptidyl-prolyl isomerization|chaperone-mediated protein folding|","peptidyl-prolyl cis-trans isomerase activity|FK506 binding|",7,18,2.83e+09,"57.8%"
"629","Q8R2E9",0.000406718,-0.1835,50.73291127,1.388333333,8.44712e-06,12.54543708,-0.869,-0.699,-1.065,0.458,0.526,0.548,"Q8R2E9","Ero1lb","Q8R2E9_Ero1lb","Q8R2E9","Ero1b",1,11,7,6,"A0A1Y7VNF4|A0A1Y7VJM4|Q8R2E9","MOUSE",54315.8,14.5,462,462.2,86.18,65.58,NA,467,"ERO1-like protein beta","endoplasmic reticulum membrane|membrane|","4-hydroxyproline metabolic process|protein maturation by protein folding|insulin processing|extracellular matrix organization|glucose homeostasis|cell redox homeostasis|oxidation-reduction process|","protein disulfide isomerase activity|protein disulfide oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|",6,11,9.03e+08,"12.2%"
"2912","P47877",0.000673572,-0.068,47.36659886,1.382,1.83375e-05,11.12262546,-0.615,-0.847,-0.815,0.406,0.744,0.719,"P47877","Igfbp2","P47877_Igfbp2","P47877","Igfbp2",1,4,3,3,"P47877|D3YU40","MOUSE",33930.2,10.1,2607,2607.1,26.02,26.02,NA,305,"Insulin-like growth factor-binding protein 2","extracellular region|extracellular space|apical plasma membrane|cytoplasmic vesicle|extracellular exosome|","regulation of cell growth|signal transduction|female pregnancy|aging|response to nutrient|response to mechanical stimulus|response to lithium ion|response to estradiol|response to retinoic acid|cellular response to hormone stimulus|positive regulation of activated T cell proliferation|response to drug|regulation of insulin-like growth factor receptor signaling pathway|response to glucocorticoid|","insulin-like growth factor binding|insulin-like growth factor I binding|insulin-like growth factor II binding|",3,4,1.27e+09,"10.1%"
"848","P70302",0.00074988,-0.092166667,46.35431536,1.356333333,2.31509e-05,10.71159186,-0.692,-0.702,-0.917,0.37,0.639,0.749,"P70302","Stim1","P70302_Stim1","P70302","Stim1",1,42,20,20,"A0A1B0GRA5|P70302|A0A1B0GR78","MOUSE",77850.5,30.3,640,640.1,220.17,220.17,NA,685,"Stromal interaction molecule 1","endoplasmic reticulum|microtubule|integral component of plasma membrane|integral component of endoplasmic reticulum membrane|cortical endoplasmic reticulum|protein complex|","store-operated calcium entry|detection of calcium ion|cation transport|myotube differentiation|activation of store-operated calcium channel activity|regulation of calcium ion transport|enamel mineralization|","protease binding|calcium channel regulator activity|calcium ion binding|protein binding|identical protein binding|microtubule plus-end binding|",20,42,9.35e+09,"30.3%"
"3189","Q8VD31",0.000269332,-0.0745,53.49545646,1.349666667,4.47151e-06,13.78048392,-0.747,-0.732,-0.769,0.512,0.773,0.516,"Q8VD31","Tapbpl","Q8VD31_Tapbpl","Q8VD31","Tapbpl",1,2,2,2,"Q8VD31","MOUSE",49188.1,3.7,2912,2912.1,19.41,19.41,NA,451,"Tapasin-related protein","Golgi membrane|endoplasmic reticulum membrane|plasma membrane|integral component of membrane|","immune system process|negative regulation of antigen processing and presentation of peptide antigen via MHC class I|","protein complex binding|",2,2,2.13e+08,"3.7%"
"2389","Q8VHI3",0.001302801,-0.156833333,43.06603837,1.324333333,4.93624e-05,9.469042773,-0.876,-0.609,-0.972,0.417,0.376,0.723,"Q8VHI3","Pofut2","Q8VHI3_Pofut2","Q8VHI3","Pofut2",1,8,5,5,"Q8VHI3","MOUSE",49770.7,11.8,2092,2092.1,44.01,44.01,NA,429,"GDP-fucose protein O-fucosyltransferase 2","endoplasmic reticulum|Golgi apparatus|","mesoderm formation|fucose metabolic process|regulation of gene expression|regulation of epithelial to mesenchymal transition|fucosylation|protein O-linked fucosylation|regulation of secretion|","fucosyltransferase activity|peptide-O-fucosyltransferase activity|",5,8,1.76e+08,"11.8%"
"3546","E9QPR5",0.000697718,-0.145166667,46.94817558,1.299666667,2.01921e-05,10.95101828,-0.642,-0.871,-0.872,0.664,0.335,0.515,"E9QPR5","Ppp4r1","E9QPR5_Ppp4r1","E9QPR5","Ppp4r1",1,2,2,2,"E9QPR5|Q8K2V1|E9PX53|Q8K2V1-2|E0CXK8","MOUSE",107977.8,2.7,3562,3562.1,11.06,11.06,NA,951,"Serine/threonine-protein phosphatase 4 regulatory subunit 1","protein phosphatase 4 complex|","signal transduction|regulation of catalytic activity|","protein phosphatase type 4 regulator activity|",2,2,4.73e+08,"2.7%"
"2540","Q09200",0.000433358,-0.080833333,50.16497526,1.291,9.62725e-06,12.24828188,-0.823,-0.781,-0.575,0.617,0.436,0.641,"Q09200","B4galnt1","Q09200_B4galnt1","Q09200","B4galnt1",1,5,4,4,"Q09200|A0A1W2P6F0","MOUSE",59610.2,8.4,2236,2236.1,38,38,NA,533,"Beta-1,4 N-acetylgalactosaminyltransferase 1","plasma membrane|integral component of Golgi membrane|","ganglioside biosynthetic process|protein glycosylation|glycosphingolipid metabolic process|spermatogenesis|lipid storage|lipid glycosylation|","(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity|",4,5,1.23e+08,"8.4%"
"1395","Q8CJH3",0.000661268,-0.062333333,47.49167303,1.274,1.78169e-05,11.16585199,-0.735,-0.779,-0.584,0.388,0.722,0.614,"Q8CJH3","Plxnb1","Q8CJH3_Plxnb1","Q8CJH3","Plxnb1",1,25,13,13,"Q8CJH3","MOUSE",234738.4,7.2,1135,1135.1,123.47,123.47,NA,2119,"Plexin-B1","semaphorin receptor complex|integral component of plasma membrane|","negative regulation of cell adhesion|regulation of cell shape|positive regulation of phosphatidylinositol 3-kinase signaling|negative regulation of osteoblast proliferation|positive regulation of GTPase activity|ossification involved in bone maturation|neuron projection morphogenesis|positive regulation of axonogenesis|regulation of cytoskeleton organization|semaphorin-plexin signaling pathway|semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis|","protein binding|semaphorin receptor activity|GTPase activating protein binding|",13,25,8.98e+09,"7.2%"
"2603","Q61543",0.001458916,-0.055666667,42.13783186,1.274,6.11247e-05,9.142301472,-0.849,-0.706,-0.523,0.376,0.573,0.795,"Q61543","Glg1","Q61543_Glg1","Q61543","Glg1",1,2,2,2,"Q61543","MOUSE",137611.2,2.3,2299,2299.1,35.72,35.72,NA,1175,"Golgi apparatus protein 1","Golgi membrane|proteinaceous extracellular matrix|Golgi apparatus|plasma membrane|membrane|integral component of membrane|extracellular exosome|","negative regulation of protein processing|negative regulation of transforming growth factor beta receptor signaling pathway|regulation of chondrocyte differentiation|bone morphogenesis|","",2,2,80900000,"2.3%"
"1998","Q01339",0.000355429,-0.0855,51.81518669,1.272333333,6.58387e-06,12.96433194,-0.707,-0.665,-0.793,0.463,0.481,0.708,"Q01339","Apoh","Q01339_Apoh","Q01339","Apoh",1,12,7,7,"Q01339","MOUSE",39930.4,25.7,1709,1709.1,65.54,65.54,NA,345,"Beta-2-glycoprotein 1","extracellular space|cell surface|very-low-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|extracellular matrix|","negative regulation of endothelial cell proliferation|triglyceride metabolic process|blood coagulation, intrinsic pathway|negative regulation of endothelial cell migration|negative regulation of angiogenesis|regulation of blood coagulation|negative regulation of blood coagulation|organ regeneration|plasminogen activation|negative regulation of myeloid cell apoptotic process|negative regulation of smooth muscle cell apoptotic process|positive regulation of lipoprotein lipase activity|regulation of fibrinolysis|negative regulation of fibrinolysis|","glycoprotein binding|phospholipid binding|heparin binding|lipid binding|identical protein binding|lipoprotein lipase activator activity|",7,12,7.15e+08,"25.7%"
"2228","D3YZZ5",0.011208861,0.111166667,31.55901375,1.267,0.000698391,6.037396292,-0.604,-0.402,-0.561,0.26,0.933,1.041,"D3YZZ5","Tmed7","D3YZZ5_Tmed7","D3YZZ5","Tmed7",1,12,4,4,"D3YZZ5|E9Q7G1","MOUSE",25542.4,20.9,1933,1933.1,50.7,50.7,NA,224,"Transmembrane p24-trafficking protein 7","endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of membrane|extracellular exosome|","transport|","",4,12,6.83e+08,"20.9%"
"531","O08807",0.000456973,-0.005166667,49.6607611,1.263666667,1.08124e-05,12.02388703,-0.521,-0.712,-0.678,0.526,0.568,0.786,"O08807","Prdx4","O08807_Prdx4","O08807","Prdx4",1,53,12,10,"O08807","MOUSE",31280.1,41.6,379,379.2,173.67,140.24,NA,274,"Peroxiredoxin-4","extracellular space|nucleus|cytoplasm|mitochondrion|endoplasmic reticulum|smooth endoplasmic reticulum|cytosol|extracellular exosome|","spermatogenesis|male gonad development|4-hydroxyproline metabolic process|protein maturation by protein folding|extracellular matrix organization|cell redox homeostasis|oxidation-reduction process|reactive oxygen species metabolic process|negative regulation of male germ cell proliferation|","peroxidase activity|protein homodimerization activity|peroxiredoxin activity|",10,53,8.14e+10,"37.5%"
"1156","Q80UU9",0.001458916,-0.105166667,42.06120979,1.255666667,6.22127e-05,9.115776307,-0.599,-0.646,-0.954,0.404,0.726,0.438,"Q80UU9","Pgrmc2","Q80UU9_Pgrmc2","Q80UU9","Pgrmc2",1,22,11,9,"Q80UU9","MOUSE",23447.8,43.3,915,915.2,136.63,111.21,NA,217,"Membrane-associated progesterone receptor component 2","endomembrane system|membrane|integral component of membrane|","","steroid binding|heme binding|",9,22,1.09e+10,"40.5%"
"2720","Q99P87",0.001106126,-0.051333333,43.97421671,1.253333333,4.00478e-05,9.798653043,-0.589,-0.544,-0.901,0.443,0.572,0.711,"Q99P87","Retn","Q99P87_Retn","Q99P87","Retn",1,7,3,3,"Q99P87","MOUSE",13119,28.9,2414,2414.1,31.36,31.36,NA,114,"Resistin","extracellular region|extracellular space|extracellular exosome|","","hormone activity|",3,7,6.51e+09,"28.9%"
"826","A0A0R4J038",0.000814193,-0.051666667,45.91870656,1.226666667,2.55935e-05,10.53899499,-0.611,-0.697,-0.687,0.367,0.552,0.766,"A0A0R4J038","Kng1","A0A0R4J038_Kng1","A0A0R4J038","Kng1",1,48,16,15,"A0A0R4J038|O08677|D3YTY9|O08677-3|O08677-2","MOUSE",74183.9,31.9,622,622.1,226.19,214.92,NA,661,"Kininogen-1","","","",16,48,1.03e+10,"31.9%"
