Liver_Searched, 126:127, No_BirA_4:No_BirA_5	Liver_Searched, 126:128, No_BirA_4:XBirA_2	Liver_Searched, 126:129, No_BirA_4:No_BirA_6	Liver_Searched, 126:130, No_BirA_4:XBirA_3	Liver_Searched, 126:131, No_BirA_4:XBirA_1	Liver_Searched, 127:126, No_BirA_5:No_BirA_4	Liver_Searched, 127:128, No_BirA_5:XBirA_2	Liver_Searched, 127:129, No_BirA_5:No_BirA_6	Liver_Searched, 127:130, No_BirA_5:XBirA_3	Liver_Searched, 127:131, No_BirA_5:XBirA_1	Liver_Searched, 128:126, XBirA_2:No_BirA_4	Liver_Searched, 128:127, XBirA_2:No_BirA_5	Liver_Searched, 128:129, XBirA_2:No_BirA_6	Liver_Searched, 128:130, XBirA_2:XBirA_3	Liver_Searched, 128:131, XBirA_2:XBirA_1	Liver_Searched, 129:126, No_BirA_6:No_BirA_4	Liver_Searched, 129:127, No_BirA_6:No_BirA_5	Liver_Searched, 129:128, No_BirA_6:XBirA_2	Liver_Searched, 129:130, No_BirA_6:XBirA_3	Liver_Searched, 129:131, No_BirA_6:XBirA_1	Liver_Searched, 130:126, XBirA_3:No_BirA_4	Liver_Searched, 130:127, XBirA_3:No_BirA_5	Liver_Searched, 130:128, XBirA_3:XBirA_2	Liver_Searched, 130:129, XBirA_3:No_BirA_6	Liver_Searched, 130:131, XBirA_3:XBirA_1	Liver_Searched, 131:126, XBirA_1:No_BirA_4	Liver_Searched, 131:127, XBirA_1:No_BirA_5	Liver_Searched, 131:128, XBirA_1:XBirA_2	Liver_Searched, 131:129, XBirA_1:No_BirA_6	Liver_Searched, 131:130, XBirA_1:XBirA_3	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Liver_Searched unique_peptides	Liver_Searched numSpectra	Liver_Searched totalIntensity	Liver_Searched pct_cov
0.188	0.2175	0.091	0.189	0.1575	-0.188	-0.048	-0.175	-0.226	-0.2875	-0.2175	0.048	-0.082	-0.016	-0.0575	-0.091	0.175	0.082	0.02	-0.0275	-0.189	0.226	0.016	-0.02	-0.057	-0.1575	0.2875	0.0575	0.0275	0.057	Q6PFQ7	Q6PFQ7	Rasa4	1	9	3	3	Q6PFQ7|Q6PFQ7-2	MOUSE	91142.4	3.2	2790	2790.1	21.85	21.85		802	Ras GTPase-activating protein 4	cytoplasm|cytosol|intrinsic component of the cytoplasmic side of the plasma membrane|plasma membrane|	negative regulation of GTPase activity|intracellular signal transduction|positive regulation of GTPase activity|negative regulation of Ras protein signal transduction|cellular response to calcium ion|	GTPase activator activity|metal ion binding|	3	9	1.02e+09	3.2%
0.085	-0.8355	-0.208	-0.545	-1.0155	-0.085	-0.849	-0.207	-0.62	-1.1355	0.8355	0.849	0.641	0.266	-0.3115	0.208	0.207	-0.641	-0.407	-0.9905	0.545	0.62	-0.266	0.407	-0.54	1.0155	1.1355	0.3115	0.9905	0.54	P06683	P06683	C9	1	3	2	2	A0A0R4J032|P06683	MOUSE	63256.4	4.5	2791	2791.1	21.84	21.84		548	Complement component C9	membrane attack complex|cytoplasm|plasma membrane|extracellular exosome|blood microparticle|	complement activation, alternative pathway|complement activation, classical pathway|cytolysis|		2	3	2.59e+08	4.5%
0.056	0.9655	0.936	0.094	0.4795	-0.056	0.782	0.719	0.041	0.4535	-0.9655	-0.782	-0.306	-0.617	-0.1755	-0.936	-0.719	0.306	-0.448	0.0565	-0.094	-0.041	0.617	0.448	0.467	-0.4795	-0.4535	0.1755	-0.0565	-0.467	P56379	P56379	Mp68	1	8	2	2	P56379	MOUSE	6697.9	32.7	2792	2792.1	21.83	21.83		58	6.8 kDa mitochondrial proteolipid	mitochondrion|mitochondrial proton-transporting ATP synthase complex|integral component of membrane|			2	8	9.85e+09	32.7%
0.133	-0.1265	0.022	0.27	-0.0555	-0.133	-0.118	-0.137	-0.138	-0.2465	0.1265	0.118	0.107	0.017	-0.1485	-0.022	0.137	-0.107	0.268	-0.0735	-0.27	0.138	-0.017	-0.268	-0.26	0.0555	0.2465	0.1485	0.0735	0.26	Q80TP3	Q80TP3	Ubr5	1	5	4	4	Q80TP3|E9Q2H1|Q64321	MOUSE	311541.6	1.3	2793	2793.1	21.81	21.81		2792	E3 ubiquitin-protein ligase UBR5	nucleus|nucleoplasm|cytoplasm|membrane|	protein polyubiquitination|DNA repair|cellular response to DNA damage stimulus|positive regulation of protein import into nucleus, translocation|positive regulation of catenin import into nucleus|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|progesterone receptor signaling pathway|positive regulation of canonical Wnt signaling pathway|negative regulation of histone H2A K63-linked ubiquitination|negative regulation of double-strand break repair|	RNA binding|ubiquitin-protein transferase activity|zinc ion binding|ligase activity|ubiquitin-ubiquitin ligase activity|ubiquitin binding|	4	5	2.52e+08	1.3%
0.029	0.0985	0.628	0.168	0.0685	-0.029	0.025	0.604	0.111	0.0075	-0.0985	-0.025	0.49	0.067	0.1165	-0.628	-0.604	-0.49	-0.503	-0.6045	-0.168	-0.111	-0.067	0.503	-0.095	-0.0685	-0.0075	-0.1165	0.6045	0.095	P97298	P97298	Serpinf1	1	7	2	2	P97298	MOUSE	46290.3	7.1	2794	2794.1	21.78	21.78		417	Pigment epithelium-derived factor	extracellular region|basement membrane|extracellular space|melanosome|axon hillock|perinuclear region of cytoplasm|extracellular exosome|extracellular matrix|	kidney development|aging|short-term memory|response to acidic pH|negative regulation of endothelial cell migration|negative regulation of gene expression|negative regulation of endopeptidase activity|positive regulation of neuron projection development|negative regulation of angiogenesis|ovulation cycle|response to arsenic-containing substance|negative regulation of inflammatory response|positive regulation of neurogenesis|retina development in camera-type eye|negative regulation of epithelial cell proliferation involved in prostate gland development|cellular response to cobalt ion|cellular response to retinoic acid|cellular response to glucose stimulus|cellular response to dexamethasone stimulus|negative regulation of neuron death|	serine-type endopeptidase inhibitor activity|	2	7	1.77e+08	7.1%
-0.044	0.2795	0.257	-0.108	0.2625	0.044	0.338	0.278	-0.074	0.2805	-0.2795	-0.338	-0.062	-0.375	-0.0155	-0.257	-0.278	0.062	-0.345	0.0085	0.108	0.074	0.375	0.345	0.361	-0.2625	-0.2805	0.0155	-0.0085	-0.361	G3X8S1	G3X8S1	Dnajc19	1	3	3	3	G3X8S1|Q9CQV7-2|Q9CQV7-3|Q9CQV7|D3Z5K6	MOUSE	17424	26.1	2795	2795.1	21.73	21.73		157	DnaJ (Hsp40) homolog, subfamily C, member 19, isoform CRA_c	mitochondrial inner membrane|protein complex|	visual perception|genitalia development|		3	3	4.08e+08	26.1%
0.076	0.3395	-0.347	0.066	0.2085	-0.076	0.278	-0.446	-0.02	0.1085	-0.3395	-0.278	-0.726	-0.261	-0.1275	0.347	0.446	0.726	0.433	0.5605	-0.066	0.02	0.261	-0.433	0.133	-0.2085	-0.1085	0.1275	-0.5605	-0.133	G3X9R9	G3X9R9	Gpr182	1	2	2	2	G3X9R9	MOUSE	46182.3	5.7	2796	2796.1	21.72	21.72		398	Adrenomedullin receptor	integral component of membrane|	response to hypoxia|G-protein coupled receptor signaling pathway|	adrenomedullin receptor activity|	2	2	7.33e+08	5.7%
0.426	0.0035	-0.13	0.279	0.2865	-0.426	-0.039	-0.235	0.096	-0.0115	-0.0035	0.039	-0.294	0.276	0.0765	0.13	0.235	0.294	0.417	0.2115	-0.279	-0.096	-0.276	-0.417	-0.102	-0.2865	0.0115	-0.0765	-0.2115	0.102	Q8BKE6	Q8BKE6	Cyp20a1	1	3	2	2	Q8BKE6	MOUSE	52490.6	4.7	2797	2797.1	21.68	21.68		462	Cytochrome P450 20A1	membrane|integral component of membrane|	oxidation-reduction process|	monooxygenase activity|iron ion binding|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|heme binding|	2	3	2.07e+08	4.7%
-0.006	0.0415	-0.626	-0.071	-0.0985	0.006	0.062	-0.643	-0.074	-0.1175	-0.0415	-0.062	-0.707	-0.1	-0.1375	0.626	0.643	0.707	0.575	0.5305	0.071	0.074	0.1	-0.575	-0.038	0.0985	0.1175	0.1375	-0.5305	0.038	Q91WE6	Q91WE6	Cdkal1	1	2	2	2	Q91WE6|Q91WE6-2|Q91WE6-3|Q91WE6-4	MOUSE	65972.2	3.6	2798	2798.1	21.66	21.66		578	Threonylcarbamoyladenosine tRNA methylthiotransferase	endoplasmic reticulum|endoplasmic reticulum membrane|rough endoplasmic reticulum|membrane|integral component of membrane|	tRNA methylthiolation|maintenance of translational fidelity|	N6-threonylcarbomyladenosine methylthiotransferase activity|metal ion binding|4 iron, 4 sulfur cluster binding|	2	2	15700000	3.6%
0.153	-1.1745	-0.051	-1.098	-0.9155	-0.153	-1.313	-0.228	-1.261	-1.0945	1.1745	1.313	1.083	0.089	0.2615	0.051	0.228	-1.083	-1.026	-0.8605	1.098	1.261	-0.089	1.026	0.172	0.9155	1.0945	-0.2615	0.8605	-0.172	P54818	P54818	Galc	1	2	2	2	P54818	MOUSE	77483.2	5.5	2799	2799.1	21.65	21.65		684	Galactocerebrosidase	mitochondrion|lysosome|extracellular exosome|	carbohydrate metabolic process|galactosylceramide catabolic process|	galactosylceramidase activity|	2	2	92700000	5.5%
-0.513	-1.1275	-0.458	-0.911	-0.9535	0.513	-0.511	0.032	-0.303	-0.1865	1.1275	0.511	0.37	0.106	0.0895	0.458	-0.032	-0.37	-0.155	-0.2255	0.911	0.303	-0.106	0.155	-0.049	0.9535	0.1865	-0.0895	0.2255	0.049	F8VQJ3	F8VQJ3	Lamc1	1	4	3	3	F8VQJ3|P02468	MOUSE	182889.8	1.6	2800	2800.1	21.63	21.63		1607	Laminin subunit gamma-1	basement membrane|basal lamina|laminin-1 complex|extracellular matrix|laminin-10 complex|extracellular exosome|basement membrane|extracellular matrix|	protein complex assembly|cell adhesion|cell migration|extracellular matrix disassembly|neuron projection development|hemidesmosome assembly|substrate adhesion-dependent cell spreading|	extracellular matrix structural constituent|protein binding|glycosphingolipid binding|	3	4	81300000	1.6%
0.069	1.0175	-0.01	0.618	0.3415	-0.069	1.073	-0.101	0.63	0.2905	-1.0175	-1.073	-1.165	-0.387	-0.4625	0.01	0.101	1.165	0.746	0.5095	-0.618	-0.63	0.387	-0.746	-0.075	-0.3415	-0.2905	0.4625	-0.5095	0.075	Q9D2V5	Q9D2V5	Aar2	1	5	3	3	Q9D2V5	MOUSE	43806.6	9.1	2801	2801.1	21.63	21.63		384	Protein AAR2 homolog				3	5	1.83e+09	9.1%
0.026	0.1985	0.137	0.241	0.0525	-0.026	0.154	0.088	0.171	5e-04	-0.1985	-0.154	-0.102	0.025	-0.0655	-0.137	-0.088	0.102	0.18	0.0225	-0.241	-0.171	-0.025	-0.18	-0.113	-0.0525	-5e-04	0.0655	-0.0225	0.113	P52633	P52633	Stat6	1	4	3	3	P52633|E9PWW5|Q8BLI0|B1ASU9|O55047|O55047-2|B7ZC85|O55047-3	MOUSE	94180.1	2.5	2802	2802.1	21.58	21.58		837	Signal transducer and transcription activator 6	nuclear chromatin|nucleus|nucleoplasm|cytoplasm|	negative regulation of transcription from RNA polymerase II promoter|T-helper 1 cell lineage commitment|negative regulation of type 2 immune response|transcription from RNA polymerase II promoter|signal transduction|mammary gland epithelial cell proliferation|interleukin-4-mediated signaling pathway|regulation of cell proliferation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of isotype switching to IgE isotypes|mammary gland morphogenesis|	RNA polymerase II core promoter sequence-specific DNA binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription|RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription|DNA binding|signal transducer activity|protein phosphatase binding|identical protein binding|sequence-specific DNA binding|	3	4	1.89e+08	2.5%
0.183	-0.1575	0.199	0.003	0.1175	-0.183	-0.326	0.045	-0.19	-0.0685	0.1575	0.326	0.204	0.173	0.2775	-0.199	-0.045	-0.204	-0.102	-0.1295	-0.003	0.19	-0.173	0.102	0.105	-0.1175	0.0685	-0.2775	0.1295	-0.105	E9PYD1	E9PYD1	Fam98c	1	3	3	3	E9PYD1|D3Z100	MOUSE	37841.8	12.7	2803	2803.1	21.56	21.56		344	Family with sequence similarity 98, member C	tRNA-splicing ligase complex|		poly(A) RNA binding|	3	3	26200000	12.7%
0.513	0.3795	0.983	0.455	0.4695	-0.513	-0.119	0.447	-0.068	-0.0685	-0.3795	0.119	0.564	0.088	0.0925	-0.983	-0.447	-0.564	-0.508	-0.5095	-0.455	0.068	-0.088	0.508	0.005	-0.4695	0.0685	-0.0925	0.5095	-0.005	Q8BZX4-2	Q8BZX4-2	Srek1	1	2	2	2	Q8BZX4-2|Q8BZX4|A0A1B0GSB4	MOUSE	69347.6	3.9	2804	2804.1	21.56	21.56		494	Isoform 2 of Splicing regulatory glutamine/lysine-rich protein 1	nucleoplasm|spliceosomal complex|	mRNA processing|RNA splicing|	nucleotide binding|poly(A) RNA binding|	2	2	4.9e+07	3.9%
-0.3	-0.2855	-0.474	0.104	-0.1485	0.3	0.348	0.107	0.708	0.1795	0.2855	-0.348	0.119	0.398	-0.00950000000000001	0.474	-0.107	-0.119	0.25	-0.0725	-0.104	-0.708	-0.398	-0.25	-0.38	0.1485	-0.1795	0.00950000000000001	0.0725	0.38	Q64462	Q64462	Cyp4b1	1	4	3	3	Q64462	MOUSE	59412.7	9.1	2807	2807.1	21.52	21.52		511	Cytochrome P450 4B1	endoplasmic reticulum membrane|	biphenyl metabolic process|fluorene metabolic process|exogenous drug catabolic process|oxidation-reduction process|	iron ion binding|drug binding|fluorene oxygenase activity|heme binding|aromatase activity|	3	4	5.17e+08	9.1%
0.173	-0.0845	-0.151	-0.329	-0.6345	-0.173	-0.243	-0.275	-0.3	-0.6205	0.0845	0.243	-0.106	-0.24	-0.4635	0.151	0.275	0.106	-0.084	-0.4055	0.329	0.3	0.24	0.084	-0.314	0.6345	0.6205	0.4635	0.4055	0.314	Q60631	Q60631	Grb2	1	3	3	3	Q60631|B1AT92|Q60631-2	MOUSE	25352.1	13.3	2808	2808.1	21.49	21.49		217	Growth factor receptor-bound protein 2	nucleus|nucleoplasm|nucleolus|cytoplasm|endosome|Golgi apparatus|cytosol|plasma membrane|cell-cell junction|COP9 signalosome|vesicle membrane|membrane|extracellular exosome|Grb2-EGFR complex|	Ras protein signal transduction|aging|insulin receptor signaling pathway|positive regulation of signal transduction|cell differentiation|positive regulation of actin filament polymerization|receptor internalization|signal transduction in response to DNA damage|regulation of MAPK cascade|anatomical structure formation involved in morphogenesis|protein heterooligomerization|branching involved in labyrinthine layer morphogenesis|cellular response to ionizing radiation|positive regulation of reactive oxygen species metabolic process|	phosphotyrosine binding|SH3/SH2 adaptor activity|epidermal growth factor receptor binding|neurotrophin TRKA receptor binding|protein binding|SH3 domain binding|protein kinase binding|protein phosphatase binding|protein domain specific binding|identical protein binding|insulin receptor substrate binding|poly(A) RNA binding|ephrin receptor binding|	3	3	8.2e+07	13.3%
-0.23	-0.3575	-0.024	-0.421	-0.3595	0.23	-0.217	0.231	-0.156	-0.1545	0.3575	0.217	0.505	0.121	0.0125	0.024	-0.231	-0.505	-0.425	-0.1485	0.421	0.156	-0.121	0.425	0.053	0.3595	0.1545	-0.0125	0.1485	-0.053	O09111	O09111	Ndufb11	1	5	2	2	O09111	MOUSE	17500.5	19.2	2809	2809.1	21.48	21.48		151	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	mitochondrion|mitochondrial respiratory chain complex I|integral component of membrane|	oxidation-reduction process|		2	5	5.27e+08	19.2%
0.302	0.0665	-0.061	-0.108	0.0825	-0.302	-0.255	-0.386	-0.42	-0.1235	-0.0665	0.255	-0.167	-0.149	0.1735	0.061	0.386	0.167	-0.028	0.3375	0.108	0.42	0.149	0.028	0.23	-0.0825	0.1235	-0.1735	-0.3375	-0.23	Q6PJN8	Q6PJN8	Dalrd3	1	3	3	3	Q6PJN8|A0A0A6YW92	MOUSE	59587.8	7.6	2810	2810.1	21.46	21.46		538	DALR anticodon-binding domain-containing protein 3		arginyl-tRNA aminoacylation|	arginine-tRNA ligase activity|ATP binding|	3	3	1.29e+09	7.6%
0.027	-0.1055	-0.112	0.058	0.0145	-0.027	-0.081	-0.073	0.021	-0.0385	0.1055	0.081	-0.046	0.138	0.0845	0.112	0.073	0.046	0.221	0.1625	-0.058	-0.021	-0.138	-0.221	-0.053	-0.0145	0.0385	-0.0845	-0.1625	0.053	Q9Z1K5	Q9Z1K5	Arih1	1	3	3	3	Q9Z1K5|H9KV21|H7BWY7	MOUSE	65841.3	5.5	2813	2813.1	21.41	21.41		555	E3 ubiquitin-protein ligase ARIH1	cytoplasm|	ubiquitin-dependent protein catabolic process|protein ubiquitination|	ubiquitin-protein transferase activity|zinc ion binding|ligase activity|ubiquitin protein ligase binding|	3	3	6.3e+07	5.5%
-0.171	0.0885	-0.886	-0.827	-0.1605	0.171	0.394	-0.738	-0.666	-0.1195	-0.0885	-0.394	-1.057	-0.965	-0.2445	0.886	0.738	1.057	0.079	0.7155	0.827	0.666	0.965	-0.079	0.551	0.1605	0.1195	0.2445	-0.7155	-0.551	Q9DB60	Q9DB60	Fam213b	1	3	2	2	Q9DB60	MOUSE	22069	8.9	2816	2816.1	21.32	21.32		201	Prostamide/prostaglandin F synthase	cytoplasm|endoplasmic reticulum|cytosol|myelin sheath|extracellular exosome|cytoplasm|	prostaglandin biosynthetic process|oxidation-reduction process|	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|prostaglandin-F synthase activity|	2	3	2.68e+08	8.9%
0.312	-1.0775	0.801	-1.04	-0.8715	-0.312	-1.326	0.515	-1.313	-1.2035	1.0775	1.326	1.839	0.014	0.1975	-0.801	-0.515	-1.839	-1.821	-1.6795	1.04	1.313	-0.014	1.821	0.148	0.8715	1.2035	-0.1975	1.6795	-0.148	Q9QZ25	Q9QZ25	Vnn3	1	4	2	2	Q9QZ25	MOUSE	56931.6	5.4	2817	2817.1	21.31	21.31		500	Vascular non-inflammatory molecule 3	extracellular space|plasma membrane|anchored component of membrane|	pantothenate metabolic process|	pantetheine hydrolase activity|	2	4	6.34e+08	5.4%
-0.057	-0.1805	-0.043	0.201	0.0945	0.057	-0.264	0.075	0.126	0.0385	0.1805	0.264	0.188	0.312	0.2415	0.043	-0.075	-0.188	0.092	0.0155	-0.201	-0.126	-0.312	-0.092	-0.082	-0.0945	-0.0385	-0.2415	-0.0155	0.082	E0CX20	E0CX20	Bud31	1	3	2	2	E0CX20|Q6PGH1	MOUSE	17570	14.5	2818	2818.1	21.3	21.3		144	Protein BUD31 homolog	spliceosomal complex|	mRNA splicing, via spliceosome|		2	3	2.25e+08	14.5%
-0.008	-0.1365	-0.051	-0.399	-0.2745	0.008	-0.231	0.079	-0.422	-0.2555	0.1365	0.231	0.221	-0.236	-0.0255	0.051	-0.079	-0.221	-0.393	-0.3425	0.399	0.422	0.236	0.393	0.115	0.2745	0.2555	0.0255	0.3425	-0.115	Q9WU40-2	Q9WU40-2	Lemd3	1	4	2	2	Q9WU40-2|D3YU56|Q9WU40|E9QP59	MOUSE	103764.6	2.3	2819	2819.1	21.27	21.27		921	Isoform 2 of Inner nuclear membrane protein Man1	nuclear envelope|nuclear inner membrane|integral component of nuclear inner membrane|integral component of membrane|	angiogenesis|blood vessel endothelial cell migration involved in intussusceptive angiogenesis|nucleus organization|negative regulation of transforming growth factor beta receptor signaling pathway|negative regulation of BMP signaling pathway|negative regulation of activin receptor signaling pathway|skeletal muscle cell differentiation|regulation of cell cycle|regulation of extracellular matrix organization|	nucleotide binding|DNA binding|	2	4	1.12e+08	2.3%
-0.088	0.0405	-0.086	0.147	-0.0355	0.088	0.343	0.062	0.321	0.1235	-0.0405	-0.343	-0.283	0.105	-0.0175	0.086	-0.062	0.283	0.188	0.0055	-0.147	-0.321	-0.105	-0.188	-0.176	0.0355	-0.1235	0.0175	-0.0055	0.176	Q9D404	Q9D404	Oxsm	1	4	2	2	Q9D404	MOUSE	49254.3	8	2820	2820.1	21.24	21.24		459	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	cytoplasm|mitochondrion|	acyl-CoA metabolic process|short-chain fatty acid biosynthetic process|medium-chain fatty acid biosynthetic process|	3-oxoacyl-[acyl-carrier-protein] synthase activity|	2	4	6.6e+07	8.0%
0.325	0.3715	0.284	0.238	0.3835	-0.325	0.015	0.164	-0.096	-0.2405	-0.3715	-0.015	-0.088	-0.165	-0.0675	-0.284	-0.164	0.088	-0.083	-0.2345	-0.238	0.096	0.165	0.083	0.097	-0.3835	0.2405	0.0675	0.2345	-0.097	Q6PDH0-2	Q6PDH0-2	Phldb1	1	4	3	3	Q6PDH0-2|D3Z0X5|D3Z4N0|Q6PDH0|E9PWB1	MOUSE	159661.4	2.8	2821	2821.1	21.22	21.22		1371	Isoform 2 of Pleckstrin homology-like domain family B member 1	basal cortex|	regulation of gastrulation|regulation of epithelial to mesenchymal transition|regulation of microtubule cytoskeleton organization|positive regulation of basement membrane assembly involved in embryonic body morphogenesis|		3	4	6.5e+09	2.8%
0.121	-0.2045	0.256	-0.118	-0.3345	-0.121	-0.546	-0.021	-0.438	-0.6375	0.2045	0.546	0.523	-0.126	-0.0355	-0.256	0.021	-0.523	-0.41	-0.5735	0.118	0.438	0.126	0.41	-0.026	0.3345	0.6375	0.0355	0.5735	0.026	P41230	P41230	Kdm5c	1	4	4	4	P41230|P41230-2|P41230-3	MOUSE	177991.4	2.6	2822	2822.1	21.2	21.2		1554	Lysine-specific demethylase 5C	nucleus|cytoplasm|	negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|histone H3-K4 demethylation|regulation of circadian rhythm|negative regulation of transcription, DNA-templated|rhythmic process|oxidation-reduction process|	RNA polymerase II transcription factor binding|DNA binding|zinc ion binding|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors|histone demethylase activity (H3-K4 specific)|identical protein binding|	4	4	6.79e+08	2.6%
-0.029	0.0475	0.01	0.06	0.2485	0.029	0.091	0.016	0.079	0.2525	-0.0475	-0.091	-0.078	0.024	0.2035	-0.01	-0.016	0.078	0.07	0.2435	-0.06	-0.079	-0.024	-0.07	0.179	-0.2485	-0.2525	-0.2035	-0.2435	-0.179	Q6NSR8	Q6NSR8	Npepl1	1	2	2	2	Q6NSR8	MOUSE	56851.9	4.1	2823	2823.1	21.2	21.2		524	Probable aminopeptidase NPEPL1	nucleus|cytoplasm|	proteolysis|	aminopeptidase activity|metalloexopeptidase activity|manganese ion binding|	2	2	64700000	4.1%
0.072	0.3775	-0.273	0.276	0.2105	-0.072	0.125	-0.375	0.078	0.0045	-0.3775	-0.125	-0.582	-0.12	-0.0935	0.273	0.375	0.582	0.478	0.5205	-0.276	-0.078	0.12	-0.478	0.049	-0.2105	-0.0045	0.0935	-0.5205	-0.049	P70697	P70697	Urod	1	7	3	3	P70697	MOUSE	40976.4	8.4	2825	2825.1	21.17	21.17		367	Uroporphyrinogen decarboxylase	nucleoplasm|cytoplasm|cytosol|	liver development|protoporphyrinogen IX biosynthetic process|heme biosynthetic process|response to iron ion|response to amine|response to estradiol|heme metabolic process|response to ethanol|uroporphyrinogen III metabolic process|response to mercury ion|response to methylmercury|response to fungicide|cellular response to arsenic-containing substance|	uroporphyrinogen decarboxylase activity|ferrous iron binding|	3	7	1.95e+08	8.4%
0.026	-0.2885	-0.319	0.01	-0.2535	-0.026	-0.299	-0.368	-0.056	-0.3045	0.2885	0.299	-0.16	0.28	0.0365	0.319	0.368	0.16	0.318	0.2255	-0.01	0.056	-0.28	-0.318	-0.243	0.2535	0.3045	-0.0365	-0.2255	0.243	Q3UL36	Q3UL36	Arglu1	1	3	3	3	Q3UL36|Q3UL36-2	MOUSE	32886.4	8.1	2826	2826.1	21.17	21.17		271	Arginine and glutamate-rich protein 1	nucleoplasm|mitochondrion|			3	3	61800000	8.1%
0.357	-0.0565	0.416	0.183	0.1815	-0.357	-0.399	0.035	-0.184	-0.2005	0.0565	0.399	0.432	0.252	0.2405	-0.416	-0.035	-0.432	-0.213	-0.2295	-0.183	0.184	-0.252	0.213	-0.01	-0.1815	0.2005	-0.2405	0.2295	0.01	Q8BR90	Q8BR90		1	2	2	2	Q8BR90|Q8BR90-2	MOUSE	34155.4	11.5	2827	2827.1	21.17	21.17		294	UPF0600 protein C5orf51 homolog				2	2	7.1e+07	11.5%
-0.508	-0.7575	-1.352	-0.233	-0.7585	0.508	-0.235	-0.868	0.265	-0.2755	0.7575	0.235	-0.635	0.537	0.0015	1.352	0.868	0.635	1.14	0.5985	0.233	-0.265	-0.537	-1.14	-0.535	0.7585	0.2755	-0.0015	-0.5985	0.535	A1L3P4	A1L3P4	Slc9a6	1	2	2	2	A1L3P4|B0QZV3	MOUSE	78522	3.5	2829	2829.1	21.14	21.14		702	Sodium/hydrogen exchanger	mitochondrion|endosome|early endosome|late endosome|endoplasmic reticulum membrane|plasma membrane|integral component of membrane|dendrite|cytoplasmic vesicle|early endosome membrane|intracellular membrane-bounded organelle|axon terminus|axonal spine|synapse|recycling endosome|recycling endosome membrane|	regulation of pH|proton transport|brain-derived neurotrophic factor receptor signaling pathway|sodium ion transmembrane transport|axon extension|neuron projection morphogenesis|synapse organization|regulation of neurotrophin TRK receptor signaling pathway|dendritic spine development|dendrite extension|hydrogen ion transmembrane transport|	sodium:proton antiporter activity|	2	2	23400000	3.5%
0.128	-0.1775	-0.422	-0.00699999999999999	-0.2175	-0.128	-0.29	-0.513	-0.12	-0.3705	0.1775	0.29	-0.157	0.262	0.0315	0.422	0.513	0.157	0.361	0.1785	0.00699999999999999	0.12	-0.262	-0.361	-0.246	0.2175	0.3705	-0.0315	-0.1785	0.246	Q3UBZ5	Q3UBZ5	Mif4gd	1	4	2	2	Q3UBZ5|A2A9W3|Q3UBZ5-2	MOUSE	25892.2	13.5	2830	2830.1	21.14	21.14		222	MIF4G domain-containing protein	nucleolus|cytoplasm|	regulation of translation|	RNA binding|protein C-terminus binding|	2	4	90500000	13.5%
-0.397	-0.6625	0.031	-0.515	-0.4145	0.397	-0.252	0.404	-0.128	-0.0425	0.6625	0.252	0.654	0.16	0.2505	-0.031	-0.404	-0.654	-0.526	-0.4415	0.515	0.128	-0.16	0.526	0.091	0.4145	0.0425	-0.2505	0.4415	-0.091	Q8CBR6	Q8CBR6	Tsku	1	6	2	2	Q8CBR6	MOUSE	38760.8	6.4	2831	2831.1	21.13	21.13		354	Tsukushin	extracellular space|	regulation of gene expression|corpus callosum morphogenesis|lateral ventricle development|anterior commissure morphogenesis|negative regulation of Wnt signaling pathway|camera-type eye development|ciliary body morphogenesis|	protein binding|	2	6	1.19e+08	6.4%
-0.115	-0.1665	-0.107	0.12	-0.2675	0.115	-0.037	0.132	0.302	0.0035	0.1665	0.037	-0.034	0.377	-0.0925	0.107	-0.132	0.034	0.247	-0.1565	-0.12	-0.302	-0.377	-0.247	-0.397	0.2675	-0.0035	0.0925	0.1565	0.397	Q91W92	Q91W92	Cdc42ep1	1	3	3	3	Q91W92|A0A0R4J0S1	MOUSE	43152.3	12.2	2832	2832.1	21.12	21.12		409	Cdc42 effector protein 1	cytoplasm|Golgi apparatus|cytoskeleton|plasma membrane|focal adhesion|actin cytoskeleton|	Rho protein signal transduction|regulation of cell shape|positive regulation of actin filament polymerization|positive regulation of pseudopodium assembly|positive regulation of GTPase activity|	GTPase activator activity|protein binding|GTP-Rho binding|	3	3	3.47e+08	12.2%
