Liver_Searched, 126:127, No_BirA_4:No_BirA_5	Liver_Searched, 126:128, No_BirA_4:XBirA_2	Liver_Searched, 126:129, No_BirA_4:No_BirA_6	Liver_Searched, 126:130, No_BirA_4:XBirA_3	Liver_Searched, 126:131, No_BirA_4:XBirA_1	Liver_Searched, 127:126, No_BirA_5:No_BirA_4	Liver_Searched, 127:128, No_BirA_5:XBirA_2	Liver_Searched, 127:129, No_BirA_5:No_BirA_6	Liver_Searched, 127:130, No_BirA_5:XBirA_3	Liver_Searched, 127:131, No_BirA_5:XBirA_1	Liver_Searched, 128:126, XBirA_2:No_BirA_4	Liver_Searched, 128:127, XBirA_2:No_BirA_5	Liver_Searched, 128:129, XBirA_2:No_BirA_6	Liver_Searched, 128:130, XBirA_2:XBirA_3	Liver_Searched, 128:131, XBirA_2:XBirA_1	Liver_Searched, 129:126, No_BirA_6:No_BirA_4	Liver_Searched, 129:127, No_BirA_6:No_BirA_5	Liver_Searched, 129:128, No_BirA_6:XBirA_2	Liver_Searched, 129:130, No_BirA_6:XBirA_3	Liver_Searched, 129:131, No_BirA_6:XBirA_1	Liver_Searched, 130:126, XBirA_3:No_BirA_4	Liver_Searched, 130:127, XBirA_3:No_BirA_5	Liver_Searched, 130:128, XBirA_3:XBirA_2	Liver_Searched, 130:129, XBirA_3:No_BirA_6	Liver_Searched, 130:131, XBirA_3:XBirA_1	Liver_Searched, 131:126, XBirA_1:No_BirA_4	Liver_Searched, 131:127, XBirA_1:No_BirA_5	Liver_Searched, 131:128, XBirA_1:XBirA_2	Liver_Searched, 131:129, XBirA_1:No_BirA_6	Liver_Searched, 131:130, XBirA_1:XBirA_3	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Liver_Searched unique_peptides	Liver_Searched numSpectra	Liver_Searched totalIntensity	Liver_Searched pct_cov
-0.228	0.14	-1.371	-0.169	-0.347	0.228	0.338	-1.024	0.059	-0.118	-0.14	-0.338	-1.45	-0.324	-0.467	1.371	1.024	1.45	1.073	0.839	0.169	-0.059	0.324	-1.073	-0.143	0.347	0.118	0.467	-0.839	0.143	Q9CQZ0	Q9CQZ0	Ormdl2	1	11	3	3	Q9CQZ0|Q921I0	MOUSE	17389.2	18.9	2365	2365.1	33.12	33.12		153	ORM1-like protein 2	endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|	ceramide metabolic process|negative regulation of sphingolipid biosynthetic process|		3	11	5.79e+09	18.9%
-0.055	0.018	-0.313	0.06	0.062	0.055	0.074	-0.258	0.115	0.117	-0.018	-0.074	-0.332	0.041	0.044	0.313	0.258	0.332	0.373	0.376	-0.06	-0.115	-0.041	-0.373	0.002	-0.062	-0.117	-0.044	-0.376	-0.002	Q6PEB4	Q6PEB4	Osgepl1	1	2	2	2	Q6PEB4|Q6PEB4-2	MOUSE	45611.5	6	2365	2365.2	21.71	21.71		414	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial	EKC/KEOPS complex|mitochondrion|	proteolysis|tRNA processing|	metalloendopeptidase activity|transferase activity, transferring acyl groups|metal ion binding|	2	2	5.4e+07	6.0%
0.309	0	0.493	0.183	0.344	-0.309	-0.26	0.252	-0.125	0.045	0	0.26	0.47	0.178	0.326	-0.493	-0.252	-0.47	-0.32	-0.283	-0.183	0.125	-0.178	0.32	0.211	-0.344	-0.045	-0.326	0.283	-0.211	Q61070	Q61070	Ei24	1	10	2	2	A0A0R4J250|Q61070	MOUSE	39217.2	6.4	2366	2366.1	33.05	33.05		340	Etoposide-induced protein 2.4	cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|Golgi apparatus|membrane|integral component of membrane|nuclear membrane|	autophagy|intrinsic apoptotic signaling pathway in response to DNA damage|negative regulation of cell growth|response to drug|neuromuscular process controlling balance|cellular response to UV-C|positive regulation of intrinsic apoptotic signaling pathway|		2	10	6.31e+09	6.4%
-0.144	-0.096	-0.365	0.104	-0.35	0.144	0.214	-0.106	0.404	-0.04	0.096	-0.214	-0.095	0.19	0.031	0.365	0.106	0.095	0.469	0.067	-0.104	-0.404	-0.19	-0.469	-0.444	0.35	0.04	-0.031	-0.067	0.444	A2APV2-3	A2APV2-3	Fmnl2	1	4	4	4	A2APV2-3|A2APV2|F8VPR2|E9PXE6|A2APV2-2|A0A1W2P6X3|Q9JL26|Q6ZPF4|D3Z7A7|Q6ZPF4-2	MOUSE	124377.3	3.8	2367	2367.1	33.05	33.05		1086	Isoform 3 of Formin-like protein 2	cytoplasm|	cytoskeleton organization|regulation of cell morphogenesis|cortical actin cytoskeleton organization|	actin binding|Rho GTPase binding|	4	4	63600000	3.8%
0.097	-0.823	-0.007	-0.2	-0.17	-0.097	-0.867	-0.165	-0.293	-0.219	0.823	0.867	0.617	0.575	0.648	0.007	0.165	-0.617	-0.042	0.031	0.2	0.293	-0.575	0.042	0.034	0.17	0.219	-0.648	-0.031	-0.034	P12787	P12787	Cox5a	1	4	3	3	P12787	MOUSE	16329.4	26.7	2368	2368.1	33.05	33.05		146	Cytochrome c oxidase subunit 5A, mitochondrial	mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain complex IV|myelin sheath|extracellular exosome|	mitochondrial electron transport, cytochrome c to oxygen|hydrogen ion transmembrane transport|	cytochrome-c oxidase activity|metal ion binding|	3	4	1.42e+08	26.7%
0.414	0.049	-0.204	0.209	0.213	-0.414	-0.226	-0.524	-0.205	-0.209	-0.049	0.226	-0.329	-0.153	0.275	0.204	0.524	0.329	0.412	0.633	-0.209	0.205	0.153	-0.412	0.054	-0.213	0.209	-0.275	-0.633	-0.054	P45376	P45376	Akr1b1	1	5	4	4	P45376|D3YVJ7	MOUSE	36073.9	13.6	2369	2369.1	33.05	33.05		316	Aldose reductase	extracellular space|nucleoplasm|cytoplasm|cytosol|cell projection cytoplasm|paranodal junction|mast cell granule|Schmidt-Lanterman incisure|perinuclear region of cytoplasm|extracellular exosome|Schwann cell microvillus|	tissue homeostasis|monosaccharide metabolic process|sorbitol biosynthetic process|response to water deprivation|naphthalene metabolic process|stress-activated protein kinase signaling cascade|norepinephrine metabolic process|daunorubicin metabolic process|doxorubicin metabolic process|positive regulation of JAK-STAT cascade|positive regulation of smooth muscle cell proliferation|oxidation-reduction process|maternal process involved in female pregnancy|cellular response to hydrogen peroxide|inner medullary collecting duct development|response to thyroid hormone|cellular response to methylglyoxal|cellular response to peptide|	alditol:NADP+ 1-oxidoreductase activity|glyceraldehyde oxidoreductase activity|	4	5	2.43e+08	13.6%
-0.105	0.059	0.358	0.175	0.116	0.105	0.243	0.611	0.373	0.368	-0.059	-0.243	0.29	-0.036	0.069	-0.358	-0.611	-0.29	-0.183	-0.243	-0.175	-0.373	0.036	0.183	-0.06	-0.116	-0.368	-0.069	0.243	0.06	Q3TBW2	Q3TBW2	Mrpl10	1	5	3	3	Q3TBW2|A2A715	MOUSE	29623.3	19.8	2370	2370.1	32.99	32.99		262	39S ribosomal protein L10, mitochondrial	nucleoplasm|mitochondrion|mitochondrial large ribosomal subunit|ribonucleoprotein complex|	translation|	structural constituent of ribosome|poly(A) RNA binding|	3	5	1.19e+09	19.8%
-0.402	0.044	-0.465	0.171	-0.011	0.402	0.347	-0.001	0.424	0.453	-0.044	-0.347	-0.529	0.087	0.024	0.465	0.001	0.529	0.657	0.455	-0.171	-0.424	-0.087	-0.657	0.035	0.011	-0.453	-0.024	-0.455	-0.035	P10852-2	P10852-2	Slc3a2	1	3	3	3	P10852-2|P10852|A0A0U1RPK4	MOUSE	62352.7	8.1	2371	2371.1	32.92	32.92		526	Isoform 2 of 4F2 cell-surface antigen heavy chain	nucleus|nucleoplasm|cytoplasm|plasma membrane|cell surface|membrane|integral component of membrane|apical plasma membrane|melanosome|extracellular exosome|	carbohydrate metabolic process|tryptophan transport|response to exogenous dsRNA|leucine import|	double-stranded RNA binding|catalytic activity|protein binding|neutral amino acid transmembrane transporter activity|cation binding|poly(A) RNA binding|	3	3	1.57e+08	8.1%
-0.248	0.185	-0.368	-1.149	-0.014	0.248	0.433	-0.12	-0.751	0.235	-0.185	-0.433	-0.553	-1.124	-0.199	0.368	0.12	0.553	-0.663	0.355	1.149	0.751	1.124	0.663	0.925	0.014	-0.235	0.199	-0.355	-0.925	P05201	P05201	Got1	1	3	3	3	P05201	MOUSE	46532	7.5	2372	2372.1	32.79	32.79		413	Aspartate aminotransferase, cytoplasmic	nucleus|cytoplasm|lysosome|cytosol|axon terminus|extracellular exosome|	2-oxoglutarate metabolic process|oxaloacetate metabolic process|glycerol biosynthetic process|aspartate metabolic process|aspartate biosynthetic process|aspartate catabolic process|glutamate metabolic process|Notch signaling pathway|glutamate catabolic process to aspartate|glutamate catabolic process to 2-oxoglutarate|cellular response to insulin stimulus|response to glucocorticoid|fatty acid homeostasis|	L-aspartate:2-oxoglutarate aminotransferase activity|phosphatidylserine decarboxylase activity|pyridoxal phosphate binding|carboxylic acid binding|L-cysteine:2-oxoglutarate aminotransferase activity|L-phenylalanine:2-oxoglutarate aminotransferase activity|	3	3	67600000	7.5%
-0.156	-0.065	0.113	-0.047	-0.003	0.156	0.091	0.226	0.066	0.109	0.065	-0.091	0.357	-0.062	-0.235	-0.113	-0.226	-0.357	-0.16	-0.116	0.047	-0.066	0.062	0.16	-0.173	0.003	-0.109	0.235	0.116	0.173	O88843	O88843	Cradd	1	3	3	3	O88843	MOUSE	22712.6	19	2373	2373.1	32.78	32.78		199	Death domain-containing protein CRADD	nucleus|cytoplasm|	activation of cysteine-type endopeptidase activity involved in apoptotic process|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|cellular response to mechanical stimulus|positive regulation of apoptotic signaling pathway|	protease binding|protein binding, bridging|death domain binding|	3	3	3.03e+08	19.0%
-0.211	-0.067	-0.236	-0.2	-0.291	0.211	0.26	0.031	0.127	-0.248	0.067	-0.26	-0.23	-0.133	-0.31	0.236	-0.031	0.23	-0.222	-0.278	0.2	-0.127	0.133	0.222	-0.375	0.291	0.248	0.31	0.278	0.375	P28661	P28661	Sept4	1	3	2	2	P28661|P28661-2|P28661-3|P28661-4|P28661-5|P28661-6	MOUSE	55391.4	6.9	2374	2374.1	32.78	32.78		478	Septin-4	mitochondrion|cytoskeleton|motile cilium|sperm flagellum|cell projection|myelin sheath|sperm annulus|	cell cycle|spermatid development|brain development|sperm mitochondrion organization|positive regulation of protein ubiquitination|positive regulation of apoptotic process|sperm capacitation|cell division|positive regulation of intrinsic apoptotic signaling pathway|	GTP binding|	2	3	43600000	6.9%
0.26	0.215	-0.064	0.084	-0.01	-0.26	-0.202	-0.291	-0.191	-0.19	-0.215	0.202	-0.297	-0.033	-0.147	0.064	0.291	0.297	0.148	0.108	-0.084	0.191	0.033	-0.148	-0.094	0.01	0.19	0.147	-0.108	0.094	Q7TN98	Q7TN98	Cpeb4	1	4	3	3	Q7TN98|Q7TN98-2|Q5SU48|Q7TN98-3|Q7TN98-5|Q7TN98-4|E9Q969|E9Q5X2|Q7TN99|A0A0R4J102|Q7TN99-2|D3Z5R9|Q7TN99-3|D3Z1R6|Q7TN99-4|Q812E0|Q7TN99-6|Q7TN99-5	MOUSE	80748.1	6	2375	2375.1	32.74	32.74		729	Cytoplasmic polyadenylation element-binding protein 4	nucleus|cytoplasm|endoplasmic reticulum|postsynaptic density|dendrite|synapse|	response to ischemia|ionotropic glutamate receptor signaling pathway|cellular response to decreased oxygen levels|cellular response to glucose starvation|negative regulation of neuron apoptotic process|cellular response to amino acid stimulus|	nucleotide binding|RNA binding|poly(A) RNA binding|	3	4	48800000	6.0%
0.064	-1.036	0.052	-0.532	-0.227	-0.064	-1.136	0.043	-0.667	-0.27	1.036	1.136	1.24	0.53	0.854	-0.052	-0.043	-1.24	-0.77	-0.26	0.532	0.667	-0.53	0.77	0.243	0.227	0.27	-0.854	0.26	-0.243	P19783	P19783	Cox4i1	1	6	3	3	P19783	MOUSE	19587.2	16.5	2376	2376.1	32.67	32.67		169	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	nucleus|mitochondrion|mitochondrial inner membrane|membrane|mitochondrial membrane|extracellular exosome|	response to nutrient|hydrogen ion transmembrane transport|	cytochrome-c oxidase activity|	3	6	7.23e+08	16.5%
-0.063	-0.057	-0.416	0.203	-0.149	0.063	-0.09	-0.474	0.255	-0.196	0.057	0.09	-0.172	0.153	-0.375	0.416	0.474	0.172	0.524	-0.213	-0.203	-0.255	-0.153	-0.524	-0.321	0.149	0.196	0.375	0.213	0.321	Q8K245	Q8K245	Uvrag	1	6	5	5	Q8K245|A0A140LI21	MOUSE	78436.4	6.8	2377	2377.1	32.64	32.64		698	UV radiation resistance associated protein	lytic vacuole|chromosome, centromeric region|lysosome|endosome|early endosome|late endosome|endoplasmic reticulum|centrosome|midbody|protein complex|phagocytic vesicle|DNA-dependent protein kinase complex|	DNA repair|retrograde vesicle-mediated transport, Golgi to ER|autophagy|spindle organization|chromosome segregation|positive regulation of autophagy|regulation of cytokinesis|receptor catabolic process|SNARE complex assembly|viral entry into host cell|centrosome organization|maintenance of Golgi location|regulation of vesicle-mediated transport|regulation of protein serine/threonine kinase activity|double-strand break repair via classical nonhomologous end joining|	SNARE binding|protein binding|SH3 domain binding|	5	6	4.72e+08	6.8%
-0.005	0.315	-0.621	0.314	-0.154	0.005	0.413	-0.485	0.429	-0.011	-0.315	-0.413	-0.921	-0.01	-0.344	0.621	0.485	0.921	0.935	0.435	-0.314	-0.429	0.01	-0.935	-0.406	0.154	0.011	0.344	-0.435	0.406	P23950	P23950	Zfp36l1	1	4	3	3	P23950	MOUSE	36840.4	10	2378	2378.1	32.63	32.63		338	mRNA decay activator protein ZFP36L1	nucleus|cytoplasm|cytosol|	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|vasculogenesis|proepicardium development|mRNA catabolic process|regulation of translation|apoptotic process|heart development|cell proliferation|neural tube development|T cell differentiation in thymus|multicellular organism growth|regulation of mRNA stability|embryonic organ development|chorio-allantoic fusion|spongiotrophoblast layer development|	DNA binding|mRNA binding|AU-rich element binding|poly(A) RNA binding|metal ion binding|	3	4	32100000	10.0%
-0.02	0.417	0.302	0.574	0.605	0.02	0.399	0.338	0.519	0.511	-0.417	-0.399	-0.103	0.157	0.226	-0.302	-0.338	0.103	0.221	0.116	-0.574	-0.519	-0.157	-0.221	0.073	-0.605	-0.511	-0.226	-0.116	-0.073	Q8BH55	Q8BH55	Thnsl1	1	4	3	3	Q8BH55|A2AUG7	MOUSE	84068.7	6.8	2379	2379.1	32.61	32.61		747	Threonine synthase-like 1	nucleus|nucleoplasm|cytoplasm|mitochondrion|	threonine biosynthetic process|	threonine synthase activity|pyridoxal phosphate binding|	3	4	3.14e+08	6.8%
0.382	0.695	0.884	0.349	0.587	-0.382	0.241	0.521	0.045	0.166	-0.695	-0.241	0.233	-0.299	-0.075	-0.884	-0.521	-0.233	-0.396	-0.313	-0.349	-0.045	0.299	0.396	0.075	-0.587	-0.166	0.075	0.313	-0.075	A2AKQ0	A2AKQ0	Slc35d1	1	6	2	2	A2AKQ0|A2AKQ0-2	MOUSE	39499.6	9.2	2380	2380.1	32.59	32.59		355	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter	endoplasmic reticulum|integral component of membrane|	pyrimidine nucleotide-sugar transport|chondroitin sulfate biosynthetic process|embryonic skeletal system development|pyrimidine nucleotide-sugar transmembrane transport|anion transmembrane transport|	pyrimidine nucleotide-sugar transmembrane transporter activity|antiporter activity|	2	6	1.4e+08	9.2%
-0.094	-0.128	-0.265	0.118	-0.239	0.094	0.063	-0.176	0.274	-0.041	0.128	-0.063	-0.162	0.066	-0.208	0.265	0.176	0.162	0.357	0.027	-0.118	-0.274	-0.066	-0.357	-0.311	0.239	0.041	0.208	-0.027	0.311	P97370	P97370	Atp1b3	1	6	2	2	P97370	MOUSE	32117.4	7.5	2381	2381.1	32.51	32.51		278	Sodium/potassium-transporting ATPase subunit beta-3	cytoplasm|plasma membrane|sodium:potassium-exchanging ATPase complex|caveola|melanosome|extracellular exosome|	cellular sodium ion homeostasis|potassium ion import|cellular potassium ion homeostasis|positive regulation of ATPase activity|sodium ion export from cell|protein stabilization|protein localization to plasma membrane|membrane repolarization|positive regulation of potassium ion transmembrane transporter activity|positive regulation of sodium ion export from cell|positive regulation of potassium ion import|	ATPase activator activity|sodium:potassium-exchanging ATPase activity|protein binding|ATPase binding|sodium:potassium-exchanging ATPase activity|	2	6	6.73e+08	7.5%
-0.201	-0.11	-0.385	0.152	-0.167	0.201	0.032	-0.184	0.107	-0.031	0.11	-0.032	-0.249	0.135	-0.23	0.385	0.184	0.249	0.384	0.051	-0.152	-0.107	-0.135	-0.384	-0.315	0.167	0.031	0.23	-0.051	0.315	Q3UHJ0	Q3UHJ0	Aak1	1	3	3	3	Q3UHJ0|Q3UHJ0-2	MOUSE	104086.1	5.2	2382	2382.1	32.46	32.46		959	AP2-associated protein kinase 1	coated pit|extrinsic component of plasma membrane|clathrin-coated vesicle|cell leading edge|terminal bouton|	protein phosphorylation|endocytosis|regulation of protein localization|positive regulation of Notch signaling pathway|protein autophosphorylation|protein stabilization|regulation of clathrin-mediated endocytosis|	protein serine/threonine kinase activity|Notch binding|ATP binding|AP-2 adaptor complex binding|	3	3	1.3e+07	5.2%
-0.5	0.039	0.081	0.24	-0.22	0.5	0.539	0.614	0.74	0.28	-0.039	-0.539	0.066	0.202	-0.258	-0.081	-0.614	-0.066	0.151	-0.238	-0.24	-0.74	-0.202	-0.151	-0.397	0.22	-0.28	0.258	0.238	0.397	Q8R3L2	Q8R3L2	Tcf25	1	3	3	3	Q8R3L2|A0A1D5RM90|Q8R3L2-5|Q8R3L2-2|Q8R3L2-3|Q8R3L2-4	MOUSE	77311	7.2	2383	2383.1	32.37	32.37		676	Transcription factor 25	nucleus|	negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|	DNA binding|sequence-specific DNA binding transcription factor activity|	3	3	4.85e+08	7.2%
-0.301	0.298	0.137	0.489	0.073	0.301	0.514	0.36	0.567	0.374	-0.298	-0.514	-0.488	-0.111	-0.295	-0.137	-0.36	0.488	0.377	0.348	-0.489	-0.567	0.111	-0.377	-0.113	-0.073	-0.374	0.295	-0.348	0.113	Q8VDP6	Q8VDP6	Cdipt	1	5	3	3	Q8VDP6|A0A0U1RP13|A0A0U1RQ57|A0A0U1RPV3|A0A0U1RNI6	MOUSE	23940.8	13.1	2384	2384.1	32.36	32.36		213	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Golgi membrane|endoplasmic reticulum membrane|Golgi apparatus|plasma membrane|membrane|integral component of membrane|	phosphatidylinositol biosynthetic process|CDP-diacylglycerol metabolic process|	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity|diacylglycerol binding|manganese ion binding|carbohydrate binding|alcohol binding|	3	5	5.55e+08	13.1%
-0.012	0.215	-0.193	0.348	-0.274	0.012	0.508	0.002	0.307	0.019	-0.215	-0.508	-0.597	0.134	-0.489	0.193	-0.002	0.597	0.541	0.33	-0.348	-0.307	-0.134	-0.541	-0.623	0.274	-0.019	0.489	-0.33	0.623	Q8C4X2	Q8C4X2	Csnk1g3	1	3	3	3	Q8C4X2|A0A0U1RP94|Q8BTH8|Q99K78|Q6P2B2|A0A0U1RPM8|A0A0U1RNW0|Q8BVP5|A0A0U1RPD7|A0A140LHR2|A0A140LIJ6	MOUSE	49393.6	7.7	2385	2385.1	32.33	32.33		424	Casein kinase I isoform gamma-3	cytoplasm|	endocytosis|regulation of cell shape|Wnt signaling pathway|peptidyl-serine phosphorylation|	protein serine/threonine kinase activity|ATP binding|	3	3	27100000	7.7%
-0.06	0.552	0.159	0.186	0.219	0.06	0.617	0.048	0.158	0.29	-0.552	-0.617	-0.497	-0.397	-0.353	-0.159	-0.048	0.497	0.061	0.138	-0.186	-0.158	0.397	-0.061	0.041	-0.219	-0.29	0.353	-0.138	-0.041	D6RFQ2	D6RFQ2	Gm42957	1	4	3	3	D6RFQ2|Q9Z210|E9PXK7	MOUSE	40427.4	9	2386	2386.1	32.27	32.27		366	Predicted gene 42957	peroxisome|peroxisomal membrane|integral component of peroxisomal membrane|membrane|protein complex|extracellular exosome|	peroxisome organization|cell adhesion|integrin-mediated signaling pathway|peroxisome fission|regulation of peroxisome size|protein homooligomerization|	protein homodimerization activity|	3	4	1.13e+09	9.0%
0.19	0.117	-0.194	0.432	0.007	-0.19	-0.176	-0.229	0.136	-0.258	-0.117	0.176	-0.344	0.22	-0.119	0.194	0.229	0.344	0.465	0.269	-0.432	-0.136	-0.22	-0.465	-0.374	-0.007	0.258	0.119	-0.269	0.374	Q99MU3	Q99MU3	Adar	1	4	4	4	Q99MU3|Q99MU3-2|Q99MU3-5|Q99MU3-4|Q99MU3-3	MOUSE	131757.1	3.7	2387	2387.1	32.24	32.24		1178	Double-stranded RNA-specific adenosine deaminase	nucleus|nucleoplasm|nucleolus|cytoplasm|membrane|supraspliceosomal complex|	osteoblast differentiation|in utero embryonic development|hematopoietic progenitor cell differentiation|somatic diversification of immune receptors via somatic mutation|transcription, DNA-templated|regulation of transcription, DNA-templated|adenosine to inosine editing|mRNA processing|protein import into nucleus|protein export from nucleus|response to virus|base conversion or substitution editing|erythrocyte differentiation|pre-miRNA processing|production of miRNAs involved in gene silencing by miRNA|miRNA loading onto RISC involved in gene silencing by miRNA|response to interferon-alpha|negative regulation of apoptotic process|negative regulation of protein kinase activity by regulation of protein phosphorylation|positive regulation of viral genome replication|negative regulation of viral genome replication|innate immune response|defense response to virus|definitive hemopoiesis|negative regulation of type I interferon-mediated signaling pathway|hematopoietic stem cell homeostasis|negative regulation of RNA interference|	left-handed Z-DNA binding|double-stranded RNA adenosine deaminase activity|protein binding|poly(A) RNA binding|metal ion binding|	4	4	1.97e+09	3.7%
-0.248	-0.547	-0.543	-0.257	-0.529	0.248	-0.245	-0.233	-0.009	-0.227	0.547	0.245	-0.103	0.089	-0.119	0.543	0.233	0.103	0.448	0.129	0.257	0.009	-0.089	-0.448	-0.208	0.529	0.227	0.119	-0.129	0.208	P54276	P54276	Msh6	1	4	4	4	P54276	MOUSE	152907	4.7	2388	2388.1	32.2	32.2		1358	DNA mismatch repair protein Msh6	nuclear chromosome|nuclear chromatin|nucleoplasm|cytoplasm|Golgi apparatus|plasma membrane|MutSalpha complex|intracellular membrane-bounded organelle|	meiotic mismatch repair|DNA repair|mismatch repair|reciprocal meiotic recombination|determination of adult lifespan|intrinsic apoptotic signaling pathway in response to DNA damage|response to UV|somatic hypermutation of immunoglobulin genes|somatic recombination of immunoglobulin gene segments|maintenance of DNA repeat elements|isotype switching|negative regulation of DNA recombination|positive regulation of helicase activity|intrinsic apoptotic signaling pathway|	four-way junction DNA binding|DNA binding|chromatin binding|damaged DNA binding|DNA-dependent ATPase activity|mismatched DNA binding|guanine/thymine mispair binding|single base insertion or deletion binding|methylated histone binding|magnesium ion binding|four-way junction DNA binding|double-stranded DNA binding|ATP binding|ATPase activity|mismatched DNA binding|guanine/thymine mispair binding|single guanine insertion binding|single thymine insertion binding|oxidized purine DNA binding|MutLalpha complex binding|ADP binding|	4	4	5.51e+09	4.7%
0.195	0.566	-0.282	0.099	0.083	-0.195	0.421	-0.289	0.195	-0.029	-0.566	-0.421	-0.715	-0.232	-0.45	0.282	0.289	0.715	0.483	0.345	-0.099	-0.195	0.232	-0.483	-0.138	-0.083	0.029	0.45	-0.345	0.138	Q80X41	Q80X41	Vrk1	1	3	3	3	Q80X41|Q80X41-3|Q80X41-5|A0A1Y7VMH3|Q80X41-2	MOUSE	50310.4	12.5	2389	2389.1	32.2	32.2		440	Serine/threonine-protein kinase VRK1	nucleus|nucleoplasm|nucleolus|cytoplasm|Golgi stack|spindle|	protein phosphorylation|endocytosis|mitotic nuclear division|regulation of cell shape|Wnt signaling pathway|peptidyl-serine phosphorylation|histone H3-S10 phosphorylation|protein autophosphorylation|cell division|histone H3-T3 phosphorylation|Golgi disassembly|	protein serine/threonine kinase activity|ATP binding|protein kinase binding|nucleosomal histone binding|histone kinase activity (H3-S10 specific)|histone kinase activity (H3-T3 specific)|	3	3	40700000	12.5%
-0.192	-0.32	-0.477	-0.182	-0.491	0.192	-0.019	-0.285	-0.045	-0.299	0.32	0.019	-0.158	-0.057	-0.276	0.477	0.285	0.158	0.295	-0.013	0.182	0.045	0.057	-0.295	-0.219	0.491	0.299	0.276	0.013	0.219	Q3TC72	Q3TC72	Fahd2	1	3	3	3	Q3TC72|A0A0R4J094	MOUSE	35089.1	13	2390	2390.1	32.12	32.12		313	Fumarylacetoacetate hydrolase domain-containing protein 2A	mitochondrion|	metabolic process|	hydrolase activity|metal ion binding|	3	3	1.17e+09	13.0%
-0.226	-0.089	0.087	-0.454	-0.656	0.226	0.289	0.269	-0.075	-0.277	0.089	-0.289	0.306	-0.364	-0.567	-0.087	-0.269	-0.306	-0.539	-0.707	0.454	0.075	0.364	0.539	-0.113	0.656	0.277	0.567	0.707	0.113	Q99NF7	Q99NF7	Ppm1b	1	5	3	3	Q99NF7|P36993-5|P36993-3|P36993-2|P36993-4|P36993|P49443|Q9EQE2	MOUSE	52737.7	5.6	2391	2391.1	32.09	32.09		477	Ppm1b protein		protein dephosphorylation|negative regulation of interferon-beta production|peptidyl-threonine dephosphorylation|negative regulation of NF-kappaB import into nucleus|negative regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of defense response to virus|	magnesium ion binding|protein serine/threonine phosphatase activity|manganese ion binding|	3	5	6.32e+09	5.6%
-0.182	0.162	0.031	0.034	-0.108	0.182	0.363	0.178	0.207	0.086	-0.162	-0.363	-0.332	-0.238	-0.278	-0.031	-0.178	0.332	0.027	-0.069	-0.034	-0.207	0.238	-0.027	-0.058	0.108	-0.086	0.278	0.069	0.058	Q8R0J2	Q8R0J2	Mpdu1	1	4	3	3	Q8R0J2|E9PVP3|Q9R0Q9	MOUSE	26723.3	11.7	2392	2392.1	32.08	32.08		247	Mannose-P-dolichol utilization defect 1	mitochondrion|endoplasmic reticulum|membrane|extracellular exosome|	dolichol-linked oligosaccharide biosynthetic process|oligosaccharide biosynthetic process|		3	4	7.92e+08	11.7%
-0.096	0.107	-0.246	-0.102	-0.153	0.096	0.169	-0.176	-0.04	0.042	-0.107	-0.169	-0.453	-0.209	-0.468	0.246	0.176	0.453	0.244	0.277	0.102	0.04	0.209	-0.244	0.021	0.153	-0.042	0.468	-0.277	-0.021	Q9WTX5	Q9WTX5	Skp1	1	5	3	3	Q9WTX5	MOUSE	18842.9	19.6	2393	2393.1	32.06	32.06		163	S-phase kinase-associated protein 1	centrosome|cytosol|SCF ubiquitin ligase complex|Cul7-RING ubiquitin ligase complex|extracellular exosome|PcG protein complex|	ubiquitin-dependent protein catabolic process|protein ubiquitination|SCF-dependent proteasomal ubiquitin-dependent protein catabolic process|histone H2A monoubiquitination|	ubiquitin-protein transferase activity|protein binding|ubiquitin-protein transferase activity|	3	5	2.53e+11	19.6%
